,18-Dec-2025
The Nifty witnessed an intraday movement of about 176.05 points.The closing index was 0.01 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 87865.32
, Traded Quantity (in Lakhs), 43797.69
, Number of Trades, 29913405
, Total Market Capitalisation (Rs. Crores), 46350554.12

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,JUSTDIAL,EQ,       705.85,                 34033391.90,48191
,JWL,EQ,       253.95,                125839272.90,494384
,JYOTHYLAB,EQ,       283.70,                 32409248.30,114057
,JYOTICNC,EQ,       916.50,                243286310.70,265864
,JYOTISTRUC,EQ,         9.86,                 56685368.49,5717855
,K2INFRA,SM,        61.95,                    37170.00,600
,KABRAEXTRU,EQ,       217.95,                  4237913.00,19466
,KAJARIACER,EQ,      1068.00,                 61420758.40,57245
,KAKATCEM,EQ,       129.64,                   671236.25,5201
,KALAMANDIR,EQ,       148.10,                 75185708.30,510921
,KALPATARU,EQ,       329.65,                 15527004.65,46975
,KALYANIFRG,EQ,       643.30,                   720908.60,1138
,KALYANKJIL,EQ,       470.85,                988567780.80,2100730
,KAMATHOTEL,EQ,       231.04,                  7089397.16,30591
,KAMDHENU,EQ,        22.08,                 49949677.15,2221172
,KAMOPAINTS,EQ,         6.54,                  2678995.17,409322
,KANANIIND,EQ,         1.69,                   297858.18,178755
,KANDARP,ST,       128.35,                  2819900.00,22000
,KANORICHEM,EQ,        77.15,                  7074470.70,92207
,KANPRPLA,EQ,       196.10,                  1255310.19,6407
,KANSAINER,EQ,       220.91,                 26118431.61,118013
,KAPSTON,EQ,       296.65,                  2599805.20,8699
,KARMAENG,EQ,        50.60,                   422465.97,8231
,KARNIKA,ST,       118.35,                  1887900.00,16000
,KARURVYSYA,EQ,       247.86,                203864421.41,823434
,KATARIA,SM,       108.00,                  6579060.00,61800
,KAUSHALYA,EQ,       893.30,                  1267534.25,1418
,KAVDEFENCE,BE,        70.32,                  1562459.18,22177
,KAYA,EQ,       327.10,                  1755263.55,5291
,KAYNES,EQ,      4046.50,               9258769253.00,2276540
,KAYTEX,SM,        74.95,                   951840.00,12800
,KCEIL,SM,       145.25,                  1460625.00,10000
,KCK,ST,        30.40,                  6496375.00,220000
,KCP,EQ,       180.29,                  8146228.14,45080
,KCPSUGIND,EQ,        26.00,                  1655561.54,63669
,KDDL,EQ,      2319.80,                 21959952.80,9557
,KDL,SM,       173.25,                  7108050.00,41250
,KEC,EQ,       700.30,                238635908.50,340117
,KECL,EQ,        97.32,                 17113376.29,174879
,KEEPLEARN,EQ,         2.59,                  2307142.85,857712
,KEI,EQ,      4086.80,                551012959.60,135330
,KEL,SM,       104.65,                  1107660.00,10800
,KELLTONTEC,EQ,        17.85,                 17986236.02,1009707
,KEN,SM,        44.00,                   317400.00,7200
,KERNEX,EQ,      1140.40,                664470359.70,579424
,KESORAMIND,BE,         9.93,                123786704.14,12623912
,KEYFINSERV,EQ,       317.65,                   375852.30,1182
,KFINTECH,EQ,      1069.00,               1576829482.30,1495429
,KHADIM,EQ,       158.52,                  8419443.11,52276
,KHAICHEM,EQ,        76.04,                 24032393.27,313175
,KHAITANLTD,EQ,        99.96,                   521775.83,5220
,KHANDSE,EQ,        22.20,                     4617.00,206
,KHFM,SM,        64.80,                   100440.00,1550
,KICL,EQ,      4871.00,                  6590369.50,1345
,KILITCH,EQ,       337.25,                  3892477.25,11676
,KIMS,EQ,       634.25,                237873205.40,372280
,KINGFA,EQ,      3758.70,                  5483415.60,1461
,KIOCL,EQ,       327.80,                 24781650.20,75251
,KIRIINDUS,EQ,       573.50,                173153993.35,301451
,KIRLOSBROS,EQ,      1603.90,                 65787376.90,40683
,KIRLOSENG,EQ,      1285.40,               2047950100.20,1626968
,KIRLOSIND,EQ,      3260.20,                 13354603.10,4085
,KIRLPNU,EQ,      1019.40,                139839402.30,136327
,KITEX,EQ,       186.83,                114406544.12,612805
,KKCL,EQ,       484.35,                  6609386.90,13573
,KKJEWELS,SM,        90.75,                    90750.00,1000
,KMEW,EQ,      3453.50,                741996321.90,210269
,KMSUGAR,EQ,        26.61,                   719607.91,27083
,KNAGRI,EQ,       192.70,                  3857130.60,19436
,KNRCON,EQ,       142.10,                 74651352.98,524721
,KODYTECH,SM,       927.90,                  7288470.00,7900
,KOHINOOR,EQ,        26.36,                  1553030.70,59241
,KOKUYOCMLN,EQ,        88.37,                  1843108.44,20839
,KOLTEPATIL,EQ,       386.35,                 27679049.75,71830
,KONSTELEC,SM,        42.60,                   867600.00,20000
,KONTOR,SM,        66.70,                    40020.00,600
,KOPRAN,EQ,       128.04,                 12413118.81,96474
,KORE,ST,       150.00,                   374250.00,2500
,KOTARISUG,EQ,        27.53,                   787146.84,28460
,KOTHARIPET,EQ,       123.16,                  2492467.88,20314
,KOTHARIPRO,EQ,        72.36,                   238788.90,3297
,KOTYARK,SM,       248.80,                  1072010.00,4300
,KPEL,EQ,       334.05,                 71226295.85,211682
,KPIGREEN,EQ,       422.50,                651621863.30,1534942
,KPIL,EQ,      1120.20,                174565515.60,154469
,KPITTECH,EQ,      1160.80,                467622447.40,402540
,KPRMILL,EQ,       965.60,                 86276264.80,89553
,KRBL,EQ,       388.20,                 59792776.45,153604
,KREBSBIO,EQ,        68.11,                   207251.08,3042
,KRIDHANINF,EQ,         4.00,                  1324530.44,333766
,KRISHANA,EQ,       519.95,                 27188590.60,52391
,KRISHCA,SM,       169.50,                  1755725.00,10500
,KRISHIVAL,EQ,       427.60,                  8731650.55,20612
,KRISHNADEF,SM,       673.20,                 26498425.00,39500
,KRITI,EQ,        86.20,                   584156.90,6670
,KRITIKA,EQ,         7.21,                   752225.28,104054
,KRITINUT,EQ,        64.88,                  1737105.39,26227
,KRN,EQ,       733.45,                120155788.55,164506
,KRONOX,EQ,       142.23,                  2562019.25,17959
,KROSS,EQ,       175.25,                 80726788.65,456564
,KRSNAA,EQ,       715.75,                 94764472.30,131224
,KRT,RR,       124.97,                 61747644.05,491386
,KRYSTAL,EQ,       513.55,                  2295902.75,4454
,KSB,EQ,       740.65,                 86714231.45,118244
,KSCL,EQ,       951.55,                 37910679.50,39745
,KSHITIJPOL,EQ,         2.49,                  2273574.46,910020
,KSL,EQ,       731.10,                 16365438.95,22453
,KSOLVES,EQ,       283.20,                  6466601.75,23052
,KSR,EQ,        16.86,                   621855.65,36574
,KTKBANK,EQ,       198.64,                421300630.77,2109488
,KUANTUM,EQ,        91.05,                  1559103.98,17100
,LAGNAM,EQ,        69.87,                   259412.74,3685
,LAKPRE,BZ,         5.29,                    14081.84,2678
,LAKSHYA,SM,       122.60,                  1194880.00,9600
,LAL,EQ,         9.44,                   318714.83,34351
,LALPATHLAB,EQ,      2793.60,                663710927.90,237374
,LAMBODHARA,EQ,       122.23,                  1009230.98,8269
,LAMOSAIC,SM,        35.10,                   379770.00,10800
,LANCORHOL,BE,        24.30,                   620895.70,25229
,LANDMARK,EQ,       496.55,                 17285693.75,34546
,LAOPALA,EQ,       203.05,                  6587926.45,32582
,LASA,EQ,         9.37,                   325712.04,34819
,LATENTVIEW,EQ,       482.40,                144421290.90,299276
,LATTEYS,BE,        22.39,                   245368.39,10952
,LAURUSLABS,EQ,      1015.50,                881490491.30,870778
,LAXMICOT,EQ,        18.99,                    46387.53,2451
,LAXMIDENTL,EQ,       260.40,                 13941640.05,53652
,LAXMIINDIA,EQ,       125.17,                 13015959.18,103583
,LCCINFOTEC,BE,         4.04,                   178371.45,44485
,LEMERITE,EQ,       503.75,                 31376531.50,61938
,LEMONTREE,EQ,       158.97,                111994163.19,704432
,LENSKART,EQ,       410.05,                984754833.10,2404530
,LEXUS,EQ,        26.21,                   275877.54,10354
,LFIC,EQ,       175.42,                   154700.63,873
,LGBBROSLTD,EQ,      1804.30,                 96374378.40,53345
,LGEINDIA,EQ,      1522.30,                547432383.00,357161
,LGHL,EQ,       279.00,                 44778938.85,168500
,LIBAS,EQ,        10.59,                   306214.87,28611
,LIBERTSHOE,EQ,       264.95,                  4653170.30,17657
,LICHSGFIN,EQ,       528.10,                455008524.75,864472
,LICMFGOLD,EQ,     11952.15,                 55529418.60,4626
,LICNETFGSC,EQ,        28.67,                  1667665.34,58135
,LICNETFN50,EQ,       287.37,                    93123.66,324
,LICNETFSEN,EQ,       950.55,                     8548.70,9
,LICNFNHGP,EQ,       285.98,                   126376.57,441
,LICNMID100,EQ,        59.77,                   121369.08,2034
,LIKHITHA,EQ,       180.08,                  4963299.62,27612
,LINC,EQ,       110.06,                  2818453.16,25269
,LINCOLN,EQ,       475.75,                  3034913.00,6380
,LINDEINDIA,EQ,      5940.50,                 75444903.50,12704
,LIQGRWBEES,EQ,      1020.40,                 22865235.38,22408
,LIQUID,EQ,       999.99,                175250994.47,175252
,LIQUID1,EQ,      1082.82,                178805858.02,165130
,LIQUIDADD,EQ,      1104.96,                998042902.21,903235
,LIQUIDBEES,EQ,      1000.00,               2343922806.25,2343912
,LIQUIDBETF,EQ,      1061.22,                224607723.50,211649
,LIQUIDCASE,EQ,       111.88,               1432380966.00,12802421
,LIQUIDETF,EQ,      1000.00,                 50304969.53,50305
,LIQUIDIETF,EQ,       999.99,                240801835.10,240802
,LIQUIDPLUS,EQ,      1064.36,                 52059033.29,48911
,LIQUIDSBI,EQ,       999.99,                  9599910.68,9600
,LIQUIDSHRI,EQ,      1084.03,                  7147074.83,6593
,LLOYDPP,E1,        45.55,                102004652.38,2319862
,LLOYDS,SM,        63.70,                   903450.00,14000
,LLOYDSENGG,EQ,        53.84,                180440549.96,3370927
,LLOYDSENPP,E1,        36.46,                 14102469.22,395993
,LLOYDSENT,EQ,        67.13,                400040012.79,6082339
,LLOYDSME,EQ,      1309.90,               3383162629.50,2582441
,LMW,EQ,     14995.00,                 17348326.00,1160
,LOKESHMACH,EQ,       161.51,                  5643493.37,34770
,LORDSCHLO,EQ,       172.08,                  1598872.85,9255
,LOTUSDEV,EQ,       150.96,                 40072503.11,264300
,LOTUSEYE,EQ,       127.07,                  8491148.37,64060
,LOVABLE,EQ,        81.41,                   752587.93,9293
,LOWVOL,EQ,       214.19,                   900677.61,4203
,LOWVOL1,EQ,        21.82,                   854332.93,39141
,LOWVOLIETF,EQ,        22.95,                 20570938.84,896415
,LOYALTEX,EQ,       216.99,                   556332.74,2646
,LPDC,EQ,         7.06,                   213465.25,30442
,LRRPL,SM,        73.70,                   226800.00,3000
,LTF,EQ,       299.85,               1403038427.70,4654752
,LTFOODS,EQ,       395.70,                 96006936.70,243502
,LTGILTBEES,EQ,        29.12,                 37155588.14,1276104
,LTGILTCASE,EQ,        29.68,                  2805898.65,94581
,LTTS,EQ,      4551.50,                286333110.50,63352
,LUMAXIND,EQ,      5494.00,                 88508835.00,16054
,LUMAXTECH,EQ,      1451.50,                422616016.00,295864
,LUPIN,EQ,      2119.10,               1090361232.30,515063
,LUXIND,EQ,      1110.60,                 15454702.80,13908
,LXCHEM,EQ,       169.55,                 40101073.78,235412
,LYKALABS,EQ,        74.44,                  1022472.25,13732
,LYPSAGEMS,EQ,         5.00,                   196643.66,39183
,M&MFIN,N3,      2268.00,                    33947.60,15
,M&MFIN,EQ,       365.15,               2255888201.05,6242162
,MAANALU,EQ,       169.35,                353203278.00,2046738
,MACOBSTECH,SM,       211.00,                  4219680.00,20000
,MACPOWER,EQ,       965.50,                 16424612.85,17068
,MADHAV,EQ,        41.90,                   123213.28,2912
,MADHAVBAUG,SM,       265.00,                  2240160.00,8400
,MADHUCON,EQ,         6.10,                   150909.07,24955
,MADHUSUDAN,SM,       131.60,                   392500.00,3000
,MADRASFERT,EQ,        73.12,                  2867856.19,39026
,MAFANG,EQ,       169.95,                 63909720.33,376109
,MAGADSUGAR,EQ,       504.55,                  1244756.70,2479
,MAGNUM,EQ,        22.89,                  2055788.84,89188
,MAHABANK,EQ,        56.38,                409099910.30,7248719
,MAHAPEXLTD,EQ,       107.94,                  1249243.82,11651
,MAHASTEEL,BE,       817.95,                  8121578.40,10192
,MAHEPC,EQ,       122.32,                  2285680.49,18691
,MAHESHWARI,EQ,        46.82,                   358854.78,7604
,MAHKTECH,EQ,        25.40,                  6166713.60,242784
,MAHLIFE,EQ,       396.80,                 51293986.85,129309
,MAHLOG,EQ,       313.90,                 11129755.55,35440
,MAHSCOOTER,EQ,     13978.00,                 23125306.00,1647
,MAHSEAMLES,EQ,       560.95,                 92690660.90,165027
,MAITHANALL,EQ,       928.35,                 15648625.65,16827
,MAITREYA,SM,       225.70,                  1797800.00,8000
,MAKEINDIA,EQ,       152.73,                  1200360.97,7886
,MAL,SM,        51.00,                    81600.00,1600
,MALLCOM,EQ,      1138.80,                  3900534.60,3452
,MALUPAPER,EQ,        35.05,                   192025.74,5476
,MAMATA,EQ,       412.25,                 23480140.80,56654
,MANAKALUCO,BE,        23.09,                   195236.44,8397
,MANAKCOAT,EQ,       128.94,                 15972881.91,123131
,MANAKSIA,EQ,        59.01,                  2170798.43,37003
,MANAKSTEEL,EQ,        60.14,                  2991460.19,50363
,MANALIPETC,EQ,        59.43,                  8585255.14,144435
,MANAPPURAM,EQ,       287.05,                918519292.30,3185020
,MANAV,ST,        27.50,                   110000.00,4000
,MANBA,EQ,       140.28,                 12410672.94,88942
,MANCREDIT,EQ,       168.41,                 12319931.71,72686
,MANDEEP,SM,        21.25,                    42500.00,2000
,MANGALAM,EQ,        24.30,                  1207686.33,49233
,MANGLMCEM,EQ,       754.20,                 33336263.65,44198
,MANINDS,EQ,       395.60,                244535206.90,610979
,MANINFRA,EQ,       126.72,                 17779686.65,139580
,MANKIND,EQ,      2142.00,                896643502.90,422234
,MANOMAY,BE,       208.90,                  1218396.75,5823
,MANORAMA,EQ,      1330.90,                 28729046.90,21586
,MANORG,EQ,       470.90,                  1824412.75,3794
,MANUFGBEES,EQ,       150.24,                  2189242.39,14573
,MANUGRAPH,EQ,        16.15,                    89878.77,5794
,MANYAVAR,EQ,       583.05,                 42448479.70,72759
,MAPMYINDIA,EQ,      1661.40,                 78751544.10,47633
,MARALOVER,EQ,        43.89,                   398839.06,9028
,MARATHON,EQ,       531.10,                 21141677.80,39454
,MARCO,SM,        40.05,                   238875.00,6000
,MARICO,EQ,       742.45,                796820574.35,1076550
,MARINE,EQ,       200.49,                 32517855.78,162147
,MARKOLINES,EQ,       164.41,                 43173352.28,262183
,MARKSANS,EQ,       181.54,                 70150830.01,384382
,MASFIN,EQ,       312.50,                 17528885.65,56143
,MASKINVEST,BE,       156.91,                    10741.31,72
,MASON,SM,       197.75,                   775575.00,4000
,MASPTOP50,EQ,        71.90,                 10180148.91,141590
,MASTEK,EQ,      2137.80,                 46566249.00,21714
,MASTERTR,EQ,       119.18,                 14230408.21,119110
,MATRIMONY,EQ,       517.70,                 15050698.95,29070
,MAWANASUG,EQ,        82.44,                  1828985.70,22238
,MAXESTATES,EQ,       453.45,                 38088227.05,85249
,MAXIND,EQ,       185.38,                  4777549.97,25710
,MAXPOSURE,SM,        48.00,                   288000.00,6000
,MAXVOLT,ST,       463.60,                  7971280.00,17600
,MAYASHEEL,ST,        63.20,                  1516800.00,24000
,MAYURUNIQ,EQ,       479.15,                 12296518.70,25554
,MAZDA,EQ,       214.14,                  5776665.02,26998
,MBAPL,EQ,       401.35,                 16336046.40,40775
,MBEL,EQ,       376.85,                 66664538.00,177146
,MBLINFRA,EQ,        30.45,                  8742877.78,274553
,MCL,EQ,        49.82,                  7296550.14,145528
,MCLEODRUSS,BE,        44.36,                 23037050.15,517590
,MCLOUD,EQ,        26.06,                 93190285.98,3560912
,MCON,SM,        66.00,                  1087950.00,17000
,MCX,EQ,     10172.00,               3827910891.00,378276
,MDL,SM,        73.00,                   950000.00,13000
,MEDANTA,EQ,      1152.60,                218848722.50,192715
,MEDIASSIST,EQ,       436.90,                140710911.40,321010
,MEDICAMEQ,EQ,       389.65,                  5767441.80,14796
,MEDICO,EQ,        49.67,                  6312925.87,127794
,MEDIORG,SM,        24.00,                   142200.00,6000
,MEDISTEP,SM,        25.05,                   230850.00,9000
,MEDPLUS,EQ,       813.30,                 76855686.50,95758
,MEESHO,EQ,       235.57,              66562397640.91,298723540
,MEGAFLEX,ST,       109.50,                   981000.00,9000
,MEGASOFT,BE,       170.52,                 19373983.22,112581
,MEGASTAR,BE,       237.98,                   164478.11,688
,MEGATHERM,SM,       216.10,                  1577600.00,7200
,MEIL,EQ,       361.20,                 15251708.65,42526
,MENONBE,EQ,       103.02,                  1608632.17,15557
,MEP,BZ,         2.16,                    52562.07,24383
,METAL,EQ,        10.55,                 23931931.73,2264869
,METALIETF,EQ,        10.54,                 68175966.63,6445969
,METROBRAND,EQ,      1123.20,                 68466154.30,62114
,METROPOLIS,EQ,      1869.30,                 70067463.90,37344
,MFML,EQ,        25.83,                    49069.72,1919
,MFSL,EQ,      1686.60,                411824871.80,245270
,MGEL,EQ,        14.95,                  3601293.96,242242
,MGL,EQ,      1121.70,                112498872.30,100231
,MGSL,SM,        85.95,                   103140.00,1200
,MHLXMIRU,EQ,       215.30,                  1183994.54,5483
,MHRIL,EQ,       305.65,                 26137622.65,86364
,MICEL,EQ,        43.24,                 17142488.41,396004
,MICROPRO,SM,        20.00,                    64000.00,3200
,MID150,EQ,        22.20,                   854329.63,38568
,MID150BEES,EQ,       225.25,                125549669.18,558012
,MID150CASE,EQ,        10.94,                 16727074.88,1533150
,MIDCAP,EQ,       174.45,                  8689593.20,49956
,MIDCAPADD,EQ,        21.93,                    55688.79,2544
,MIDCAPETF,EQ,        22.27,                 29968324.51,1347777
,MIDCAPIETF,EQ,        22.60,                 16289533.41,724299
,MIDHANI,EQ,       291.90,                 61091350.85,209905
,MIDQ50ADD,EQ,       244.49,                  1041366.67,4268
,MIDSELIETF,EQ,        18.42,                  3783691.81,206385
,MIDSMALL,EQ,        47.55,                  8416730.74,177523
,MIDWESTLTD,EQ,      1541.80,                466103283.40,304709
,MIEL,SM,        19.45,                  1800500.00,92000
,MINDACORP,EQ,       581.65,                147694804.75,253228
,MINDSPACE,RR,       474.91,                 44116277.66,93434
,MINDTECK,EQ,       198.38,                  3312797.37,16626
,MIRCELECTR,EQ,        24.69,                 10183077.17,406470
,MIRZAINT,EQ,        40.60,                  8326991.16,206117
,MITCON,EQ,        69.15,                    44941.25,647
,MITTAL,EQ,         1.22,                  2030622.22,1649696
,MKPL,EQ,         6.02,                   417990.35,69281
,MMEL,SM,        49.50,                    99000.00,2000
,MMFL,EQ,       375.55,                 43324813.35,115749
,MMP,EQ,       249.90,                  1199508.65,4835
,MMTC,EQ,        54.14,                 67630011.00,1254725
,MNC,EQ,        30.77,                   788700.54,25720
,MOALPHA50,EQ,        49.58,                   382945.54,7723
,MOBIKWIK,EQ,       235.21,                237355746.31,1014628
,MOCAPITAL,EQ,        46.54,                 32842181.70,708663
,MODEFENCE,EQ,        80.88,                144373179.36,1791218
,MODINATUR,EQ,       366.15,                   272608.45,748
,MODIRUBBER,EQ,       100.43,                   297924.05,2960
,MODIS,EQ,       337.80,                  5809405.50,17235
,MODISONLTD,EQ,       133.00,                  5472547.37,40800
,MODTHREAD,EQ,        43.74,                    65127.64,1477
,MOENERGY,EQ,        34.57,                 10959554.42,316973
,MOGOLD,EQ,       131.65,                  3668758.50,27869
,MOGSEC,EQ,        62.87,                   790087.04,12594
,MOHEALTH,EQ,        44.04,                  2970667.93,67842
,MOHITIND,EQ,        28.68,                  1776967.47,61073
,MOIL,EQ,       319.90,                132870172.50,414911
,MOINFRA,EQ,        57.50,                   155865.81,2706
,MOIPO,EQ,        45.59,                    60654.16,1337
,MOKSH,EQ,        15.92,                  9268108.07,594454
,MOL,EQ,        62.59,                 19781562.25,318482
,MOLDTECH,EQ,       157.89,                  5973109.81,37808
,MOLDTKPAC,EQ,       563.30,                 74877809.05,132794
,MOLOWVOL,EQ,        38.60,                 10767052.57,279802
,MOM100,EQ,        64.19,                 16644121.17,260173
,MOM30IETF,EQ,        31.56,                 18219256.38,578814
,MOM50,EQ,       268.65,                   649005.72,2421
,MOMENTUM,EQ,        31.40,                  7934638.42,253511
,MOMENTUM30,EQ,        31.09,                   283006.90,9131
,MOMENTUM50,EQ,        52.20,                 12087140.01,232040
,MOMGF,EQ,       149.75,                   215680.19,1442
,MOMIDMTM,EQ,        62.64,                  1621968.05,25974
,MOMNC,EQ,        29.87,                   112117.59,3761
,MOMOMENTUM,EQ,        62.88,                  4981982.16,79412
,MON100,EQ,       233.51,                104376217.01,447910
,MON50EQUAL,EQ,        33.00,                    65611.35,1992
,MONARCH,EQ,       300.40,                 18576234.90,61081
,MONEXT50,EQ,        67.57,                   295358.01,4386
,MONEYBOXX,EQ,        62.95,                  2679666.11,42360
,MONIFTY100,EQ,        26.41,                    65414.17,2476
,MONIFTY500,EQ,        23.93,                  5811918.97,242724
,MONOLITH,SM,       478.65,                 11086412.50,23000
,MONOPHARMA,SM,        16.50,                    33000.00,2000
,MONQ50,EQ,        99.10,                  8906117.35,90483
,MONTECARLO,EQ,       702.10,                 11703004.60,16736
,MOPSE,EQ,        95.48,                   142078.84,1492
,MOQUALITY,EQ,       196.60,                   620522.13,3162
,MOREALTY,EQ,        86.94,                 28900781.54,332982
,MOREPENLAB,EQ,        38.68,                100203354.00,2558068
,MOS,SM,        22.50,                 16363400.00,724000
,MOSCHIP,EQ,       195.05,                129021611.25,661317
,MOSERVICE,EQ,        33.56,                    24875.54,742
,MOSILVER,EQ,       199.43,                  9779975.21,48997
,MOSMALL250,EQ,        16.27,                  7446645.82,459444
,MOTILALOFS,EQ,       867.70,               1943042625.25,2260413
,MOTISONS,EQ,        15.70,                 18811971.06,1199842
,MOTOGENFIN,EQ,        22.97,                  2119534.90,92120
,MOTOUR,EQ,        83.72,                   652968.33,7856
,MOVALUE,EQ,       112.19,                 11603654.36,103435
,MOXSH,ST,        94.50,                   907200.00,9600
,MPEL,SM,        89.35,                  9562000.00,107200
,MPHASIS,EQ,      2887.90,               1233287931.80,426920
,MPSLTD,EQ,      2010.10,                  9055788.20,4509
,MRF,EQ,    152260.00,                670341680.00,4410
,MRIL,SM,        55.30,                  1399200.00,25600
,MRPL,EQ,       143.70,                344199383.84,2369861
,MSCIADD,EQ,        30.35,                    85745.16,2837
,MSCIINDIA,EQ,        30.62,                   112116.44,3675
,MSPL,EQ,        35.77,                 64731535.11,1808724
,MSTCLTD,EQ,       461.30,                 38060773.55,82413
,MSUMI,EQ,        44.90,                 96595817.96,2153740
,MTARTECH,EQ,      2306.00,                890248178.10,389312
,MTEDUCARE,BE,         1.94,                    28575.44,15112
,MTNL,EQ,        35.93,                 39436619.34,1100342
,MUFIN,EQ,       111.48,                 23344368.10,209406
,MUFTI,EQ,        96.79,                  6128026.65,63573
,MUKANDLTD,EQ,       131.24,                 12248153.59,94109
,MUKKA,EQ,        23.98,                  9256989.31,385235
,MUKTAARTS,EQ,        59.01,                   411836.80,6889
,MULTICAP,EQ,        16.30,                   847075.22,52100
,MUNISH,SM,       103.30,                  1121220.00,10800
,MUNJALAU,EQ,        77.69,                  4396935.80,56544
,MUNJALSHOW,EQ,       122.32,                  1444759.37,11801
,MURUDCERA,EQ,        34.13,                  6877758.53,197136
,MUTHOOTCAP,EQ,       269.50,                  6340542.50,23478
,MUTHOOTFIN,EQ,      3749.90,               1294813084.90,345092
,MUTHOOTMF,EQ,       179.60,                 34640195.62,195155
,MVGJL,EQ,       175.34,                 10016306.60,56778
,MVKAGRO,ST,       719.90,                 29882490.00,41700
,MWL,EQ,       268.46,                 65586879.93,244522
,MYMUDRA,ST,        80.50,                   486600.00,6000
,NACLIND,EQ,       158.12,                 20842817.30,131574
,NAGAFERT,EQ,         4.60,                   965158.85,208817
,NAGREEKCAP,BE,        27.15,                    41830.58,1495
,NAGREEKEXP,EQ,        25.46,                   578270.08,22672
,NAHARCAP,EQ,       256.15,                   792579.80,3078
,NAHARINDUS,EQ,       106.16,                   523775.03,4912
,NAHARPOLY,EQ,       243.80,                  3132380.20,12662
,NAHARSPING,EQ,       193.72,                  3905204.07,20082
,NAM-INDIA,EQ,       915.65,               7707121298.75,8464597
,NAMAN,SM,        67.05,                   106480.00,1600
,NAMOEWASTE,SM,       183.45,                  7329560.00,40000
,NARMADA,BE,        20.80,                   348445.49,16748
,NATCAPSUQ,EQ,       175.14,                   815324.80,4650
,NATCOPHARM,EQ,       914.85,                356735596.55,388879
,NATHBIOGEN,EQ,       153.51,                  2066136.46,13566
,NATIONALUM,EQ,       279.25,               2376742012.35,8501384
,NAVA,EQ,       568.55,                 93861740.30,165477
,NAVINFLUOR,EQ,      5807.50,                299257727.50,51396
,NAVKARCORP,EQ,        94.26,                 12497373.26,132336
,NAVKARURB,EQ,         1.34,                  4286399.20,3161069
,NAVNETEDUL,EQ,       142.98,                 33115675.73,235240
,NAZARA,EQ,       232.95,                101546306.30,435112
,NBCC,EQ,       108.26,               1096179019.56,10152766
,NBIFIN,EQ,      2246.10,                   158966.70,71
,NCC,EQ,       153.07,                405179156.65,2627206
,NCLIND,EQ,       198.82,                  9704604.28,48766
,NDGL,EQ,      2842.00,                   246938.40,87
,NDL,EQ,         2.95,                  3142693.17,1062964
,NDLVENTURE,EQ,        89.32,                   355353.26,3999
,NDRAUTO,EQ,       813.65,                  8279631.50,10247
,NDTV,EQ,        86.41,                 52886061.31,609902
,NECCLTD,EQ,        18.22,                   479940.66,25979
,NECLIFE,BE,        21.14,                 38771638.65,1839643
,NEELAM,SM,        13.95,                  1570500.00,114000
,NELCAST,EQ,       101.94,                  9034866.82,88318
,NELCO,EQ,       717.35,                 39342285.30,54749
,NEOCHEM,ST,        94.70,                 18192780.00,200400
,NEOGEN,EQ,      1075.00,                123191004.30,114446
,NEPHROCARE,ST,       120.85,                   633160.00,5200
,NEPHROPLUS,EQ,       461.70,                689136271.55,1470229
,NEPTUNE,SM,       216.75,                  4825600.00,22000
,NESCO,EQ,      1219.30,                 17101046.40,14045
,NETF,EQ,       278.64,                  1346833.15,4817
,NETWEB,EQ,      3120.60,               1000476757.20,317313
,NETWORK18,EQ,        41.41,                 98761143.91,2378215
,NEULANDLAB,EQ,     15799.00,                797246655.00,50852
,NEWGEN,EQ,       834.85,                103189650.60,123464
,NEWJAISA,SM,        30.50,                   314550.00,10500
,NEXT30ADD,EQ,        39.76,                   139541.75,3523
,NEXT50,EQ,       695.45,                  7373397.55,10607
,NEXT50IETF,EQ,        71.31,                 37693402.96,528793
,NEXTMEDIA,EQ,         6.03,                    40031.80,6623
,NFL,EQ,        85.14,                 33881965.02,398507
,NGIL,EQ,        29.69,                   410579.84,13842
,NGLFINE,EQ,      1306.10,                  2062218.30,1579
,NH,EQ,      1837.00,                480890311.00,260271
,NHPC,EQ,        75.04,                462052068.46,6166849
,NIACL,EQ,       158.96,                 41291059.82,258443
,NIBE,EQ,      1108.30,                 36019504.00,31775
,NIBL,EQ,        28.71,                   462845.08,16061
,NIDOZC26,N7,      2400.00,                    24000.00,10
,NIF100BEES,EQ,       278.25,                  3111594.86,11190
,NIF100IETF,EQ,        29.29,                  1105332.63,37716
,NIF10GETF,EQ,        26.16,                    60324.76,2308
,NIF5GETF,EQ,        63.55,                   143571.20,2253
,NIFITETF,EQ,       400.59,                   503322.26,1259
,NIFMID150,EQ,       220.31,                   265522.08,1210
,NIFTY1,EQ,       284.73,                 55453797.54,194774
,NIFTY100EW,EQ,        33.46,                   425400.27,12754
,NIFTYADD,EQ,       269.71,                  1382360.55,5124
,NIFTYBEES,EQ,       291.84,               1132788256.91,3881769
,NIFTYBETF,EQ,       263.39,                   350017.74,1326
,NIFTYCASE,EQ,        10.27,                  1553651.17,151214
,NIFTYETF,EQ,       278.51,                 11201891.14,40199
,NIFTYIETF,EQ,       290.32,                127749824.16,440083
,NIFTYQLITY,EQ,        21.97,                  8155917.04,373225
