,18-Dec-2025
The Nifty witnessed an intraday movement of about 176.05 points.The closing index was 0.01 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 87865.32
, Traded Quantity (in Lakhs), 43797.69
, Number of Trades, 29913405
, Total Market Capitalisation (Rs. Crores), 46350554.12

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,BOROSCI,EQ,       117.39,                  5923622.19,50011
,BPL,EQ,        53.55,                  2544618.20,47196
,BRACEPORT,SM,        82.00,                   131200.00,1600
,BRIGADE,EQ,       876.15,                171573931.95,197667
,BRIGHOTEL,EQ,        71.23,                  4644289.40,65378
,BRNL,EQ,        22.38,                   645668.81,28738
,BROOKS,EQ,        95.82,                  1942405.60,20133
,BSE,EQ,      2682.90,              12042482015.80,4500860
,BSE500IETF,EQ,        39.73,                  5634727.51,141853
,BSHSL,EQ,        99.29,                   645803.32,6472
,BSL,EQ,       156.38,                  2246664.47,14478
,BSLGOLDETF,EQ,       116.79,                 24868405.21,212808
,BSLNIFTY,EQ,        30.02,                  4145491.73,138084
,BSLSENETFG,EQ,        84.64,                   490283.07,5782
,BSOFT,EQ,       433.35,                648686916.25,1489881
,BTML,EQ,         8.15,                   369990.33,45321
,BULKCORP,SM,        55.10,                    66120.00,1200
,BUTTERFLY,EQ,       651.55,                  2933751.55,4548
,BVCL,EQ,        41.91,                   809874.10,18790
,BYKE,EQ,        49.65,                  1809071.07,36165
,C2C,SM,       432.65,                232373842.50,549300
,CADSYS,SM,        42.90,                   281550.00,7000
,CAGL28,NE,      1180.20,                    28324.80,24
,CALSOFT,EQ,        15.47,                   402868.81,25861
,CALSOFTPP,E1,         4.40,                    59025.19,14281
,CAMLINFINE,EQ,       154.76,                 21266905.03,137456
,CAMPUS,EQ,       256.80,                189177743.20,737801
,CAMS,EQ,       752.30,               1859725376.90,2495229
,CANARYS,SM,        30.10,                  2078600.00,68000
,CANFINHOME,EQ,       923.45,                138830729.30,149861
,CANHLIFE,EQ,       127.59,                194915646.75,1534587
,CANTABIL,EQ,       256.89,                 18173770.67,71177
,CAPACITE,EQ,       254.80,                 32473018.85,127007
,CAPILLARY,EQ,       678.00,                813089071.10,1192306
,CAPINVIT,IV,        74.00,                  8322676.75,112450
,CAPITALSFB,EQ,       266.50,                  9941912.55,37701
,CAPLIPOINT,EQ,      1907.60,                 46462836.10,24425
,CAPTRUST,EQ,        11.87,                   555649.92,46089
,CARBORUNIV,EQ,       850.20,                 36476161.90,43244
,CARERATING,EQ,      1543.70,                 30787498.10,20074
,CARRARO,EQ,       517.30,                 20835557.05,40304
,CARTRADE,EQ,      2688.10,                493891611.30,182567
,CARYSIL,EQ,       865.70,                 44995410.60,51720
,CASHIETF,EQ,      1041.56,                117926111.00,113221
,CASTROLIND,EQ,       183.34,                144493040.49,790011
,CBAZAAR,ST,         4.30,                   103200.00,24000
,CCCL,BE,        19.63,                  4972399.62,257939
,CCHHL,EQ,        15.14,                   624230.67,40780
,CCL,EQ,       990.30,                113789832.20,115833
,CDSL,EQ,      1489.60,               1507231832.60,1015587
,CEATLTD,EQ,      3743.30,                213037940.10,57468
,CEDAAR,SM,        81.80,                  3039750.00,37000
,CEIGALL,EQ,       229.45,                 14411899.06,63158
,CELEBRITY,EQ,         8.19,                   336694.65,40653
,CELLECOR,SM,        29.70,                  2861400.00,96000
,CELLO,EQ,       541.80,                 35727199.85,65864
,CELLPOINT,SM,        17.20,                   181980.00,10800
,CEMPRO,EQ,       792.05,                140289213.95,178393
,CENTENKA,EQ,       446.15,                  5766747.85,13011
,CENTEXT,BE,        20.79,                  1167816.49,55787
,CENTRALBK,EQ,        36.02,                177690614.07,4961235
,CENTRUM,EQ,        28.22,                  5999831.94,213586
,CENTUM,EQ,      2169.00,                 29408537.30,13530
,CENTURYPLY,EQ,       818.00,                 38205613.70,46510
,CERA,EQ,      5291.00,                111990233.50,21086
,CEREBRAINT,BZ,         6.57,                   332340.38,49984
,CESC,EQ,       165.77,                300533308.03,1814115
,CEWATER,EQ,       446.00,                  6527706.35,14578
,CGCL,EQ,       177.37,                 83308059.99,467560
,CGRAPHICS,SM,       197.00,                  2212080.00,11200
,CHALET,EQ,       856.55,                153370192.80,179149
,CHAMBLFERT,EQ,       440.20,                502625263.95,1152549
,CHAMUNDA,SM,        52.00,                  3236550.00,63000
,CHANDAN,SM,       283.65,                 14660680.00,52000
,CHAVDA,SM,       123.50,                 11269800.00,97000
,CHEMBOND,EQ,       158.23,                  2170426.62,13709
,CHEMBONDCH,EQ,       158.03,                  1389696.38,8802
,CHEMCON,EQ,       197.54,                  3863471.69,19594
,CHEMFAB,EQ,       451.25,                  2387539.15,5316
,CHEMICAL,EQ,        28.24,                  4933414.74,174722
,CHEMPLASTS,EQ,       248.75,                 14384448.90,57793
,CHENNPETRO,EQ,       891.05,                540651831.25,603639
,CHETANA,SM,        57.60,                   547200.00,9600
,CHEVIOT,EQ,      1055.40,                   581000.10,549
,CHOICEGOLD,EQ,       131.88,                  2469375.46,18664
,CHOICEIN,EQ,       771.75,                194193033.35,251048
,CHOLAHLDNG,EQ,      1808.60,                292745708.30,162929
,CIEINDIA,EQ,       393.15,                 23439633.95,59989
,CIFL,EQ,        36.69,                 24350882.46,670837
,CIGNITITEC,EQ,      1802.60,                236946574.40,131518
,CINELINE,EQ,        86.32,                   665741.88,7659
,CINEVISTA,EQ,        14.68,                  1057774.06,66476
,CLASSICEIL,SM,        71.95,                  1036400.00,14400
,CLEAN,EQ,       904.30,                297116395.95,334253
,CLEDUCATE,EQ,        82.21,                  1588942.38,19488
,CLSEL,EQ,       265.55,                  6538534.65,24880
,CLSL,SM,        45.00,                  2114000.00,46000
,CMNL,SM,       112.50,                  3473250.00,30750
,CMSINFO,EQ,       349.75,                347797126.25,1005227
,CNL,EQ,       737.75,                  7338004.55,9983
,COASTCORP,BE,        45.54,                  1163986.57,25858
,COCHINSHIP,EQ,      1506.10,               1098223420.40,732285
,COFFEEDAY,EQ,        33.81,                 22118087.38,658153
,COFORGE,EQ,      1854.80,               1817894599.70,983034
,COHANCE,EQ,       529.65,                162643052.60,309608
,COLPAL,EQ,      2090.00,                470258600.40,225926
,COMMOIETF,EQ,        92.94,                  8217826.44,88351
,COMPINFO,BZ,         1.66,                    44587.59,26379
,COMPUSOFT,EQ,        16.19,                   730218.50,45805
,COMSYN,BE,       144.54,                  1520347.59,10555
,CONCOR,EQ,       498.25,                510084070.40,1027471
,CONCORDBIO,EQ,      1343.90,                 69505806.40,52102
,CONFIPET,EQ,        33.50,                 17947547.29,535372
,CONNPLEX,SM,       252.20,                 10011760.00,40800
,CONS,EQ,       124.21,                   176978.92,1427
,CONSOFINVT,EQ,       170.43,                   356068.52,2086
,CONSUMBEES,EQ,       134.25,                 15302666.51,113830
,CONSUMER,EQ,        11.75,                   852641.18,72842
,CONSUMIETF,EQ,       125.22,                  1985726.24,15900
,CONTROLPR,EQ,       702.50,                 23353615.95,33233
,COOLCAPS,SM,        74.10,                  9170375.00,122500
,CORALFINAC,EQ,        38.16,                   587578.88,15301
,CORDSCABLE,EQ,       182.54,                  5748247.07,31203
,COROMANDEL,EQ,      2247.90,                558363417.90,249316
,CORONA,EQ,      1366.40,                737182174.90,533166
,COSMOFIRST,EQ,       679.60,                 19487206.55,28543
,COUNCODOS,EQ,         5.76,                   181076.53,30705
,CPCAP,EQ,       117.99,                  1252363.60,10662
,CPEDU,EQ,       263.95,                  2339055.15,8843
,CPPLUS,EQ,      1526.30,                 68904858.60,45350
,CPS,SM,      1041.50,                   156225.00,150
,CPSEETF,EQ,        88.27,                 49338295.11,559603
,CRAFTSMAN,EQ,      7071.50,                130008857.50,18576
,CRAMC,EQ,       304.05,               1638268658.30,5349157
,CREATIVEYE,EQ,         6.96,                    28928.93,4179
,CREDITACC,EQ,      1264.80,                 65994688.30,52205
,CREST,EQ,       365.45,                  1121529.30,3082
,CRISIL,EQ,      4330.10,                604412643.10,139703
,CRIZAC,EQ,       285.60,                 56108338.35,196181
,CROMPTON,EQ,       255.65,               3889888390.20,15018319
,CROWN,EQ,       133.40,                  2647270.06,19843
,CSBBANK,EQ,       391.00,                116967559.55,300110
,CSLFINANCE,EQ,       319.50,                  4930851.65,15514
,CSSL,ST,       115.25,                  4660800.00,40000
,CTE,EQ,        40.38,                  1067083.67,26616
,CUB,EQ,       275.20,                595202929.00,2174094
,CUBEINVIT,IV,       139.95,                  3498750.00,25000
,CUBEXTUB,EQ,        90.80,                  8543388.09,93098
,CUDML,SM,       141.90,                   283900.00,2000
,CUMMINSIND,EQ,      4385.40,               2279079047.10,518494
,CUPID,EQ,       441.35,               2909118542.70,6692768
,CURAA,BE,       114.84,                     6774.98,59
,CURIS,SM,       116.00,                  1061350.00,9000
,CURRENT,SM,       145.00,                   232000.00,1600
,CYBERMEDIA,BE,        15.98,                     8644.18,540
,CYBERPP,X1,         5.84,                      134.32,23
,CYBERTECH,BE,       144.94,                  3035851.58,21039
,CYIENT,EQ,      1141.30,                534464217.70,468028
,CYIENTDLM,EQ,       422.60,                 22063441.75,52480
,DABUR,EQ,       492.55,                336550387.60,683973
,DALBHARAT,EQ,      2024.40,                292384902.70,143460
,DALMIASUG,EQ,       300.80,                 18784764.35,63028
,DAMCAPITAL,EQ,       207.40,                 83825615.72,402809
,DAMODARIND,EQ,        29.99,                   267467.77,8874
,DANGEE,EQ,         3.63,                    94735.49,25916
,DANISH,SM,       642.00,                  5449110.00,8400
,DATAMATICS,EQ,       815.00,                 49828474.45,61012
,DATAPATTNS,EQ,      2512.60,                810542817.30,325611
,DAVANGERE,EQ,         4.03,                 30327794.88,7515971
,DBCORP,EQ,       260.40,                 19807677.45,76649
,DBEIL,EQ,       116.07,                  2699505.94,23150
,DBL,EQ,       454.40,                104017517.50,228234
,DBOL,EQ,        77.89,                  2329012.48,29794
,DBREALTY,EQ,       115.50,                106754741.48,926390
,DBSTOCKBRO,EQ,        25.25,                    55561.91,2224
,DCAL,EQ,       242.11,                185360970.61,741816
,DCBBANK,EQ,       168.02,                130420842.38,775241
,DCCL,SM,        46.50,                  1198800.00,26000
,DCG,SM,        66.40,                   311340.00,4800
,DCI,EQ,       243.05,                  1335841.90,5487
,DCM,EQ,        92.74,                   530852.85,5750
,DCMFINSERV,EQ,         5.29,                    61669.04,11763
,DCMNVL,EQ,       125.09,                   791463.82,6325
,DCMSHRIRAM,EQ,      1217.20,                 55040713.00,45272
,DCMSRIND,EQ,       165.36,                 83893742.95,504495
,DCW,EQ,        57.37,                 28470282.07,493595
,DCXINDIA,EQ,       156.76,                 46526319.39,297841
,DDEVPLSTIK,EQ,       282.05,                 17105233.40,60660
,DECCANCE,EQ,       762.55,                  7855012.65,10336
,DECCANTRAN,SM,        24.90,                  1886580.00,78000
,DEEDEV,EQ,       216.90,                 13455431.16,61926
,DEEM,SM,        45.60,                   136800.00,3000
,DEEPAKFERT,EQ,      1194.90,                174563509.30,145889
,DEEPAKNTR,EQ,      1582.50,                361853290.20,224842
,DEEPINDS,EQ,       441.45,                 24670086.85,55486
,DELAPLEX,SM,       130.00,                  1346700.00,10200
,DELHIVERY,EQ,       402.35,                441933266.65,1100738
,DELPHIFX,EQ,       245.75,                  9069581.41,36819
,DELTACORP,EQ,        68.92,                 50674856.31,733417
,DELTAMAGNT,EQ,        68.12,                   263975.30,3905
,DELTIC,SM,        46.70,                  1079450.00,23000
,DEN,EQ,        30.98,                 13021645.26,424609
,DENEERS,SM,       151.00,                   453120.00,3000
,DENORA,EQ,       704.80,                  1481451.25,2085
,DENTA,EQ,       342.15,                635105653.75,1846689
,DENTALKART,SM,       575.00,                  1729762.50,3000
,DESTINY,SM,       119.65,                  3226725.00,27000
,DEVIT,EQ,        34.68,                  2322211.32,65885
,DEVX,EQ,        41.47,                  2583114.31,62081
,DEVYANI,EQ,       126.11,                192996295.58,1542029
,DGCONTENT,EQ,        30.70,                   668104.94,20996
,DHAMPURSUG,EQ,       129.84,                 43919380.32,340394
,DHANBANK,EQ,        24.41,                 10522182.64,430971
,DHANLAXMI,SM,        27.45,                   719400.00,26000
,DHANUKA,EQ,      1180.80,                 14826197.60,12597
,DHARAN,BZ,         0.27,                 12760705.21,47128885
,DHARIWAL,ST,       337.65,                 10415880.00,31200
,DHARMAJ,EQ,       242.46,                  7844942.38,32132
,DHRUV,EQ,        51.06,                 27191360.48,503358
,DHTL,ST,        61.95,                   145360.00,2400
,DHUNINV,EQ,      1142.80,                   444033.40,387
,DIACABS,EQ,       140.59,                132243939.81,948316
,DIAMINESQ,EQ,       266.75,                   999608.35,3804
,DIAMONDYD,EQ,      1088.40,                 24650222.80,22631
,DICIND,EQ,       483.35,                   691005.95,1421
,DIFFNKG,EQ,       308.55,                 14567430.15,47154
,DIGIDRIVE,EQ,        25.98,                   297450.85,11388
,DIGIKORE,SM,        79.35,                   855060.00,10800
,DIGISPICE,BE,        24.64,                   434332.67,17749
,DIGITIDE,EQ,       134.56,                 23134958.14,171246
,DIGJAMLMTD,EQ,        49.09,                   204356.50,4049
,DIL,EQ,         1.73,                   217920.48,124985
,DISHTV,EQ,         3.93,                  7712832.19,1975097
,DIVGIITTS,EQ,       593.85,                   453389.00,762
,DIVINEHIRA,ST,       190.00,                  5390080.00,28800
,DIVOPPBEES,EQ,        81.98,                  4821744.11,58908
,DIVYADHAN,SM,        28.35,                   221400.00,8000
,DIXON,EQ,     13299.00,               7299542712.00,548533
,DJML,EQ,        69.23,                 16966569.21,251745
,DKEGL,SM,        72.25,                   212175.00,3000
,DLINKINDIA,EQ,       409.25,                 27006825.90,65588
,DMCC,EQ,       254.15,                  5686490.65,22413
,DNAMEDIA,EQ,         4.04,                   251596.21,62579
,DODLA,EQ,      1216.00,                 14977630.50,12331
,DOLATALGO,EQ,        83.02,                 19937576.79,240948
,DOLLAR,EQ,       360.65,                 14235890.70,39486
,DOLLEX,SM,        38.95,                   307800.00,8000
,DOLPHIN,EQ,       418.75,                  7891161.35,18993
,DOMS,EQ,      2538.80,                 40859065.70,16180
,DONEAR,EQ,        96.81,                  2306078.80,24077
,DPABHUSHAN,EQ,      1407.90,                  3546698.00,2517
,DPEL,ST,       265.80,                 14629525.00,55000
,DPSCLTD,EQ,        10.06,                   823070.01,81702
,DPWIRES,EQ,       192.21,                  1604468.03,8340
,DRCSYSTEMS,EQ,        16.99,                   550873.26,32465
,DREAMFOLKS,EQ,       109.01,                  7118456.34,65070
,DREDGECORP,EQ,       946.45,                423630686.80,447570
,DRONE,SM,        66.60,                  1633150.00,24500
,DRSDILIP,SM,        65.00,                   103600.00,1600
,DSSL,EQ,       955.65,                 86513818.15,90731
,DTIL,EQ,       160.22,                   220443.79,1373
,DTL,SM,       149.00,                   721800.00,4800
,DUCON,EQ,         3.46,                  1176910.30,337977
,DUGLOBAL,SM,        30.10,                  1101500.00,35000
,DURLAX,SM,        41.10,                  2106500.00,52000
,DVL,EQ,       276.25,                  4688301.10,16885
,DWARKESH,EQ,        38.66,                 23745297.74,620703
,DYCL,EQ,       332.70,                 35529380.50,107817
,DYNAMATECH,EQ,      9029.50,                201482314.50,22668
,DYNAMIC,SM,       100.00,                   997475.00,10000
,DYNPRO,EQ,       267.35,                  1015368.25,3810
,E2E,EQ,      2009.90,                 99309905.40,49447
,EASEMYTRIP,EQ,         7.60,                 62372071.85,8184432
,EBANKNIFTY,EQ,        59.46,                    75310.23,1268
,EBBETF0430,EQ,      1557.92,                 24881455.71,15990
,EBBETF0431,EQ,      1391.86,                  9457426.15,6792
,EBBETF0433,EQ,      1269.60,                  4720530.00,3713
,EBGNG,EQ,       288.80,                 11622701.05,40106
,ECAPINSURE,EQ,        24.03,                  3756589.61,157096
,ECLERX,EQ,      4468.20,                119399291.00,26730
,ECOLINE,SM,       128.65,                   128650.00,1000
,ECOSMOBLTY,EQ,       219.94,                100188071.66,458536
,EDELWEISS,EQ,       104.74,                209416885.60,1991037
,EEPL,SM,       204.45,                 11283550.00,55000
,EFACTOR,ST,       310.10,                   623940.00,2000
,EFCIL,EQ,       299.40,                 97552919.05,327937
,EFFWA,SM,       225.60,                 10316860.00,44800
,EFORCE,SM,        33.15,                   163020.00,4800
,EGOLD,EQ,       132.80,                 90849910.30,684104
,EIDPARRY,EQ,      1026.80,                107777042.30,105550
,EIEL,EQ,       198.84,                 74768518.03,376504
,EIFFL,EQ,       236.41,                  7228350.35,30659
,EIHAHOTELS,EQ,       357.35,                  1677022.50,4718
,EIHOTEL,EQ,       360.30,                 38700469.70,107155
,EIMCOELECO,EQ,      1544.20,                 19506086.10,12728
,EKC,EQ,       116.26,                 16577596.28,143409
,ELDEHSG,EQ,       977.10,                  7186480.90,7372
,ELECON,EQ,       471.30,                 53341334.85,113324
,ELECTCAST,EQ,        74.11,                 64396548.85,867638
,ELECTHERM,EQ,       785.60,                 13748607.05,17230
,ELGIEQUIP,EQ,       467.40,                 93818564.70,200593
,ELGIRUBCO,EQ,        47.48,                  5752586.55,119349
,ELGNZ,SM,        96.65,                  1267300.00,13000
,ELIN,EQ,       165.34,                  7039609.86,42870
,ELIQUID,EQ,      1010.72,                  4683758.90,4634
,ELLEN,EQ,       341.55,                 16220241.15,47399
,ELM250,EQ,        16.61,                   351397.56,21157
,EMAMILTD,EQ,       527.60,                239028639.85,454358
,EMAMIPAP,EQ,        84.87,                  2195477.19,25552
,EMAMIREAL,EQ,        81.58,                  1718016.13,20914
,EMAPARTNER,SM,        84.50,                  1089150.00,13000
,EMBASSY,RR,       428.25,                298866980.00,697849
,EMBDL,BE,        66.28,                229801832.43,3540902
,EMCURE,EQ,      1387.80,                 46086290.10,33242
,EMIL,EQ,       105.78,                100939204.11,959353
,EMKAY,BE,       260.85,                  1765518.85,6806
,EMKAYTOOLS,SM,       121.00,                   144300.00,1200
,EMMBI,EQ,        98.64,                   914962.28,9234
,EMMIL,SM,       189.15,                   660050.00,3500
,EMMVEE,EQ,       172.93,                272237281.24,1561455
,EMSLIMITED,EQ,       447.85,                 66585292.25,149280
,EMUDHRA,EQ,       586.25,                 31237853.60,53078
,EMULTIMQ,EQ,        41.54,                  1442206.31,34870
,ENCOMPAS,ST,       193.35,                 13877460.00,73200
,ENDURANCE,EQ,      2616.50,                 89186530.60,34337
,ENERGY,EQ,        34.51,                  3301001.17,95682
,ENERGYDEV,BE,        19.86,                   428951.01,21695
,ENFUSE,SM,       232.00,                   976170.00,4200
,ENGINERSIN,EQ,       194.49,                135541907.16,699897
,ENIFTY,EQ,        25.76,                    24620.12,954
,ENIL,EQ,       118.31,                  3243889.24,27831
,ENSER,SM,        17.80,                  1163000.00,70000
,ENTERO,EQ,       976.00,                 71893534.10,73567
,ENVIRO,SM,       128.25,                  5024000.00,40000
,EPACK,EQ,       300.15,               4598608273.45,15195220
,EPACKPEB,EQ,       290.50,                247284625.25,859756
,EPIGRAL,EQ,      1439.80,                 40155939.50,28109
,EPL,EQ,       209.59,                104794304.74,498074
,EQUAL200,EQ,        13.22,                   180439.08,13705
,EQUAL50,EQ,       328.65,                   487747.18,1484
,EQUAL50ADD,EQ,       340.03,                 69418955.90,203925
,EQUIPPP,BE,        22.17,                   559490.02,24951
,EQUITASBNK,EQ,        57.91,                258652165.50,4458150
,ERIS,EQ,      1552.10,                 27475261.20,17680
,ESABINDIA,EQ,      6167.00,                 94328770.00,15317
,ESAFSFB,EQ,        25.46,                  5275037.92,206915
,ESCONET,SM,       134.95,                  4159260.00,31600
,ESCORTS,EQ,      3638.40,                273792936.20,75699
,ESENSEX,EQ,        84.44,                     9892.36,117
,ESFL,SM,       152.40,                 23070078.00,149400
,ESG,EQ,        43.85,                   186397.54,4250
,ESILVER,EQ,       201.72,                 10343198.14,51169
,ESSARSHPNG,BE,        27.26,                  3886543.74,142297
,ESSENTIA,EQ,         1.54,                  2875822.73,1846576
,ESTER,EQ,       105.05,                  3122917.72,29747
,ETHOSLTD,EQ,      2896.60,                 42805409.40,14829
,ETL,SM,       880.00,                   132000.00,150
,ETML,SM,       102.00,                   736740.00,7200
,EUREKAFORB,EQ,       629.25,                154129283.35,244553
,EUROBOND,EQ,       180.54,                   711394.05,3922
,EUROPRATIK,EQ,       299.10,                117215719.15,388184
,EUROTEXIND,BE,        14.14,                   613776.33,43132
,EVEREADY,EQ,       325.45,                 25062197.30,76909
,EVERESTIND,EQ,       496.50,                  4529623.15,8998
,EVIETF,EQ,        30.77,                  1909244.99,62186
,EVINDIA,EQ,        30.73,                  3919529.92,128036
,EXCEL,EQ,         1.36,                  2204561.36,1621001
,EXCELINDUS,EQ,       921.35,                  6461303.20,7058
,EXCELLENT,SM,        38.60,                    61760.00,1600
,EXCELSOFT,EQ,        87.99,                403014731.67,4548296
,EXICOM,EQ,       115.52,                 67396258.22,584919
,EXIDEIND,EQ,       359.05,                380738124.70,1059419
,EXPLEOSOL,EQ,      1041.20,                  5641949.80,5474
,EXXARO,BE,         7.90,                   387756.24,48882
,FABTECH,EQ,       221.31,                125934578.00,564040
,FACT,EQ,       850.20,                137721263.65,162244
,FAIRCHEMOR,EQ,       675.80,                  6201325.40,9184
,FAZE3Q,EQ,       436.10,                  9980329.50,22685
,FCL,EQ,        24.05,                 26738480.63,1112495
,FCSSOFT,EQ,         1.87,                  5255817.28,2825293
,FDC,EQ,       413.35,                 20573973.85,49902
,FEDERALBNK,EQ,       265.40,               2083992250.95,7848032
,FEDFINA,EQ,       139.16,                 46556621.12,334915
,FEL,BZ,         0.47,                    75700.12,157302
,FELDVR,BZ,         2.99,                    21050.67,6998
,FELIX,SM,       151.80,                  1139175.00,7500
,FIBERWEB,EQ,        35.22,                   660299.11,18702
,FIEMIND,EQ,      2336.20,                178882799.60,77513
,FILATEX,EQ,        49.81,                 41820039.54,839810
,FILATFASH,EQ,         0.37,                 19012188.26,49204918
,FINBUD,SM,       133.90,                 12215500.00,93000
,FINCABLES,EQ,       774.80,                103261842.10,134011
,FINEORG,EQ,      4267.90,                 15838937.00,3713
,FINIETF,EQ,        31.92,                 11165683.66,349376
,FINKURVE,EQ,       104.17,                  1417879.54,13569
,FINOPB,EQ,       257.15,                 60764739.95,234830
,FINPIPE,EQ,       165.02,                 51261483.26,311332
,FIRSTCRY,EQ,       297.75,                622113922.00,2103396
,FISCHER,EQ,        43.36,                 52449433.04,1215664
,FIVESTAR,EQ,       590.05,                240633905.55,407917
,FLAIR,EQ,       292.20,                 17411901.40,59745
,FLEXIADD,EQ,        10.66,                   451881.90,42433
,FLEXITUFF,EQ,        15.35,                    73154.62,4748
,FLFL,BZ,         1.40,                    19050.22,13730
,FLUOROCHEM,EQ,      3539.20,                127213718.30,36140
,FLYSBS,ST,       506.70,                 14232710.00,27800
,FMCGIETF,EQ,        58.34,                 26291641.52,450833
,FMGOETZE,EQ,       436.90,                 20470667.30,46854
,FMNL,EQ,         9.04,                   519047.84,57189
,FOCUS,EQ,        73.75,                  3210886.18,43011
,FOODSIN,EQ,        71.18,                  6981137.56,97595
,FORCAS,SM,       129.95,                  1239680.00,9600
,FORCEMOT,EQ,     17304.00,                541977572.00,31640
,FORGEAUTO,SM,       113.10,                   549840.00,4800
,FORTIS,EQ,       866.35,               1588161206.35,1836638
,FOSECOIND,EQ,      4984.50,                  3473120.00,700
,FRESHARA,SM,       152.90,                 47774190.00,314400
,FROG,SM,       160.00,                  1015900.00,6400
,FSL,EQ,       342.35,                122208791.25,358371
,FUSION,EQ,       149.84,                 19349685.03,128973
,FWSTC,ST,       238.05,                 40290450.00,168000
,GABRIEL,EQ,      1087.40,               5244484029.50,4796303
,GAEL,EQ,       116.48,                 40305992.25,348442
,GALAPREC,EQ,       750.35,                  5232341.10,6998
,GALAXYSURF,EQ,      1992.90,                  5445810.70,2744
,GALLANTT,EQ,       517.35,                310999839.40,605694
,GANDHAR,EQ,       145.87,                 56424302.34,396502
,GANDHITUBE,EQ,       747.00,                  1006275.70,1341
,GANECOS,EQ,       883.20,                 49922300.05,55871
,GANESHBE,EQ,        80.90,                 25334252.61,313965
,GANESHCP,EQ,       227.10,                 27381172.65,120838
,GANESHHOU,EQ,       798.25,                 18320521.85,22842
,GANESHIN,SM,       223.10,                 26599960.00,119200
,GANGABATH,SM,        21.10,                   636450.00,30000
,GANGAFORGE,EQ,         3.47,                  9307595.12,2594310
,GANGESSECU,EQ,       140.83,                   141371.05,1001
,GARFIBRES,EQ,       676.10,                 28756386.70,42795
,GARUDA,EQ,       196.98,                 85031908.84,430623
,GATECH,EQ,         0.52,                  3474775.26,6566147
,GATECHDVR,EQ,         0.48,                   512658.05,1048215
,GATEWAY,EQ,        59.16,                 27927888.09,472237
,GAYAHWS,BE,         3.18,                   589089.56,186847
,GCHOTELS,SM,       158.00,                   777780.00,4800
,GCSL,BE,       352.80,                   482839.20,1375
,GEECEE,EQ,       338.10,                   583059.35,1727
,GEEKAYWIRE,EQ,        30.70,                  2394397.48,77364
,GEMAROMA,EQ,       148.36,                100345832.78,663696
,GENCON,EQ,        44.42,                 15080010.00,337559
,GENESYS,EQ,       432.10,               1515340881.35,3401294
,GENSOL,BZ,        27.07,                  1274821.55,46927
,GENUSPAPER,EQ,        13.05,                  1313040.54,100694
,GENUSPOWER,EQ,       295.40,                 72510074.45,243894
,GEOJITFSL,EQ,        79.15,                178066029.34,2232801
,GESHIP,EQ,      1111.80,                190224537.80,170741
,GFLLIMITED,EQ,        58.06,                  3421568.15,59181
,GGBL,SM,       332.25,                  7326675.00,22500
,GHCL,EQ,       564.40,                 28286964.95,50075
,GHCLTEXTIL,EQ,        74.00,                  8646118.68,117464
,GICHSGFIN,EQ,       171.12,                 21672421.31,127827
,GICL,ST,        47.70,                 13269600.00,279000
,GICRE,EQ,       362.30,                174127786.50,478748
,GILLANDERS,EQ,       101.13,                   391978.39,3814
,GILLETTE,EQ,      7994.50,                 99325921.50,12480
,GILT5YBEES,EQ,        63.45,                  6287693.90,99101
,GINNIFILA,EQ,        40.07,                  2556069.89,64548
,GIPCL,EQ,       144.00,                 25163086.11,174151
,GIRIRAJ,SM,       189.60,                  4198850.00,22250
,GKENERGY,EQ,       152.60,                 72594002.09,469228
,GKWLIMITED,EQ,      1709.20,                    76667.00,45
,GLAND,EQ,      1666.30,                112221242.60,67759
,GLAXO,EQ,      2554.20,                172067833.40,67558
,GLENMARK,EQ,      1957.10,                699062254.70,359363
,GLOBAL,BE,        92.30,                  4300925.27,47032
,GLOBALE,EQ,        12.37,                   746886.68,59425
,GLOBALPET,SM,       121.25,                   363750.00,3000
,GLOBALVECT,EQ,       192.56,                  4338556.85,22287
,GLOBE,EQ,         2.41,                   567880.32,235278
,GLOBECIVIL,EQ,        58.46,                  4127946.13,70320
,GLOBUSSPR,EQ,       969.00,                 28209452.30,29319
,GLOSTERLTD,EQ,       648.20,                  9186894.25,14422
,GLOTTIS,EQ,        58.59,                  8129045.96,138478
,GMBREW,EQ,       962.80,                 64700760.30,67481
,GMDCLTD,EQ,       515.05,               2032021178.10,3973733
,GML,SM,        20.05,                   413600.00,20000
,GMMPFAUDLR,EQ,      1053.80,                 32757101.60,31249
,GMRAIRPORT,EQ,       100.59,                755945010.25,7539349
,GMRP&UI,EQ,       113.77,                183350283.69,1606950
,GNA,EQ,       307.05,                204378956.35,640721
,GNFC,EQ,       487.90,                 54933485.75,112753
,GOACARBON,EQ,       396.75,                  2532097.85,6329
,GOCLCORP,EQ,       290.60,                 16011223.80,54783
,GOCOLORS,EQ,       458.65,                 24885912.15,54540
,GODAVARIB,EQ,       271.34,                 49802794.82,181397
,GODFRYPHLP,EQ,      2761.70,                233770506.10,84425
,GODIGIT,EQ,       342.55,                 43682972.90,127045
,GODREJAGRO,EQ,       563.20,                107299576.65,189695
,GODREJIND,EQ,      1010.20,                 63909154.20,63755
,GODREJPROP,EQ,      1999.80,               1189424448.40,593692
