MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty SME Emerge,     14282.60,     14282.90,     14292.70,     14186.85,     14198.60,0.00,0,Y, ,0,     17223.65,     11930.10
Y, , ,Nifty Internet,      1386.65,      1389.45,      1402.75,      1382.50,      1400.65,0.00,0,Y, ,0,      1501.90,      1056.45
Y, , ,Nifty Chemicals,     28258.05,     28204.95,     28204.95,     27969.55,     28157.65,0.00,0,Y, ,0,     31895.45,     25227.25
Y, , ,Nifty Waves,      2011.85,      2007.75,      2023.35,      1998.65,      2016.05,0.00,0,Y, ,0,      2789.80,      1885.85
Y, , ,Nifty InfraLog,     11128.75,     11120.40,     11126.80,     11012.80,     11078.05,0.00,0,Y, ,0,     11820.05,      9210.40
Y, , ,Nifty500 Health,     18581.45,     18576.45,     18590.95,     18418.55,     18580.05,0.00,0,Y, ,0,     19594.10,     16294.60
Y, , ,India VIX,9.8375,9.8375,9.9475,9.6125,9.7075,0,0,Y, ,0,23.1875,9.3975
 , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , 
 , , ,NIFTY 50 Sec, , , , , , , , , , , , 
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,      2232.50,      2236.40,      2245.00,      2211.10,      2229.30,               1133459577.00,508238,Y, ,25318,      2695.00,      2026.55
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,      1486.30,      1486.40,      1498.00,      1476.00,      1495.70,               1017422507.30,683681,Y, ,37224,      1549.00,      1010.75
N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      6921.50,      6921.50,      6949.50,      6881.00,      6918.50,               2661733041.50,384579,Y, ,41733,      8099.50,      6001.00
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      2785.70,      2780.00,      2793.80,      2755.30,      2759.70,               1155775554.90,417994,Y, ,57565,      2985.70,      2124.75
N,EQ,AXISBANK,AXIS BANK LIMITED,      1224.70,      1226.10,      1238.50,      1220.20,      1229.80,               4238020019.20,3441592,Y, ,128388,      1304.00,       933.50
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      8895.00,      8891.00,      8891.00,      8735.00,      8831.00,               2978186155.00,338487,Y, ,37929,      9490.00,      7089.35
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      2021.20,      2020.00,      2038.00,      2012.60,      2026.30,                888564832.50,438810,Y, ,37808,      2195.00,      1551.65
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,       999.60,      1002.10,      1009.70,       995.00,      1000.30,               3109697879.50,3103997,Y, ,139504,      9788.00,       849.00
N,EQ,BEL,BHARAT ELECTRONICS LTD,       385.60,       384.05,       386.80,       380.45,       383.45,               2878249304.25,7510229,Y, ,158705,       436.00,       240.25
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,      2108.00,      2099.00,      2116.60,      2088.10,      2092.00,               7898569012.90,3760341,Y, ,177440,      2174.50,      1559.50
N,EQ,CIPLA,CIPLA LTD,      1496.90,      1494.80,      1511.00,      1493.70,      1498.90,               1461695780.30,974170,Y, ,25184,      1673.00,      1335.00
N,EQ,COALINDIA,COAL INDIA LTD,       384.75,       384.40,       386.50,       382.85,       385.30,                916700321.80,2379619,Y, ,38756,       417.25,       349.25
N,EQ,DRREDDY,DR. REDDY S LABORATORIES,      1272.00,      1277.00,      1283.90,      1262.00,      1280.00,               1135200098.10,889699,Y, ,23142,      1405.90,      1020.00
N,EQ,EICHERMOT,EICHER MOTORS LTD,      7134.50,      7135.00,      7144.00,      7013.50,      7106.50,               2320292758.50,327756,Y, ,42052,      7328.50,      4646.00
N,EQ,ETERNAL,ETERNAL LIMITED,       284.45,       284.05,       285.50,       281.70,       284.75,               4021816664.60,14159703,Y, ,142572,       368.45,       194.80
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      2806.60,      2810.00,      2820.00,      2786.90,      2807.60,                709127707.70,252763,Y, ,22175,      2977.80,      2276.95
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,      1655.00,      1657.00,      1673.90,      1651.20,      1661.40,               3026099482.70,1822056,Y, ,94524,      2012.20,      1302.75
N,EQ,HDFCBANK,HDFC BANK LTD,       984.00,       973.30,       987.40,       973.30,       979.70,              14636196743.00,14912404,Y, ,412559,      2037.70,       939.10
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       753.50,       755.05,       758.30,       749.10,       757.00,                552026306.00,731537,Y, ,33537,       820.75,       584.30
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       848.80,       850.00,       861.95,       847.50,       856.70,               3569707791.65,4174631,Y, ,75116,       864.00,       546.45
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      2275.60,      2270.00,      2278.30,      2255.30,      2265.50,               2396492508.20,1057295,Y, ,54095,      2422.00,      2244.70
N,EQ,ICICIBANK,ICICI BANK LTD.,      1352.40,      1346.30,      1369.50,      1345.50,      1356.80,               9948607088.40,7314573,Y, ,207464,      1500.00,      1186.00
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,      4980.50,      4977.00,      5140.00,      4957.00,      5115.50,              21582458071.50,4260902,Y, ,156061,      6232.50,      3945.00
N,EQ,INFY,INFOSYS LIMITED,      1602.00,      1610.50,      1630.00,      1606.70,      1626.80,              10679409219.40,6577293,Y, ,288341,      1999.60,      1307.00
N,EQ,ITC,ITC LTD,       399.80,       400.00,       401.95,       399.85,       400.40,               2896390248.80,7227668,Y, ,106780,       471.50,       390.15
N,EQ,JIOFIN,JIO FIN SERVICES LTD,       293.15,       292.70,       293.55,       289.75,       292.30,               1892123269.60,6478984,Y, ,62610,       342.45,       198.65
N,EQ,JSWSTEEL,JSW STEEL LIMITED,      1079.30,      1079.00,      1091.50,      1073.20,      1082.20,               1229153541.90,1134603,Y, ,42284,      1223.90,       880.00
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      2173.20,      2173.20,      2178.90,      2159.90,      2164.60,               2441643567.10,1126680,Y, ,65831,      2301.90,      1723.75
N,EQ,LT,LARSEN & TOUBRO LTD.,      4062.40,      4067.00,      4071.80,      4023.40,      4031.10,               4059569191.90,1004303,Y, ,104514,      4140.00,      2965.30
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,      3612.80,      3600.00,      3611.90,      3540.10,      3586.60,               8729793973.50,2446168,Y, ,142491,      3795.00,      2425.00
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,     16398.00,     16440.00,     16486.00,     16221.00,     16329.00,               3495035605.00,213981,Y, ,34024,     16660.00,     10725.00
N,EQ,MAXHEALTH,MAX HEALTHCARE INS LTD,      1031.10,      1030.00,      1060.90,      1026.00,      1048.50,               5381403108.10,5152758,Y, ,91277,      1314.30,       940.05
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,      1234.60,      1234.70,      1243.90,      1227.50,      1233.50,                875108702.90,707432,Y, ,34228,      2515.00,      1084.70
N,EQ,NTPC,NTPC LTD,       321.25,       322.00,       322.15,       317.00,       318.50,               1767887300.85,5554193,Y, ,118016,       371.45,       292.80
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       232.91,       233.00,       234.13,       231.21,       232.00,                920532061.80,3964839,Y, ,78738,       273.50,       205.00
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       261.10,       260.75,       261.70,       255.80,       257.95,               2815316876.75,10930748,Y, ,104251,       336.25,       247.30
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1544.40,      1535.20,      1551.50,      1535.20,      1544.40,              10169353778.00,6580829,Y, ,175814,      1581.30,      1114.85
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,      2010.20,      2018.00,      2020.40,      2001.60,      2014.40,                606700585.30,301399,Y, ,26780,      2086.60,      1372.55
N,EQ,SBIN,STATE BANK OF INDIA,       975.85,       977.90,       981.45,       973.50,       977.55,               4817742809.15,4926879,Y, ,123255,       999.00,       680.00
N,EQ,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,       864.20,       868.50,       876.90,       861.80,       869.45,              10869818054.50,12481529,Y, ,150339,      3197.00,       493.35
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,      1792.90,      1785.00,      1785.00,      1736.00,      1745.90,               6047088657.00,3461351,Y, ,182076,      1910.00,      1548.00
N,EQ,TATACONSUM,TATA CONSUMER PRODUCT LTD,      1179.80,      1176.90,      1183.60,      1168.00,      1171.50,                667332190.30,568209,Y, ,29565,      1202.80,       882.90
N,EQ,TATASTEEL,TATA STEEL LIMITED,       170.34,       169.92,       170.45,       167.56,       168.12,               2223352193.86,13152378,Y, ,129480,       186.94,       122.62
N,EQ,TCS,TATA CONSULTANCY SERV LT,      3217.80,      3228.00,      3287.80,      3221.00,      3280.80,               7523225819.80,2307422,Y, ,166551,      4475.00,      2866.60
N,EQ,TECHM,TECH MAHINDRA LIMITED,      1579.40,      1581.00,      1608.80,      1574.60,      1605.60,               2784912259.30,1748780,Y, ,65399,      1793.50,      1209.40
N,EQ,TITAN,TITAN COMPANY LIMITED,      3907.90,      3900.00,      3924.00,      3890.10,      3919.30,               2019656248.20,516547,Y, ,46918,      3956.00,      2925.00
N,EQ,TMPV,TATA MOTORS PASS VEH LTD,       346.35,       346.35,       347.45,       337.70,       345.80,               5282636313.90,15417506,Y, ,207631,       421.55,       337.70
