MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,     25818.55,     25764.70,     25902.35,     25726.30,     25815.55,878653196181.77,4379768949,Y, ,29913405,     26325.80,     21743.65
Y, , ,NIFTY50 EQL Wgt,     32710.15,     32702.25,     32799.55,     32557.35,     32721.40,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY100 EQL Wgt,     33329.90,     33321.15,     33359.30,     33066.85,     33268.85,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY100 LowVol30,     20945.05,     20937.95,     20964.30,     20858.40,     20914.45,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY Alpha 50,     49588.45,     49666.70,     49924.95,     49195.85,     49730.80,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY MIDCAP 150,     21846.25,     21859.40,     21921.35,     21672.50,     21892.75,0.00,0,Y, ,0,     22495.40,     17269.50
Y, , ,NIFTY SMLCAP 50,      8385.40,      8398.80,      8418.35,      8317.60,      8403.05,0.00,0,Y, ,0,      9282.70,      6776.05
Y, , ,NIFTY SMLCAP 250,     16210.70,     16218.10,     16222.20,     16046.15,     16192.15,0.00,0,Y, ,0,     18166.40,     13314.70
Y, , ,NIFTY MIDSML 400,     19763.85,     19774.75,     19805.40,     19592.25,     19783.95,0.00,0,Y, ,0,     20668.15,     15832.85
Y, , ,NIFTY200 QUALTY30,     21084.65,     21106.80,     21145.80,     20993.50,     21120.40,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty FinSrv25 50,     29679.10,     29629.55,     29881.60,     29606.75,     29747.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY AlphaLowVol,     26884.70,     26880.25,     26906.60,     26740.40,     26856.60,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200Momentm30,     30910.15,     30888.95,     31123.60,     30774.85,     31023.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100ESGSecLdr,      4304.25,      4295.65,      4318.25,      4286.15,      4304.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY100 ESG,      5114.45,      5111.50,      5132.40,      5092.55,      5120.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY M150 QLTY50,     23708.90,     23752.20,     23808.00,     23579.70,     23787.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY INDIA MFG,     15110.75,     15092.75,     15104.20,     14942.80,     15056.85,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200 Alpha 30,     24705.80,     24724.50,     24896.95,     24569.40,     24838.20,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftyM150Momntm50,     61171.10,     61243.15,     61554.75,     60792.85,     61468.85,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty50 USD,      9899.15,      9899.15,      9960.80,      9856.85,      9910.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty IT,     38172.05,     38273.60,     38667.35,     38248.75,     38633.35,0.00,0,Y, ,0,     45647.30,     30918.95
Y, , ,Nifty Next 50,     68076.85,     68059.20,     68069.80,     67332.90,     67830.25,0.00,0,Y, ,0,     70956.25,     56192.45
Y, , ,Nifty Bank,     58926.75,     58712.70,     59211.00,     58712.70,     58912.85,0.00,0,Y, ,0,     60114.30,     47702.90
Y, , ,NIFTY MIDCAP 100,     59388.85,     59423.25,     59703.65,     58962.45,     59592.15,0.00,0,Y, ,0,     61311.25,     46865.70
Y, , ,Nifty 500,     23496.05,     23469.80,     23553.25,     23363.50,     23491.50,0.00,0,Y, ,0,     24035.00,     19519.85
Y, , ,Nifty 100,     26342.65,     26295.45,     26410.90,     26222.45,     26324.65,0.00,0,Y, ,0,     26859.50,     22177.35
Y, , ,Nifty Midcap 50,     17006.85,     17021.55,     17113.95,     16895.95,     17091.85,0.00,0,Y, ,0,     17498.55,     13269.65
Y, , ,Nifty Realty,       867.40,       866.45,       874.80,       856.05,       870.35,0.00,0,Y, ,0,      1109.95,       765.80
Y, , ,Nifty Infra,      9495.55,      9476.10,      9501.20,      9430.75,      9463.20,0.00,0,Y, ,0,      9729.85,      7589.95
Y, , ,Nifty Energy,     34737.00,     34701.50,     34741.75,     34349.80,     34464.30,0.00,0,Y, ,0,     36938.90,     29313.20
Y, , ,Nifty FMCG,     54603.40,     54623.00,     54683.80,     54323.90,     54546.45,0.00,0,Y, ,0,     59302.55,     50199.35
Y, , ,Nifty MNC,     30159.55,     30165.75,     30165.75,     29815.80,     29989.95,0.00,0,Y, ,0,     30697.55,     23981.05
Y, , ,Nifty Pharma,     22612.15,     22601.20,     22601.20,     22394.25,     22557.60,0.00,0,Y, ,0,     23604.45,     19121.10
Y, , ,Nifty PSE,      9474.80,      9465.20,      9482.95,      9378.50,      9428.70,0.00,0,Y, ,0,     10225.55,      7956.45
Y, , ,Nifty PSU Bank,      8318.30,      8332.65,      8369.85,      8260.45,      8325.45,0.00,0,Y, ,0,      8665.70,      5530.35
Y, , ,Nifty Serv Sector,     33436.50,     33361.55,     33623.55,     33361.55,     33506.90,0.00,0,Y, ,0,     34216.65,     29070.85
Y, , ,Nifty Auto,     27489.25,     27459.20,     27475.75,     27013.75,     27321.90,0.00,0,Y, ,0,     28099.65,     19316.65
Y, , ,Nifty Metal,     10490.15,     10490.25,     10585.45,     10430.55,     10516.15,0.00,0,Y, ,0,     10837.45,      7690.20
Y, , ,Nifty Media,      1411.05,      1409.80,      1412.50,      1390.30,      1393.20,0.00,0,Y, ,0,      1939.10,      1344.40
Y, , ,NIFTY SMLCAP 100,     17138.55,     17154.15,     17190.45,     16998.60,     17160.20,0.00,0,Y, ,0,     19241.95,     14084.30
Y, , ,Nifty 200,     14331.25,     14311.65,     14375.05,     14260.80,     14332.05,0.00,0,Y, ,0,     14642.65,     11941.45
Y, , ,Nifty Div Opps 50,      6246.85,      6256.70,      6279.10,      6234.65,      6272.40,0.00,0,Y, ,0,      6475.95,      5288.60
Y, , ,Nifty Commodities,      9196.10,      9185.70,      9205.15,      9123.10,      9168.85,0.00,0,Y, ,0,      9530.35,      7502.95
Y, , ,Nifty Consumption,     12136.85,     12120.75,     12134.05,     12039.15,     12103.50,0.00,0,Y, ,0,     12716.20,     10090.65
Y, , ,Nifty Fin Service,     27251.95,     27153.25,     27400.45,     27153.25,     27267.10,0.00,0,Y, ,0,     28065.50,     22320.85
Y, , ,Nifty50 Div Point,       249.14,       249.14,       249.14,       249.14,       249.14,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Liq 15,      7437.85,      7428.65,      7456.30,      7402.70,      7424.40,0.00,0,Y, ,0,      7617.60,      5985.30
Y, , ,Nifty CPSE,      6160.70,      6156.15,      6165.95,      6101.90,      6123.65,0.00,0,Y, ,0,      6681.80,      5284.25
Y, , ,Nifty GrowSect 15,     12362.80,     12364.95,     12394.65,     12290.35,     12384.40,0.00,0,Y, ,0,     12549.15,      9722.65
Y, , ,Nifty50 PR 2x Lev,     14384.20,     14322.05,     14474.35,     14279.85,     14378.75,0.00,0,Y, ,0,     14993.40,     10678.25
Y, , ,Nifty50 PR 1x Inv,       202.05,       202.50,       202.80,       201.45,       202.10,0.00,0,Y, ,0,       232.40,       197.80
Y, , ,Nifty50 TR 2x Lev,     21523.95,     21430.95,     21658.80,     21367.75,     21515.75,0.00,0,Y, ,0,     22435.45,     15663.75
Y, , ,Nifty50 TR 1x Inv,       165.35,       165.70,       165.95,       164.80,       165.35,0.00,0,Y, ,0,       192.05,       161.80
Y, , ,Nifty50 Value 20,     13127.45,     13139.15,     13208.00,     13113.20,     13178.60,0.00,0,Y, ,0,     13754.05,     11375.50
Y, , ,Nifty Mid Liq 15,     16051.00,     16070.80,     16196.80,     15975.80,     16160.55,0.00,0,Y, ,0,     16755.80,     11541.70
Y, , ,Nifty Pvt Bank,     28338.50,     28253.35,     28490.50,     28230.45,     28332.95,0.00,0,Y, ,0,     28960.60,     23508.05
Y, , ,NIFTY100 Qualty30,      5786.55,      5785.85,      5793.65,      5751.15,      5786.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 8 13Yr,      2963.10,      2963.64,      2966.03,      2960.37,      2963.13,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 10Yr,      2607.88,      2608.35,      2611.95,      2607.28,      2610.65,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 10Yr Cln,       892.16,       892.16,       893.41,       891.79,       892.96,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 4 8Yr,      3217.00,      3217.58,      3218.90,      3214.81,      3216.78,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 11 15Yr,      3231.21,      3231.81,      3233.93,      3230.12,      3231.94,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 15YrPlus,      3458.83,      3459.52,      3464.12,      3459.52,      3462.33,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS Compsite,      3042.80,      3043.36,      3044.92,      3041.10,      3043.53,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY HEALTHCARE,     14566.60,     14557.85,     14568.30,     14442.65,     14552.30,0.00,0,Y, ,0,     15112.50,      6482.80
Y, , ,NIFTY CONSR DURBL,     36866.30,     36778.80,     37189.20,     36674.95,     37001.35,0.00,0,Y, ,0,     44426.55,     14089.55
Y, , ,NIFTY OIL AND GAS,     11884.65,     11852.20,     11906.55,     11792.65,     11845.95,0.00,0,Y, ,0,     13607.20,      4632.70
Y, , ,NIFTY500 MULTICAP,     16183.20,     16172.60,     16216.50,     16075.45,     16181.95,0.00,0,Y, ,0,     17112.15,      5531.55
Y, , ,NIFTY LARGEMID250,     16582.50,     16572.60,     16631.85,     16480.20,     16594.45,0.00,0,Y, ,0,     17095.20,      5635.20
Y, , ,NIFTY MID SELECT,     13652.30,     13672.50,     13760.35,     13574.05,     13745.15,0.00,0,Y, ,0,     14118.40,      5520.25
Y, , ,NIFTY TOTAL MKT,     13181.95,     13167.45,     13211.95,     13104.40,     13177.95,0.00,0,Y, ,0,     13842.60,      6252.10
Y, , ,NIFTY MICROCAP250,     22135.30,     22122.35,     22123.05,     21857.20,     22065.35,0.00,0,Y, ,0,     26476.90,      5802.95
Y, , ,NIFTY IND DIGITAL,      9432.65,      9443.65,      9521.05,      9414.85,      9512.45,0.00,0,Y, ,0,     10152.15,      4755.25
Y, , ,Nifty Tata 25 Cap,     14886.40,     14885.05,     14972.70,     14819.85,     14945.75,0.00,0,Y, ,0,     18764.95,      9887.45
Y, , ,Nifty MidSml Hlth,     43050.90,     43057.00,     43147.95,     42579.30,     43089.70,0.00,0,Y, ,0,     46103.35,     20019.15
Y, , ,Nifty Multi Mfg,     15631.60,     15606.75,     15629.25,     15469.50,     15595.00,0.00,0,Y, ,0,     16253.65,      8394.35
Y, , ,Nifty Multi Infra,     14212.00,     14196.65,     14216.85,     14088.15,     14170.65,0.00,0,Y, ,0,     15154.10,      8010.10
Y, , ,BHARATBOND-APR30,      1562.22,      1562.53,      1562.53,      1562.49,      1562.49,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR31,      1423.43,      1423.69,      1423.70,      1423.36,      1423.41,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR32,      1294.30,      1294.54,      1294.54,      1294.54,      1294.54,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR33,      1255.13,      1255.38,      1255.38,      1255.37,      1255.37,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Ind Defence,      7379.80,      7375.90,      7401.30,      7285.70,      7374.10,0.00,0,Y, ,0,      9195.15,      3374.95
Y, , ,Nifty Ind Tourism,      8359.65,      8364.60,      8418.05,      8292.80,      8405.85,0.00,0,Y, ,0,      9497.20,      6058.05
Y, , ,Nifty Capital Mkt,      4528.65,      4568.70,      4652.25,      4568.40,      4645.75,0.00,0,Y, ,0,      4852.85,      2009.60
Y, , ,Nifty500Momentm50,     52330.70,     52387.55,     52682.30,     52040.40,     52562.85,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftyMS400 MQ 100,     47157.05,     47233.60,     47390.00,     46874.95,     47325.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftySml250MQ 100,     43184.60,     43212.80,     43282.70,     42838.50,     43195.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 10 EW,      9961.05,      9947.10,     10020.45,      9947.10,      9981.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQL 30,     22639.30,     22640.80,     22643.30,     22460.60,     22586.45,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQLV 30,     21250.95,     21261.90,     21277.25,     21144.85,     21254.50,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty EV,      3079.80,      3075.45,      3077.35,      3034.60,      3064.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty HighBeta 50,      3804.70,      3806.45,      3829.00,      3768.20,      3803.65,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty New Consump,     11683.00,     11684.90,     11742.45,     11605.15,     11726.35,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Corp MAATR,     38265.10,     38216.45,     38380.70,     37977.30,     38285.35,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Low Vol 50,     25422.45,     25419.10,     25444.30,     25286.20,     25402.90,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Mobility,     22723.55,     22701.70,     22719.90,     22438.35,     22702.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Qlty LV 30,     17534.30,     17528.35,     17532.95,     17404.85,     17498.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Sml250 Q50,     25295.25,     25311.40,     25355.50,     25129.15,     25275.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 15 EW,     10949.90,     10940.60,     10996.05,     10915.85,     10955.80,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Alpha 30,     17826.70,     17796.85,     17875.30,     17711.95,     17809.45,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Enh ESG,      5160.25,      5157.25,      5178.50,      5138.30,      5166.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200 Value 30,     14104.20,     14103.55,     14139.40,     13998.80,     14088.55,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 EW,     13917.65,     13917.85,     13919.45,     13784.05,     13895.15,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Multi MQ 50,     41034.00,     41099.75,     41266.90,     40838.50,     41187.45,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Value 50,     14962.60,     14959.15,     14984.60,     14837.05,     14932.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 20 EW,      9621.60,      9612.10,      9641.50,      9577.95,      9615.75,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty CoreHousing,     15404.50,     15388.30,     15454.40,     15278.20,     15377.45,0.00,0,Y, ,0,     17961.70,     13680.90
Y, , ,Nifty FinSerExBnk,     31113.15,     31208.70,     31467.70,     31053.60,     31372.25,0.00,0,Y, ,0,     32420.40,     21702.40
Y, , ,Nifty Housing,     11565.40,     11546.00,     11585.65,     11483.05,     11519.80,0.00,0,Y, ,0,     12386.30,      9839.70
Y, , ,Nifty IPO,      2010.15,      2011.20,      2018.90,      1991.70,      2014.30,0.00,0,Y, ,0,      2387.55,      1617.15
Y, , ,Nifty MS Fin Serv,     20193.85,     20261.70,     20479.20,     20165.40,     20426.05,0.00,0,Y, ,0,     21028.05,     12407.95
Y, , ,Nifty MS Ind Cons,     18797.85,     18793.00,     18895.20,     18625.25,     18849.45,0.00,0,Y, ,0,     20923.30,     14493.40
Y, , ,Nifty MS IT Telcm,     10235.45,     10234.05,     10303.25,     10158.50,     10266.95,0.00,0,Y, ,0,     11723.20,      7836.00
Y, , ,Nifty NonCyc Cons,     15849.70,     15834.20,     15884.55,     15769.40,     15844.10,0.00,0,Y, ,0,     18289.65,     13081.55
Y, , ,Nifty Rural,     15916.05,     15913.50,     15925.20,     15800.70,     15874.75,0.00,0,Y, ,0,     16370.10,     12304.35
Y, , ,Nifty Shariah 25,      8404.10,      8404.20,      8418.80,      8353.75,      8407.95,0.00,0,Y, ,0,      9449.55,      7121.55
Y, , ,Nifty Trans Logis,     25409.25,     25390.20,     25399.30,     25070.65,     25372.10,0.00,0,Y, ,0,     26459.70,     16828.35
Y, , ,Nifty50 Shariah,      4768.60,      4774.30,      4794.35,      4758.45,      4789.30,0.00,0,Y, ,0,      5677.90,      4235.90
Y, , ,Nifty500 LMS Eql,     17723.25,     17718.60,     17756.65,     17591.70,     17725.55,0.00,0,Y, ,0,     18838.10,     14014.40
Y, , ,Nifty500 Shariah,      7083.00,      7085.55,      7088.55,      7034.70,      7081.60,0.00,0,Y, ,0,      8238.85,      6004.55
Y, , ,Nifty500 Qlty50,     18709.80,     18745.05,     18762.15,     18593.20,     18726.90,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 LowVol50,     22864.70,     22893.10,     22903.00,     22721.20,     22880.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 MQVLv50,     31341.00,     31355.20,     31365.65,     31055.55,     31286.60,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Flexicap,     10599.40,     10611.95,     10648.35,     10558.00,     10635.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty TMMQ 50,     41312.65,     41308.10,     41342.05,     40860.65,     41267.60,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty FPI 150,      1596.75,      1595.15,      1601.75,      1588.40,      1597.35,0.00,0,Y, ,0,      1627.85,      1346.50
