MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,JIWANRAM,JIWANRAM SHEODUTTRA IND L,         6.00,         6.00,         6.00,         6.00,         6.00,                    72000.00,12000, ,        15.95,         5.70
N,SM,K2INFRA,K2 INFRAGEN LIMITED,        62.00,        61.95,        61.95,        61.95,        61.95,                    37170.00,600, ,       196.95,        52.50
N,SM,KKJEWELS,KABRA JEWELS LIMITED,        89.50,        90.75,        90.75,        90.75,        90.75,                    90750.00,1000, ,       265.00,        84.00
G,ST,KANDARP,KANDARP DG SMART BPO LTD,       129.95,       128.35,       128.35,       127.40,       128.35,                  2819900.00,22000, ,       129.95,        42.10
N,ST,KARNIKA,KARNIKA INDUSTRIES LTD,       117.60,       118.00,       122.00,       114.00,       118.35,                  1887900.00,16000, ,       973.00,       114.00
N,SM,KATARIA,KATARIA INDUSTRIES LTD,        90.00,        89.30,       108.00,        89.30,       108.00,                  6579060.00,61800, ,       174.85,        85.50
N,SM,KCEIL,KAY CEE ENERGY & INFRA L,       148.45,       148.45,       149.00,       145.05,       145.25,                  1460625.00,10000, ,       408.35,       135.35
N,SM,KAYTEX,KAYTEX FABRICS LIMITED,        76.80,        74.15,        76.25,        73.20,        74.95,                   951840.00,12800, ,       156.90,        73.20
G,ST,KCK,KCK INDUSTRIES LTD,        29.90,        29.35,        30.40,        29.35,        30.40,                  6496375.00,220000, ,        67.80,        25.50
N,SM,KEN,KEN ENTERPRISES LIMITED,        45.00,        45.10,        45.10,        43.35,        44.00,                   317400.00,7200, ,        85.00,        35.25
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,        64.75,        64.80,        64.80,        64.80,        64.80,                   100440.00,1550, ,       103.95,        63.50
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,       927.30,       911.00,       945.90,       880.30,       927.90,                  7288470.00,7900, ,      1740.00,       556.05
N,SM,KONSTELEC,KONSTELEC ENGINEERS LTD,        43.05,        45.00,        45.50,        42.00,        42.60,                   867600.00,20000, ,       140.30,        42.00
N,SM,KONTOR,KONTOR SPACE LIMITED,        66.75,        66.70,        66.70,        66.70,        66.70,                    40020.00,600, ,       138.10,        58.00
N,SM,KDL,KORE DIGITAL LIMITED,       163.65,       166.95,       175.00,       166.95,       173.25,                  7108050.00,41250, ,      1939.00,       135.20
N,SM,KOTYARK,KOTYARK INDUSTRIES LTD,       252.20,       252.20,       254.85,       244.95,       248.80,                  1072010.00,4300, ,      1023.00,       202.40
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,       173.40,       173.00,       174.40,       150.00,       169.50,                  1755725.00,10500, ,       337.85,       150.00
N,SM,KRISHNADEF,KRISHNA DEF AND ALD IND L,       679.10,       675.10,       682.00,       665.00,       673.20,                 26498425.00,39500, ,      1027.50,       503.00
N,SM,KEL,KUNDAN EDIFICE LIMITED,        99.00,        99.90,       104.80,        99.90,       104.65,                  1107660.00,10800, ,       167.05,        81.00
N,SM,LAKSHYA,LAKSHYA POWERTECH LIMITED,       127.10,       127.50,       127.50,       120.05,       122.60,                  1194880.00,9600, ,       372.50,       102.25
N,SM,LAMOSAIC,LAMOSAIC INDIA LIMITED,        35.35,        35.10,        35.60,        35.00,        35.10,                   379770.00,10800, ,       113.40,        34.00
N,SM,LRRPL,LEAD REC AND RUB PROD LTD,        77.50,        77.50,        77.50,        73.70,        73.70,                   226800.00,3000, ,       102.00,        48.60
N,SM,LLOYDS,LLOYDS LUXURIES LIMITED,        63.55,        66.95,        68.50,        63.00,        63.70,                   903450.00,14000, ,       125.75,        63.00
G,ST,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,       729.95,       715.40,       720.00,       715.40,       719.90,                 29882490.00,41700, ,       819.00,        32.05
N,SM,MACOBSTECH,MACOBS TECHNOLOGIES LTD,       210.00,       211.20,       211.20,       210.00,       211.00,                  4219680.00,20000, ,       246.95,       150.60
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,       132.45,       131.90,       131.90,       129.00,       131.60,                   392500.00,3000, ,       229.00,       108.60
N,SM,MRIL,MAHENDRA REALTO & INFRA L,        57.10,        55.85,        55.85,        53.90,        55.30,                  1399200.00,25600, ,        82.00,        49.25
N,SM,MAITREYA,MAITREYA MEDICARE LIMITED,       231.00,       243.00,       245.00,       216.10,       225.70,                  1797800.00,8000, ,       360.00,       214.45
N,SM,MPEL,MANAS POLYMER N ENERGIE L,        95.40,        95.85,        95.85,        86.00,        89.35,                  9562000.00,107200, ,       153.90,        86.00
N,ST,MANAV,MANAV INFRA PROJECTS LTD,        28.90,        27.50,        27.50,        27.50,        27.50,                   110000.00,4000, ,        30.35,        10.50
N,SM,MANDEEP,MANDEEP AUTO INDUSTRIES L,        22.35,        21.25,        21.25,        21.25,        21.25,                    42500.00,2000, ,        36.15,        17.80
N,SM,MAL,MANGALAM ALLOYS LIMITED,        50.00,        51.00,        51.00,        51.00,        51.00,                    81600.00,1600, ,        80.20,        26.25
N,SM,MIEL,MANGLAM INFRA & ENG LTD,        21.50,        21.40,        21.40,        19.35,        19.45,                  1800500.00,92000, ,        47.90,        19.35
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,        39.90,        39.90,        40.95,        39.20,        40.05,                   238875.00,6000, ,        68.25,        33.10
N,SM,MDL,MARVEL DECOR LIMITED,        75.00,        73.00,        76.00,        69.00,        73.00,                   950000.00,13000, ,       138.60,        61.25
N,SM,MASON,MASON INFRATECH LIMITED,       193.40,       193.40,       197.75,       193.00,       197.75,                   775575.00,4000, ,       220.00,        73.50
N,SM,MGSL,MATRIX GEO SOLUTIONS LTD,        85.35,        85.95,        85.95,        85.95,        85.95,                   103140.00,1200, ,       120.00,        81.00
N,SM,MAXPOSURE,MAXPOSURE LIMITED,        48.30,        48.00,        48.00,        48.00,        48.00,                   288000.00,6000, ,       102.95,        45.70
N,ST,MAXVOLT,MAXVOLT ENERGY INDUS L,       450.00,       440.00,       471.90,       440.00,       463.60,                  7971280.00,17600, ,       483.25,       145.05
N,ST,MAYASHEEL,MAYASHEEL VENTURES LTD,        66.50,        63.20,        63.20,        63.20,        63.20,                  1516800.00,24000, ,        85.00,        46.00
N,SM,MCON,MCON RASAYAN INDIA LTD,        60.00,        60.00,        66.00,        60.00,        66.00,                  1087950.00,17000, ,       229.90,        53.40
N,SM,MEDIORG,MEDICAMEN ORGANICS LTD,        24.20,        23.50,        24.00,        23.50,        24.00,                   142200.00,6000, ,        58.60,        19.60
N,SM,MEDISTEP,MEDISTEP HEALTHCARE LTD,        24.75,        25.95,        25.95,        25.05,        25.05,                   230850.00,9000, ,        53.00,        22.30
N,ST,MEGAFLEX,MEGA FLEX PLASTICS LTD,       104.80,       108.00,       109.50,       108.00,       109.50,                   981000.00,9000, ,       113.00,        40.00
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,       218.95,       219.00,       223.00,       215.20,       216.10,                  1577600.00,7200, ,       380.00,       212.00
N,SM,MICROPRO,MICROPRO SOFTWARE SOL L,        20.00,        20.00,        20.00,        20.00,        20.00,                    64000.00,3200, ,        35.90,        17.85
N,SM,MONOPHARMA,MONO PHARMACARE LIMITED,        17.05,        16.50,        16.50,        16.50,        16.50,                    33000.00,2000, ,        36.20,        16.50
N,SM,MONOLITH,MONOLITHISCH INDIA LTD,       491.30,       503.55,       503.55,       473.25,       478.65,                 11086412.50,23000, ,       607.40,       219.45
N,SM,MOS,MOS UTILITY LIMITED,        22.90,        22.65,        22.90,        22.20,        22.50,                 16363400.00,724000, ,       321.00,        21.00
N,SM,MMEL,MOVING MEDIA ENTER LTD,        50.25,        49.50,        49.50,        49.50,        49.50,                    99000.00,2000, ,        84.45,        44.50
G,ST,MOXSH,MOXSH OVERSEAS EDUCON LTD,        92.65,        94.50,        94.50,        94.50,        94.50,                   907200.00,9600, ,        94.50,        25.50
N,SM,MUNISH,MUNISH FORGE LIMITED,       103.80,       107.90,       107.90,       102.30,       103.30,                  1121220.00,10800, ,       143.00,        97.00
N,ST,MYMUDRA,MY MUDRA FINCORP LIMITED,        81.35,        81.00,        82.00,        80.50,        80.50,                   486600.00,6000, ,       119.10,        51.60
N,ST,NRVANDANA,N R VANDANA TEX IND LTD,        61.45,        59.30,        63.40,        59.10,        63.40,                  2181300.00,36000, ,        72.90,        37.05
N,SM,NAMAN,NAMAN IN-STORE (INDIA) L,        67.50,        66.05,        67.05,        66.05,        67.05,                   106480.00,1600, ,       168.70,        55.75
N,SM,NAMOEWASTE,NAMO EWASTE MANAGEMENT L,       180.95,       184.40,       185.00,       180.00,       183.45,                  7329560.00,40000, ,       234.95,       127.00
N,SM,NEELAM,NEELAM LINENS & GAR (I) L,        13.50,        13.95,        13.95,        13.70,        13.95,                  1570500.00,114000, ,        59.95,        11.80
N,ST,NEOCHEM,NEOCHEM BIO SOLUTIONS LTD,        90.20,        86.70,        94.70,        85.70,        94.70,                 18192780.00,200400, ,       113.40,        85.70
G,ST,NEPHROCARE,NEPHRO CARE INDIA LIMITED,       122.90,       123.50,       123.50,       120.50,       120.85,                   633160.00,5200, ,       211.00,        99.95
N,SM,NEPTUNE,NEPTUNE PETROCHEMICALS L,       228.00,       226.90,       226.90,       215.05,       216.75,                  4825600.00,22000, ,       239.00,       126.30
N,ST,CBAZAAR,NET AVENUE TECHNOLOGIES L,         4.50,         4.30,         4.30,         4.30,         4.30,                   103200.00,24000, ,        14.00,         3.05
N,SM,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        31.80,        29.00,        31.20,        29.00,        30.50,                   314550.00,10500, ,        93.40,        27.05
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        30.85,        30.30,        30.50,        30.05,        30.30,                   145360.00,4800, ,        90.00,        23.35
N,ST,NIKITA,NIKITA GRENTEC RECYCL LTD,       150.40,       150.50,       150.50,       144.55,       144.55,                  1064460.00,7200, ,       156.00,        77.15
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,        67.10,        70.45,        70.45,        67.10,        67.90,                  6829380.00,97800, ,       456.00,        51.50
N,SM,OBSCP,OBSC PERFECTION LIMITED,       298.05,       309.00,       309.00,       295.55,       300.75,                  8715260.00,28800, ,       360.00,       144.90
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,       119.65,       121.00,       123.95,       119.20,       121.05,                   255720.00,2100, ,       321.10,       110.10
N,SM,OLIL,ONECLICK LOGISTICS IND L,       315.70,       316.00,       321.00,       310.90,       318.70,                  3665640.00,11600, ,       355.00,        95.00
N,SM,ONYX,ONYX BIOTEC LIMITED,        32.70,        33.00,        33.95,        33.00,        33.95,                   199900.00,6000, ,        97.45,        30.50
N,SM,OPTIVALUE,OPTIVALUE TEK CONSULT LTD,        70.50,        69.00,        72.25,        68.55,        70.00,                  2023280.00,28800, ,       107.55,        68.55
N,SM,ORIANA,ORIANA POWER LIMITED,      2136.55,      2150.00,      2150.00,      2060.05,      2108.05,                 88238917.50,41850, ,      3064.00,      1000.00
N,ST,OSELDEVICE,OSEL DEVICES LIMITED,       532.40,       520.00,       559.00,       505.80,       546.75,                 41797400.00,79600, ,       835.00,       186.25
N,SM,OWAIS,OWAIS METAL & MINERAL,       287.35,       288.00,       290.00,       268.55,       273.40,                 10351895.00,37800, ,      1224.00,       268.55
N,SM,PARAGON,PARAGON FINE S.C. LTD.,        42.90,        42.50,        42.50,        41.00,        41.00,                   698400.00,16800, ,       108.55,        41.00
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,        29.55,        30.40,        30.40,        29.15,        29.15,                   411800.00,14000, ,        78.00,        28.25
N,SM,PARTH,PARTH ELEC & ENG LTD,       208.00,       203.05,       209.50,       203.00,       209.00,                   579020.00,2800, ,       306.40,       169.00
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,        87.80,        89.80,        92.00,        87.80,        91.60,                  1894000.00,21000, ,       140.00,        63.05
N,SM,PATILAUTOM,PATIL AUTOMATION LIMITED,       186.55,       186.05,       201.00,       185.00,       189.45,                 10251630.00,52800, ,       268.90,       153.90
N,SM,PELATRO,PELATRO LIMITED,       326.65,       340.00,       369.05,       340.00,       363.00,                  6291135.00,17700, ,       559.90,       283.20
N,ST,PENTAGON,PENTAGON RUBBER LIMITED,        71.80,        73.25,        73.25,        73.25,        73.25,                    73250.00,1000, ,       103.80,        50.55
N,SM,PCCL,PETRO CARBON AND CHEMI L,       195.00,       202.00,       205.00,       197.10,       199.35,                  3934140.00,19600, ,       228.00,       150.00
N,SM,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       231.60,       239.00,       239.00,       228.95,       229.55,                  4120485.00,17700, ,       327.95,       165.00
N,SM,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,        18.55,        18.40,        18.70,        17.50,        18.25,                   609200.00,34000, ,        30.00,        16.75
N,SM,PPSL,PICTUREPOST STUDIOS LTD,         9.85,         9.55,         9.75,         9.55,         9.75,                    57900.00,6000, ,        45.60,         9.00
G,ST,POLYSIL,POLYSIL IRRIGATION SYST L,       293.75,       287.90,       288.00,       287.90,       287.90,                 36421750.00,126500, ,       356.75,        14.25
N,SM,POSITRON,POSITRON ENERGY LIMITED,       208.10,       210.00,       212.45,       205.20,       208.45,                  1635030.00,7800, ,       420.00,       205.20
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       347.80,       351.95,       351.95,       346.00,       347.50,                 17690875.00,51000, ,       362.95,       101.05
N,SM,PRATHAM,PRATHAM EPC PROJECTS LTD,       148.40,       150.30,       150.90,       148.40,       149.75,                   478600.00,3200, ,       242.30,       133.00
N,SM,PRECISION,PRECISION METALIKS LTD,        12.50,        11.90,        12.85,        11.90,        12.40,                  1328300.00,106000, ,        46.95,        11.90
N,SM,PRLIND,PREMIER ROADLINES LIMITED,        77.00,        75.15,        77.00,        75.15,        77.00,                   614050.00,8000, ,       139.00,        75.15
N,SM,PREMIUM,PREMIUM PLAST LIMITED,        36.95,        34.80,        34.85,        34.75,        34.80,                   626100.00,18000, ,        48.20,        26.05
N,SM,PRESSTONIC,PRESSTONIC ENGINEERING L,        60.00,        58.80,        59.75,        56.50,        57.00,                   603680.00,10400, ,       143.00,        56.50
N,SM,PRIMECAB,PRIME CABLE INDUSTRIES L,        82.80,        84.60,        84.75,        79.50,        80.30,                  6594000.00,80000, ,       123.65,        70.70
N,SM,PRITIKA,PRITIKA ENG COMPO LTD,        72.30,        71.50,        71.95,        70.00,        71.30,                  1990700.00,28000, ,       208.50,        66.50
N,SM,PRIZOR,PRIZOR VIZTECH LIMITED,       261.75,       269.00,       287.90,       260.00,       287.90,                  9448460.00,33600, ,       362.00,       105.10
N,SM,PROFX,PRO FX TECH LIMITED,        59.90,        58.50,        60.50,        58.50,        60.00,                  2778400.00,46400, ,       136.90,        56.90
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,        76.15,        76.00,        78.50,        76.00,        78.50,                    77250.00,1000, ,       361.00,        75.00
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        31.50,        31.50,        32.65,        31.50,        32.65,                   128300.00,4000, ,        86.50,        29.00
N,ST,PURPLEUTED,PURPLE UNITED SALES LTD,       422.10,       422.10,       440.00,       403.00,       439.00,                  1583787.50,3750, ,       587.95,       119.55
N,SM,PURVFLEXI,PURV FLEXIPACK LIMITED,        89.50,        91.55,        91.55,        89.00,        89.00,                   144440.00,1600, ,       195.00,        69.00
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,       106.00,       106.00,       106.00,       103.00,       103.00,                  1464350.00,14000, ,       148.75,        91.00
N,SM,QUADPRO,QUADPRO ITES LIMITED,         2.45,         2.40,         2.40,         2.35,         2.35,                    57000.00,24000, ,         4.65,         2.35
N,SM,QUESTLAB,QUEST LABORATORIES LTD,        89.65,        88.05,        96.00,        88.05,        95.30,                  4140660.00,44400, ,       160.00,        75.15
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        37.00,        37.00,        40.00,        37.00,        39.55,                   230350.00,6000, ,       106.60,        27.15
N,SM,QVCEL,QVC EXPORTS LIMITED,        27.90,        28.50,        28.60,        28.50,        28.60,                    91360.00,3200, ,        48.55,        22.20
N,SM,RILINFRA,RACHANA INFRA LTD,        35.50,        35.50,        36.05,        34.60,        35.75,                   235070.00,6600, ,        53.95,        25.55
N,SM,RADIOWALLA,RADIOWALLA NETWORK LTD,        62.00,        59.20,        59.20,        59.20,        59.20,                    94720.00,1600, ,       115.00,        50.00
N,SM,RCDL,RAJGOR CASTOR DERIVATI L,        21.35,        21.25,        21.25,        20.10,        20.10,                   184500.00,9000, ,        30.85,        16.55
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,       254.00,       255.00,       255.00,       248.00,       248.00,                   752000.00,3000, ,       383.85,       173.15
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,        84.50,        84.25,        85.10,        84.00,        84.00,                   885900.00,10500, ,       101.90,        70.05
N,SM,RTL,RAMA TELECOM LIMITED,        65.35,        63.05,        63.05,        63.05,        63.05,                   126100.00,2000, ,        75.00,        57.50
N,SM,RBS,RAMDEVBABA SOLVENT LTD,       103.00,       100.10,       100.10,       100.00,       100.00,                  1440240.00,14400, ,       150.50,        99.00
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,       305.50,       297.00,       298.05,       297.00,       298.05,                   714690.00,2400, ,       430.00,       215.20
N,SM,RBMINFRA,RBM INFRACON LIMITED,       414.40,       417.60,       417.60,       396.60,       402.95,                 13163720.00,32800, ,       814.55,       249.85
N,SM,READYMIX,READYMIX CONSTRU MACHI L,       121.95,       117.05,       132.00,       115.50,       122.40,                  7474450.00,61000, ,       175.00,        55.20
N,SM,REFRACTORY,REFRACTORY SHAPES LIMITED,        58.40,        59.40,        59.40,        57.00,        57.45,                   290300.00,5000, ,       114.60,        39.00
N,SM,REMUS,REMUS PHARMACEUTICALS L,       715.75,       705.00,       725.00,       697.00,       719.95,                  1491410.00,2100, ,      2577.00,       611.05
N,ST,RNPL,RENOL POLYCHEM LIMITED,       145.95,       145.60,       146.00,       145.00,       145.00,                   698640.00,4800, ,       156.00,        69.00
N,SM,REXPIPES,REX PIPES AND CABLES LTD,       153.50,       147.00,       155.00,       146.00,       151.50,                  1495950.00,10000, ,       171.00,        57.00
N,SM,REXPRO,REXPRO ENTERPRISES LTD,        45.30,        42.05,        46.75,        41.60,        46.25,                   706800.00,16000, ,       120.00,        41.60
N,SM,RNFI,RNFI SERVICES LIMITED,       324.85,       328.50,       328.50,       317.60,       317.85,                  5793360.00,18000, ,       404.00,       135.00
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       224.95,       214.00,       231.00,       213.00,       223.65,                  5811500.00,26250, ,       650.00,       160.55
N,SM,ROXHITECH,ROX HI TECH LIMITED,        44.70,        44.05,        44.80,        43.55,        43.55,                   634640.00,14400, ,       107.95,        35.05
N,SM,RULKA,RULKA ELECTRICALS LIMITED,       105.85,       106.00,       108.70,       105.00,       108.55,                   288405.00,2700, ,       325.00,       100.35
N,SM,SATECH,S A TECH SOFTWARE INDIA L,        57.55,        55.95,        55.95,        51.80,        52.70,                  4636000.00,88000, ,       154.85,        31.80
N,SM,SDREAMS,S D RETAIL LIMITED,        85.25,        85.00,        85.00,        83.10,        84.00,                  2201700.00,26000, ,       198.50,        83.10
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       357.95,       357.00,       357.00,       349.00,       350.70,                  7386987.50,21000, ,       724.00,       301.05
N,ST,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       176.55,       174.00,       175.95,       171.05,       171.05,                   621660.00,3600, ,       253.95,       118.00
N,ST,SACHEEROME,SACHEEROME LIMITED,       379.70,       361.20,       383.00,       360.75,       372.25,                 10970370.00,30000, ,       428.55,       140.50
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       269.00,       263.00,       274.00,       260.00,       268.45,                 11536850.00,43500, ,       319.00,       151.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,       158.65,       161.85,       170.00,       159.90,       162.25,                  1369100.00,8400, ,       575.00,       138.15
N,SM,SAHANA,SAHANA SYSTEM LIMITED,       971.70,       970.00,       975.00,       925.00,       938.85,                 11153750.00,11750, ,      2135.00,       905.20
N,SM,SAHASRA,SAHASRA ELECTRONIC SOLU L,       263.25,       265.00,       293.90,       262.35,       280.30,                 18295480.00,65600, ,       638.00,       227.50
N,SM,SAJHOTELS,SAJ HOTELS LIMITED,        63.00,        61.90,        62.40,        59.00,        59.00,                   858100.00,14000, ,        86.50,        46.00
N,ST,SAMAY,SAMAY PROJECT SERVICES L,        42.80,        42.05,        42.95,        42.00,        42.95,                  3367400.00,80000, ,        51.30,        28.80
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,        14.60,        15.30,        15.30,        14.75,        15.30,                  2921000.00,192000, ,       111.90,        10.50
N,SM,SARTELE,SAR TELEVENTURE LIMITED,       228.05,       228.00,       228.00,       221.40,       222.90,                 33717875.00,150000, ,       302.95,       162.00
N,SM,SATKARTAR,SAT KARTAR SHOPPING LTD,       153.55,       151.25,       152.00,       146.80,       150.25,                  4316160.00,28800, ,       241.95,       130.20
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       471.35,       471.00,       471.00,       466.55,       468.25,                  4877430.00,10400, ,       580.00,       362.00
N,SM,SATIPOLY,SATI POLY PLAST LIMITED,        63.00,        61.10,        61.10,        61.00,        61.05,                    61050.00,1000, ,       220.00,        59.50
N,SM,SATTVAENGG,SATTVA ENGINEERING CSTN L,        62.05,        61.85,        64.70,        61.10,        64.65,                  4477680.00,72000, ,       118.90,        61.10
N,SM,SAVY,SAVY INFRA AND LOGI LTD,       164.25,       162.00,       163.50,       161.95,       163.50,                  1363980.00,8400, ,       191.00,       121.00
N,SM,SAWALIYA,SAWALIYA FOOD PRODUCTS L,       297.65,       300.00,       300.85,       296.15,       300.25,                 64607280.00,215400, ,       305.00,       208.00
N,SM,SELLOWRAP,SELLOWRAP INDUSTRIES LTD,        80.80,        80.40,        81.50,        80.40,        81.50,                   259040.00,3200, ,       139.65,        70.00
N,SM,SERVICE,SERVICE CARE LIMITED,        42.75,        39.20,        42.00,        39.20,        42.00,                   162400.00,4000, ,        83.20,        39.20
N,ST,SCML,SHARP CHUCKS N MACHINES L,       145.00,       147.00,       147.00,       145.00,       145.00,                  1168000.00,8000, ,       159.50,        68.05
N,SM,SHEEL,SHEEL BIOTECH LIMITED,        73.10,        71.50,        72.45,        71.25,        72.40,                   575200.00,8000, ,        95.55,        71.25
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,       148.75,       148.80,       149.30,       147.00,       147.70,                  2960700.00,20000, ,       159.00,        60.20
N,SM,SHERA,SHERA ENERGY LIMITED,       120.30,       119.50,       119.95,       118.00,       119.95,                  2250300.00,19000, ,       214.00,       117.80
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,        46.55,        46.55,        49.80,        46.55,        47.50,                   285600.00,6000, ,       129.00,        44.05
N,SM,SPCL,SHIVALIC POWER CONTROL L,        78.70,        81.45,        81.45,        78.05,        78.30,                  1811130.00,22800, ,       279.00,        71.00
N,SM,SHIVASHRIT,SHIVASHRIT FOODS LIMITED,       124.25,       126.35,       129.35,       126.35,       128.95,                  2550950.00,20000, ,       148.50,       118.00
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       499.00,       485.00,       485.00,       485.00,       485.00,                    72750.00,150, ,       852.90,       470.00
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,        79.90,        79.00,        79.00,        77.90,        78.45,                   470700.00,6000, ,       145.35,        77.60
N,SM,SHETHJI,SHREEJI GLOBAL FMCG LTD,       105.90,       106.00,       106.00,       105.20,       105.50,                  2216500.00,21000, ,       123.65,        95.50
N,ST,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       238.95,       236.00,       236.00,       228.10,       229.30,                  5410530.00,23400, ,       280.10,       126.50
N,SM,SHKSIL,SHRI HARE-KRI SPO IRON L,        55.05,        53.10,        53.10,        52.10,        52.10,                  1270300.00,24000, ,        84.00,        52.10
N,ST,SHRIKANHA,SHRI KANHA STAINLESS LTD,        68.20,        64.80,        64.80,        64.80,        64.80,                   103680.00,1600, ,        88.00,        64.80
N,SM,SHRITECH,SHRI TECHTEX LIMITED,        60.05,        60.05,        60.05,        60.00,        60.05,                   360200.00,6000, ,        95.50,        58.00
N,ST,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,        36.00,        36.45,        37.00,        34.25,        36.50,                  1010650.00,28000, ,        37.50,        13.35
N,SM,SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,       362.35,       358.75,       358.75,       358.75,       358.75,                   322875.00,900, ,       494.95,       268.70
N,SM,SIDDHICOTS,SIDDHI COTSPIN LIMITED,        30.20,        31.25,        31.25,        29.50,        30.35,                  1694220.00,56400, ,        86.40,        27.15
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       220.00,       224.00,       224.00,       209.00,       209.00,                  1722200.00,8000, ,       243.00,       154.05
N,SM,SILKFLEX,SILKFLEX POLYMERS INDIA L,        92.00,        89.00,        89.00,        89.00,        89.00,                   356000.00,4000, ,       112.10,        50.65
N,SM,SILKY,SILKY OVERSEAS LIMITED,       144.00,       138.00,       138.00,       138.00,       138.00,                   552000.00,4000, ,       171.00,       103.00
N,SM,SKP,SKP BEARING INDUSTRI. LTD,       165.00,       180.00,       180.00,       168.55,       168.55,                   621275.00,3500, ,       263.50,       159.95
N,SM,SLONE,SLONE INFOSYSTEMS LIMITED,       247.50,       250.00,       250.00,       250.00,       250.00,                   100000.00,400, ,       476.00,       220.40
N,SM,SMARTEN,SMARTEN POWER SYSTEMS LTD,        66.65,        65.05,        66.50,        65.05,        66.05,                  1264620.00,19200, ,       157.95,        64.00
N,SM,SNEHAA,SNEHAA ORGANICS LIMITED,        72.00,        72.00,        76.45,        69.00,        76.45,                   289450.00,4000, ,       122.00,        67.00
N,SM,BALCO,SOLVE PLASTIC PRODUCTS L,        24.75,        24.75,        24.75,        24.75,        24.75,                   118800.00,4800, ,        49.25,        23.75
N,SM,SONAMAC,SONA MACHINERY LIMITED,        46.80,        46.90,        46.90,        46.45,        46.55,                   420400.00,9000, ,       135.95,        46.45
N,SM,SONUINFRA,SONU INFRATECH LIMITED,        85.00,        81.00,        84.95,        81.00,        84.95,                   248925.00,3000, ,       145.00,        81.00
N,ST,SPRL,SP REFRACTORIES LIMITED,       157.50,       149.65,       160.00,       149.65,       160.00,                   367440.00,2400, ,       199.40,       104.55
N,ST,SPEB,SPEB ADHESIVES LIMITED,        56.50,        54.10,        56.00,        54.10,        56.00,                   332200.00,6000, ,        60.00,        54.00
N,SM,SPECTSTM,SPECTRUM TALENT MGMT LTD,        86.80,        86.80,        91.10,        85.00,        91.00,                  1000040.00,11200, ,       212.00,        70.25
N,SM,SPPPOLY,SPP POLYMER LIMITED,        16.50,        16.50,        16.50,        16.50,        16.50,                    33000.00,2000, ,        38.25,        13.25
N,SM,SPUNWEB,SPUNWEB NONWOVEN LIMITED,       140.00,       137.00,       139.00,       136.00,       136.50,                  2308560.00,16800, ,       173.55,       130.50
N,SM,SSFL,SRIVARI SPICES N FOODS L,       135.50,       135.50,       137.00,       129.00,       129.70,                  1326275.00,10000, ,       248.30,       124.00
N,SM,SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,        45.50,        46.10,        46.50,        42.50,        43.20,                  1002400.00,23000, ,       110.50,        42.50
N,SM,STUDIOLSD,STUDIO LSD LIMITED,        14.00,        14.00,        14.00,        13.55,        13.70,                   385900.00,28000, ,        43.20,        13.00
