MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,LICNETFN50,LICNAMC - LICNFENGP,       286.75,       287.19,       288.16,       286.12,       287.37,                    93123.66,324,28,       295.00,       239.65,NIFTY 50
N,EQ,LICNETFSEN,LICNAMC - LICNFESGP,       950.12,       950.12,       952.16,       947.95,       950.55,                     8548.70,9,6,       989.00,       783.28,SENSEX
N,EQ,LICNFNHGP,LICNAMC - LICNFNHGP,       286.40,       285.95,       287.78,       285.95,       285.98,                   126376.57,441,20,       298.00,       242.47,NIFTY 100
N,EQ,LICNMID100,LICNAMC - LICNMID100,        59.52,        60.88,        60.88,        59.35,        59.77,                   121369.08,2034,66,        67.50,        46.03,LIC MF NIFTY MIDCAP 100 ETF
N,EQ,LIQGRWBEES,NIPPONAMC - LIQGRWBEES,      1020.27,      1027.99,      1027.99,      1020.26,      1020.40,                 22865235.38,22408,91,      1037.73,      1001.14,LIQUID
N,EQ,LIQUID,MIRAEAMC - LIQUID,       999.99,       999.99,      1000.02,       999.99,       999.99,                175250994.47,175252,194,      1030.00,       995.00,MIRAE ASSET NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUID1,KOTAKMAMC - KOTAKLIQ,      1082.66,      1082.66,      1082.83,      1082.66,      1082.82,                178805858.02,165130,396,      1094.00,      1006.15,KOTAK NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDADD,DSPAMC - LIQUIDADD,      1104.82,      1104.96,      1104.98,      1104.96,      1104.96,                998042902.21,903235,400,      1121.66,      1046.57,DSP S&P BSE LIQUID RATE ETF
N,EQ,LIQUIDBEES,NIP IND ETF LIQUID BEES,      1000.00,      1000.99,      1000.99,       999.09,      1000.00,               2343922806.25,2343912,3778,      1030.00,       970.00,GOVERNMENT SECURITIES
N,EQ,LIQUIDBETF,BFAM - LIQUIDBETF,      1061.08,      1061.24,      1061.24,      1061.22,      1061.22,                224607723.50,211649,94,      1207.50,       989.99,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,       111.87,       111.89,       111.89,       111.87,       111.88,               1432380966.00,12802421,7396,       113.08,       102.00,ZERODHA NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDETF,DSP LIQUID ETF,      1000.00,      1000.00,      1000.01,       999.99,      1000.00,                 50304969.53,50305,145,      1009.99,       980.55,NIFTY1D RATE INDEX
N,EQ,LIQUIDIETF,ICICIPRAMC - ICICILIQ,       999.99,      1000.00,      1000.01,       999.99,       999.99,                240801835.10,240802,197,      1029.99,       969.99,S&P BSE LIQUID RATE INDEX
N,EQ,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,      1064.22,      1064.35,      1064.37,      1064.35,      1064.36,                 52059033.29,48911,57,      1240.88,       994.83,NIFTY 1D RATE INDEX
N,EQ,LIQUIDSBI,SBIAMC - LIQUIDSBI,       999.99,       999.99,      1000.01,       999.99,       999.99,                  9599910.68,9600,30,      1029.99,       999.00,SBI NIFTY 1D RATE ETF
N,EQ,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,      1083.89,      1084.03,      1084.05,      1084.03,      1084.03,                  7147074.83,6593,25,      1095.15,      1027.98,SHRIRAM NIFTY 1D RATE LIQUID ETF
N,EQ,LOWVOL,MIRAEAMC - MANV30F,       213.70,       213.70,       214.47,       213.69,       214.19,                   900677.61,4203,12,       216.50,       179.33,MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF
N,EQ,LOWVOL1,KOTAKMAMC - KOTAKLOVOL,        21.83,        22.18,        22.18,        21.71,        21.82,                   854332.93,39141,173,        22.90,        18.16,KOTAK NIFTY 100 LOW VOL 30 ETF
N,EQ,LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,        22.96,        23.33,        23.33,        22.89,        22.95,                 20570938.84,896415,928,        23.73,        19.03,NIFTY 100 LOW VOLATILITY 30 INDEX
N,EQ,LTGILTBEES,NIP IND ETF LONGTERM GILT,        29.16,        29.16,        29.22,        29.08,        29.12,                 37155588.14,1276104,942,        30.13,        26.65,NIFTY 8-13 YR G-SEC INDEX
N,EQ,LTGILTCASE,ZERODHAAMC - LTGILTCASE,        29.69,        30.58,        30.58,        29.56,        29.68,                  2805898.65,94581,305,        30.72,        28.71,NIFTY 8-13 YR G-SEC INDEX
N,EQ,MAFANG,MIRAEAMC - MAFANG,       168.55,       169.95,       169.95,       164.33,       169.95,                 63909720.33,376109,5817,       178.78,       100.00,NYSE FANG+ TOTAL RETURN INDEX
N,EQ,MAHKTECH,MIRAEAMC - MAHKTECH,        25.75,        25.40,        25.40,        25.40,        25.40,                  6166713.60,242784,467,        35.59,        16.91,HANG SENG TECH TOTAL RETURN INDEX
N,EQ,MAKEINDIA,MIRAEAMC - MAMFGETF,       153.49,       149.65,       156.00,       149.65,       152.73,                  1200360.97,7886,295,       160.24,       119.50,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MANUFGBEES,NIPPONAMC - MANUFGBEES,       151.35,       150.14,       150.99,       149.15,       150.24,                  2189242.39,14573,152,       160.69,       142.50,NIFTY INDIA MANUFACTURING TRI
N,EQ,MASPTOP50,MIRAEAMC - MASPTOP50,        71.65,        70.22,        71.90,        70.22,        71.90,                 10180148.91,141590,1356,        72.46,        40.86,S&P 500 TOP 50 TOTAL RETURN INDEX
N,EQ,METAL,MIRAEAMC - METAL,        10.53,        10.60,        10.64,        10.47,        10.55,                 23931931.73,2264869,2207,        11.80,         7.73,NIFTY METAL TOTAL RETURN INDEX
N,EQ,METALIETF,ICICIPRAMC - METALIETF,        10.53,        10.56,        10.63,        10.47,        10.54,                 68175966.63,6445969,4170,        11.05,         7.35,NIFTY METAL INDEX
N,EQ,MID150,KOTAKMAMC - MID150,        22.16,        22.16,        22.48,        22.00,        22.20,                   854329.63,38568,150,        25.49,        17.98,NIFTY MIDCAP 150 INDEX
N,EQ,MID150BEES,NIP IND ETF MIDCAP 150,       225.56,       228.40,       228.40,       223.39,       225.25,                125549669.18,558012,5696,       239.00,       179.00,NIFTY MIDCAP 150 TRI
N,EQ,MID150CASE,ZERODHAAMC - MID150CASE,        10.92,        10.64,        11.09,        10.64,        10.94,                 16727074.88,1533150,4398,        12.00,         7.66,ZERODHA NIFTY MIDCAP 150 ETF
N,EQ,MIDCAP,KOTAKMAMC - KOTAKMID50,       173.03,       173.89,       174.68,       172.53,       174.45,                  8689593.20,49956,493,       183.48,       134.98,NIFTY MIDCAP 50 INDEX
N,EQ,MIDCAPADD,DSPAMC - MIDCAPADD,        21.96,        22.02,        22.03,        21.75,        21.93,                    55688.79,2544,21,        22.03,        21.75,NIFTY MIDCAP 150 INDEX
N,EQ,MIDCAPETF,MIRAEAMC - MAM150ETF,        22.26,        21.70,        22.32,        21.70,        22.27,                 29968324.51,1347777,8559,        23.50,        16.00,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF
N,EQ,MIDCAPIETF,ICICIPRAMC - ICICIM150,        22.56,        22.74,        22.74,        22.35,        22.60,                 16289533.41,724299,2057,        24.00,        17.80,NIFTY MIDCAP 150
N,EQ,MIDQ50ADD,DSPAMC - DSPQ50ETF,       243.76,       243.76,       244.93,       242.71,       244.49,                  1041366.67,4268,64,       264.64,       191.97,NIFTY MIDCAP 150 QUALITY 50 INDEX
N,EQ,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,        18.35,        18.72,        18.72,        18.18,        18.42,                  3783691.81,206385,776,        20.00,        13.86,S&P BSE MIDCAP SELECT INDEX
N,EQ,MIDSMALL,MIRAEAMC - MIDSMALL,        47.38,        47.32,        47.61,        47.10,        47.55,                  8416730.74,177523,828,        54.97,        40.00,MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF
N,EQ,MNC,KOTAKMAMC - KOTAKMNC,        30.91,        31.10,        31.10,        30.53,        30.77,                   788700.54,25720,409,        31.38,        24.52,KOTAK NIFTY MNC ETF
N,EQ,MOALPHA50,MOTILALAMC - MOALPHA50,        49.71,        49.70,        49.90,        49.28,        49.58,                   382945.54,7723,37,        54.38,        46.05,NIFTY ALPHA 50 TOTAL RETURN INDEX
N,EQ,MOCAPITAL,MOTILALAMC - MOCAPITAL,        45.49,        45.95,        46.61,        45.71,        46.54,                 32842181.70,708663,1644,        51.13,        29.20,NIFTY CAPITAL MARKET TOTAL RETURN INDEX
N,EQ,MODEFENCE,MOTILALAMC - MODEFENCE,        81.04,        81.81,        81.81,        80.02,        80.88,                144373179.36,1791218,9774,       102.00,        55.21,NIFTY INDIA DEFENCE TOTAL RETURN INDEX
N,EQ,MOENERGY,MOTILALAMC - MOENERGY,        34.82,        34.99,        34.99,        33.81,        34.57,                 10959554.42,316973,297,        37.88,        33.81,NIFTY ENERGY INDEX
N,EQ,MOGOLD,MOTILALAMC - MOGOLD,       131.60,       131.95,       132.20,       131.30,       131.65,                  3668758.50,27869,326,       134.40,        96.30,DOMESTIC PRICE OF PHYSICAL GOLD
N,EQ,MOGSEC,MOTILALAMC - G5,        62.90,        62.89,        62.95,        62.45,        62.87,                   790087.04,12594,45,        65.80,        57.00,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,MOHEALTH,MOTILALAMC - MOHEALTH,        44.17,        43.06,        44.58,        41.21,        44.04,                  2970667.93,67842,774,        47.57,        37.93,MOTILAL OSWAL S&P BSE HEALTHCARE ETF
N,EQ,MOINFRA,MOTILALAMC - MOINFRA,        57.70,        57.70,        57.79,        57.31,        57.50,                   155865.81,2706,46,        63.80,        56.28,BSE INDIA INFRASTRUCTURE TOTAL RETURN INDEX
N,EQ,MOIPO,MOTILALAMC - MOIPO,        45.71,        45.46,        45.59,        45.20,        45.59,                    60654.16,1337,19,        53.00,        45.20,BSE SELECT IPO TOTAL RETURN INDEX
N,EQ,MOLOWVOL,MOTILALAMC - MOLOWVOL,        38.57,        38.73,        38.73,        38.44,        38.60,                 10767052.57,279802,39,        39.58,        33.05,NIFTY MIDCAP 100 TRI
N,EQ,MOM100,MOTILAL OS MIDCAP100 ETF,        63.95,        64.19,        64.32,        63.50,        64.19,                 16644121.17,260173,2035,        66.59,        50.30,NIFTY MIDCAP 100
N,EQ,MOM30IETF,ICICIPRAMC - ICICIMOM30,        31.44,        31.44,        31.74,        31.33,        31.56,                 18219256.38,578814,1515,        36.32,        25.00,ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOM50,MOTILAL OSWAL M50 ETF,       267.67,       267.69,       269.43,       267.07,       268.65,                   649005.72,2421,104,       279.09,       218.00,NIFTY 50
N,EQ,MOMENTUM,BIRLASLAMC - MOMENTUM,        31.34,        31.19,        31.67,        31.09,        31.40,                  7934638.42,253511,254,        36.08,        25.75,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOMENTUM30,KOTAKMAMC - MOMENTUM30,        31.01,        32.00,        32.00,        30.73,        31.09,                   283006.90,9131,75,        37.38,        30.55,NIFTY 200 MOMENTUM 30 INDEX
N,EQ,MOMENTUM50,MOTILALAMC - MOMENTUM50,        52.04,        52.30,        52.44,        51.65,        52.20,                 12087140.01,232040,1544,        65.26,        42.40,NIFTY 500 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMGF,MOTILALAMC - MOMGF,       150.02,       151.00,       151.00,       149.18,       149.75,                   215680.19,1442,32,       182.16,       139.07,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MOMIDMTM,MOTILALAMC - MOMIDMTM,        62.21,        62.34,        62.87,        61.88,        62.64,                  1621968.05,25974,198,        66.73,        59.48,NIFTY MIDCAP 150 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMNC,MOTILALAMC - MOMNC,        30.06,        29.89,        29.89,        29.73,        29.87,                   112117.59,3761,25,        30.34,        29.32,NIFTY MNC ETF TOTAL RETURN INDEX
N,EQ,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,        62.74,        63.06,        63.10,        62.45,        62.88,                  4981982.16,79412,430,        72.73,        51.21,NIFTY 200 MOMENTUM 30 TOTAL RETURN INDEX
N,EQ,MON100,MOTILAL OS NASDAQ100 ETF,       234.24,       233.00,       234.00,       232.06,       233.51,                104376217.01,447910,12545,       258.80,       159.30,NASDAQ100
N,EQ,MON50EQUAL,MOTILALAMC - MON50EQUAL,        32.96,        33.00,        33.06,        32.86,        33.00,                    65611.35,1992,27,        34.50,        29.78,NIFTY 50 EQUAL WEIGHT TOTAL RETURN INDEX
N,EQ,MONEXT50,MOTILALAMC - MONEXT50,        67.81,        68.00,        68.00,        67.05,        67.57,                   295358.01,4386,86,        72.30,        63.54,NIFTY NEXT 50 TOTAL RETURN INDEX
N,EQ,MONIFTY100,MOTILALAMC - MONIFTY100,        26.45,        26.45,        26.51,        26.30,        26.41,                    65414.17,2476,47,        27.97,        25.85,NIFTY 100 TOTAL RETURN INDEX
N,EQ,MONIFTY500,MOTILALAMC - MONIFTY500,        23.91,        24.04,        24.04,        23.80,        23.93,                  5811918.97,242724,1163,        24.71,        19.50,MOTILAL OSWAL NIFTY 500 ETF
N,EQ,MONQ50,MOTILALAMC - MONQ50,        98.81,        98.94,        99.30,        97.70,        99.10,                  8906117.35,90483,1815,       104.31,        61.31,NASDAQ Q-50 TOTAL RETURN INDEX
N,EQ,MOPSE,MOTILALAMC - MOPSE,        95.96,        95.31,        95.49,        94.55,        95.48,                   142078.84,1492,28,       108.00,        92.55,NIFTY PSE TOTAL RETURN INDEX
N,EQ,MOQUALITY,MOTILALAMC - MOQUALITY,       196.92,       196.92,       197.02,       196.21,       196.60,                   620522.13,3162,14,       202.15,       162.15,MOTILAL OSWAL S&P BSE QUALITY ETF
N,EQ,MOREALTY,MOTILALAMC - MOREALTY,        86.82,        86.82,        87.56,        85.77,        86.94,                 28900781.54,332982,2175,       113.50,        77.00,MOTILAL OSWAL NIFTY REALTY ETF
N,EQ,MOSERVICE,MOTILALAMC - MOSERVICE,        33.50,        33.50,        33.66,        33.49,        33.56,                    24875.54,742,12,        35.37,        33.45,NIFTY SERVICES SECTOR TOTAL RETURN INDEX
N,EQ,MOSILVER,MOTILALAMC - MOSILVER,       198.30,       199.02,       201.26,       198.50,       199.43,                  9779975.21,48997,689,       201.26,       112.32,DOMESTIC PRICE OF PHYSICAL SILVER
N,EQ,MOSMALL250,MOTILALAMC - MOSMALL250,        16.29,        16.37,        16.37,        16.11,        16.27,                  7446645.82,459444,2771,        18.70,        13.22,MOTILAL OSWAL NIFTY SMALLCAP 250 ETF
N,EQ,MOTOUR,MOTILALAMC - MOTOUR,        83.32,        83.50,        83.88,        82.70,        83.72,                   652968.33,7856,146,        97.20,        82.66,NIFTY INDIA TOURISM TOTAL RETURN INDEX
N,EQ,MOVALUE,MOTILALAMC - MOVALUE,       112.74,       112.45,       115.55,       111.35,       112.19,                 11603654.36,103435,714,       117.23,        85.91,MOTILAL OSWAL S&P BSE ENHANCED VALUE ETF
N,EQ,MSCIADD,DSPAMC - MSCIADD,        30.33,        30.26,        30.35,        30.21,        30.35,                    85745.16,2837,35,        33.82,        30.09,MSCI INDIA INDEX
N,EQ,MSCIINDIA,KOTAKMAMC - MSCIINDIA,        30.59,        30.97,        30.98,        30.45,        30.62,                   112116.44,3675,58,        32.14,        25.60,MSCI INDIA INDEX
N,EQ,MULTICAP,MIRAEAMC - MULTICAP,        16.30,        15.89,        16.34,        15.89,        16.30,                   847075.22,52100,494,        17.03,        13.43,NIFTY500 MULTICAP 50:25:25 INDEX
N,EQ,NETF,TATAAML - NETF,       279.12,       276.16,       282.50,       276.16,       278.64,                  1346833.15,4817,109,       292.00,       227.05,TATA NIFTY 50 EXCHANGE TRADED FUND
N,EQ,NEXT30ADD,DSPAMC - NEXT30ADD,        39.55,        39.59,        39.87,        39.45,        39.76,                   139541.75,3523,60,        40.98,        32.27,BSE SENSEX NEXT 30 INDEX
N,EQ,NEXT50,MIRAEAMC - MANXT50,       698.90,       697.87,       698.40,       691.70,       695.45,                  7373397.55,10607,426,       746.50,       573.45,NIFTY NEXT 50
N,EQ,NEXT50IETF,ICICIPRAMC - ICICINXT50,        71.54,        72.15,        72.15,        70.76,        71.31,                 37693402.96,528793,4456,        77.40,        58.70,NIFTY NEXT 50
N,EQ,NIF100BEES,NIP IND ETF NIFTY 100,       278.74,       278.60,       279.00,       277.00,       278.25,                  3111594.86,11190,348,       290.00,       230.35,NIFTY 100 TRI
N,EQ,NIF100IETF,ICICI PRUD NIFTY 100 ETF,        29.33,        29.69,        29.69,        29.15,        29.29,                  1105332.63,37716,1057,        32.70,        23.85,NIFTY 100
N,EQ,NIF10GETF,UTIAMC - NIF10GETF,        26.12,        26.30,        26.30,        25.91,        26.16,                    60324.76,2308,46,        26.83,        24.11,UTI NIFTY 10 YR BENCHMARK G-SEC ETF
N,EQ,NIF5GETF,UTIAMC - NIF5GETF,        63.80,        63.83,        63.84,        63.51,        63.55,                   143571.20,2253,17,        65.00,        58.85,UTI NIFTY 5 YR BENCHMARK G-SEC ETF
N,EQ,NIFITETF,UTIAMC - NIFITETF,       395.35,       395.35,       402.00,       395.35,       400.59,                   503322.26,1259,39,       469.99,       325.00,UTI NIFTY IT ETF
N,EQ,NIFMID150,UTIAMC - NIFMID150,       220.51,       220.00,       220.88,       218.96,       220.31,                   265522.08,1210,33,       235.48,       174.82,UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF)
N,EQ,NIFTY1,KOTAK NIFTY ETF,       284.73,       284.71,       285.60,       283.54,       284.73,                 55453797.54,194774,1117,       320.00,       238.25,NIFTY 50
N,EQ,NIFTY100EW,KOTAKMAMC - NIFTY100EW,        33.53,        34.04,        34.04,        33.20,        33.46,                   425400.27,12754,147,        35.23,        24.25,NIFTY 100 EQUAL WEIGHT INDEX
N,EQ,NIFTYADD,DSPAMC - DSPNIFTY,       270.10,       269.23,       270.90,       269.02,       269.71,                  1382360.55,5124,164,       300.00,       225.66,NIFTY 50 INDEX
N,EQ,NIFTYBEES,NIP IND ETF NIFTY BEES,       291.71,       284.50,       292.83,       284.50,       291.84,               1132788256.91,3881769,36972,       302.25,       231.30,NIFTY 50
N,EQ,NIFTYBETF,BFAM - NIFTYBETF,       264.03,       263.80,       264.75,       262.80,       263.39,                   350017.74,1326,59,       272.72,       220.50,BAJAJ FINSERV NIFTY 50 ETF
N,EQ,NIFTYCASE,ZERODHAAMC - NIFTYCASE,        10.27,        10.32,        10.32,        10.23,        10.27,                  1553651.17,151214,766,        10.97,        10.09,NIFTY INDEX 50 INDEX
N,EQ,NIFTYETF,MIRAEAMC - MAN50ETF,       278.97,       271.99,       279.59,       271.99,       278.51,                 11201891.14,40199,846,       285.23,       226.00,NIFTY 50
N,EQ,NIFTYIETF,ICICI PRUD NIFTY ETF,       290.37,       290.60,       291.29,       289.50,       290.32,                127749824.16,440083,8382,       328.24,       234.97,NIFTY 50
N,EQ,NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,        21.93,        22.17,        22.17,        21.82,        21.97,                  8155917.04,373225,211,        23.28,        18.30,ADITYA BIRLA SUN LIFE NIFTY 200 QUALITY 30 ETF
N,EQ,NPBET,TATAAML - NPBET,       292.87,       290.54,       293.72,       290.54,       291.57,                    52363.94,179,13,       305.21,       240.38,NIFTY PRIVATE BANK INDEX
N,EQ,NV20,KOTAKMAMC - KTKNV20ETF,       153.51,       154.90,       154.90,       153.00,       153.79,                   946693.69,6156,128,       165.75,       131.63,NIFTY50 VALUE 20
N,EQ,NV20BEES,NIP IND ETF ETF NV20,       153.62,       153.78,       154.65,       153.44,       154.35,                  3065852.76,19880,177,       164.50,       122.02,NIFTY50 VALUE20 TRI
N,EQ,NV20IETF,ICICI PRUDENTIAL NV20 ETF,        14.98,        15.19,        15.19,        14.93,        15.02,                  3643358.87,242503,1760,        16.25,        11.20,NIFTY50 VALUE 20
N,EQ,OILIETF,ICICIPRAMC - OILIETF,        12.03,        12.10,        12.10,        11.93,        11.99,                 11343299.77,945896,2024,        12.66,         9.42,NIFTY OIL & GAS INDEX
N,EQ,PHARMABEES,NIPPONAMC - NETFPHARMA,        23.14,        23.00,        23.71,        22.94,        23.09,                 81209871.91,3523833,7976,        24.65,        19.47,NIFTY PHARMA TRI
N,EQ,PSUBANK,KOTAK PSU BANK,       828.93,       833.07,       834.00,       822.75,       829.11,                  5756920.73,6941,210,       870.00,       552.00,NIFTY PSU BANK
N,EQ,PSUBANKADD,DSPAMC - DSPPSBKETF,        83.51,        84.50,        84.50,        83.00,        83.60,                  1447570.45,17307,121,        87.47,        55.47,DSP NIFTY PSU BANK ETF
N,EQ,PSUBNKBEES,NIP IND ETF PSU BANK BEES,        92.54,        93.65,        94.85,        91.85,        92.53,                199713001.00,2157773,4805,        97.66,        61.54,NIFTY PSU BANK
N,EQ,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,        83.91,        84.48,        84.58,        83.35,        83.99,                  7696629.91,91550,537,        87.80,        55.80,ICICI PRUDENTIAL NIFTY PSU BANK ETF
N,EQ,PVTBANIETF,ICICIPRAMC - ICICIBANKP,        28.55,        28.60,        28.68,        28.45,        28.52,                 17278046.27,605639,744,        29.44,        22.23,NIFTY PRIVATE BANK INDEX
N,EQ,PVTBANKADD,DSPAMC - DSPPVBKETF,        28.64,        28.72,        28.86,        28.62,        28.63,                   216870.95,7553,100,        29.70,        23.63,DSP NIFTY PRIVATE BANK ETF
N,EQ,QGOLDHALF,QUANTUM GOLD FUND,       110.00,       112.75,       112.75,       109.98,       110.10,                 13452007.37,122176,475,       112.75,        62.24,GOLD
N,EQ,QNIFTY,QUANTUM NIFTY 50 ETF,      2822.17,      2830.00,      2831.00,      2816.00,      2821.75,                   299116.19,106,30,      2880.00,      2364.00,NIFTY 50
N,EQ,QUAL30IETF,ICICIPRAMC - ICICIQTY30,        21.67,        21.73,        21.76,        21.60,        21.71,                   418416.28,19289,137,        22.72,        18.00,ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF
N,EQ,QUALITY30,KOTAKMAMC - QUALITY30,        21.24,        21.80,        21.80,        21.02,        21.30,                    74829.98,3499,21,        22.09,        19.51,NIFTY200 QUALITY 30 INDEX
N,EQ,SBIBPB,SBIAMC - SBIBPB,        48.26,        48.50,        49.00,        47.90,        48.32,                   841902.19,17421,277,        53.29,        34.37,BSE PSU BANK INDEX TRI
N,EQ,SBIETFCON,SBIAMC - SBIETFCON,       125.07,       126.94,       126.94,       123.79,       124.69,                  1771937.67,14228,186,       133.97,       101.64,NIFTY INDIA CONSUMPTION INDEX
N,EQ,SBIETFIT,SBIAMC - SBIETFIT,       417.82,       416.39,       423.09,       416.39,       422.95,                  5575084.87,13193,221,       510.00,       335.00,NIFTY IT INDEX
N,EQ,SBIETFPB,SBIAMC - SBIETFPB,       288.65,       293.47,       293.47,       287.19,       289.04,                   618486.47,2145,100,       299.88,       235.89,NIFTY PRIVATE BANK INDEX
N,EQ,SBIETFQLTY,SBIAMC - SBIETFQLTY,       228.61,       227.86,       228.50,       226.93,       228.42,                   155456.43,682,41,       237.63,       191.50,NIFTY 200 QUALITY 30 INDEX
N,EQ,SBILIQETF,SBIAMC - SBILIQETF,      1018.73,      1018.85,      1018.85,      1018.85,      1018.85,                   203770.00,200,1,      1027.15,       984.99,NIFTY 1D RATE INDEX
N,EQ,SBINEQWETF,SBIAMC - SBINEQWETF,        32.98,        33.40,        33.40,        32.82,        32.98,                   405941.54,12294,188,        34.41,        27.30,NIFTY50 EQUAL WEIGHT
N,EQ,SBISILVER,SBIAMC - SBISILVER,       197.07,       199.79,       199.79,       197.64,       198.10,                891809504.02,4497544,11937,       199.79,        84.75,SBI SILVER ETF
N,EQ,SDL26BEES,RELCAPAMC-NETFSDL26,       135.52,       134.50,       135.99,       134.49,       135.36,                   143780.51,1064,49,       137.34,       124.95,NIFTY SDL APR 2026 TOP 20 EQUAL WEIGHT INDEX
N,EQ,SELECTIPO,MIRAEAMC - SELECTIPO,        45.45,        45.44,        45.59,        45.12,        45.55,                   333570.09,7362,100,        57.75,        35.40,BSE SELECT IPO INDEX
N,EQ,SENSEXADD,DSPAMC - DSPSENXETF,        86.67,        86.66,        86.86,        86.29,        86.46,                   122810.46,1418,35,        88.20,        72.00,DSP S&P BSE SENSEX ETF
N,EQ,SENSEXETF,MIRAEAMC - SENSEXETF,        86.57,        86.36,        86.86,        86.30,        86.64,                   872163.75,10068,143,        88.30,        72.01,MIRAE ASSET S&P BSE SENSEX ETF
N,EQ,SENSEXIETF,ICICI PRUD SENSEX ETF,       965.92,       962.20,       967.15,       960.66,       963.99,                  4700474.91,4874,279,       999.84,       812.04,SENSEX
N,EQ,SETF10GILT,SBIAMC - SETF10GILT,       259.26,       259.99,       259.99,       258.04,       258.57,                  3757498.24,14507,77,       265.63,       241.01,NIFTY 10 YR BENCHMARK G-SEC INDEX
N,EQ,SETFGOLD,SBI-ETF GOLD,       113.30,       115.98,       115.98,       113.12,       113.35,                725568176.99,6399269,11402,       115.98,        63.95,GOLD
N,EQ,SETFNIF50,SBI-ETF NIFTY 50,       276.04,       278.77,       278.77,       275.00,       275.85,                151383777.67,549012,4009,       286.41,       227.33,NIFTY 50
N,EQ,SETFNIFBK,SBI-ETF NIFTY BANK,       602.73,       603.59,       605.60,       601.01,       603.05,                 24926458.99,41283,341,       625.74,       465.64,NIFTY BANK
N,EQ,SETFNN50,SBI-ETF NIFTY NEXT 50,       725.88,       725.88,       725.88,       717.94,       723.14,                 17199329.33,23807,1513,       774.94,       585.51,NIFTY NEXT 50
N,EQ,SHARIABEES,NIP IND ETF SHARIAH BEES,       510.58,       510.91,       513.42,       509.05,       512.23,                  2135189.82,4175,298,       555.17,       439.91,SHARIAH
N,EQ,SILVER,BIRLASLAMC - SILVER,       199.63,       200.30,       204.64,       200.30,       201.03,                751539881.67,3727588,12237,       204.64,        86.30,PHYSICAL PRICE OF SILVER
N,EQ,SILVER1,KOTAKMAMC - KOTAKSILVE,       194.66,       199.52,       199.99,       195.86,       197.24,                320032063.26,1627052,5309,       199.99,        81.80,KOTAK SILVER ETF
N,EQ,SILVER360,360ONEAMC - SILVER360,       196.23,       199.37,       199.53,       197.12,       197.39,                 61909282.77,311402,892,       199.53,        78.40,COMMODITY-SILVER
N,EQ,SILVERADD,DSPAMC - DSPSILVETF,       193.75,       197.70,       197.70,       194.24,       194.61,                138857932.00,712365,2672,       197.70,        83.30,DSP SILVER ETF
N,EQ,SILVERAG,MIRAEAMC - MASILVER,       195.43,       197.39,       198.01,       196.09,       196.94,                128066938.57,649789,2031,       198.01,        83.55,MIRAE ASSET SILVER ETF
N,EQ,SILVERBEES,NIPPONAMC - NETFSILVER,       192.16,       194.79,       194.80,       192.85,       193.26,               9778300577.16,50463772,122432,       194.80,        77.55,DOMESTIC PRICE OF SILVER- BASED ON LBMA SILVER DAILY SPOT FIXING PRICE
N,EQ,SILVERBND,BANDHANAMC - SILVERBND,       203.04,       197.96,       206.94,       197.96,       202.30,                  1358180.02,6677,141,       206.94,       180.00,COMMODITY - SILVER
N,EQ,SILVERCASE,ZERODHAAMC - SILVERCASE,        20.28,        20.78,        20.78,        20.40,        20.45,                310190978.24,15129302,13828,        20.88,         9.00,COMMODITY-SILVER
N,EQ,SILVERETF,UTIAMC - SILVERETF,       194.63,       199.49,       199.49,       195.00,       195.60,                541314709.64,2763807,10911,       199.49,        84.05,UTI SILVER EXCHANGE TRADED FUND (UTI SILVER ETF)
