Date, ISIN, Scrip Name, NSE Symbol, MWPL, NCL Open Interest ,NCL FutEq OI
15-DEC-2025,INE095N01031,NBCC (INDIA) LIMITED,NBCC,154894704,153257000,87712068.75379
15-DEC-2025,INE531F01015,NUVAMA WEALTH MANAGE LTD,NUVAMA,2444664,802625,374765.74391825
15-DEC-2025,INE476A01022,CANARA BANK,CANBK,504315430,333051750,135816996.14334
15-DEC-2025,INE148I01020,SAMMAAN CAPITAL LIMITED,SAMMAANCAP,122326971,177082600,85514256.036895
15-DEC-2025,INE299U01018,CROMPT GREA CON ELEC LTD,CROMPTON,81400589,90779400,51767101.73844
15-DEC-2025,INE562A01011,INDIAN BANK,INDIANB,52862157,27643000,11998574.31518
15-DEC-2025,INE121A01024,CHOLAMANDALAM IN & FIN CO,CHOLAFIN,63212268,19535625,12267317.2009125
15-DEC-2025,INE982J01020,ONE 97 COMMUNICATIONS LTD,PAYTM,95715382,32432150,17404118.765774
15-DEC-2025,INE062A01020,STATE BANK OF INDIA,SBIN,407307212,155438250,77420064.0880125
15-DEC-2025,INE202E01016,INDIAN RENEWABLE ENERGY,IREDA,119011160,104735100,45454605.047448
15-DEC-2025,INE663F01032,INFO EDGE (I) LTD,NAUKRI,60530911,13166250,8051925.36349875
15-DEC-2025,INE121E01018,JSW ENERGY LIMITED,JSWENERGY,80203755,74758000,44904598.37128
15-DEC-2025,INE647A01010,SRF LTD,SRF,21205300,6646000,3584780.691352
15-DEC-2025,INE089A01031,DR. REDDY S LABORATORIES,DRREDDY,61006521,23615625,12847899.825525
15-DEC-2025,INE280A01028,TITAN COMPANY LIMITED,TITAN,41744334,14611800,9044301.0533295
15-DEC-2025,INE009A01021,INFOSYS LIMITED,INFY,341789333,112624800,70922286.768788
15-DEC-2025,INE414G01012,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,16050690,7902400,3370718.2448555
15-DEC-2025,INE296A01032,BAJAJ FINANCE LIMITED,BAJFINANCE,281116345,132190500,87253226.2872375
15-DEC-2025,INE016A01026,DABUR INDIA LTD,DABUR,89873278,38232500,18605113.3616875
15-DEC-2025,INE075A01022,WIPRO LTD,WIPRO,292948819,197130000,110160163.16199
15-DEC-2025,INE092T01019,IDFC FIRST BANK LIMITED,IDFCFIRSTB,761294821,572054175,341643323.03643675
15-DEC-2025,INE093I01010,OBEROI REALTY LIMITED,OBEROIRLTY,17614093,7947100,4289300.5566495
15-DEC-2025,INE343H01029,SOLAR INDUSTRIES (I) LTD,SOLARINDS,3644817,1970375,952465.97015275
15-DEC-2025,INE481G01011,ULTRATECH CEMENT LIMITED,ULTRACEMCO,11962066,4265500,2846982.412905
15-DEC-2025,INE238A01034,AXIS BANK LIMITED,AXISBANK,316147681,100027500,74364660.34923125
15-DEC-2025,INE249Z01020,MAZAGON DOCK SHIPBUIL LTD,MAZDOCK,11364224,9910675,4583972.67627925
15-DEC-2025,INE303R01014,KALYAN JEWELLERS IND LTD,KALYANKJIL,57552009,49808250,30335047.98360925
15-DEC-2025,INE263A01024,BHARAT ELECTRONICS LTD,BEL,535778534,246294150,120042874.2353055
15-DEC-2025,INE849A01020,TRENT LTD,TRENT,33590487,16776600,8848106.680728
15-DEC-2025,INE127D01025,HDFC AMC LIMITED,HDFCAMC,30518916,7462500,4455383.804136
15-DEC-2025,INE931S01010,ADANI ENERGY SOLUTION LTD,ADANIENSOL,51907388,24272325,16664400.11282625
15-DEC-2025,INE572E01012,PNB HOUSING FIN LTD.,PNBHOUSING,28062406,28793050,16000264.609199
15-DEC-2025,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,38514157,20354500,12840508.0662975
15-DEC-2025,INE669E01016,VODAFONE IDEA LIMITED,IDEA,8713529091,10372309050,5984330268.991971
15-DEC-2025,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,12547731,6617925,3349795.01772375
15-DEC-2025,INE111A01025,CONTAINER CORP OF IND LTD,CONCOR,48077012,61348750,36035362.8456
15-DEC-2025,INE797F01020,JUBILANT FOODWORKS LTD,JUBLFOOD,48884739,36562500,20082372.9668625
15-DEC-2025,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,15240043,6171000,3322136.43499125
15-DEC-2025,INE095A01012,INDUSIND BANK LIMITED,INDUSINDBK,93805784,69440000,44688541.022629
15-DEC-2025,INE323A01026,BOSCH LIMITED,BOSCHLTD,982526,318675,202472.758945
15-DEC-2025,INE848E01016,NHPC LTD,NHPC,398201603,137420800,70907404.422656
15-DEC-2025,INE356A01018,MPHASIS LIMITED,MPHASIS,14652855,8617950,6224661.1217395
15-DEC-2025,INE003A01024,SIEMENS LTD,SIEMENS,13354588,6534575,3191937.4377345
15-DEC-2025,INE090A01021,ICICI BANK LTD.,ICICIBANK,579785172,173145700,113820612.00349
15-DEC-2025,INE670K01029,LODHA DEVELOPERS LIMITED,LODHA,42060143,19611450,12605525.7030315
15-DEC-2025,INE646L01027,INTERGLOBE AVIATION LTD,INDIGO,32732860,37721250,13018841.7173085
15-DEC-2025,INE00R701025,DALMIA BHARAT LIMITED,DALBHARAT,12425041,4897100,2331627.692277
15-DEC-2025,INE405E01023,UNO MINDA LIMITED,UNOMINDA,22813802,8665250,4547937.117713
15-DEC-2025,INE918I01026,BAJAJ FINSERV LTD.,BAJAJFINSV,65659712,26675750,18629108.597845
15-DEC-2025,INE121J01017,INDUS TOWERS LIMITED,INDUSTOWER,197705578,126597300,78360867.492339
15-DEC-2025,INE226A01021,VOLTAS LTD,VOLTAS,34594689,16677000,9258679.5698325
15-DEC-2025,INE118H01025,BSE LIMITED,BSE,48385387,30812250,11661600.62941875
15-DEC-2025,INE274J01014,OIL INDIA LTD,OIL,94123587,20818000,11256172.807306
15-DEC-2025,INE192R01011,AVENUE SUPERMARTS LIMITED,DMART,22136392,8574450,4793427.9891195
15-DEC-2025,INE066P01011,INOX WIND LIMITED,INOXWIND,144708707,155564347,77390029.11666008
15-DEC-2025,INE022Q01020,INDIAN ENERGY EXC LTD,IEX,133395043,133942500,53898149.20185
15-DEC-2025,INE066F01020,HINDUSTAN AERONAUTICS LTD,HAL,28450886,22357650,9602488.235115
15-DEC-2025,INE200M01039,VARUN BEVERAGES LIMITED,VBL,203804339,78769350,45459818.7967295
15-DEC-2025,INE214T01019,LTIMINDTREE LIMITED,LTIM,9315942,3738900,2120950.1007135
15-DEC-2025,INE591G01025,COFORGE LIMITED,COFORGE,50163899,23284875,13114289.14372875
15-DEC-2025,INE154A01025,ITC LTD,ITC,1251412841,272049600,171954569.595856
15-DEC-2025,INE237A01028,KOTAK MAHINDRA BANK LTD,KOTAKBANK,215751979,56070000,39375182.438472
15-DEC-2025,INE721A01047,SHRIRAM FINANCE LIMITED,SHRIRAMFIN,210459276,95064750,62531038.621491
15-DEC-2025,INE795G01014,HDFC LIFE INS CO LTD,HDFCLIFE,119296253,58578300,31663019.818375
15-DEC-2025,INE371P01015,AMBER ENTERPRISES (I) LTD,AMBER,3067454,2968500,973839.885772
15-DEC-2025,INE347G01014,PETRONET LNG LIMITED,PETRONET,93668136,79075400,37995157.343776
15-DEC-2025,INE484J01027,GODREJ PROPERTIES LTD,GODREJPROP,24082879,13723600,8747921.8096985
15-DEC-2025,INE006I01046,ASTRAL LIMITED,ASTRAL,18495534,12771250,7081282.176562
15-DEC-2025,INE040A01034,HDFC BANK LTD,HDFCBANK,1329733550,277017950,212835542.202635
15-DEC-2025,INE213A01029,OIL AND NATURAL GAS CORP.,ONGC,517141211,184846500,102088119.13119
15-DEC-2025,INE974X01010,TUBE INVEST OF INDIA LTD,TIINDIA,14039249,5522400,3087512.527056
15-DEC-2025,INE239A01024,NESTLE INDIA LIMITED,NESTLEIND,71801274,25288000,16737214.12313
15-DEC-2025,INE949L01017,AU SMALL FINANCE BANK LTD,AUBANK,86234186,33883000,20131360.51418
15-DEC-2025,INE129A01019,GAIL (INDIA) LTD,GAIL,402429848,209034000,98753845.9256685
15-DEC-2025,INE192A01025,TATA CONSUMER PRODUCT LTD,TATACONSUM,65471528,20969850,12482460.5742045
15-DEC-2025,INE123W01016,SBI LIFE INSURANCE CO LTD,SBILIFE,44735132,14461875,8591980.82973
15-DEC-2025,INE415G01027,RAIL VIKAS NIGAM LIMITED,RVNL,84941460,72972325,33866444.918846
15-DEC-2025,INE466L01038,360 ONE WAM LIMITED,360ONE,44660948,4522000,1903075.213675
15-DEC-2025,INE115A01026,LIC HOUSING FINANCE LTD,LICHSGFIN,45183075,52770000,32850451.07054
15-DEC-2025,INE245A01021,TATA POWER CO LTD,TATAPOWER,169808198,121372250,52434070.1198325
15-DEC-2025,INE692A01016,UNION BANK OF INDIA,UNIONBANK,289041713,139790175,74702573.206869
15-DEC-2025,INE318A01026,PIDILITE INDUSTRIES LTD,PIDILITIND,31170515,9454000,6880906.58574
15-DEC-2025,INE267A01025,HINDUSTAN ZINC LIMITED,HINDZINC,167680340,113019725,40820031.83965875
15-DEC-2025,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,314058656,75147850,48260369.58350175
15-DEC-2025,INE053F01010,INDIAN RAILWAY FIN CORP L,IRFC,226853356,106360500,43712435.92238
15-DEC-2025,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,216861410,250763800,154230803.808094
15-DEC-2025,INE868B01028,NCC LIMITED,NCC,72342848,54607500,23011528.111461
15-DEC-2025,INE326A01037,LUPIN LIMITED,LUPIN,35341043,12376000,7492391.747916
15-DEC-2025,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,58001204,13489500,9783444.976355
15-DEC-2025,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,41977935,30601450,21126024.6985095
15-DEC-2025,INE467B01029,TATA CONSULTANCY SERV LT,TCS,123298271,41906200,24830090.30724775
15-DEC-2025,INE918Z01012,KAYNES TECHNOLOGY IND LTD,KAYNES,4667784,14666100,3374217.394012
15-DEC-2025,INE976G01028,RBL BANK LIMITED,RBLBANK,91351468,111909225,63031791.8065605
15-DEC-2025,INE335Y01020,INDIAN RAIL TOUR CORP LTD,IRCTC,30082783,36985375,18080819.0854375
15-DEC-2025,INE528G01035,YES BANK LIMITED,YESBANK,3136562346,1779075500,1015877666.460055
15-DEC-2025,INE262H01021,PERSISTENT SYSTEMS LTD,PERSISTENT,16151851,3843100,2219008.561181
15-DEC-2025,INE765G01017,ICICI LOMBARD GIC LIMITED,ICICIGI,26688038,8800025,5955805.8479725
15-DEC-2025,INE776C01039,GMR AIRPORTS LIMITED,GMRAIRPORT,534704421,389846700,168073796.47868775
15-DEC-2025,INE628A01036,UPL LIMITED,UPL,82588393,50163455,29885148.3765575
15-DEC-2025,INE619A01035,PATANJALI FOODS LIMITED,PATANJALI,50840137,46863900,21327865.513074
15-DEC-2025,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,19579129,10552500,6062105.2791315
15-DEC-2025,INE947Q01028,LAURUS LABS LIMITED,LAURUSLABS,58629477,29066600,13956841.7449345
15-DEC-2025,INE522D01027,MANAPPURAM FINANCE LTD,MANAPPURAM,82205057,69177000,35812508.95014
15-DEC-2025,INE257A01026,BHEL,BHEL,169029877,132691125,62215771.5835425
15-DEC-2025,INE702C01027,APL APOLLO TUBES LTD,APLAPOLLO,27232196,9630950,7276198.8300225
15-DEC-2025,INE811K01011,PRESTIGE ESTATE LTD,PRESTIGE,25234534,7079400,4059737.888526
15-DEC-2025,INE685A01028,TORRENT PHARMACEUTICALS L,TORNTPHARM,16072672,3338000,2442245.262705
15-DEC-2025,INE585B01010,MARUTI SUZUKI INDIA LTD.,MARUTI,16752897,5947400,3109569.296111
15-DEC-2025,INE736A01011,CENTRAL DEPO SER (I) LTD,CDSL,26647500,24489100,9204198.18109925
15-DEC-2025,INE148O01028,DELHIVERY LIMITED,DELHIVERY,94196226,35557200,14964104.79436775
15-DEC-2025,INE028A01039,BANK OF BARODA,BANKBARODA,257509827,172384875,85917452.4613665
15-DEC-2025,INE854D01024,UNITED SPIRITS LIMITED,UNITDSPR,47269416,18608400,12047622.999204
15-DEC-2025,INE084A01016,BANK OF INDIA,BANKINDIA,181770921,93657200,51704137.931992
15-DEC-2025,INE603J01030,PI INDUSTRIES LTD,PIIND,8178275,4464250,2387044.48945375
15-DEC-2025,INE674K01013,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,122316423,116339900,77158707.87615
15-DEC-2025,INE027H01010,MAX HEALTHCARE INS LTD,MAXHEALTH,97211768,26756625,18919898.6504745
15-DEC-2025,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,119762774,69334650,45109629.5997375
15-DEC-2025,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,38133766,12869500,8340167.82487
15-DEC-2025,INE545U01014,BANDHAN BANK LIMITED,BANDHANBNK,142752962,179827200,107719554.249504
15-DEC-2025,INE775A01035,SAMVRDHNA MTHRSN INTL LTD,MOTHERSON,542522848,295778100,182508727.9449615
15-DEC-2025,INE670A01012,TATA ELXSI LIMITED,TATAELXSI,4309631,3951900,1741834.327919
15-DEC-2025,INE398R01022,SYNGENE INTERNATIONAL LTD,SYNGENE,28408333,13086000,8493660.26028
15-DEC-2025,INE745G01035,MULTI COMMODITY EXCHANGE,MCX,7635422,7082625,2855757.65392875
15-DEC-2025,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,3401732,2650350,1310746.1114565
15-DEC-2025,INE031A01017,HSG & URBAN DEV CORPN LTD,HUDCO,75071250,88700100,32680480.855173
15-DEC-2025,INE242A01010,INDIAN OIL CORP LTD,IOC,684903861,182885625,93393899.304225
15-DEC-2025,INE139A01034,NATIONAL ALUMINIUM CO LTD,NATIONALUM,134225816,121346250,61727455.61115
15-DEC-2025,INE935N01020,DIXON TECHNO (INDIA) LTD,DIXON,6445442,6904850,2200816.648565
15-DEC-2025,INE758T01015,ETERNAL LIMITED,ETERNAL,1361988292,423206150,303847660.26437025
15-DEC-2025,INE364U01010,ADANI GREEN ENERGY LTD,ADANIGREEN,61877951,43501200,22886026.19382
15-DEC-2025,INE138Y01010,KFIN TECHNOLOGIES LIMITED,KFINTECH,19911179,8186400,3005303.079376
15-DEC-2025,INE878B01027,KEI INDUSTRIES LTD.,KEI,9313740,2024225,1066721.4965435
15-DEC-2025,INE726G01019,ICICI PRU LIFE INS CO LTD,ICICIPRULI,48653643,22410900,16148040.632644
15-DEC-2025,INE061F01013,FORTIS HEALTHCARE LTD,FORTIS,62490435,24320275,13702247.5394795
15-DEC-2025,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,35369445,10914225,7617664.675019
15-DEC-2025,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,68856800,47795400,24697759.347738
15-DEC-2025,INE0J1Y01017,LIFE INSURA CORP OF INDIA,LICI,32057152,24773700,10051658.997681
15-DEC-2025,INE018A01030,LARSEN & TOUBRO LTD.,LT,136007303,22768900,14437243.86159125
15-DEC-2025,INE155A01022,TATA MOTORS PASS VEH LTD,TMPV,284575867,198106400,86334228.388088
15-DEC-2025,INE020B01018,REC LIMITED,RECLTD,187084550,173950600,92862909.257415
15-DEC-2025,INE732I01013,ANGEL ONE LIMITED,ANGELONE,9647634,10446500,3678536.5254875
15-DEC-2025,INE0DK501011,PIRAMAL PHARMA LIMITED,PPLPHARMA,120138597,50906875,22253045.5438225
15-DEC-2025,INE361B01024,DIVI S LABORATORIES LTD,DIVISLAB,16353614,4514200,2844826.755155
15-DEC-2025,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,281577339,56516600,29854125.413352
15-DEC-2025,INE465A01025,BHARAT FORGE LTD,BHARATFORG,35155737,13321000,7542111.857915
15-DEC-2025,INE540L01014,ALKEM LABORATORIES LTD.,ALKEM,6130387,1973125,1583942.13716375
15-DEC-2025,INE530B01024,IIFL FINANCE LIMITED,IIFL,47888370,23225400,11588532.7771125
15-DEC-2025,INE059A01026,CIPLA LTD,CIPLA,57073940,22635000,13463507.531865
15-DEC-2025,INE669C01036,TECH MAHINDRA LIMITED,TECHM,76137451,32157000,22161229.03989
15-DEC-2025,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,20374200,4471400,2958300.006188
15-DEC-2025,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,30942206,43044009,19688658.67176438
15-DEC-2025,INE073K01018,SONA BLW PRECISION FRGS L,SONACOMS,67126548,22861300,14044560.5238295
15-DEC-2025,INE067A01029,CG POWER AND IND SOL LTD,CGPOWER,100245792,26833650,14335863.3427875
15-DEC-2025,INE472A01039,BLUE STAR LIMITED,BLUESTARCO,19584741,3295825,1948910.63984825
15-DEC-2025,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,19990944,10122075,5947158.20707125
15-DEC-2025,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,89517840,19681800,9865119.191319
15-DEC-2025,INE596I01020,COMPUTER AGE MNGT SER LTD,CAMS,37106075,18388500,8290831.01682
15-DEC-2025,INE081A01020,TATA STEEL LIMITED,TATASTEEL,833987639,501292000,267365450.71137
15-DEC-2025,INE196A01026,MARICO LIMITED,MARICO,79408529,42224400,34404631.29012
15-DEC-2025,INE019A01038,JSW STEEL LIMITED,JSWSTEEL,133166619,76225050,46175258.615094
15-DEC-2025,INE388Y01029,FSN E COMMERCE VENTURES,NYKAA,205324177,85143750,52953916.5538125
15-DEC-2025,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,143933168,60336900,37735130.793141
15-DEC-2025,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,73799006,36283350,23296413.24372725
15-DEC-2025,INE498L01015,L&T FINANCE LIMITED,LTF,126777205,97175824,40878766.79382398
15-DEC-2025,INE101A01026,MAHINDRA & MAHINDRA LTD,M&M,100261459,28931400,19025528.670318
