target_date,as_of,mode,ticker,ret_oc,exp_oh,dd_ol,buy_win,sell_win,opt_style,atr_points,atr_pct,buy_thr,sell_thr,buy_soft,sell_soft,direction_score,strength,volatility_annualized,delivery_per,delivery_spike,has_bulk_deal,fii_sentiment
2025-12-16,2025-12-16,aggressive,NIFTY,-0.0035219694670828275,0.001127102479625455,-0.004514204983334297,0,1,both,190.87151227678572,0.007354931787248742,0.0033097193042619343,0.0033097193042619343,0.1513525436262938,0.6061883626635102,-0.45483581903721637,0.6061883626635102,0.0,0.0,0,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,BANKNIFTY,-0.004286621618772532,0.0007842971896017373,-0.005437767493833147,0,1,both,505.92159598214283,0.008533180341669252,0.0038399311537511633,0.0038399311537511633,0.0907767651957418,0.6293825217292803,-0.5386057565335385,0.6293825217292803,0.0,0.0,0,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,ADANIENT.NS,-0.009735725839757708,0.0029956162238436125,-0.0166959922219163,0,1,both,59.91428920200893,0.02639396000088499,0.011877282000398247,0.011877282000398247,0.11209508945988629,0.6247591820476728,-0.5126640925877864,0.6247591820476728,0.4604,35.37,0,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,APOLLOHOSP.NS,-0.008227848101265823,0.005344585091420534,-0.011954992967651195,0,1,both,97.64285714285714,0.013733172593932088,0.006179927667269439,0.006179927667269439,0.3843687628130447,0.8597722326081263,-0.4754034697950816,0.8597722326081263,0.2484,63.34,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,ASIANPAINT.NS,-0.0007519146638918726,0.0053705692803437165,-0.006050806424543502,0,0,both,52.885707310267854,0.018935090336651576,0.00852079065149321,0.00852079065149321,0.2801288962233184,0.3156100659891039,-0.035481169765785525,0.3156100659891039,0.2522,60.77,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,AXISBANK.NS,-0.04502388309389703,0.00039151202690345245,-0.04713800980557929,0,1,both,21.257158551897323,0.01664486646172276,0.007490189907775242,0.007490189907775242,0.02323109926889783,1.0,-0.9767689007311021,1.0,0.2617,57.8,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,BAJAJ-AUTO.NS,0.007606263982102908,0.009843400447427294,-0.005480984340044743,1,0,both,146.07142857142858,0.016339085969958454,0.007352588686481304,0.007352588686481304,0.5950073953333938,0.3313109360379124,0.26369645929548136,0.5950073953333938,0.2828,53.34,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,BAJAJFINSV.NS,-0.01495578385550033,0.000822782581445786,-0.017956582886925827,0,1,both,37.32139369419643,0.018063690978250863,0.008128660940212888,0.008128660940212888,0.04498664048099184,0.981798055546816,-0.9368114150658241,0.981798055546816,0.2847,60.34,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,BAJFINANCE.NS,-0.00903223383219603,0.0030768988446029776,-0.010918114143920596,0,1,both,19.678584507533483,0.019532093804003458,0.008789442211801557,0.008789442211801557,0.15558559515473816,0.5520822662171202,-0.39649667106238207,0.5520822662171202,0.3171,60.65,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,BHARTIARTL.NS,0.015409835678896302,0.01763199762239758,0.0,1,0,both,30.792811802455358,0.01487503519144737,0.0066937658361513165,0.0066937658361513165,1.0,0.0,1.0,1.0,0.2465,53.79,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,BPCL.NS,0.003817297604592706,0.0062712686924846625,-0.013769564534338787,0,0,both,8.060716901506696,0.02197877819088397,0.009890450185897787,0.009890450185897787,0.2818102793710373,0.6187591408560958,-0.33694886148505854,0.6187591408560958,0.3267,51.95,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,BRITANNIA.NS,0.0010726957669774733,0.014110075088703688,-0.004538328244904695,1,0,both,107.46428571428571,0.017734843751841853,0.007980679688328834,0.007980679688328834,0.785790775820686,0.25273972321717975,0.5330510526035063,0.785790775820686,0.2426,36.71,0,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,CIPLA.NS,-0.00026668294270833334,0.005933349609375,-0.0026000162760416667,0,0,both,18.635733468191965,0.012423822312127977,0.00559072004045759,0.00559072004045759,0.4716824043683461,0.20669301646112676,0.2649893879072193,0.4716824043683461,0.256,64.93,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,EICHERMOT.NS,-0.00821629213483146,0.0002106741573033708,-0.011867977528089888,0,1,both,131.14285714285714,0.018418940609951844,0.00828852327447833,0.00828852327447833,0.011296699749858793,0.6363807525753786,-0.6250840528255198,0.6363807525753786,0.2713,76.44,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,HCLTECH.NS,-0.017430130177349793,0.000594883997620464,-0.021177855791753422,0,1,both,25.942853655133927,0.015432988492048737,0.006944844821421932,0.006944844821421932,0.03807038092712687,1.0,-0.9619296190728731,1.0,0.2808,63.97,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,HDFCBANK.NS,0.004242008191693671,0.008686028515458027,0.0,1,0,both,12.510711669921875,0.012635806462390913,0.0056861129080759115,0.0056861129080759115,0.6789272707719871,0.0,0.6789272707719871,0.6789272707719871,0.2006,52.76,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,HDFCLIFE.NS,-0.011062295973669834,0.012032588302761531,-0.013908655272911399,0,1,both,14.714290073939733,0.01903776634642323,0.008566994855890454,0.008566994855890454,0.6242348820569844,0.7215627731453659,-0.09732789108838147,0.7215627731453659,0.2541,56.23,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,HEROMOTOCO.NS,-0.002348796241926013,0.004278164583508095,-0.004697592483852026,0,0,both,121.35714285714286,0.02036022864812396,0.009162102891655782,0.009162102891655782,0.20752948357421575,0.22787551137560946,-0.020346027801393718,0.22787551137560946,0.3038,65.82,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,HINDALCO.NS,-0.00928991193602071,0.0,-0.01639050365199704,0,1,both,15.803571428571429,0.01870245139475909,0.00841610312764159,0.00841610312764159,0.0,0.8655630972309409,-0.8655630972309409,0.8655630972309409,0.3267,54.44,1,0,0.1631561970779916
2025-12-16,2025-12-16,aggressive,HINDUNILVR.NS,-0.005363131251087157,0.00405513614028708,-0.007586946491960732,0,0,both,49.607107979910715,0.021630378517594997,0.009733670332917749,0.009733670332917749,0.18515962297607735,0.34642391855472227,-0.1612642955786449,0.34642391855472227,0.2216,56.93,1,0,0.1631561970779916
