target_date,as_of,mode,ticker,ret_oc,exp_oh,dd_ol,buy_win,sell_win,opt_style,atr_points,atr_pct,buy_thr,sell_thr,buy_soft,sell_soft,direction_score,strength
2025-12-15,2025-12-15,aggressive,NIFTY,0.0037504747221830123,0.004515980719161362,-0.0009757320362941585,1,0,both,203.67508370535714,0.007854789233680732,0.0035346551551563295,0.0035346551551563295,0.5678354616635084,0.12268769194210802,0.44514776972140035,0.5678354616635084
2025-12-15,2025-12-15,aggressive,BANKNIFTY,0.00691068583169172,0.008116354903941705,-2.3680777301009203e-05,1,0,both,525.66796875,0.008901524810542205,0.004005686164743992,0.004005686164743992,0.9005370610273103,0.0026274624318284047,0.8979095985954819,0.9005370610273103
2025-12-15,2025-12-15,aggressive,ADANIENT.NS,-0.001533473602240309,0.007711224329345974,-0.004118429173650696,0,0,both,59.9285888671875,0.026256831156384143,0.011815574020372865,0.011815574020372865,0.29005876541701037,0.15491528070586397,0.1351434847111464,0.29005876541701037
2025-12-15,2025-12-15,aggressive,ADANIPORTS.NS,-0.006698235431524312,0.0,-0.009653318079087259,0,1,both,26.635724748883927,0.017491281780153294,0.007871076801068983,0.007871076801068983,0.0,0.5450796249533186,-0.5450796249533186,0.5450796249533186
2025-12-15,2025-12-15,aggressive,APOLLOHOSP.NS,0.0016254416961130741,0.0032508833922261482,-0.008409893992932863,0,0,both,95.53571428571429,0.013503281171125694,0.0060764765270065624,0.0060764765270065624,0.23777547017422407,0.615114803276797,-0.37733933310257295,0.615114803276797
2025-12-15,2025-12-15,aggressive,ASIANPAINT.NS,0.0025602586511845014,0.010421514307462404,-0.00519279722233814,1,0,both,53.36427525111607,0.019243544542881134,0.00865959504429651,0.00865959504429651,0.5348730642665099,0.2665147578829097,0.26835830638360025,0.5348730642665099
2025-12-15,2025-12-15,aggressive,AXISBANK.NS,-0.00015560402480544746,0.004202353629620623,-0.0038910505836575876,0,0,both,18.300013950892858,0.014241255992912729,0.006408565196810728,0.006408565196810728,0.29144007541739825,0.2698507016546473,0.02158937376275094,0.29144007541739825
2025-12-15,2025-12-15,aggressive,BAJAJ-AUTO.NS,-0.011061946902654867,0.0002765486725663717,-0.017256637168141593,0,1,both,147.14285714285714,0.01627686472819216,0.007324589127686473,0.007324589127686473,0.016780534579887332,1.0,-0.9832194654201126,1.0
2025-12-15,2025-12-15,aggressive,BAJAJFINSV.NS,-0.004519401310206156,0.0004327835600937639,-0.009086928809628055,0,1,both,38.521397181919646,0.018520793783639074,0.008334357202637584,0.008334357202637584,0.02307895429172259,0.48457666599929816,-0.4614977117075756,0.48457666599929816
2025-12-15,2025-12-15,aggressive,BAJFINANCE.NS,-0.0022659978255849754,0.001477832512315271,-0.006896551724137931,0,0,both,20.771440778459823,0.02046447367335943,0.009209013153011744,0.009209013153011744,0.0713230005218411,0.33284066910192517,-0.2615176685800841,0.33284066910192517
2025-12-15,2025-12-15,aggressive,BHARTIARTL.NS,-0.00019329813318111645,0.004250907817193509,-0.00415443565554485,0,0,both,32.735665457589285,0.015813566452488135,0.007116104903619661,0.007116104903619661,0.2654952939544374,0.259470015115942,0.006025278838495407,0.2654952939544374
2025-12-15,2025-12-15,aggressive,BPCL.NS,0.005204036879543836,0.011914560478759021,-0.01095590230931383,1,0,both,8.403575352260045,0.023017187652079652,0.010357734443435844,0.010357734443435844,0.5112469567259172,0.4701114844990524,0.041135472226864866,0.5112469567259172
2025-12-15,2025-12-15,aggressive,BRITANNIA.NS,0.020708308680584903,0.023582114783196686,-0.009889273941340546,1,0,both,103.78571428571429,0.017544707004600507,0.00789511815207023,0.00789511815207023,1.0,0.5567026076317196,0.44329739236828036,1.0
2025-12-15,2025-12-15,aggressive,CIPLA.NS,0.0019933554817275745,0.0069767441860465115,-0.004651162790697674,1,0,both,19.18572998046875,0.012747993342504153,0.0057365970041268685,0.0057365970041268685,0.5405251914275612,0.36035012761837415,0.18017506380918702,0.5405251914275612
2025-12-15,2025-12-15,aggressive,COALINDIA.NS,0.0011719067891438801,0.0026041666666666665,-0.01015623410542806,0,0,both,5.014288766043527,0.013058043661571685,0.0058761196477072584,0.0058761196477072584,0.19696797832545906,0.768173913272157,-0.5712059349466979,0.768173913272157
2025-12-15,2025-12-15,aggressive,DIVISLAB.NS,-0.009750390015600624,0.00093603744149766,-0.012402496099843993,0,1,both,120.85714285714286,0.018854468464452864,0.00848451080900379,0.00848451080900379,0.04903248402066369,0.6496804132737938,-0.60064792925313,0.6496804132737938
2025-12-15,2025-12-15,aggressive,DRREDDY.NS,0.0044709005119791005,0.006196583467549395,-0.00847129078461556,0,0,both,18.214311872209823,0.014286855065816652,0.006429084779617494,0.006429084779617494,0.42837156315311103,0.5856227216714054,-0.15725115851829435,0.5856227216714054
2025-12-15,2025-12-15,aggressive,EICHERMOT.NS,-0.010902777777777779,0.0014583333333333334,-0.014652777777777778,0,1,both,131.64285714285714,0.01828373015873016,0.008227678571428572,0.008227678571428572,0.07877655191816885,0.7915167835587442,-0.7127402316405753,0.7915167835587442
2025-12-15,2025-12-15,aggressive,GRASIM.NS,-0.00553458294571802,0.004653277187959883,-0.006944672158131039,0,1,both,40.721435546875,0.014355214244655126,0.006459846410094807,0.006459846410094807,0.3201505211357625,0.47780098213264677,-0.1576504609968843,0.47780098213264677
2025-12-15,2025-12-15,aggressive,HCLTECH.NS,0.006454726956309595,0.008845355761431471,-0.007889045874421657,1,0,both,25.071428571428573,0.014984119832103186,0.0067428539244464335,0.0067428539244464335,0.5830274941964757,0.5199938557384544,0.06303363845802135,0.5830274941964757
2025-12-15,2025-12-15,aggressive,HDFCBANK.NS,0.004133039905178932,0.009879019952589465,0.0,1,0,both,13.728567940848214,0.0138392821984357,0.006227676989296065,0.006227676989296065,0.7050262147556403,0.0,0.7050262147556403,0.7050262147556403
2025-12-15,2025-12-15,aggressive,HDFCLIFE.NS,0.0002589154783576052,0.003883495145631068,-0.007766990291262136,0,0,both,15.121433803013392,0.01957467158966135,0.008808602215347608,0.008808602215347608,0.19594457784634844,0.3918891556926969,-0.19594457784634844,0.3918891556926969
2025-12-15,2025-12-15,aggressive,HEROMOTOCO.NS,0.003367286808653927,0.006229480596009765,-0.01060695344725987,0,0,both,124.25,0.020919269298762522,0.009413671184443135,0.009413671184443135,0.2941103410586978,0.5007824726134585,-0.20667213155476072,0.5007824726134585
2025-12-15,2025-12-15,aggressive,HINDALCO.NS,-0.004812531911904481,0.005047230155944661,-0.007805650940523124,0,0,both,15.739288330078125,0.018474427025717725,0.008313492161572976,0.008313492161572976,0.269828052886218,0.4172949379592198,-0.14746688507300182,0.4172949379592198
2025-12-15,2025-12-15,aggressive,HINDUNILVR.NS,0.014553614492833135,0.016986596781784772,-0.003804342778347408,1,0,both,49.035679408482146,0.0216914435504632,0.00976114959770844,0.00976114959770844,0.7734333434920913,0.17321925001495625,0.600214093477135,0.7734333434920913
2025-12-15,2025-12-15,aggressive,ICICIBANK.NS,0.006710401703241403,0.010249999752456777,0.0,1,0,both,16.149980817522323,0.011909137311608838,0.005359111790223977,0.005359111790223977,0.8500579244953484,0.0,0.8500579244953484,0.8500579244953484
2025-12-15,2025-12-15,aggressive,INDUSINDBK.NS,0.006265131173816535,0.008924862798064509,-0.01247117163039514,0,0,both,19.56070818219866,0.023122770731057715,0.010405246828975973,0.010405246828975973,0.381212070527984,0.5326873103487705,-0.15147523982078648,0.5326873103487705
