,16-Dec-2025
The Nifty witnessed an intraday movement of about 146.4 points.The closing index was 0.64 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 83984.54
, Traded Quantity (in Lakhs), 39374.81
, Number of Trades, 28265852
, Total Market Capitalisation (Rs. Crores), 46532655.59

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,JAIPURKURT,EQ,        29.34,                   917749.13,30654
,JALAN,SM,         3.15,                    66000.00,21000
,JAMNAAUTO,EQ,       127.60,                650272701.56,5070131
,JARO,EQ,       547.30,                 56233701.70,102534
,JASH,EQ,       433.00,                 25323969.15,57757
,JAYAGROGN,EQ,       202.50,                   502471.48,2474
,JAYBARMARU,EQ,        85.36,                  2440403.90,28293
,JAYBEE,SM,       123.35,                  1727950.00,14000
,JAYESH,SM,       163.05,                  3767450.00,23000
,JAYKAY,EQ,       203.80,                 44409376.96,219642
,JAYNECOIND,EQ,        72.69,                201795282.39,2753448
,JAYSREETEA,EQ,        89.56,                  4781568.89,53426
,JBCHEPHARM,EQ,      1784.60,                110443155.20,61853
,JBMA,EQ,       562.90,                 61228070.85,108048
,JCHAC,EQ,      1507.80,                 29564922.70,19650
,JETFREIGHT,BE,        17.95,                  1487732.12,82532
,JEYYAM,ST,        66.00,                  2632500.00,40000
,JFLLIFE,SM,        11.60,                   486900.00,42000
,JGCHEM,EQ,       361.45,                 11320980.65,31285
,JHS,EQ,        10.03,                   763597.84,75868
,JINDALPHOT,EQ,      1501.20,                 10601283.80,7054
,JINDALPOLY,EQ,       490.15,                  5788872.00,11776
,JINDALSAW,EQ,       163.02,                118053928.23,726346
,JINDRILL,EQ,       513.90,                 83784921.00,164531
,JINDWORLD,EQ,        29.67,                  6232104.22,209013
,JISLDVREQS,EQ,        26.81,                  1400335.67,50537
,JISLJALEQS,EQ,        40.87,                 62427466.36,1524248
,JITFINFRA,BE,       278.40,                  3719450.70,13207
,JIWANRAM,SM,         6.50,                    39000.00,6000
,JKCEMENT,EQ,      5624.00,                509583056.50,90621
,JKIL,EQ,       550.45,                 64446975.85,116703
,JKIPL,EQ,       106.66,                  3431213.64,31957
,JKLAKSHMI,EQ,       781.40,                 36872498.00,47151
,JKPAPER,EQ,       365.40,                 24948235.75,68572
,JKTYRE,EQ,       468.50,                178765224.60,382328
,JLHL,EQ,      1407.30,                 29206283.40,20657
,JMA,EQ,        80.32,                   289420.43,3607
,JMFINANCIL,EQ,       143.53,                499188922.52,3495218
,JNKINDIA,EQ,       226.41,                 11202551.49,48981
,JOCIL,EQ,       148.95,                    48072.06,326
,JPOLYINVST,EQ,      1080.40,                  4700955.60,4322
,JPPOWER,EQ,        17.89,                400894056.00,22269191
,JSFB,EQ,       428.65,                132404843.85,308006
,JSL,EQ,       800.10,                411816546.55,516166
,JSLL,EQ,       751.10,                184462091.25,245546
,JSWCEMENT,EQ,       121.66,                188163851.02,1548562
,JSWHL,EQ,     21080.00,                120744380.00,5706
,JSWINFRA,EQ,       273.15,                166119668.20,607685
,JTEKTINDIA,EQ,       141.15,                  6661087.48,47043
,JTLIND,EQ,        60.83,                 18057200.79,297197
,JUBLCPL,EQ,      2262.40,                  3844406.40,1686
,JUBLFOOD,EQ,       560.20,               2608312052.90,4616765
,JUBLINGREA,EQ,       699.85,                230984340.70,326229
,JUBLPHARMA,EQ,      1061.60,                109377002.10,102395
,JUNIORBEES,EQ,       735.76,                148097626.53,201525
,JUNIPER,EQ,       257.84,                 35062334.88,134142
,JUSTDIAL,EQ,       708.85,                 33618205.40,47275
,JWL,EQ,       262.75,                121459805.05,460629
,JYOTHYLAB,EQ,       284.20,                 55465332.30,194377
,JYOTICNC,EQ,       944.50,                318265515.50,334361
,JYOTIGLOBL,SM,        50.00,                   202000.00,4000
,JYOTISTRUC,EQ,        10.20,                117506545.46,11511739
,K2INFRA,SM,        62.25,                   687180.00,11400
,KABRAEXTRU,EQ,       223.88,                  2391915.14,10705
,KAJARIACER,EQ,      1088.20,                164723839.80,151604
,KAKATCEM,EQ,       132.20,                   140868.52,1065
,KALAMANDIR,EQ,       149.91,                 62242966.91,412377
,KALANA,SM,        25.00,                   200000.00,8000
,KALPATARU,EQ,       349.60,                 35281548.20,100768
,KALYANIFRG,EQ,       650.55,                   292179.75,448
,KALYANKJIL,EQ,       479.10,                545371495.85,1143303
,KAMATHOTEL,EQ,       232.88,                  8346876.00,36099
,KAMDHENU,EQ,        24.61,                 53500606.09,2135120
,KAMOPAINTS,EQ,         6.56,                  1831570.11,279447
,KANANIIND,EQ,         1.72,                   131902.66,75925
,KANDARP,ST,       127.45,                   764700.00,6000
,KANORICHEM,EQ,        76.41,                  2920164.99,37566
,KANPRPLA,EQ,       197.15,                  1859158.84,9449
,KANSAINER,EQ,       224.52,                 36748266.90,163176
,KAPSTON,EQ,       304.75,                  1798700.80,5950
,KARMAENG,EQ,        51.66,                   552327.43,10574
,KARNIKA,ST,       119.95,                  1562300.00,13000
,KARURVYSYA,EQ,       245.25,                189294467.33,771212
,KAUSHALYA,EQ,       902.60,                  1312682.75,1427
,KAVDEFENCE,BE,        73.00,                  3652085.88,50012
,KAYA,EQ,       343.10,                  1745720.10,5079
,KAYNES,EQ,      4186.50,               9757401145.00,2330821
,KAYTEX,SM,        75.00,                  1407640.00,18400
,KCEIL,SM,       150.95,                  1509600.00,10000
,KCK,ST,        30.50,                   152500.00,5000
,KCP,EQ,       183.10,                 13663237.89,74528
,KCPSUGIND,EQ,        26.27,                  1493197.23,56417
,KDDL,EQ,      2324.10,                 16701565.80,7201
,KDL,SM,       155.45,                  1922580.00,12600
,KEC,EQ,       705.60,                343212368.60,487214
,KECL,EQ,       102.67,                  4636466.64,44856
,KEEPLEARN,EQ,         2.59,                   138017.20,53424
,KEI,EQ,      4156.30,                551162920.80,132769
,KEL,SM,        97.50,                  1059960.00,10800
,KELLTONTEC,EQ,        18.25,                 11347491.20,621101
,KEN,SM,        45.90,                   275040.00,6000
,KERNEX,EQ,      1040.10,                 57370198.80,56145
,KESORAMIND,BE,         9.01,                 10270562.07,1139907
,KEYFINSERV,EQ,       319.70,                  1328467.00,4108
,KFINTECH,EQ,      1034.50,                369759275.60,356459
,KHADIM,EQ,       168.39,                  4500886.21,26660
,KHAICHEM,EQ,        81.84,                  7862509.42,95060
,KHAITANLTD,EQ,       100.95,                   430570.41,4274
,KHANDSE,EQ,        22.09,                    47825.13,2190
,KHFM,SM,        66.95,                  5117247.50,77500
,KICL,EQ,      4930.00,                  4646123.50,941
,KILITCH,EQ,       337.05,                  1406016.00,4187
,KIMS,EQ,       656.25,                320288522.65,481682
,KINGFA,EQ,      3820.40,                  7919178.20,2076
,KIOCL,EQ,       338.15,                 20948118.35,61560
,KIRIINDUS,EQ,       573.30,               1045860580.45,1796376
,KIRLOSBROS,EQ,      1647.40,                345770078.70,202464
,KIRLOSENG,EQ,      1227.10,               5809830057.00,4788476
,KIRLOSIND,EQ,      3374.60,                 10464486.90,3118
,KIRLPNU,EQ,      1043.60,                 25424430.40,24392
,KITEX,EQ,       189.77,                135656738.23,706189
,KKCL,EQ,       500.00,                 27826225.75,55793
,KKJEWELS,SM,        87.95,                   263900.00,3000
,KLL,SM,        45.40,                   961760.00,20800
,KMEW,EQ,      3707.30,               1043081804.10,285695
,KMSUGAR,EQ,        26.57,                  1116931.50,41871
,KNAGRI,EQ,       204.65,                  2962299.75,14558
,KNRCON,EQ,       144.34,                131910115.64,906624
,KODYTECH,SM,       954.40,                  9449420.00,9800
,KOHINOOR,EQ,        26.59,                  1933411.11,72278
,KOKUYOCMLN,EQ,        89.68,                  1998335.20,22242
,KOLTEPATIL,EQ,       382.70,                 11658862.35,30714
,KONSTELEC,SM,        45.15,                   967800.00,21000
,KONTOR,SM,        63.10,                    75510.00,1200
,KOPRAN,EQ,       130.36,                  7135332.34,54720
,KORE,ST,       154.90,                    76962.50,500
,KOTARISUG,EQ,        28.05,                  1293775.40,45771
,KOTHARIPET,EQ,       126.20,                  1142092.35,9087
,KOTHARIPRO,EQ,        73.76,                   473923.06,6425
,KOTYARK,SM,       254.50,                   884505.00,3400
,KPEL,EQ,       343.20,                 42547222.00,122712
,KPIGREEN,EQ,       425.05,                570395876.25,1336030
,KPIL,EQ,      1157.70,                126443419.50,108662
,KPITTECH,EQ,      1176.30,               1100987753.30,932672
,KPRMILL,EQ,       970.80,                126151094.70,130555
,KRBL,EQ,       392.35,                 53213281.10,135874
,KREBSBIO,EQ,        69.00,                   781008.94,11278
,KRIDHANINF,EQ,         4.33,                  1456307.98,326570
,KRISHANA,EQ,       538.55,                114439812.10,211304
,KRISHCA,SM,       170.45,                  1185775.00,7000
,KRISHIVAL,EQ,       489.35,                  9167251.95,18856
,KRISHNADEF,SM,       697.45,                 11576262.50,16500
,KRITI,EQ,        88.63,                  2658798.68,30630
,KRITIKA,EQ,         7.30,                   760597.53,103608
,KRITINUT,EQ,        68.21,                  3271027.40,47978
,KRN,EQ,       748.35,                 80520690.15,107304
,KRONOX,EQ,       143.84,                  7392941.77,51636
,KROSS,EQ,       179.30,                 49242126.05,276852
,KRSNAA,EQ,       742.50,                 55025357.90,73950
,KRT,RR,       127.21,                205262771.44,1604456
,KRYSTAL,EQ,       518.90,                  1793582.30,3446
,KSB,EQ,       739.15,                 56031240.25,75008
,KSCL,EQ,       966.65,                 62265880.30,64328
,KSHITIJPOL,EQ,         2.47,                   290960.78,117541
,KSL,EQ,       732.05,                  8788815.05,12024
,KSOLVES,EQ,       286.05,                  4880659.90,17009
,KSR,EQ,        17.79,                  1009290.93,56033
,KTKBANK,EQ,       198.42,               1370387829.19,6846962
,KUANTUM,EQ,        91.81,                  2172354.32,23569
,LAGNAM,EQ,        71.09,                  1490042.32,20940
,LAKPRE,BZ,         5.30,                    15626.58,3080
,LAKSHYA,SM,       128.25,                   621200.00,4800
,LAL,EQ,         9.36,                   309093.05,32985
,LALPATHLAB,EQ,      2832.20,                662362134.50,233631
,LAMBODHARA,EQ,       122.46,                   477129.04,3874
,LAMOSAIC,SM,        36.00,                   280500.00,7800
,LANCORHOL,BE,        25.30,                   588038.06,23813
,LANDMARK,EQ,       514.85,                 11956580.90,23388
,LAOPALA,EQ,       205.38,                 11760278.19,57112
,LASA,EQ,         9.40,                   277633.68,29626
,LATENTVIEW,EQ,       484.30,                134482577.10,276798
,LATTEYS,BE,        22.02,                   663690.84,30128
,LAURUSLABS,EQ,      1001.30,                944494490.60,945609
,LAWSIKHO,SM,       110.05,                  1211900.00,11000
,LAXMICOT,EQ,        19.01,                   253593.97,13420
,LAXMIDENTL,EQ,       269.15,                 13733629.95,51037
,LAXMIINDIA,EQ,       129.17,                  7645275.32,58966
,LCCINFOTEC,BE,         4.00,                   517094.91,127496
,LEMERITE,EQ,       513.05,                 17261267.80,33626
,LEMONTREE,EQ,       161.55,                154207553.73,954606
,LENSKART,EQ,       405.10,                273320971.45,675444
,LEXUS,EQ,        26.24,                   249223.77,9405
,LFIC,EQ,       177.05,                   178788.27,998
,LGBBROSLTD,EQ,      1863.10,                120993792.80,64337
,LGEINDIA,EQ,      1552.70,                990187579.40,638208
,LGHL,EQ,       260.70,                 29414049.35,110780
,LIBAS,EQ,        10.77,                   106788.24,10023
,LIBERTSHOE,EQ,       277.55,                   787993.20,2835
,LICHSGFIN,EQ,       525.80,                646689913.55,1223972
,LICMFGOLD,EQ,     11935.30,                 25345898.75,2121
,LICNETFGSC,EQ,        28.70,                  1562502.30,54460
,LICNETFN50,EQ,       287.05,                    89364.03,310
,LICNETFSEN,EQ,       953.43,                   160174.40,168
,LICNFNHGP,EQ,       287.77,                    96872.09,339
,LICNMID100,EQ,        59.99,                   163379.16,2717
,LIKHITHA,EQ,       184.61,                  4093403.50,21968
,LINC,EQ,       112.05,                  1306243.49,11676
,LINCOLN,EQ,       488.25,                 10051592.85,20596
,LINDEINDIA,EQ,      6044.00,                 79583748.00,13108
,LIQGRWBEES,EQ,      1020.13,                 22221653.80,21783
,LIQUID,EQ,       999.99,                179948193.25,179949
,LIQUID1,EQ,      1082.52,                626910107.08,579121
,LIQUIDADD,EQ,      1104.67,                487130185.80,440974
,LIQUIDBEES,EQ,      1000.00,               2052779506.71,2052773
,LIQUIDBETF,EQ,      1060.94,                139242288.84,131244
,LIQUIDCASE,EQ,       111.85,               1771577655.94,15838415
,LIQUIDETF,EQ,      1000.00,                104671103.64,104671
,LIQUIDIETF,EQ,       999.99,                304304750.51,304305
,LIQUIDPLUS,EQ,      1064.06,                217139799.43,204067
,LIQUIDSBI,EQ,      1000.00,                  1006002.69,1006
,LIQUIDSHRI,EQ,      1083.75,                  7941712.08,7328
,LLOYDPP,E1,        41.69,                 33571646.51,815074
,LLOYDS,SM,        67.95,                   401550.00,6000
,LLOYDSENGG,EQ,        54.29,                380642887.73,7097132
,LLOYDSENPP,E1,        36.24,                 15609239.66,434198
,LLOYDSENT,EQ,        64.79,               1047188444.74,16299195
,LLOYDSME,EQ,      1309.50,               4661172486.20,3575763
,LMW,EQ,     15200.00,                 34014746.00,2220
,LOKESHMACH,EQ,       165.90,                  8135719.28,47882
,LORDSCHLO,EQ,       179.79,                  1038111.82,5787
,LOTUSDEV,EQ,       156.33,                 49995165.07,320838
,LOTUSEYE,EQ,       129.40,                  5605058.67,42731
,LOVABLE,EQ,        82.44,                  1325654.42,16235
,LOWVOL,EQ,       215.06,                   418271.01,1945
,LOWVOL1,EQ,        21.85,                   848260.32,38626
,LOWVOLIETF,EQ,        23.05,                 39610881.64,1717919
,LOYALTEX,EQ,       213.79,                   142209.84,664
,LPDC,EQ,         7.13,                   311212.32,43698
,LRRPL,SM,        77.50,                   234750.00,3000
,LTF,EQ,       300.80,                891003212.15,2957216
,LTFOODS,EQ,       401.35,                350911623.60,886461
,LTGILTBEES,EQ,        29.12,                 29838580.35,1024457
,LTGILTCASE,EQ,        29.68,                  2207126.12,74362
,LTTS,EQ,      4590.20,                140603915.30,30631
,LUMAXIND,EQ,      5492.50,                 77328521.00,13953
,LUMAXTECH,EQ,      1498.60,                504208964.60,335776
,LUPIN,EQ,      2090.60,               1262673693.90,604167
,LUXIND,EQ,      1115.00,                 15916360.70,14261
,LXCHEM,EQ,       172.05,                 62860924.02,366370
,LYKALABS,EQ,        74.46,                  3450710.32,45729
,LYPSAGEMS,EQ,         5.00,                    89186.09,17866
,M&MFIN,EQ,       341.60,                752362146.95,2187620
,MAANALU,EQ,       161.48,                 46401449.15,285272
,MACOBSTECH,SM,       211.95,                  2709800.00,12800
,MACPOWER,EQ,      1004.10,                  5988464.60,5977
,MADHAV,EQ,        41.89,                   398091.73,9563
,MADHAVBAUG,SM,       275.00,                   220000.00,800
,MADHUCON,EQ,         6.08,                    94125.40,15630
,MADHUSUDAN,SM,       128.40,                  2558850.00,20000
,MADRASFERT,EQ,        75.72,                 40338864.28,530416
,MAFANG,EQ,       172.16,                 28451333.76,165261
,MAGADSUGAR,EQ,       512.75,                  3276907.80,6410
,MAGNUM,EQ,        22.98,                   817800.68,35703
,MAGSON,SM,       108.50,                   325750.00,3000
,MAHABANK,EQ,        56.52,                357347187.32,6302217
,MAHAPEXLTD,EQ,       105.82,                  8588894.53,80400
,MAHASTEEL,BE,       818.30,                  9661472.90,11590
,MAHEPC,EQ,       125.54,                  1177804.89,9303
,MAHESHWARI,EQ,        49.59,                   288783.26,5764
,MAHICKRA,SM,       140.50,                   105375.00,750
,MAHKTECH,EQ,        26.14,                 41800937.35,1593219
,MAHLIFE,EQ,       396.65,                 30493577.70,76834
,MAHLOG,EQ,       318.50,                 15985110.75,49918
,MAHSCOOTER,EQ,     14099.00,                 26847449.00,1912
,MAHSEAMLES,EQ,       564.85,                 81005066.90,142505
,MAITHANALL,EQ,       945.10,                  9436452.65,9987
,MAITREYA,SM,       226.40,                  1455460.00,6400
,MAKEINDIA,EQ,       153.78,                   483553.21,3150
,MAKS,SM,        29.65,                    88950.00,3000
,MAL,SM,        49.55,                  1262880.00,25600
,MALLCOM,EQ,      1157.10,                  4558117.60,3885
,MALUPAPER,EQ,        35.41,                   302771.48,8506
,MAMATA,EQ,       423.95,                 35703284.55,84473
,MANAKALUCO,BE,        24.30,                    63802.17,2645
,MANAKCOAT,EQ,       133.65,                  7168340.73,53456
,MANAKSIA,EQ,        60.47,                   441026.56,7291
,MANAKSTEEL,EQ,        57.85,                   319835.18,5485
,MANALIPETC,EQ,        61.01,                  6382778.25,104781
,MANAPPURAM,EQ,       283.50,                349142032.25,1233353
,MANBA,EQ,       136.44,                  4069573.32,29648
,MANCREDIT,EQ,       170.18,                  4175134.84,24410
,MANDEEP,SM,        23.45,                    93900.00,4000
,MANGALAM,EQ,        25.05,                  2137757.53,85450
,MANGLMCEM,EQ,       759.50,                 17334517.70,22947
,MANINDS,EQ,       425.00,                246475456.35,573252
,MANINFRA,EQ,       128.45,                 47594944.09,369017
,MANKIND,EQ,      2106.00,               1450027050.50,683877
,MANOMAY,BE,       211.50,                  2223483.20,10518
,MANORAMA,EQ,      1356.60,                 44216968.50,32595
,MANORG,EQ,       485.00,                   900144.25,1847
,MANUFGBEES,EQ,       151.42,                   449270.99,2968
,MANUGRAPH,EQ,        16.20,                   105682.53,6458
,MANYAVAR,EQ,       596.20,                 32704581.55,54539
,MAPMYINDIA,EQ,      1642.60,                 50939751.70,30888
,MARALOVER,EQ,        45.85,                   207849.50,4598
,MARATHON,EQ,       549.45,                  7146564.90,13010
,MARCO,SM,        41.20,                   371175.00,9000
,MARICO,EQ,       738.80,               1443863357.40,1942539
,MARINE,EQ,       204.02,                 34463461.46,169974
,MARKOLINES,EQ,       164.09,                 10262121.97,62235
,MARKSANS,EQ,       186.97,                239224546.92,1273567
,MASFIN,EQ,       317.50,                 27495680.35,85689
,MASKINVEST,BE,       165.00,                   184858.25,1121
,MASON,SM,       197.65,                   884500.00,4500
,MASPTOP50,EQ,        71.66,                  6684229.69,93277
,MASTEK,EQ,      2179.40,                 65138890.90,29804
,MASTERTR,EQ,       121.60,                 19894801.41,164634
,MATRIMONY,EQ,       519.30,                 43825923.10,84127
,MAWANASUG,EQ,        83.22,                  1826447.73,21837
,MAXESTATES,EQ,       450.55,                 50979054.30,113971
,MAXIND,EQ,       187.29,                  5512138.32,29270
,MAXPOSURE,SM,        46.75,                   140950.00,3000
,MAXVOLT,ST,       461.20,                 11857000.00,25600
,MAYURUNIQ,EQ,       485.55,                 12117003.50,24961
,MAZDA,EQ,       214.60,                  7330908.43,33742
,MBAPL,EQ,       406.65,                 20530800.95,50339
,MBEL,EQ,       385.25,                 57775252.00,151009
,MBLINFRA,EQ,        33.30,                  1115226.03,33270
,MCL,EQ,        52.97,                 11895417.25,221658
,MCLEODRUSS,BE,        46.85,                  5604452.06,118662
,MCLOUD,EQ,        26.73,                 83576298.15,3099018
,MCON,SM,        60.00,                  1084450.00,19000
,MCX,EQ,     10164.00,               3533236100.00,348740
,MDL,SM,        75.00,                   150000.00,2000
,MEDANTA,EQ,      1139.90,                221583678.50,194441
,MEDIASSIST,EQ,       452.15,                 48818643.95,107114
,MEDICAMEQ,EQ,       392.95,                  5812736.35,14669
,MEDICO,EQ,        49.85,                  1694692.27,33850
,MEDIORG,SM,        24.00,                   195200.00,8000
,MEDISTEP,SM,        26.00,                   156000.00,6000
,MEDPLUS,EQ,       801.55,                 93818157.35,116950
,MEESHO,EQ,       180.29,              31790068119.44,172481762
,MEGAFLEX,ST,       108.05,                   649500.00,6000
,MEGASOFT,BE,       177.52,                 14260521.76,79470
,MEGASTAR,BE,       246.10,                     8859.60,36
,MEGATHERM,SM,       221.50,                  1961280.00,8800
,MEIL,EQ,       368.85,                  9905667.35,26870
,MENONBE,EQ,       106.33,                  3304649.61,31438
,MEP,BZ,         2.15,                   176314.59,80602
,METAL,EQ,        10.49,                109774163.45,10481805
,METALIETF,EQ,        10.51,                141724019.01,13526673
,METROBRAND,EQ,      1126.80,                 69002152.60,61108
,METROPOLIS,EQ,      1911.90,                 76330479.00,39874
,MFML,EQ,        26.00,                   174994.10,6728
,MFSL,EQ,      1669.60,                974777999.50,578739
,MGEL,EQ,        15.00,                 14068198.20,945415
,MGL,EQ,      1112.90,                146768895.20,131841
,MGSL,SM,        85.25,                   213900.00,2400
,MHHL,SM,        39.85,                    59775.00,1500
,MHLXMIRU,EQ,       218.59,                  1555385.30,7084
,MHRIL,EQ,       303.10,                114758811.50,379593
,MICEL,EQ,        44.48,                 20345190.40,458291
,MICROPRO,SM,        20.00,                    64000.00,3200
,MID150,EQ,        22.24,                   479783.76,21502
,MID150BEES,EQ,       226.62,                 72786913.93,320888
,MID150CASE,EQ,        10.97,                 17297395.57,1574510
,MIDCAP,EQ,       174.41,                  6736562.13,38594
,MIDCAPETF,EQ,        22.36,                 77990082.78,3482745
,MIDCAPIETF,EQ,        22.62,                 10331329.92,455833
,MIDHANI,EQ,       298.60,                 64229775.65,214988
,MIDQ50ADD,EQ,       245.16,                   405079.21,1650
,MIDSELIETF,EQ,        18.47,                  2316170.88,125754
,MIDSMALL,EQ,        47.77,                  8322313.89,174226
,MIDWESTLTD,EQ,      1495.20,                212836368.10,139104
,MIEL,SM,        21.50,                    43000.00,2000
,MILTON,SM,        30.50,                  2681800.00,88000
,MINDACORP,EQ,       597.80,                347452659.50,578154
,MINDSPACE,RR,       471.59,                168626321.70,359199
,MINDTECK,EQ,       205.31,                 11753024.48,56722
,MIRCELECTR,EQ,        23.58,                  4138765.97,174755
,MIRZAINT,EQ,        40.38,                 10239898.32,251105
,MITCON,EQ,        69.02,                   212349.04,3041
,MITTAL,EQ,         1.26,                   952777.88,760455
,MKPL,EQ,         6.00,                   705219.17,117169
,MMEL,SM,        50.00,                  1199300.00,24000
,MMFL,EQ,       363.80,                 25250789.10,69775
,MMP,EQ,       249.75,                  2127672.80,8527
,MMTC,EQ,        54.88,                 50428086.57,914780
,MNC,EQ,        30.98,                  1285427.41,41513
,MOALPHA50,EQ,        49.87,                   327510.55,6553
,MOBIKWIK,EQ,       235.78,                104650627.52,445436
,MOCAPITAL,EQ,        45.77,                 12471309.29,272551
,MODEFENCE,EQ,        81.85,                134783038.54,1643092
,MODINATUR,EQ,       373.40,                   799164.10,2105
,MODIRUBBER,EQ,       104.46,                    39022.23,372
,MODIS,EQ,       340.00,                  3054132.95,9103
,MODISONLTD,EQ,       138.96,                  4563624.89,32854
,MODTHREAD,EQ,        44.71,                   226355.04,4966
,MOENERGY,EQ,        34.87,                  3581729.34,102552
,MOGOLD,EQ,       131.10,                  4586509.30,34992
,MOGSEC,EQ,        62.75,                   707864.21,11279
,MOHEALTH,EQ,        44.34,                  1322721.71,29800
,MOHITIND,EQ,        28.08,                  4206475.83,146391
,MOIL,EQ,       325.90,                157196318.90,479405
,MOINFRA,EQ,        58.10,                   236091.65,4052
,MOIPO,EQ,        46.00,                   424611.40,9181
,MOKSH,EQ,        14.01,                   317580.63,22620
,MOL,EQ,        63.59,                 25187307.48,393733
,MOLDTECH,EQ,       164.10,                  3026311.03,18302
,MOLDTKPAC,EQ,       572.70,                 16274271.30,28222
,MOLOWVOL,EQ,        38.64,                  1693395.74,43827
,MOM100,EQ,        64.29,                 13244574.91,205675
,MOM30IETF,EQ,        31.69,                 19551334.61,615797
,MOM50,EQ,       269.01,                   389339.61,1446
,MOMENTUM,EQ,        31.60,                  9566292.74,303521
,MOMENTUM30,EQ,        31.18,                   304868.66,9763
,MOMENTUM50,EQ,        52.54,                 13947575.03,265091
,MOMGF,EQ,       151.12,                   108047.38,716
,MOMIDMTM,EQ,        62.60,                  1510214.35,23985
,MOMNC,EQ,        30.19,                    70594.26,2346
,MOMOMENTUM,EQ,        63.33,                  3874748.28,61093
,MON100,EQ,       234.40,                105837170.16,452348
,MON50EQUAL,EQ,        33.05,                  2105607.35,63704
,MONARCH,EQ,       307.05,                 16514303.55,53671
,MONEXT50,EQ,        68.10,                   325025.81,4779
,MONEYBOXX,EQ,        66.97,                  1259544.87,18826
,MONIFTY100,EQ,        26.51,                    89069.01,3355
,MONIFTY500,EQ,        24.04,                 11888934.15,494021
,MONOLITH,SM,       491.10,                 11913250.00,24000
,MONOPHARMA,SM,        17.05,                   176300.00,10000
,MONQ50,EQ,        98.89,                  8391960.18,84832
,MONTECARLO,EQ,       719.10,                  9034709.35,12502
,MOPSE,EQ,        95.81,                   423271.09,4384
,MOQUALITY,EQ,       197.25,                    94372.40,477
,MORARJEE,BZ,         8.16,                   252918.18,31100
,MOREALTY,EQ,        87.42,                 49744305.11,568142
,MOREPENLAB,EQ,        40.90,                 34781246.10,846691
,MOS,SM,        23.15,                   651600.00,28000
,MOSCHIP,EQ,       199.96,                131878520.17,655947
,MOSERVICE,EQ,        33.57,                   157043.67,4669
,MOSILVER,EQ,       190.74,                 12278441.72,64521
,MOSMALL250,EQ,        16.40,                  8455828.74,514626
,MOTILALOFS,EQ,       833.65,                486511280.25,581655
,MOTISONS,EQ,        15.95,                 11887361.55,745852
,MOTOGENFIN,EQ,        23.94,                   376350.72,15511
,MOTOUR,EQ,        84.24,                  1170739.89,13864
,MOVALUE,EQ,       111.99,                  3996565.92,35657
,MOXSH,ST,        90.85,                   872160.00,9600
,MPEL,SM,        90.00,                   144000.00,1600
,MPHASIS,EQ,      2863.10,                692948210.30,242376
,MPSLTD,EQ,      2003.70,                 18175621.60,9056
,MRF,EQ,    152655.00,                300353370.00,1967
,MRIL,SM,        59.40,                   280000.00,4800
,MRPL,EQ,       148.71,               1043176637.54,6917759
,MSCIADD,EQ,        30.41,                    63163.72,2075
,MSCIINDIA,EQ,        30.69,                   463103.27,15104
,MSPL,EQ,        35.97,                 68149236.00,1860437
,MSTCLTD,EQ,       473.15,                 22655893.30,47916
,MSUMI,EQ,        45.51,                255898843.39,5585698
,MTARTECH,EQ,      2381.00,                501816209.20,209494
,MTEDUCARE,BE,         1.86,                    27847.21,14740
,MTNL,EQ,        36.69,                487417563.33,12787146
,MUFIN,EQ,       112.20,                 35620660.40,313397
,MUFTI,EQ,        97.64,                  4853936.01,49850
,MUKANDLTD,EQ,       131.60,                  6598800.77,50028
,MUKKA,EQ,        24.37,                  9793841.13,403113
,MUKTAARTS,EQ,        60.95,                   342244.03,5542
,MULTICAP,EQ,        16.36,                  6625502.83,405097
,MUNJALAU,EQ,        78.61,                  3197061.01,40692
,MUNJALSHOW,EQ,       121.96,                  1952956.67,15930
,MURUDCERA,EQ,        34.31,                  1417917.72,41082
,MUTHOOTCAP,EQ,       272.15,                  3239203.70,11880
,MUTHOOTFIN,EQ,      3847.00,                677562507.40,176630
,MUTHOOTMF,EQ,       176.23,                 13528055.35,76632
,MVGJL,EQ,       180.88,                  8411282.38,46093
,MVKAGRO,ST,       744.80,                 33924000.00,45300
,MWL,EQ,       274.36,                 20475284.06,73671
,MYMUDRA,ST,        83.85,                   196680.00,2400
,NACLIND,EQ,       166.74,                 12560631.02,75228
,NAGAFERT,EQ,         4.79,                   935208.39,194470
,NAGREEKCAP,BE,        28.00,                   129438.82,4679
,NAGREEKEXP,EQ,        27.03,                    19665.11,730
,NAHARCAP,EQ,       259.10,                   480963.85,1835
,NAHARINDUS,EQ,       108.30,                   584239.79,5348
,NAHARPOLY,EQ,       250.80,                  4981610.95,19572
,NAHARSPING,EQ,       197.79,                  2030518.53,10266
,NAM-INDIA,EQ,       867.50,                655207109.75,756442
,NAMAN,SM,        68.50,                   658000.00,9600
,NAMOEWASTE,SM,       178.65,                  2868760.00,16000
,NARMADA,BE,        21.10,                   387485.64,18222
,NATCAPSUQ,EQ,       185.37,                  1184723.01,6225
,NATCOPHARM,EQ,       921.45,               1214877456.25,1318280
,NATHBIOGEN,EQ,       152.46,                  2555203.50,16625
,NATIONALUM,EQ,       276.85,               2089461448.35,7580301
