MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,K2INFRA,K2 INFRAGEN LIMITED,        61.45,        60.25,        62.25,        59.75,        62.25,                   687180.00,11400, ,       196.95,        52.50
N,SM,KKJEWELS,KABRA JEWELS LIMITED,        87.25,        87.95,        88.00,        87.95,        87.95,                   263900.00,3000, ,       265.00,        84.00
N,SM,KALANA,KALANA ISPAT LIMITED,        24.75,        25.00,        25.00,        25.00,        25.00,                   200000.00,8000, ,        55.00,        24.00
G,ST,KANDARP,KANDARP DG SMART BPO LTD,       127.45,       127.45,       127.45,       127.45,       127.45,                   764700.00,6000, ,       128.75,        42.10
N,ST,KARNIKA,KARNIKA INDUSTRIES LTD,       120.00,       120.50,       120.50,       118.20,       119.95,                  1562300.00,13000, ,       973.00,       114.05
N,SM,KLL,KAUSHALYA LOGISTICS LTD,        46.30,        47.15,        47.30,        45.10,        45.40,                   961760.00,20800, ,       117.95,        40.60
N,SM,KCEIL,KAY CEE ENERGY & INFRA L,       152.40,       152.75,       152.75,       150.00,       150.95,                  1509600.00,10000, ,       408.35,       135.35
N,SM,KAYTEX,KAYTEX FABRICS LIMITED,        76.50,        75.80,        80.00,        75.00,        75.00,                  1407640.00,18400, ,       156.90,        75.00
G,ST,KCK,KCK INDUSTRIES LTD,        31.10,        30.50,        30.50,        30.50,        30.50,                   152500.00,5000, ,        67.80,        25.50
N,SM,KEN,KEN ENTERPRISES LIMITED,        46.05,        45.00,        46.20,        45.00,        45.90,                   275040.00,6000, ,        85.00,        35.25
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,        66.50,        66.00,        66.95,        66.00,        66.95,                  5117247.50,77500, ,       103.95,        63.50
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,       986.90,       985.00,       985.00,       950.00,       954.40,                  9449420.00,9800, ,      1740.00,       556.05
N,SM,KONSTELEC,KONSTELEC ENGINEERS LTD,        46.50,        47.50,        48.00,        44.90,        45.15,                   967800.00,21000, ,       140.30,        44.90
N,SM,KONTOR,KONTOR SPACE LIMITED,        66.00,        62.75,        63.10,        62.75,        63.10,                    75510.00,1200, ,       138.10,        58.00
N,SM,KDL,KORE DIGITAL LIMITED,       149.85,       151.00,       159.00,       151.00,       155.45,                  1922580.00,12600, ,      1939.00,       135.20
N,SM,KOTYARK,KOTYARK INDUSTRIES LTD,       259.95,       263.95,       264.95,       253.75,       254.50,                   884505.00,3400, ,      1023.00,       202.40
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,       170.85,       171.00,       171.00,       167.25,       170.45,                  1185775.00,7000, ,       337.85,       163.50
N,SM,KRISHNADEF,KRISHNA DEF AND ALD IND L,       724.00,       711.00,       711.00,       693.00,       697.45,                 11576262.50,16500, ,      1027.50,       503.00
N,SM,KEL,KUNDAN EDIFICE LIMITED,        99.00,        95.50,       100.00,        95.50,        97.50,                  1059960.00,10800, ,       167.05,        81.00
N,SM,LAKSHYA,LAKSHYA POWERTECH LIMITED,       132.95,       132.95,       132.95,       128.00,       128.25,                   621200.00,4800, ,       372.50,       102.25
N,SM,LAMOSAIC,LAMOSAIC INDIA LIMITED,        36.80,        36.00,        36.50,        35.50,        36.00,                   280500.00,7800, ,       113.40,        34.00
N,SM,LRRPL,LEAD REC AND RUB PROD LTD,        79.00,        79.00,        79.00,        77.50,        77.50,                   234750.00,3000, ,       102.00,        48.60
N,SM,LLOYDS,LLOYDS LUXURIES LIMITED,        65.85,        65.80,        68.00,        65.80,        67.95,                   401550.00,6000, ,       125.75,        63.45
G,ST,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,       760.00,       770.00,       770.00,       744.80,       744.80,                 33924000.00,45300, ,       819.00,        32.05
N,SM,MACOBSTECH,MACOBS TECHNOLOGIES LTD,       211.00,       208.15,       212.50,       208.15,       211.95,                  2709800.00,12800, ,       246.95,       150.60
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,       126.40,       129.95,       133.90,       123.05,       128.40,                  2558850.00,20000, ,       229.00,       108.60
N,SM,MAGSON,MAGSON RETAIL AND DIST L,       112.90,       108.75,       109.00,       108.00,       108.50,                   325750.00,3000, ,       166.10,        75.50
N,SM,MRIL,MAHENDRA REALTO & INFRA L,        58.70,        56.15,        59.90,        56.15,        59.40,                   280000.00,4800, ,        82.00,        49.25
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,       144.25,       140.50,       140.50,       140.50,       140.50,                   105375.00,750, ,       180.00,        95.20
N,SM,MAITREYA,MAITREYA MEDICARE LIMITED,       231.30,       227.05,       229.00,       225.00,       226.40,                  1455460.00,6400, ,       360.00,       214.45
N,SM,MAKS,MAKS ENERGY SOL INDIA LTD,        31.20,        29.65,        29.65,        29.65,        29.65,                    88950.00,3000, ,        47.00,        25.50
N,SM,MPEL,MANAS POLYMER N ENERGIE L,        97.50,        90.00,        90.00,        90.00,        90.00,                   144000.00,1600, ,       153.90,        89.95
N,SM,MANDEEP,MANDEEP AUTO INDUSTRIES L,        24.65,        23.50,        23.50,        23.45,        23.45,                    93900.00,4000, ,        36.15,        17.80
N,SM,MAL,MANGALAM ALLOYS LIMITED,        48.10,        50.45,        50.45,        48.60,        49.55,                  1262880.00,25600, ,        80.20,        26.25
N,SM,MIEL,MANGLAM INFRA & ENG LTD,        21.00,        21.50,        21.50,        21.50,        21.50,                    43000.00,2000, ,        47.90,        19.40
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,        41.30,        41.40,        41.95,        40.00,        41.20,                   371175.00,9000, ,        68.25,        33.10
N,SM,MDL,MARVEL DECOR LIMITED,        76.00,        75.00,        75.00,        75.00,        75.00,                   150000.00,2000, ,       138.60,        61.25
N,SM,MASON,MASON INFRATECH LIMITED,       200.95,       196.00,       198.50,       196.00,       197.65,                   884500.00,4500, ,       220.00,        73.50
N,SM,MGSL,MATRIX GEO SOLUTIONS LTD,        92.00,        93.00,        93.00,        85.25,        85.25,                   213900.00,2400, ,       120.00,        81.00
N,SM,MAXPOSURE,MAXPOSURE LIMITED,        47.05,        47.50,        47.50,        46.70,        46.75,                   140950.00,3000, ,       102.95,        45.70
N,ST,MAXVOLT,MAXVOLT ENERGY INDUS L,       473.80,       472.00,       472.00,       459.90,       461.20,                 11857000.00,25600, ,       483.25,       145.05
N,SM,MCON,MCON RASAYAN INDIA LTD,        61.05,        56.10,        60.00,        55.00,        60.00,                  1084450.00,19000, ,       229.90,        53.40
N,SM,MEDIORG,MEDICAMEN ORGANICS LTD,        25.10,        25.10,        25.10,        24.00,        24.00,                   195200.00,8000, ,        58.60,        19.60
N,SM,MEDISTEP,MEDISTEP HEALTHCARE LTD,        26.00,        26.00,        26.00,        26.00,        26.00,                   156000.00,6000, ,        53.00,        22.30
N,ST,MEGAFLEX,MEGA FLEX PLASTICS LTD,       113.00,       108.45,       108.45,       108.05,       108.05,                   649500.00,6000, ,       113.00,        40.00
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,       227.95,       228.00,       228.00,       220.10,       221.50,                  1961280.00,8800, ,       380.00,       212.00
N,SM,MICROPRO,MICROPRO SOFTWARE SOL L,        19.25,        20.00,        20.00,        20.00,        20.00,                    64000.00,3200, ,        35.90,        17.85
N,SM,MILTON,MILTON INDUSTRIES LIMITED,        30.50,        30.00,        30.50,        30.00,        30.50,                  2681800.00,88000, ,        40.70,        24.85
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,        39.85,        39.85,        39.85,        39.85,        39.85,                    59775.00,1500, ,        86.90,        39.85
N,SM,MONOPHARMA,MONO PHARMACARE LIMITED,        17.05,        17.90,        17.90,        17.05,        17.05,                   176300.00,10000, ,        36.20,        16.95
N,SM,MONOLITH,MONOLITHISCH INDIA LTD,       508.30,       501.20,       509.50,       487.00,       491.10,                 11913250.00,24000, ,       607.40,       219.45
N,SM,MOS,MOS UTILITY LIMITED,        23.80,        23.80,        23.80,        23.00,        23.15,                   651600.00,28000, ,       321.00,        21.00
N,SM,MMEL,MOVING MEDIA ENTER LTD,        51.30,        49.60,        50.05,        49.60,        50.00,                  1199300.00,24000, ,        84.45,        44.50
G,ST,MOXSH,MOXSH OVERSEAS EDUCON LTD,        89.10,        90.85,        90.85,        90.85,        90.85,                   872160.00,9600, ,        91.30,        25.50
N,ST,MYMUDRA,MY MUDRA FINCORP LIMITED,        83.90,        80.05,        83.85,        80.05,        83.85,                   196680.00,2400, ,       119.10,        51.60
N,ST,NRVANDANA,N R VANDANA TEX IND LTD,        62.75,        64.95,        64.95,        61.95,        61.95,                   938250.00,15000, ,        72.90,        37.05
N,SM,NAMAN,NAMAN IN-STORE (INDIA) L,        66.00,        69.00,        69.00,        68.50,        68.50,                   658000.00,9600, ,       168.70,        55.75
N,SM,NAMOEWASTE,NAMO EWASTE MANAGEMENT L,       176.20,       178.65,       181.75,       175.25,       178.65,                  2868760.00,16000, ,       234.95,       127.00
N,SM,NEELAM,NEELAM LINENS & GAR (I) L,        14.15,        13.80,        13.80,        13.60,        13.65,                   411600.00,30000, ,        59.95,        11.80
N,ST,NEOCHEM,NEOCHEM BIO SOLUTIONS LTD,        98.90,        94.00,       101.50,        94.00,        94.90,                 18926580.00,199200, ,       113.40,        94.00
G,ST,NEPHROCARE,NEPHRO CARE INDIA LIMITED,       118.35,       119.90,       120.70,       119.90,       120.50,                  1205080.00,10000, ,       211.00,        99.95
N,SM,NEPTUNE,NEPTUNE PETROCHEMICALS L,       217.05,       225.00,       231.90,       225.00,       229.30,                  7072300.00,31000, ,       231.90,       126.30
N,SM,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        31.50,        29.70,        31.20,        29.70,        31.20,                   135900.00,4500, ,        93.40,        27.05
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        32.25,        31.20,        31.20,        30.10,        30.55,                   539440.00,17600, ,        90.00,        23.35
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        18.95,        19.00,        20.00,        19.00,        20.00,                   118800.00,6000, ,        31.00,        16.05
N,ST,NIKITA,NIKITA GRENTEC RECYCL LTD,       148.00,       147.00,       150.15,       146.00,       150.05,                  1431780.00,9600, ,       155.00,        77.15
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,        66.10,        66.10,        66.95,        62.80,        63.95,                  3084810.00,48300, ,       456.00,        51.50
N,SM,OBSCP,OBSC PERFECTION LIMITED,       315.90,       313.90,       314.00,       304.50,       306.35,                  9511480.00,30800, ,       360.00,       144.90
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,       119.25,       125.00,       125.55,       116.55,       121.40,                  1670880.00,13800, ,       321.10,       110.10
N,SM,OLIL,ONECLICK LOGISTICS IND L,       310.00,       304.00,       308.50,       302.50,       303.80,                 10220200.00,33600, ,       355.00,        95.00
N,SM,ONYX,ONYX BIOTEC LIMITED,        35.00,        32.70,        33.00,        32.00,        32.50,                   836100.00,26000, ,        97.45,        30.50
N,SM,OPTIVALUE,OPTIVALUE TEK CONSULT LTD,        72.00,        72.00,        72.00,        71.00,        71.05,                  1139680.00,16000, ,       107.55,        71.00
N,SM,ORIANA,ORIANA POWER LIMITED,      2200.90,      2190.00,      2225.95,      2169.00,      2182.00,                 61058051.25,27900, ,      3064.00,      1000.00
N,ST,OSELDEVICE,OSEL DEVICES LIMITED,       572.10,       559.00,       570.00,       543.50,       559.90,                 14749880.00,26600, ,       835.00,       186.25
N,SM,OWAIS,OWAIS METAL & MINERAL,       300.85,       306.40,       306.40,       295.75,       300.45,                  2227380.00,7400, ,      1224.00,       280.00
N,ST,PSRAJ,P S RAJ STEELS LIMITED,       307.90,       300.00,       308.00,       299.90,       308.00,                  1825100.00,6000, ,       310.00,       122.85
N,SM,PROPEQUITY,P. E. ANALYTICS LIMITED,       190.25,       191.25,       194.95,       185.00,       194.95,                   798030.00,4200, ,       315.00,       156.60
N,SM,PARAGON,PARAGON FINE S.C. LTD.,        43.05,        43.05,        43.75,        42.75,        43.50,                   207660.00,4800, ,       108.55,        42.40
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,        29.20,        29.20,        30.10,        29.20,        30.10,                   177600.00,6000, ,        78.00,        28.25
N,ST,PARIN,PARIN ENTERPRISES LIMITED,       588.00,       580.00,       586.90,       580.00,       586.90,                  1313400.00,2250, ,       610.00,       311.65
N,SM,PARTH,PARTH ELEC & ENG LTD,       208.50,       213.00,       215.00,       200.00,       203.00,                  3694740.00,18000, ,       306.40,       169.00
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,        80.90,        82.00,        84.00,        81.00,        81.00,                   657600.00,8000, ,       140.00,        63.05
N,SM,PATILAUTOM,PATIL AUTOMATION LIMITED,       200.05,       195.50,       195.50,       190.05,       190.85,                  2318640.00,12000, ,       268.90,       153.90
N,ST,PATTECH,PATTECH FITWELL TUB COM L,       115.75,       116.50,       116.50,       116.50,       116.50,                   174750.00,1500, ,       160.00,        60.10
N,SM,PELATRO,PELATRO LIMITED,       350.00,       340.00,       341.50,       334.35,       335.00,                   913095.00,2700, ,       559.90,       283.20
N,ST,PENTAGON,PENTAGON RUBBER LIMITED,        72.00,        68.55,        69.00,        68.40,        68.40,                   342750.00,5000, ,       103.80,        50.55
N,SM,PCCL,PETRO CARBON AND CHEMI L,       188.25,       191.90,       191.90,       191.00,       191.90,                   383240.00,2000, ,       228.00,       150.00
N,SM,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       241.40,       240.10,       244.35,       235.00,       237.80,                  3366465.00,14100, ,       327.95,       165.00
N,SM,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,        19.25,        19.25,        19.25,        18.55,        18.55,                   113000.00,6000, ,        30.00,        16.75
N,SM,PPSL,PICTUREPOST STUDIOS LTD,        10.15,        10.00,        10.00,         9.50,        10.00,                   237900.00,24000, ,        45.60,         9.00
N,SM,PLADAINFO,PLADA INFOTECH SERVICES L,        17.00,        16.45,        16.45,        16.45,        16.45,                    49350.00,3000, ,        29.75,        14.85
G,ST,POLYSIL,POLYSIL IRRIGATION SYST L,       305.80,       299.70,       299.70,       299.70,       299.70,                   149850.00,500, ,       356.75,        14.25
N,SM,POSITRON,POSITRON ENERGY LIMITED,       216.00,       223.40,       223.40,       208.25,       209.50,                  2554155.00,12000, ,       420.00,       207.10
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       348.10,       352.50,       352.50,       345.00,       347.40,                 12006125.00,34500, ,       362.95,       101.05
N,SM,PRANIK,PRANIK LOGISTICS LIMITED,        53.75,        57.50,        57.50,        57.50,        57.50,                    92000.00,1600, ,       112.95,        48.10
N,SM,PRATHAM,PRATHAM EPC PROJECTS LTD,       150.00,       148.20,       150.00,       148.10,       148.20,                   950700.00,6400, ,       242.30,       133.00
N,SM,PRECISION,PRECISION METALIKS LTD,        12.35,        12.35,        12.40,        12.35,        12.40,                    49500.00,4000, ,        46.95,        12.30
N,SM,PRLIND,PREMIER ROADLINES LIMITED,        76.15,        75.50,        76.10,        75.50,        76.00,                   379200.00,5000, ,       139.00,        75.45
N,SM,PREMIUM,PREMIUM PLAST LIMITED,        36.50,        36.90,        36.90,        36.90,        36.90,                   110700.00,3000, ,        48.20,        26.05
N,SM,PRESSTONIC,PRESSTONIC ENGINEERING L,        61.40,        62.50,        62.50,        59.00,        59.00,                   907680.00,15200, ,       143.00,        59.00
N,SM,PRIMECAB,PRIME CABLE INDUSTRIES L,        96.10,        96.10,        97.00,        95.50,        95.50,                  2000640.00,20800, ,       123.65,        70.70
N,SM,PRITIKA,PRITIKA ENG COMPO LTD,        74.80,        75.95,        75.95,        75.95,        75.95,                   151900.00,2000, ,       208.50,        66.50
N,SM,PRIZOR,PRIZOR VIZTECH LIMITED,       288.90,       281.00,       284.65,       261.05,       274.60,                  3304420.00,12000, ,       362.00,       105.10
N,SM,PROFX,PRO FX TECH LIMITED,        62.30,        62.30,        64.95,        61.50,        63.85,                  1508640.00,24000, ,       136.90,        56.90
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,        76.10,        76.10,        76.10,        76.10,        76.10,                   114150.00,1500, ,       361.00,        75.00
N,SM,PROV,PROVENTUS AGROCOM LIMITED,      1260.00,      1260.00,      1260.00,      1245.00,      1245.00,                  1395600.00,1120, ,      1770.00,       815.10
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        31.45,        31.00,        32.55,        31.00,        31.75,                   251100.00,8000, ,        86.50,        29.00
N,ST,PURPLEUTED,PURPLE UNITED SALES LTD,       406.55,       408.30,       408.30,       387.35,       402.00,                  2206200.00,5500, ,       587.95,       119.55
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,       106.50,       111.95,       111.95,       107.00,       107.05,                  1086850.00,10000, ,       148.75,        91.00
N,SM,QUADPRO,QUADPRO ITES LIMITED,         2.60,         2.50,         2.50,         2.50,         2.50,                   150000.00,60000, ,         4.65,         2.50
N,SM,QFIL,QUALITY FOILS (INDIA) LTD,        64.05,        61.05,        61.05,        61.00,        61.00,                   122050.00,2000, ,       101.80,        60.55
N,SM,QUESTLAB,QUEST LABORATORIES LTD,        86.50,        86.20,        86.30,        86.20,        86.30,                   207000.00,2400, ,       160.00,        75.15
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        36.35,        37.50,        37.50,        36.05,        36.35,                   220900.00,6000, ,       106.60,        27.15
N,SM,QVCEL,QVC EXPORTS LIMITED,        29.00,        29.00,        29.00,        29.00,        29.00,                    46400.00,1600, ,        48.55,        22.20
N,SM,RILINFRA,RACHANA INFRA LTD,        35.15,        35.15,        36.10,        35.15,        35.55,                   342080.00,9600, ,        53.95,        25.55
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,       250.75,       250.75,       251.00,       250.75,       251.00,                   501750.00,2000, ,       383.85,       173.15
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,        85.15,        85.10,        85.10,        84.15,        84.15,                   381300.00,4500, ,       101.90,        70.05
N,SM,RBS,RAMDEVBABA SOLVENT LTD,       103.50,       104.00,       105.00,       102.00,       102.00,                  1158800.00,11200, ,       150.50,        99.00
N,SM,RAPIDFLEET,RAPID FLEET MGT SERVICE L,       194.00,       194.25,       194.25,       194.25,       194.25,                   116550.00,600, ,       229.00,       171.00
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,       303.00,       290.00,       305.50,       290.00,       305.50,                   720450.00,2400, ,       430.00,       215.20
N,SM,RBMINFRA,RBM INFRACON LIMITED,       418.00,       420.80,       423.60,       411.20,       414.75,                  1581210.00,3800, ,       814.55,       249.85
N,SM,READYMIX,READYMIX CONSTRU MACHI L,       126.20,       126.00,       126.00,       121.00,       122.00,                   981100.00,8000, ,       175.00,        55.20
N,SM,REFRACTORY,REFRACTORY SHAPES LIMITED,        50.65,        52.00,        55.70,        51.50,        55.10,                   915750.00,17000, ,       114.60,        39.00
N,SM,REMUS,REMUS PHARMACEUTICALS L,       755.65,       750.00,       762.00,       725.00,       733.95,                  1941510.00,2600, ,      2577.00,       611.05
N,ST,RNPL,RENOL POLYCHEM LIMITED,       147.00,       145.00,       149.20,       145.00,       148.75,                  1599180.00,10800, ,       156.00,        69.00
N,SM,REXPRO,REXPRO ENTERPRISES LTD,        49.05,        46.05,        48.70,        44.15,        47.10,                  2146500.00,46000, ,       120.00,        44.15
N,ST,RICHA,RICHA INFO SYSTEMS LTD,        70.00,        66.50,        66.70,        66.50,        66.60,                   266300.00,4000, ,       102.05,        50.00
N,SM,RITEZONE,RITE ZONE CHEMCON IND LTD,        21.80,        21.05,        21.05,        21.00,        21.00,                   100960.00,4800, ,        51.50,        19.85
N,SM,RNFI,RNFI SERVICES LIMITED,       335.40,       335.00,       339.00,       329.00,       333.00,                  4774890.00,14400, ,       404.00,       135.00
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       193.00,       201.00,       201.00,       201.00,       201.00,                    50250.00,250, ,       650.00,       160.55
N,SM,ROXHITECH,ROX HI TECH LIMITED,        44.35,        43.60,        45.00,        43.60,        44.55,                   920240.00,20800, ,       107.95,        35.05
N,SM,ROYALARC,ROYAL ARC ELECTRODES LTD,       157.50,       155.00,       155.00,       155.00,       155.00,                   186000.00,1200, ,       187.80,       114.25
N,SM,RULKA,RULKA ELECTRICALS LIMITED,       104.50,       101.50,       108.10,       101.50,       108.10,                   157305.00,1500, ,       325.00,       100.35
N,SM,SATECH,S A TECH SOFTWARE INDIA L,        51.20,        56.30,        56.30,        52.25,        56.30,                  9496000.00,170000, ,       154.85,        31.80
N,SM,SDREAMS,S D RETAIL LIMITED,        90.00,        89.00,        89.00,        88.95,        88.95,                   355900.00,4000, ,       198.50,        86.35
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       360.35,       360.00,       360.00,       353.70,       354.75,                  2671262.50,7500, ,       724.00,       301.05
N,ST,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       179.80,       180.90,       183.75,       179.00,       179.00,                  2967060.00,16200, ,       253.95,       118.00
N,ST,SACHEEROME,SACHEEROME LIMITED,       420.65,       404.00,       404.00,       399.65,       399.65,                  6006420.00,15000, ,       428.55,       140.50
N,SM,SADHAV,SADHAV SHIPPING LIMITED,       100.00,        99.95,       100.10,        96.00,       100.00,                  2135070.00,21600, ,       164.00,        76.95
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       272.00,       273.10,       273.10,       266.00,       269.00,                  4302925.00,16000, ,       319.00,       151.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,       162.00,       162.00,       162.00,       157.00,       157.75,                  1016820.00,6400, ,       575.00,       138.15
N,SM,SAHANA,SAHANA SYSTEM LIMITED,       973.75,       976.65,       999.00,       968.10,       988.90,                  4544756.25,4625, ,      2135.00,       905.20
N,SM,SAHASRA,SAHASRA ELECTRONIC SOLU L,       282.75,       279.05,       279.05,       275.10,       275.95,                  3985720.00,14400, ,       638.00,       227.50
N,SM,SAJHOTELS,SAJ HOTELS LIMITED,        60.10,        61.80,        63.00,        61.80,        63.00,                   497000.00,8000, ,        86.50,        46.00
N,ST,SAMAY,SAMAY PROJECT SERVICES L,        43.90,        41.80,        43.15,        41.80,        42.80,                   682600.00,16000, ,        51.30,        28.80
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,        12.10,        12.15,        13.30,        12.10,        13.30,                  1141400.00,88000, ,       111.90,        10.50
N,SM,SANGANI,SANGANI HOSPITALS LIMITED,        59.90,        57.25,        59.20,        57.20,        59.20,                   346350.00,6000, ,        77.95,        48.50
N,SM,SARTELE,SAR TELEVENTURE LIMITED,       227.70,       228.00,       230.60,       223.00,       225.15,                 17024575.00,75000, ,       302.95,       162.00
N,SM,SATKARTAR,SAT KARTAR SHOPPING LTD,       156.10,       155.00,       157.50,       154.00,       155.10,                  2238600.00,14400, ,       241.95,       130.20
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       472.05,       469.30,       477.50,       465.35,       471.25,                 18989380.00,40200, ,       580.00,       362.00
N,SM,SATIPOLY,SATI POLY PLAST LIMITED,        65.00,        63.25,        63.25,        59.50,        60.95,                   517550.00,8500, ,       220.00,        59.50
N,SM,SATTVAENGG,SATTVA ENGINEERING CSTN L,        65.45,        64.00,        64.00,        64.00,        64.00,                   102400.00,1600, ,       118.90,        63.00
N,SM,SAWALIYA,SAWALIYA FOOD PRODUCTS L,       293.55,       293.20,       295.50,       292.05,       294.80,                 65181600.00,222000, ,       305.00,       208.00
N,SM,SERVICE,SERVICE CARE LIMITED,        42.15,        42.15,        43.00,        42.00,        42.75,                   511300.00,12000, ,        83.20,        39.40
N,ST,SCML,SHARP CHUCKS N MACHINES L,       149.00,       150.00,       150.00,       143.55,       144.10,                  2954650.00,20000, ,       159.50,        68.05
N,SM,SHEEL,SHEEL BIOTECH LIMITED,        74.60,        74.60,        76.85,        73.20,        73.20,                   893600.00,12000, ,        95.55,        73.20
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,       149.35,       149.40,       149.90,       148.70,       149.20,                  2538650.00,17000, ,       159.00,        60.20
N,SM,SHERA,SHERA ENERGY LIMITED,       121.70,       123.00,       123.00,       121.00,       121.00,                  1456550.00,12000, ,       214.00,       117.80
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,        52.00,        50.25,        50.25,        49.00,        49.00,                   148875.00,3000, ,       129.00,        44.05
N,SM,SPCL,SHIVALIC POWER CONTROL L,        79.05,        79.95,        81.00,        76.35,        77.75,                  2622510.00,33600, ,       279.00,        71.00
N,SM,SHIVASHRIT,SHIVASHRIT FOODS LIMITED,       132.50,       125.00,       129.50,       123.00,       123.10,                 14538700.00,116000, ,       148.50,       118.00
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       488.00,       488.00,       488.00,       483.50,       484.10,                  1017075.00,2100, ,       852.90,       470.00
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,        83.00,        84.00,        84.00,        77.60,        81.50,                  3212400.00,40000, ,       145.35,        77.60
N,SM,SHETHJI,SHREEJI GLOBAL FMCG LTD,       108.80,       109.00,       109.20,       107.20,       107.60,                   972500.00,9000, ,       123.65,        95.50
N,ST,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       245.65,       235.25,       245.00,       235.25,       239.90,                  3907800.00,16200, ,       280.10,       126.50
N,SM,SHKSIL,SHRI HARE-KRI SPO IRON L,        55.35,        55.00,        55.00,        55.00,        55.00,                  1540000.00,28000, ,        84.00,        53.20
N,ST,SHRIKANHA,SHRI KANHA STAINLESS LTD,        75.50,        71.75,        71.75,        71.75,        71.75,                   114800.00,1600, ,        88.00,        71.75
N,SM,SHRITECH,SHRI TECHTEX LIMITED,        63.00,        60.05,        60.10,        60.00,        60.05,                   480400.00,8000, ,        95.50,        58.00
N,ST,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,        35.85,        36.00,        37.50,        34.25,        36.95,                  1878150.00,52000, ,        37.50,        13.35
N,SM,SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,       372.05,       366.05,       366.05,       365.05,       366.00,                   438930.00,1200, ,       494.95,       268.70
N,SM,SIDDHICOTS,SIDDHI COTSPIN LIMITED,        30.15,        30.00,        30.45,        29.15,        30.35,                  2702280.00,90000, ,        86.40,        27.15
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       219.90,       219.75,       220.00,       219.75,       220.00,                  1319600.00,6000, ,       243.00,       154.05
N,SM,SIGNORIA,SIGNORIA CREATION LIMITED,        97.90,        93.05,        93.05,        93.05,        93.05,                   186100.00,2000, ,       135.60,        60.00
N,SM,SILKY,SILKY OVERSEAS LIMITED,       145.00,       140.00,       145.00,       118.55,       144.00,                  3596800.00,27200, ,       171.00,       103.00
N,SM,SKP,SKP BEARING INDUSTRI. LTD,       176.00,       176.00,       176.00,       171.50,       171.50,                   518500.00,3000, ,       263.50,       159.95
N,SM,SLONE,SLONE INFOSYSTEMS LIMITED,       269.95,       265.05,       265.05,       255.00,       264.95,                   730180.00,2800, ,       476.00,       220.40
N,SM,SMARTEN,SMARTEN POWER SYSTEMS LTD,        67.05,        67.40,        68.00,        66.20,        66.50,                  1126140.00,16800, ,       157.95,        65.10
N,SM,SNEHAA,SNEHAA ORGANICS LIMITED,        76.65,        70.10,        73.50,        69.00,        70.00,                  1204150.00,17000, ,       122.00,        67.00
N,SM,SONAMAC,SONA MACHINERY LIMITED,        46.95,        46.95,        47.10,        46.95,        47.05,                   188150.00,4000, ,       135.95,        46.70
N,SM,SONUINFRA,SONU INFRATECH LIMITED,        83.05,        85.00,        85.00,        85.00,        85.00,                   127500.00,1500, ,       145.00,        83.00
