MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,BHARATWIRE,BHARAT WIRE ROPES LTD.,       176.14,       175.90,       182.00,       175.30,       181.35,                 32008813.43,178063,N, ,3819,       248.70,       122.23
N,EQ,BHARTIHEXA,BHARTI HEXACOM LIMITED,      1700.30,      1705.00,      1759.00,      1701.00,      1743.60,                406416076.10,233240,N, ,26214,      2052.90,      1234.00
N,EQ,BHEL,BHEL,       282.60,       281.50,       281.80,       275.80,       279.35,               1455592389.75,5220449,N, ,45811,       295.25,       176.00
N,EQ,BIGBLOC,BIGBLOC CONSTRUCTION LTD,        70.66,        70.99,        74.85,        70.71,        73.43,                 94502183.73,1290447,N, ,13118,       113.97,        48.25
N,EQ,BIKAJI,BIKAJI FOODS INTERN LTD,       741.00,       739.50,       755.20,       731.80,       747.00,                243085599.60,325257,N, ,19608,       820.00,       558.80
N,SM,BIKEWO,BIKEWO GREEN TECH LIMITED,        20.35,        19.90,        20.20,        19.35,        19.50,                  1172300.00,60000,N, ,12,        30.95,        13.65
N,EQ,BIL,BHARTIYA INTERNATIONAL,       760.45,       763.55,       763.55,       736.10,       747.80,                   766488.85,1023,N, ,205,       984.75,       444.00
N,EQ,BIOCON,BIOCON LIMITED.,       390.65,       390.65,       391.90,       383.90,       384.90,                392066795.45,1015368,N, ,18095,       424.95,       291.00
N,EQ,BIOFILCHEM,BIOFIL CHEM & PHARMA LTD,        35.03,        35.00,        35.70,        33.40,        34.44,                  1522982.70,44113,N, ,425,        67.69,        32.60
N,RR,BIRET,BROOKFIELD INDIA RET,       328.72,       329.90,       334.45,       326.50,       329.90,                244751141.13,739611,N, ,9911,       355.38,       270.87
N,EQ,BIRLACABLE,BIRLA CABLE LIMITED,       133.80,       138.10,       138.10,       131.97,       133.78,                  3943348.49,29313,N, ,1824,       234.53,       125.35
N,EQ,BIRLACORPN,BIRLA CORPORATION LTD,      1090.70,      1087.30,      1090.00,      1068.20,      1076.50,                 75429186.40,70065,N, ,7638,      1535.30,       910.25
N,EQ,BIRLAMONEY,ADITYA BIRLA MONEY LTD,       149.50,       151.70,       152.30,       148.61,       149.08,                  2807248.42,18674,N, ,868,       303.72,       131.27
N,EQ,BIRLANU,BIRLANU LIMITED,      1554.50,      1539.00,      1590.00,      1539.00,      1582.00,                 20114754.30,12837,N, ,1376,      2600.00,      1511.00
N,EQ,BLACKBUCK,BLACKBUCK LIMITED,       645.50,       641.25,       641.95,       625.10,       633.35,                318447002.90,503177,N, ,23025,       748.00,       326.45
N,EQ,BLAL,BEML LAND ASSETS LIMITED,       205.22,       206.99,       206.99,       203.14,       204.34,                  3130944.16,15310,N, ,641,       258.40,       180.50
N,EQ,BLBLIMITED,BLB LIMITED,        15.22,        15.23,        15.32,        14.81,        14.99,                  1555530.89,103811,N, ,484,        24.95,        13.10
N,EQ,BLISSGVS,BLISS GVS PHARMA LTD,       142.76,       143.09,       144.65,       140.80,       143.65,                 69103258.89,485026,N, ,5581,       190.97,       108.12
N,EQ,BLKASHYAP,B.L.KASHYAP & SON LTD,        53.12,        57.49,        57.49,        52.00,        53.17,                455292847.51,8364235,N, ,28079,        84.69,        45.00
N,EQ,BLS,BLS INTL SERVS LTD,       316.50,       317.50,       317.75,       314.00,       314.80,                106650844.65,338463,N, ,8426,       521.80,       276.95
N,EQ,BLSE,BLS E-SERVICES LIMITED,       216.94,       215.22,       215.86,       212.00,       213.11,                 33125772.88,154913,N, ,3598,       232.50,       131.31
N,EQ,BLUEDART,BLUE DART EXPRESS LTD,      5427.50,      5427.50,      5431.50,      5370.50,      5383.50,                 77759185.50,14400,N, ,3373,      7905.00,      5352.00
N,EQ,BLUEJET,BLUE JET HEALTHCARE LTD,       548.15,       548.15,       556.00,       540.35,       542.00,                 72077418.70,131848,N, ,5712,      1027.80,       492.00
N,SM,BLUEPEBBLE,BLUE PEBBLE LIMITED,       119.40,       118.00,       133.00,       113.10,       121.05,                  4738840.00,38800,N, ,56,       370.85,        88.00
N,EQ,BLUESTARCO,BLUE STAR LIMITED,      1806.20,      1790.00,      1822.50,      1790.00,      1815.60,                263646546.40,145718,N, ,14637,      2417.00,      1521.00
N,EQ,BLUESTONE,BLUESTONE JEWEL LFSTL LTD,       510.60,       512.00,       514.95,       495.80,       499.00,                120439726.25,237696,N, ,11765,       793.00,       493.60
N,SM,BLUEWATER,BLUE WATER LOGISTICS LTD,       147.00,       143.00,       143.00,       143.00,       143.00,                   286000.00,2000,N, ,2,       187.20,       125.40
N,EQ,BLUSPRING,BLUSPRING ENTERPRISES LTD,        68.06,        67.00,        68.45,        66.10,        66.34,                  9755752.72,145518,N, ,1419,       100.88,        62.61
N,SM,BMETRICS,BOMBAY METRICS S C LTD,        40.50,        41.20,        42.00,        41.20,        42.00,                   100160.00,2400,N, ,2,        63.20,        38.10
N,EQ,BMWVENTLTD,BMW VENTURES LIMITED,        59.87,        60.21,        61.00,        59.40,        60.18,                  7823950.61,130109,N, ,1241,        78.00,        55.70
N,EQ,BODALCHEM,BODAL CHEMICALS LTD,        52.99,        53.00,        53.74,        52.50,        52.89,                  3683324.55,69545,N, ,1121,        81.49,        49.50
N,EQ,BOHRAIND,BOHRA INDUSTRIES LIMITED,        19.66,        20.49,        20.49,        18.82,        19.37,                   296416.04,15606,N, ,54,        37.35,        17.15
N,EQ,BOMDYEING,BOMBAY DYEING & MFG. CO L,       133.27,       132.00,       132.60,       129.00,       129.45,                 71346062.93,547799,N, ,7985,       222.61,       117.50
N,EQ,BOROLTD,BOROSIL LIMITED,       297.00,       296.60,       297.35,       291.85,       292.40,                 36808794.25,124708,N, ,1634,       448.80,       282.65
N,EQ,BORORENEW,BOROSIL RENEWABLES LTD,       543.65,       546.05,       546.60,       530.60,       532.85,                 79806139.70,148607,N, ,8639,       721.00,       441.45
N,EQ,BOROSCI,BOROSIL SCIENTIFIC LTD,       123.05,       122.50,       122.96,       121.30,       121.86,                  2155103.24,17653,N, ,794,       190.79,       107.42
N,SM,BOSS,BOSS PACKAGING SOLU LTD,        43.20,        43.00,        43.20,        43.00,        43.20,                   172400.00,4000,N, ,2,        56.30,        36.55
N,EQ,BPL,BPL LTD,        56.51,        57.21,        57.21,        55.00,        55.65,                  2452383.95,43484,N, ,730,       144.20,        50.00
N,SM,BRACEPORT,BRACE PORT LOGISTICS LTD,        86.25,        85.00,        85.00,        85.00,        85.00,                   136000.00,1600,N, ,1,       111.00,        69.00
N,EQ,BRIGADE,BRIGADE ENTER. LTD,       884.40,       878.00,       878.00,       856.50,       858.65,                232205125.30,267451,N, ,13166,      1338.70,       838.50
N,EQ,BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,        72.50,        72.50,        72.80,        71.71,        71.97,                  3217036.58,44469,N, ,878,        91.77,        71.71
N,EQ,BRNL,BHARAT ROAD NETWORK LTD,        23.03,        23.03,        23.20,        22.86,        22.99,                   428590.35,18617,N, ,391,        53.43,        17.40
N,EQ,BROOKS,BROOKS LAB LIMITED,        95.99,        95.99,        99.20,        95.84,        97.13,                  1890956.85,19515,N, ,512,       198.86,        93.51
N,EQ,BSE,BSE LIMITED,      2648.90,      2648.90,      2648.90,      2571.00,      2605.90,              13634814377.40,5246754,N, ,182443,      7588.00,      2021.50
N,EQ,BSHSL,BOMBAY SUPER HYBRID SEEDS,       100.88,       101.80,       105.80,        98.58,       102.05,                   821077.55,8164,N, ,378,       179.99,        94.15
N,EQ,BSL,BSL LTD,       164.67,       169.79,       169.79,       154.15,       155.80,                  3340095.51,20894,N, ,1777,       331.85,       127.30
N,EQ,BSOFT,BIRLASOFT LIMITED,       434.75,       436.70,       437.15,       424.60,       426.10,                351957079.15,816554,N, ,22089,       611.70,       331.00
N,EQ,BTML,BODHI TREE MULTIMEDIA LTD,         8.23,         8.21,         8.58,         8.20,         8.26,                  1921858.54,230374,N, ,1119,        13.95,         7.11
N,EQ,BUTTERFLY,BTRFLY GANDHI APPL LTD,       672.05,       672.10,       675.10,       660.80,       663.65,                  1602674.00,2403,N, ,286,       829.90,       550.70
N,EQ,BVCL,BARAK VALLEY CEM. LTD.,        42.93,        44.69,        44.69,        43.28,        43.51,                   829875.95,19009,N, ,156,        69.99,        34.06
N,EQ,BYKE,THE BYKE HOSPITALITY LTD,        52.46,        52.88,        52.88,        51.11,        51.63,                  1949043.60,37561,N, ,1309,       107.00,        49.51
N,SM,C2C,C2C ADVANCED SYSTEMS LTD,       475.95,       481.00,       485.00,       464.95,       469.25,                 27406710.00,57450,N, ,306,       954.00,       250.15
N,SM,CADSYS,CADSYS (INDIA) LIMITED,        40.40,        42.20,        42.20,        40.40,        40.40,                   101900.00,2500,N, ,4,       127.90,        35.60
N,EQ,CALSOFT,CALIFORNIA SOFTWARE CO LT,        15.81,        15.86,        16.50,        15.27,        16.20,                   399110.19,25014,N, ,230,        22.87,         9.96
N,E1,CALSOFTPP,CALSOFT RS.2.50 PPD UP,         4.73,         4.70,         4.97,         4.31,         4.60,                    20621.42,4363,N, ,67,         7.58,         2.28
N,EQ,CAMLINFINE,CAMLIN FINE SCIENCES LTD,       160.63,       159.01,       160.59,       157.66,       159.40,                 35709870.27,224758,N, ,4373,       333.30,       113.24
N,EQ,CAMPUS,CAMPUS ACTIVEWEAR LIMITED,       263.50,       263.20,       264.95,       260.55,       262.05,                 68639255.35,260811,N, ,7436,       337.60,       210.00
N,EQ,CAMS,COMPUTER AGE MNGT SER LTD,       755.20,       750.00,       756.80,       747.10,       753.80,                405169741.20,539086,N, ,17476,      5287.85,       722.00
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,        30.50,        31.50,        31.90,        31.00,        31.30,                  1261400.00,40000,N, ,10,        46.40,        23.50
N,EQ,CANFINHOME,CAN FIN HOMES LTD,       919.30,       920.50,       922.95,       912.25,       916.55,                121717261.05,132578,N, ,11289,       932.00,       558.50
N,EQ,CANHLIFE,CANARA HSBC LIFE INS CO L,       123.56,       122.00,       125.86,       122.00,       124.41,                308373133.46,2483780,N, ,20435,       128.20,       106.00
N,EQ,CANTABIL,CANTABIL RETAIL LTD,       260.51,       260.51,       263.00,       258.60,       261.82,                 11265868.56,43221,N, ,1270,       334.00,       213.41
N,EQ,CAPACITE,CAPACITE INFRAPROJECT LTD,       259.05,       259.10,       261.00,       257.40,       258.70,                 20342059.65,78555,N, ,1853,       465.00,       247.30
N,EQ,CAPILLARY,CAPILLARY TECHNO INDIA L,       703.40,       696.30,       699.80,       672.15,       677.25,               1329944440.00,1941217,N, ,40792,       798.95,       570.05
N,IV,CAPINVIT,CAPITAL INFRA TRUST,        74.81,        75.39,        75.39,        74.45,        74.49,                 14173710.74,189884,N, ,2143,       108.95,        72.95
N,EQ,CAPITALSFB,CAPITAL SMALL FIN BANK L,       264.60,       264.60,       264.75,       260.00,       261.20,                  7872947.45,30045,N, ,1166,       330.65,       250.00
N,EQ,CAPLIPOINT,CAPLIN POINT LAB LTD.,      1955.60,      1940.00,      1958.00,      1931.60,      1945.60,                 51057955.00,26232,N, ,5007,      2641.00,      1599.00
N,EQ,CAPTRUST,CAPITAL TRUST LIMITED,        11.53,        11.91,        12.10,        11.16,        12.08,                  1653407.31,138159,N, ,361,       127.00,        11.08
N,EQ,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,       870.15,       866.00,       868.00,       856.30,       862.25,                 48783920.80,56641,N, ,6413,      1372.00,       809.10
N,EQ,CARERATING,CARE RATINGS LIMITED,      1527.70,      1516.70,      1554.50,      1511.00,      1543.20,                 47189893.20,30691,N, ,3773,      1964.00,      1052.00
N,EQ,CARRARO,CARRARO INDIA LIMITED,       541.15,       541.25,       541.95,       526.25,       529.15,                 24617230.35,46172,N, ,3831,       692.40,       253.15
N,EQ,CARTRADE,CARTRADE TECH LIMITED,      2788.40,      2798.00,      2888.40,      2728.80,      2743.40,                846606664.90,300939,N, ,40052,      3290.50,      1294.00
N,EQ,CARYSIL,CARYSIL LIMITED,       915.40,       916.00,       917.20,       900.20,       907.00,                 24064666.60,26497,N, ,2967,      1071.90,       482.30
N,EQ,CASTROLIND,CASTROL INDIA LIMITED,       183.63,       183.63,       183.63,       181.95,       182.66,                147628521.93,808261,N, ,20959,       251.95,       162.60
N,EQ,CCHHL,COUNTRY CLUB HOSP HOL LTD,        15.57,        15.31,        15.90,        14.66,        15.45,                   574900.26,38045,N, ,455,        21.24,        13.00
N,EQ,CCL,CCL PRODUCTS (I) LTD,       989.10,       986.00,       988.90,       975.00,       981.80,                132885044.40,135465,N, ,10441,      1074.40,       525.00
N,EQ,CDSL,CENTRAL DEPO SER (I) LTD,      1517.60,      1508.00,      1514.70,      1495.00,      1501.20,               1199610038.80,798177,N, ,31948,      1989.80,      1047.45
N,EQ,CEATLTD,CEAT LIMITED,      3823.50,      3825.90,      3859.80,      3758.00,      3776.40,                227263055.50,59749,N, ,9742,      4438.00,      2343.05
N,SM,CEDAAR,CEDAAR TEXTILE LIMITED,        90.75,        94.00,        99.80,        90.95,        93.10,                 23719200.00,250000,N, ,222,       136.30,        60.00
N,EQ,CEIGALL,CEIGALL INDIA LIMITED,       232.37,       232.99,       233.80,       230.70,       231.42,                 12042231.06,51885,N, ,1746,       375.90,       222.61
N,EQ,CELEBRITY,CELEBRITY FASHIONS LTD,         8.70,         8.77,         8.78,         8.33,         8.40,                   227333.49,26804,N, ,203,        18.47,         8.26
N,SM,CELLECOR,CELLECOR GADGETS LIMITED,        31.15,        30.80,        30.95,        30.40,        30.50,                  3400650.00,111000,N, ,35,        81.50,        25.75
N,EQ,CELLO,CELLO WORLD LIMITED,       571.30,       566.30,       567.85,       555.00,       556.45,                 51168900.95,91538,N, ,6847,       834.90,       494.75
N,SM,CELLPOINT,CELL POINT (INDIA) LTD,        17.00,        17.00,        17.00,        16.75,        16.75,                    60780.00,3600,N, ,3,        28.60,        15.60
N,EQ,CEMPRO,CEMINDIA PROJECTS LIMITED,       823.90,       826.70,       826.70,       811.05,       815.95,                 96587051.85,118477,N, ,6467,       944.00,       476.60
N,EQ,CENTENKA,CENTURY ENKA LTD,       442.65,       442.65,       444.75,       432.55,       436.25,                  2031773.90,4630,N, ,411,       744.90,       409.50
N,EQ,CENTRALBK,CENTRAL BANK OF INDIA,        36.55,        36.49,        36.49,        36.06,        36.14,                118024909.55,3261959,N, ,11366,        58.96,        32.75
N,EQ,CENTRUM,CENTRUM CAPITAL LIMITED,        29.04,        29.00,        29.03,        28.71,        28.92,                  2541940.68,87880,N, ,2067,        41.90,        22.40
N,EQ,CENTUM,CENTUM ELECTRONICS LTD,      2287.80,      2276.40,      2338.00,      2260.00,      2268.60,                 30724564.70,13455,N, ,2132,      3044.00,      1140.30
N,EQ,CENTURYPLY,CENTURY PLYBOARDS (I) LTD,       839.65,       832.50,       840.50,       822.00,       829.90,                 35726891.70,42942,N, ,4600,       897.10,       650.00
N,EQ,CERA,CERA SANITARYWARE LTD,      5179.50,      5175.00,      5387.50,      5131.50,      5352.50,                252019117.50,47374,N, ,11801,      7879.95,      5060.05
N,EQ,CESC,CESC LTD,       170.95,       170.00,       171.80,       168.20,       169.82,                345570702.82,2032888,N, ,30485,       192.27,       119.00
N,EQ,CEWATER,CONCORD ENVIRO SYSTEMS L,       459.30,       458.10,       469.40,       450.20,       458.50,                 40167978.10,87392,N, ,4115,       860.00,       349.65
N,EQ,CGCL,CAPRI GLOBAL CAPITAL LTD,       182.28,       182.38,       184.50,       180.00,       181.01,                192809544.26,1057552,N, ,16555,       231.35,       150.51
N,SM,CGRAPHICS,CREATIVE GRAPHICS S IND L,       200.00,       201.80,       201.80,       198.20,       199.95,                  1439160.00,7200,N, ,8,       259.00,       134.40
N,EQ,CHALET,CHALET HOTELS LIMITED,       894.40,       891.00,       892.90,       870.00,       878.65,                110527711.75,125824,N, ,10602,      1082.00,       634.05
N,EQ,CHAMBLFERT,CHAMBAL FERTILIZERS LTD,       436.75,       438.70,       458.80,       436.50,       445.80,               3187445000.10,7054664,N, ,117049,       742.20,       410.20
N,SM,CHAMUNDA,CHAMUNDA ELECTRICAL LTD,        51.40,        51.35,        51.35,        51.10,        51.10,                  1077300.00,21000,N, ,7,        71.00,        36.10
N,SM,CHANDAN,CHANDAN HEALTHCARE LTD,       293.90,       290.00,       299.90,       290.00,       291.15,                  6104760.00,20800,N, ,25,       358.00,       140.00
N,SM,CHAVDA,CHAVDA INFRA LIMITED,       122.00,       122.00,       122.40,       119.00,       120.30,                   963100.00,8000,N, ,8,       186.00,        82.10
N,EQ,CHEMBOND,CHEMBOND MATERIALTECH LTD,       163.90,       167.70,       167.70,       162.10,       163.19,                   174076.24,1064,N, ,83,       341.80,       151.60
N,EQ,CHEMBONDCH,CHEMBOND CHEMICAL LIMITED,       156.89,       157.67,       159.60,       153.70,       157.43,                  1784600.89,11362,N, ,461,       244.99,       140.29
N,EQ,CHEMCON,CHEMCON SPECIAL CHEM LTD,       202.96,       202.30,       204.00,       200.22,       202.01,                  4552934.18,22548,N, ,1066,       295.00,       160.00
N,EQ,CHEMFAB,CHEMFAB ALKALIS LIMITED,       464.50,       464.40,       474.00,       450.00,       452.35,                  5624180.20,12229,N, ,2083,      1135.00,       450.00
N,EQ,CHEMPLASTS,CHEMPLAST SANMAR LIMITED,       262.45,       262.50,       262.50,       255.00,       256.35,                 21802972.25,84814,N, ,4635,       525.00,       255.00
N,EQ,CHENNPETRO,CHENNAI PETROLEUM CORP LT,       924.10,       928.00,       934.80,       912.20,       915.75,                615700088.80,668153,N, ,20786,      1103.00,       433.10
N,SM,CHETANA,CHETANA EDUCATION LIMITED,        56.35,        54.00,        54.00,        51.05,        52.70,                   922160.00,17600,N, ,10,       129.00,        51.05
N,EQ,CHEVIOT,CHEVIOT COMPANY LIMITED,      1057.00,      1057.00,      1060.30,      1050.20,      1054.00,                   331661.70,314,N, ,104,      1443.50,       974.75
N,EQ,CHOICEIN,CHOICE INTERNATIONAL LTD,       772.20,       772.55,       775.40,       754.00,       756.30,                304071743.35,400531,N, ,10367,       841.00,       438.45
N,EQ,CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,      1899.10,      1899.00,      1910.60,      1851.00,      1857.40,                325261522.20,172845,N, ,15812,      2231.60,      1357.35
N,EQ,CIEINDIA,CIE AUTOMOTIVE INDIA LTD,       396.35,       397.50,       398.05,       389.00,       394.35,                 49843821.75,126663,N, ,11872,       503.50,       356.75
N,EQ,CIFL,CAPITAL INDIA FINANCE LTD,        36.23,        36.40,        36.64,        35.25,        35.57,                  9797735.48,272193,N, ,2356,        44.50,        29.25
N,EQ,CIGNITITEC,CIGNITI TECHNOLOGIES LTD,      1824.50,      1817.00,      1823.80,      1794.30,      1812.60,                177255838.90,98243,N, ,7807,      1970.00,      1033.25
N,EQ,CINELINE,CINELINE INDIA LIMITED,        92.86,        93.45,        93.45,        88.23,        91.25,                  1086150.63,12052,N, ,299,       139.44,        73.64
N,EQ,CINEVISTA,CINEVISTA LIMITED,        15.09,        14.70,        15.14,        14.56,        14.73,                   275954.39,18690,N, ,162,        24.88,        13.21
N,SM,CLASSICEIL,CLASSIC ELECTRODE (IND) L,        73.70,        78.00,        78.00,        70.00,        70.10,                  1884880.00,25600,N, ,13,       113.90,        66.00
N,EQ,CLEAN,CLEAN SCIENCE & TECH LTD,       908.60,       908.00,       912.70,       896.60,       899.75,                 92774057.50,102603,N, ,11095,      1600.00,       877.70
N,EQ,CLEDUCATE,CL EDUCATE LIMITED,        82.60,        81.50,        83.89,        80.81,        82.72,                  1601864.22,19380,N, ,413,       136.98,        67.50
N,EQ,CLSEL,CHAMAN LAL SETIA EXP LTD,       259.60,       262.00,       265.80,       257.00,       261.95,                 12274032.05,46877,N, ,1419,       447.20,       248.30
N,SM,CLSL,CROP LIFE SCIENCE LIMITED,        46.00,        46.00,        46.00,        46.00,        46.00,                   184000.00,4000,N, ,2,        62.80,        42.25
N,SM,CMNL,CHAMAN METALLICS LIMITED,       125.00,       125.00,       125.00,       123.10,       123.10,                   278437.50,2250,N, ,3,       183.90,       114.75
N,SM,CMRSL,CYBER MEDIA RES & SER LTD,        75.00,        71.25,        71.25,        71.25,        71.25,                    57000.00,800,N, ,1,       118.00,        64.00
N,EQ,CMSINFO,CMS INFO SYSTEMS LIMITED,       348.85,       349.00,       349.00,       344.20,       346.10,                106545966.70,307983,N, ,19109,       541.15,       340.20
N,EQ,CNL,CREATIVE NEWTECH LIMITED,       770.80,       777.00,       780.05,       744.85,       757.80,                  9963563.25,13086,N, ,856,      1024.05,       594.75
N,EQ,COCHINSHIP,COCHIN SHIPYARD LIMITED,      1587.60,      1585.00,      1587.60,      1551.00,      1560.40,                538566237.20,343460,N, ,25857,      2545.00,      1180.20
N,EQ,COFFEEDAY,COFFEE DAY ENTERPRISE LTD,        36.49,        36.50,        37.49,        34.75,        35.02,                 38013980.17,1048760,N, ,5430,        51.46,        27.01
N,EQ,COFORGE,COFORGE LIMITED,      1870.00,      1867.00,      1871.40,      1841.50,      1866.80,               1507210940.30,810515,N, ,39350,     10026.80,      1525.00
N,EQ,COHANCE,COHANCE LIFESCIENCES LTD,       530.30,       530.40,       545.00,       528.80,       538.25,               1102341566.55,2051805,N, ,55361,      1328.00,       521.30
N,EQ,COLPAL,COLGATE PALMOLIVE LTD.,      2164.40,      2160.00,      2193.80,      2153.10,      2160.40,                772282381.30,355988,N, ,26510,      2975.00,      2096.20
N,EQ,COMPUSOFT,COMPUCOM SOFTWARE LTD,        16.50,        16.70,        16.78,        16.25,        16.29,                   374267.32,22793,N, ,235,        31.75,        15.94
N,EQ,CONCOR,CONTAINER CORP OF IND LTD,       502.75,       502.75,       503.40,       497.60,       499.60,                547462368.30,1094602,N, ,16482,       828.90,       493.35
N,EQ,CONCORDBIO,CONCORD BIOTECH LIMITED,      1360.60,      1360.60,      1387.80,      1354.40,      1379.40,                 63918482.00,46583,N, ,5350,      2451.70,      1334.20
N,EQ,CONFIPET,CONFIDENCE PETRO IND LTD.,        34.34,        34.49,        35.32,        33.96,        35.12,                 25614264.41,741710,N, ,3550,        78.50,        32.51
N,SM,CONNPLEX,CONNPLEX CINEMAS LIMITED,       256.05,       249.05,       257.15,       248.00,       254.35,                 10272560.00,40800,N, ,50,       270.00,       177.00
N,EQ,CONSOFINVT,CONSO. FIN. & HOLD. LTD.,       168.48,       172.50,       179.50,       168.50,       173.38,                  2361266.07,13603,N, ,331,       245.09,       152.00
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,        24.00,        22.80,        22.80,        22.80,        22.80,                    75992.40,3333,N, ,1,        41.60,        19.30
N,EQ,CONTROLPR,CONTROL PRINT LIMITED,       729.80,       733.60,       733.60,       711.00,       718.75,                 10823489.00,15085,N, ,1446,       917.50,       547.00
N,SM,COOLCAPS,COOL CAPS INDUSTRIES LTD,        73.50,        74.45,        74.85,        71.60,        74.45,                  7778625.00,106250,N, ,58,       931.00,        67.25
N,EQ,CORALFINAC,CORAL INDIA FIN & HOUS LT,        40.17,        40.36,        40.59,        39.04,        39.20,                  1170827.50,29785,N, ,261,        65.49,        33.70
N,EQ,CORDSCABLE,CORDS CABLE INDUS LTD.,       186.68,       192.90,       193.78,       188.00,       191.00,                  4307172.69,22544,N, ,1492,       239.00,       146.65
N,EQ,COROMANDEL,COROMANDEL INTERNTL. LTD,      2322.70,      2322.90,      2342.00,      2300.20,      2314.30,                313171371.90,134934,N, ,15720,      2718.90,      1596.00
N,EQ,CORONA,CORONA REMEDIES LIMITED,      1438.40,      1414.00,      1466.50,      1380.10,      1441.10,               4461793618.20,3127896,N, ,138201,      1497.80,      1380.10
N,EQ,COSMOFIRST,COSMO FIRST LIMITED,       710.95,       710.95,       712.00,       694.00,       695.85,                 33466865.15,47739,N, ,2014,      1307.20,       525.70
N,EQ,COUNCODOS,COUNTRY CONDO S LIMITED,         5.86,         5.86,         6.07,         5.82,         5.91,                   164509.10,27761,N, ,144,        11.92,         5.01
N,EQ,CPCAP,CP CAPITAL LIMITED,       117.52,       116.20,       119.95,       116.20,       118.00,                  4782640.19,40494,N, ,532,       260.00,       102.62
N,EQ,CPEDU,CAREER POINT EDUTECH LTD,       270.60,       265.20,       274.95,       265.20,       268.10,                   839711.95,3105,N, ,165,       338.75,       217.61
N,EQ,CPPLUS,ADITYA INFOTECH LIMITED,      1566.20,      1570.00,      1570.90,      1530.00,      1535.70,                 71858320.40,46613,N, ,5354,      1745.10,      1015.00
N,SM,CPS,C P S SHAPERS LIMITED,       944.70,       991.90,       991.90,       991.90,       991.90,                  2826915.00,2850,N, ,5,      1095.00,       412.00
N,EQ,CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,      7090.50,      7085.00,      7100.00,      7010.00,      7039.00,                144336617.00,20479,N, ,6211,      7378.50,      3700.00
N,EQ,CRAMC,CANARA ROBECO AMC LIMITED,       292.00,       291.25,       296.45,       290.05,       292.70,                150376222.00,513037,N, ,12784,       353.40,       274.30
N,SM,CRAYONS,CRAYONS ADVERTISING LTD,        39.70,        37.90,        40.40,        37.00,        40.40,                   309300.00,8000,N, ,7,       109.00,        37.00
N,EQ,CREATIVEYE,CREATIVE EYE LIMITED,         7.10,         7.10,         7.10,         6.87,         7.09,                   109439.98,15496,N, ,167,        12.19,         5.27
N,EQ,CREDITACC,CREDITACCESS GRAMEEN LTD,      1279.90,      1285.60,      1292.20,      1232.80,      1257.90,                164105669.40,128870,N, ,8989,      1490.10,       750.20
N,EQ,CREST,CREST VENTURES LIMITED,       359.25,       357.20,       365.05,       357.20,       360.80,                  1587870.85,4390,N, ,194,       487.95,       319.10
N,EQ,CRISIL,CRISIL LTD,      4461.30,      4456.30,      4475.10,      4408.00,      4430.70,                135771915.40,30629,N, ,9193,      6950.00,      3973.60
N,EQ,CRIZAC,CRIZAC LIMITED,       279.05,       278.30,       291.75,       274.70,       288.15,                146899794.55,513567,N, ,12917,       387.95,       254.65
N,EQ,CROMPTON,CROMPT GREA CON ELEC LTD,       253.05,       252.80,       254.70,       251.55,       252.45,                412481277.05,1629647,N, ,35849,       413.90,       248.40
N,EQ,CROWN,CROWN LIFTERS LIMITED,       138.20,       143.00,       143.00,       134.11,       136.00,                  2212999.05,16069,N, ,962,       231.99,       125.01
N,EQ,CSBBANK,CSB BANK LIMITED,       396.10,       392.50,       398.00,       389.95,       391.15,                 73396166.75,187004,N, ,12277,       447.00,       272.75
N,EQ,CSLFINANCE,CSL FINANCE LIMITED,       296.65,       292.80,       309.65,       292.80,       307.10,                  3112437.00,10270,N, ,620,       380.20,       227.45
N,EQ,CTE,CAMBRIDGE TECH ENTER LTD,        41.73,        42.95,        42.95,        39.65,        39.81,                   757711.93,18396,N, ,333,       116.67,        34.11
N,EQ,CUB,CITY UNION BANK LTD,       274.30,       272.00,       278.00,       268.55,       270.50,                451849127.55,1660819,N, ,22243,       284.00,       142.91
N,IV,CUBEINVIT,CUBE HIGHWAYS TRUST,       136.00,       139.50,       139.50,       136.00,       136.50,                 20750000.00,150000,N, ,6,       145.95,       119.46
N,EQ,CUBEXTUB,CUBEX TUBINGS LTD,        94.19,        92.63,        99.80,        92.63,        95.27,                 13039822.33,133770,N, ,2637,       143.25,        67.11
N,SM,CUDML,CASH UR DRIVE MARKETING L,       145.45,       146.25,       146.25,       142.25,       143.20,                  1881250.00,13000,N, ,7,       166.50,       130.00
N,EQ,CUMMINSIND,CUMMINS INDIA LTD,      4539.90,      4550.00,      4551.50,      4470.30,      4494.30,               1287065981.30,286429,N, ,41399,      4615.00,      2580.00
