Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
16-DEC-2025,504397,101.50,97.50,0.0402,0.0307,0.0308,0.5884
16-DEC-2025,504605,3332.40,3212.50,0.0366,0.0281,0.0282,0.5388
16-DEC-2025,504646,583.05,560.30,0.0398,0.0333,0.0334,0.6381
16-DEC-2025,504648,49.00,46.06,0.0619,0.0347,0.0349,0.6668
16-DEC-2025,504697,2.27,2.17,0.0451,0.0532,0.0532,1.0164
16-DEC-2025,504731,133.75,137.30,-0.0262,0.0264,0.0264,0.5044
16-DEC-2025,504746,1868.00,1906.10,-0.0202,0.0256,0.0256,0.4891
16-DEC-2025,504786,486.05,489.80,-0.0077,0.0281,0.0280,0.5349
16-DEC-2025,504810,74.06,74.03,0.0004,0.0442,0.0441,0.8425
16-DEC-2025,504840,1446.50,1512.50,-0.0446,0.0247,0.0248,0.4738
16-DEC-2025,504882,1295.00,1313.20,-0.0140,0.0236,0.0236,0.4509
16-DEC-2025,504903,27.98,28.43,-0.0160,0.0283,0.0283,0.5407
16-DEC-2025,504908,450.80,455.50,-0.0104,0.0354,0.0353,0.6744
16-DEC-2025,504959,2041.00,2025.15,0.0078,0.0191,0.0191,0.3649
16-DEC-2025,504988,833.05,859.95,-0.0318,0.0269,0.0269,0.5139
16-DEC-2025,504998,0.52,0.52,0.0000,0.0143,0.0143,0.2732
16-DEC-2025,505036,1678.85,1668.80,0.0060,0.0280,0.0279,0.5330
16-DEC-2025,505163,759.15,787.45,-0.0366,0.0300,0.0301,0.5751
16-DEC-2025,505212,124.40,130.00,-0.0440,0.0363,0.0363,0.6935
16-DEC-2025,505216,2932.00,2908.90,0.0079,0.0273,0.0273,0.5216
16-DEC-2025,505232,1216.00,1216.55,-0.0005,0.0249,0.0248,0.4738
16-DEC-2025,505250,77.39,76.50,0.0116,0.0310,0.0309,0.5903
16-DEC-2025,505285,712.00,708.00,0.0056,0.0136,0.0136,0.2598
16-DEC-2025,505299,608.90,617.45,-0.0139,0.0325,0.0325,0.6209
16-DEC-2025,505302,2279.95,2210.20,0.0311,0.0319,0.0319,0.6094
16-DEC-2025,505320,154.70,147.35,0.0487,0.0128,0.0132,0.2522
16-DEC-2025,505336,0.55,0.58,-0.0531,0.0395,0.0396,0.7566
16-DEC-2025,505343,0.49,0.49,0.0000,0.0419,0.0418,0.7986
16-DEC-2025,505358,174.00,174.60,-0.0034,0.0251,0.0250,0.4776
16-DEC-2025,505502,1.60,1.61,-0.0062,0.0181,0.0181,0.3458
16-DEC-2025,505504,318.75,305.75,0.0416,0.0193,0.0195,0.3725
16-DEC-2025,505515,13.00,12.97,0.0023,0.0376,0.0375,0.7164
16-DEC-2025,505520,101.34,101.34,0.0000,0.0149,0.0148,0.2828
16-DEC-2025,505523,0.43,0.43,0.0000,0.0281,0.0280,0.5349
16-DEC-2025,505594,32.80,32.80,0.0000,0.0000,0.0000,0.0000
16-DEC-2025,505650,26.37,27.41,-0.0387,0.0376,0.0376,0.7183
16-DEC-2025,505681,607.60,609.00,-0.0023,0.0213,0.0213,0.4069
16-DEC-2025,505685,12.14,12.14,0.0000,0.0677,0.0675,1.2896
16-DEC-2025,505690,878.50,875.00,0.0040,0.0350,0.0349,0.6668
16-DEC-2025,505693,10.30,10.61,-0.0297,0.0351,0.0351,0.6706
16-DEC-2025,505703,143.70,136.90,0.0485,0.0239,0.0240,0.4585
16-DEC-2025,505710,75.37,75.16,0.0028,0.0234,0.0234,0.4471
16-DEC-2025,505712,218.00,220.75,-0.0125,0.0315,0.0314,0.5999
16-DEC-2025,505725,59.27,60.01,-0.0124,0.0227,0.0226,0.4318
16-DEC-2025,505729,70.76,70.63,0.0018,0.0290,0.0289,0.5521
16-DEC-2025,505737,581.70,574.25,0.0129,0.0282,0.0282,0.5388
16-DEC-2025,505750,297.15,303.85,-0.0223,0.0341,0.0340,0.6496
16-DEC-2025,505807,586.05,586.05,0.0000,0.0269,0.0268,0.5120
16-DEC-2025,505827,376.50,375.55,0.0025,0.0194,0.0193,0.3687
16-DEC-2025,505840,29.87,29.75,0.0040,0.0322,0.0321,0.6133
16-DEC-2025,505872,422.90,399.55,0.0568,0.0309,0.0311,0.5942
16-DEC-2025,505890,2173.75,2180.20,-0.0030,0.0245,0.0244,0.4662
16-DEC-2025,505893,958.10,952.30,0.0061,0.0347,0.0346,0.6610
16-DEC-2025,505978,3200.15,3207.35,-0.0022,0.0279,0.0278,0.5311
16-DEC-2025,506003,69.62,71.07,-0.0206,0.0326,0.0326,0.6228
16-DEC-2025,506042,179.25,179.25,0.0000,0.0574,0.0572,1.0928
16-DEC-2025,506105,65.73,68.80,-0.0456,0.0318,0.0319,0.6094
16-DEC-2025,506122,45.59,45.96,-0.0081,0.0348,0.0347,0.6629
16-DEC-2025,506128,127.20,124.15,0.0243,0.0313,0.0313,0.5980
16-DEC-2025,506134,14.78,14.38,0.0274,0.0320,0.0320,0.6114
16-DEC-2025,506161,4.78,4.78,0.0000,0.0000,0.0000,0.0000
16-DEC-2025,506166,53.30,50.80,0.0480,0.2227,0.2221,4.2432
16-DEC-2025,506178,17.01,17.01,0.0000,0.0016,0.0016,0.0306
16-DEC-2025,506180,552.50,552.50,0.0000,0.0307,0.0307,0.5865
16-DEC-2025,506186,15.21,15.71,-0.0323,0.0359,0.0359,0.6859
16-DEC-2025,506190,52.50,52.50,0.0000,0.0000,0.0000,0.0000
16-DEC-2025,506365,123.60,128.80,-0.0412,0.0413,0.0413,0.7890
16-DEC-2025,506414,350.70,351.15,-0.0013,0.0326,0.0325,0.6209
16-DEC-2025,506520,7.12,6.35,0.1145,0.0265,0.0277,0.5292
16-DEC-2025,506528,3919.25,3854.40,0.0167,0.0285,0.0285,0.5445
16-DEC-2025,506530,1167.95,1167.95,0.0000,0.0258,0.0257,0.4910
16-DEC-2025,506532,821.20,817.00,0.0051,0.0198,0.0198,0.3783
16-DEC-2025,506543,9.43,9.42,0.0011,0.0336,0.0336,0.6419
16-DEC-2025,506579,142.05,141.00,0.0074,0.0329,0.0328,0.6266
16-DEC-2025,506597,686.90,691.45,-0.0066,0.0350,0.0349,0.6668
16-DEC-2025,506605,2092.65,2100.00,-0.0035,0.0323,0.0323,0.6171
16-DEC-2025,506640,288.00,291.90,-0.0135,0.0349,0.0349,0.6668
16-DEC-2025,506685,430.40,442.10,-0.0268,0.0224,0.0225,0.4299
16-DEC-2025,506687,1221.00,1239.75,-0.0152,0.0224,0.0224,0.4280
16-DEC-2025,506734,105.00,105.00,0.0000,0.0239,0.0239,0.4566
16-DEC-2025,506808,50.03,52.55,-0.0491,0.0261,0.0263,0.5025
16-DEC-2025,506854,4248.30,4000.20,0.0602,0.0300,0.0302,0.5770
16-DEC-2025,506858,60.00,60.00,0.0000,0.0289,0.0288,0.5502
16-DEC-2025,506863,152.25,149.30,0.0196,0.0210,0.0210,0.4012
16-DEC-2025,506906,26.03,25.52,0.0198,0.0576,0.0575,1.0985
16-DEC-2025,506919,120.05,120.35,-0.0025,0.0326,0.0326,0.6228
16-DEC-2025,506935,68.00,68.00,0.0000,0.0264,0.0263,0.5025
16-DEC-2025,506945,2.15,2.15,0.0000,0.0047,0.0047,0.0898
16-DEC-2025,506947,199.95,201.00,-0.0052,0.0244,0.0244,0.4662
16-DEC-2025,506975,9.33,9.33,0.0000,0.0276,0.0275,0.5254
16-DEC-2025,506979,108.99,105.98,0.0280,0.0316,0.0316,0.6037
16-DEC-2025,506981,136.90,135.45,0.0106,0.0299,0.0298,0.5693
16-DEC-2025,507155,142.85,136.70,0.0440,0.0288,0.0289,0.5521
16-DEC-2025,507180,6.88,6.77,0.0161,0.0418,0.0417,0.7967
16-DEC-2025,507265,214.35,208.00,0.0301,0.0310,0.0310,0.5923
16-DEC-2025,507300,954.10,940.00,0.0149,0.0257,0.0256,0.4891
16-DEC-2025,507474,44.22,43.24,0.0224,0.0315,0.0315,0.6018
16-DEC-2025,507486,57.00,56.80,0.0035,0.0324,0.0323,0.6171
16-DEC-2025,507498,41.82,41.54,0.0067,0.0237,0.0237,0.4528
16-DEC-2025,507515,15.10,15.72,-0.0402,0.0328,0.0329,0.6286
16-DEC-2025,507530,21.03,21.03,0.0000,0.0042,0.0042,0.0802
16-DEC-2025,507598,104.70,106.15,-0.0138,0.0326,0.0325,0.6209
16-DEC-2025,507609,26.46,26.46,0.0000,0.0313,0.0312,0.5961
16-DEC-2025,507621,61.30,61.90,-0.0097,0.0216,0.0216,0.4127
16-DEC-2025,507645,11011.00,11500.00,-0.0435,0.0208,0.0210,0.4012
16-DEC-2025,507663,3.42,3.42,0.0000,0.0086,0.0086,0.1643
16-DEC-2025,507690,179.15,181.35,-0.0122,0.0297,0.0296,0.5655
16-DEC-2025,507753,117.95,118.35,-0.0034,0.0250,0.0250,0.4776
16-DEC-2025,507759,12.58,12.34,0.0193,0.0416,0.0415,0.7929
16-DEC-2025,507808,36.45,36.45,0.0000,0.0228,0.0227,0.4337
16-DEC-2025,507813,92.65,94.55,-0.0203,0.0296,0.0296,0.5655
16-DEC-2025,507817,172.95,172.95,0.0000,0.0326,0.0325,0.6209
16-DEC-2025,507828,9.81,10.04,-0.0232,0.0314,0.0314,0.5999
16-DEC-2025,507833,4.53,4.59,-0.0132,0.0263,0.0262,0.5006
16-DEC-2025,507836,659.05,677.05,-0.0269,0.0255,0.0256,0.4891
16-DEC-2025,507852,111.90,110.00,0.0171,0.0319,0.0319,0.6094
16-DEC-2025,507864,104.04,99.09,0.0487,0.0411,0.0411,0.7852
16-DEC-2025,507872,44.99,44.51,0.0107,0.0269,0.0268,0.5120
16-DEC-2025,507912,846.55,851.20,-0.0055,0.0307,0.0306,0.5846
16-DEC-2025,507917,67.38,64.18,0.0487,0.0302,0.0304,0.5808
16-DEC-2025,507938,9.56,9.56,0.0000,0.0183,0.0183,0.3496
16-DEC-2025,507944,508.25,505.20,0.0060,0.0313,0.0312,0.5961
16-DEC-2025,507946,20.39,19.47,0.0462,0.0353,0.0354,0.6763
16-DEC-2025,507948,83.29,79.38,0.0481,0.0321,0.0322,0.6152
16-DEC-2025,507952,3.15,3.15,0.0000,0.0000,0.0000,0.0000
16-DEC-2025,507960,212.95,209.30,0.0173,0.0279,0.0279,0.5330
16-DEC-2025,507962,68.41,67.07,0.0198,0.0416,0.0415,0.7929
16-DEC-2025,507966,41.90,40.51,0.0337,0.0398,0.0397,0.7585
16-DEC-2025,507968,72.85,76.65,-0.0508,0.0148,0.0152,0.2904
16-DEC-2025,507970,36.50,36.05,0.0124,0.0379,0.0378,0.7222
16-DEC-2025,507981,78.70,78.60,0.0013,0.0249,0.0249,0.4757
16-DEC-2025,507984,740.00,725.50,0.0198,0.0204,0.0204,0.3897
16-DEC-2025,507987,3.80,3.80,0.0000,0.0040,0.0040,0.0764
16-DEC-2025,507998,121.80,128.15,-0.0508,0.0339,0.0340,0.6496
16-DEC-2025,508136,415.00,415.00,0.0000,0.0329,0.0328,0.6266
16-DEC-2025,508486,8111.20,8308.10,-0.0240,0.0146,0.0146,0.2789
16-DEC-2025,508494,44.69,45.48,-0.0175,0.0245,0.0245,0.4681
16-DEC-2025,508571,140.00,140.00,0.0000,0.0360,0.0359,0.6859
16-DEC-2025,508664,11.19,11.87,-0.0590,0.0303,0.0305,0.5827
16-DEC-2025,508670,3580.00,3593.50,-0.0038,0.0190,0.0190,0.3630
16-DEC-2025,508807,777.40,786.45,-0.0116,0.0180,0.0180,0.3439
16-DEC-2025,508867,9.10,9.10,0.0000,0.0000,0.0000,0.0000
16-DEC-2025,508875,518.95,521.00,-0.0039,0.0309,0.0308,0.5884
16-DEC-2025,508905,105.25,101.55,0.0358,0.0358,0.0358,0.6840
16-DEC-2025,508918,49.61,50.02,-0.0082,0.0386,0.0386,0.7375
16-DEC-2025,508922,3.08,3.02,0.0197,0.0339,0.0338,0.6457
16-DEC-2025,508941,488.50,485.85,0.0054,0.0160,0.0160,0.3057
16-DEC-2025,508956,13.21,13.30,-0.0068,0.0334,0.0333,0.6362
16-DEC-2025,508961,171.95,164.15,0.0464,0.0245,0.0247,0.4719
16-DEC-2025,508963,16.40,15.63,0.0481,0.0313,0.0314,0.5999
16-DEC-2025,508969,2.37,2.39,-0.0084,0.0275,0.0274,0.5235
16-DEC-2025,508980,6.14,6.46,-0.0508,0.0367,0.0368,0.7031
16-DEC-2025,508993,2.45,2.45,0.0000,0.0000,0.0000,0.0000
16-DEC-2025,509003,0.13,0.13,0.0000,0.0000,0.0000,0.0000
16-DEC-2025,509015,13.00,13.52,-0.0392,0.0348,0.0349,0.6668
16-DEC-2025,509024,12.01,12.40,-0.0320,0.0801,0.0799,1.5265
16-DEC-2025,509026,93.55,92.50,0.0113,0.0376,0.0375,0.7164
16-DEC-2025,509038,11.39,11.49,-0.0087,0.0153,0.0153,0.2923
16-DEC-2025,509040,144.50,144.05,0.0031,0.0298,0.0297,0.5674
16-DEC-2025,509046,93.50,98.40,-0.0511,0.0258,0.0259,0.4948
16-DEC-2025,509051,0.72,0.73,-0.0138,0.0378,0.0378,0.7222
16-DEC-2025,509053,8.20,8.22,-0.0024,0.0268,0.0268,0.5120
16-DEC-2025,509073,13.74,14.30,-0.0399,0.0276,0.0277,0.5292
16-DEC-2025,509084,96.95,102.00,-0.0508,0.0229,0.0231,0.4413
16-DEC-2025,509099,61.64,58.71,0.0487,0.0080,0.0087,0.1662
16-DEC-2025,509162,125.65,124.40,0.0100,0.0271,0.0270,0.5158
16-DEC-2025,509196,77.80,82.92,-0.0637,0.0283,0.0286,0.5464
16-DEC-2025,509423,33.18,33.18,0.0000,0.0375,0.0375,0.7164
16-DEC-2025,509438,9300.10,9301.25,-0.0001,0.0196,0.0196,0.3745
16-DEC-2025,509449,43.82,42.59,0.0285,0.0329,0.0329,0.6286
16-DEC-2025,509470,23803.60,24002.00,-0.0083,0.0271,0.0270,0.5158
16-DEC-2025,509472,388.00,374.20,0.0362,0.0285,0.0286,0.5464
16-DEC-2025,509486,93.58,89.40,0.0457,0.0276,0.0277,0.5292
16-DEC-2025,509525,936.00,945.65,-0.0103,0.0224,0.0223,0.4260
16-DEC-2025,509546,34.70,33.87,0.0242,0.0382,0.0382,0.7298
16-DEC-2025,509563,28.27,28.59,-0.0113,0.0321,0.0320,0.6114
16-DEC-2025,509597,692.00,692.90,-0.0013,0.0314,0.0313,0.5980
16-DEC-2025,509650,38.74,38.74,0.0000,0.0009,0.0009,0.0172
16-DEC-2025,509732,227.55,239.50,-0.0512,0.0266,0.0268,0.5120
16-DEC-2025,509760,40.20,41.97,-0.0431,0.0348,0.0349,0.6668
16-DEC-2025,509762,57.66,60.18,-0.0428,0.0081,0.0086,0.1643
16-DEC-2025,509782,17.95,17.95,0.0000,0.0000,0.0000,0.0000
16-DEC-2025,509835,22.97,22.95,0.0009,0.0447,0.0445,0.8502
16-DEC-2025,509845,555.00,555.00,0.0000,0.0206,0.0206,0.3936
16-DEC-2025,509870,60.74,60.74,0.0000,0.0040,0.0040,0.0764
16-DEC-2025,509887,818.35,835.05,-0.0202,0.0283,0.0282,0.5388
16-DEC-2025,509895,175.85,175.95,-0.0006,0.0254,0.0253,0.4834
16-DEC-2025,509910,25.00,25.00,0.0000,0.0249,0.0249,0.4757
16-DEC-2025,509917,99.54,99.54,0.0000,0.0111,0.0110,0.2102
16-DEC-2025,509945,1380.50,1355.65,0.0182,0.0353,0.0352,0.6725
16-DEC-2025,509953,259.80,247.45,0.0487,0.0282,0.0283,0.5407
16-DEC-2025,509960,1409.50,1425.00,-0.0109,0.0264,0.0263,0.5025
16-DEC-2025,510245,4.50,4.48,0.0045,0.0247,0.0246,0.4700
16-DEC-2025,511000,22.54,24.81,-0.0960,0.0326,0.0332,0.6343
16-DEC-2025,511012,0.70,0.71,-0.0142,0.0258,0.0258,0.4929
16-DEC-2025,511018,66.02,67.64,-0.0242,0.0311,0.0310,0.5923
16-DEC-2025,511048,5.18,5.18,0.0000,0.0000,0.0000,0.0000
16-DEC-2025,511060,17.00,17.00,0.0000,0.0000,0.0000,0.0000
16-DEC-2025,511066,36.69,36.23,0.0126,0.0262,0.0261,0.4986
