MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,NIFTY100EW,KOTAKMAMC - NIFTY100EW,        33.83,        33.99,        33.99,        33.54,        33.59,                   408896.84,12165,143,        35.23,        24.25,NIFTY 100 EQUAL WEIGHT INDEX
N,EQ,NIFTYADD,DSPAMC - DSPNIFTY,       272.51,       271.97,       271.97,       270.40,       270.62,                  2538992.41,9372,320,       300.00,       225.66,NIFTY 50 INDEX
N,EQ,NIFTYBEES,NIP IND ETF NIFTY BEES,       294.54,       294.28,       294.30,       292.50,       292.66,               1367895744.84,4667150,47512,       302.25,       231.30,NIFTY 50
N,EQ,NIFTYBETF,BFAM - NIFTYBETF,       265.91,       264.84,       265.23,       264.13,       264.33,                  2490808.18,9403,73,       272.72,       220.50,BAJAJ FINSERV NIFTY 50 ETF
N,EQ,NIFTYCASE,ZERODHAAMC - NIFTYCASE,        10.36,        10.34,        10.34,        10.28,        10.29,                  3938805.33,382090,1543,        10.97,        10.09,NIFTY INDEX 50 INDEX
N,EQ,NIFTYETF,MIRAEAMC - MAN50ETF,       281.26,       281.09,       281.09,       279.11,       279.45,                 34978192.72,125103,851,       285.23,       226.00,NIFTY 50
N,EQ,NIFTYIETF,ICICI PRUD NIFTY ETF,       293.11,       292.80,       293.40,       291.01,       291.19,                214441798.67,735423,8630,       328.24,       234.97,NIFTY 50
N,EQ,NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,        22.06,        22.13,        22.14,        21.93,        21.98,                   294850.17,13404,242,        23.28,        18.30,ADITYA BIRLA SUN LIFE NIFTY 200 QUALITY 30 ETF
N,EQ,NPBET,TATAAML - NPBET,       296.62,       298.10,       298.10,       294.00,       294.15,                    96113.10,326,15,       305.21,       240.38,NIFTY PRIVATE BANK INDEX
N,EQ,NV20,KOTAKMAMC - KTKNV20ETF,       154.55,       156.20,       156.20,       152.87,       153.58,                   410278.15,2669,122,       165.75,       131.63,NIFTY50 VALUE 20
N,EQ,NV20BEES,NIP IND ETF ETF NV20,       154.98,       155.76,       155.76,       153.40,       153.73,                   885396.64,5754,263,       164.50,       122.02,NIFTY50 VALUE20 TRI
N,EQ,NV20IETF,ICICI PRUDENTIAL NV20 ETF,        15.08,        15.19,        15.19,        14.92,        14.99,                  7328214.04,488690,3243,        16.25,        11.20,NIFTY50 VALUE 20
N,EQ,OILIETF,ICICIPRAMC - OILIETF,        12.11,        12.22,        12.22,        11.99,        12.00,                 12667270.07,1054321,2052,        12.66,         9.42,NIFTY OIL & GAS INDEX
N,EQ,PHARMABEES,NIPPONAMC - NETFPHARMA,        23.24,        23.29,        23.29,        23.10,        23.11,                 45549469.09,1969132,7395,        24.65,        19.47,NIFTY PHARMA TRI
N,EQ,PSUBANK,KOTAK PSU BANK,       825.17,       816.80,       834.96,       816.66,       818.36,                 26011116.91,31793,355,       870.00,       552.00,NIFTY PSU BANK
N,EQ,PSUBANKADD,DSPAMC - DSPPSBKETF,        83.16,        84.40,        84.40,        82.33,        82.60,                 33086856.39,401757,163,        87.47,        55.47,DSP NIFTY PSU BANK ETF
N,EQ,PSUBNKBEES,NIP IND ETF PSU BANK BEES,        92.22,        90.90,        92.61,        90.90,        91.29,                217430916.36,2379748,7023,        97.66,        61.54,NIFTY PSU BANK
N,EQ,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,        83.51,        83.51,        83.69,        82.66,        82.80,                 16012804.91,193331,647,        87.80,        55.80,ICICI PRUDENTIAL NIFTY PSU BANK ETF
N,EQ,PVTBANIETF,ICICIPRAMC - ICICIBANKP,        29.03,        29.25,        29.25,        28.65,        28.68,                 14958530.58,520248,1462,        29.44,        22.23,NIFTY PRIVATE BANK INDEX
N,EQ,PVTBANKADD,DSPAMC - DSPPVBKETF,        29.11,        29.10,        29.10,        28.74,        28.76,                 29302524.36,1017242,2347,        29.70,        23.63,DSP NIFTY PRIVATE BANK ETF
N,EQ,QGOLDHALF,QUANTUM GOLD FUND,       111.02,       110.90,       110.90,       108.85,       109.38,                 11107008.20,101463,781,       112.11,        62.24,GOLD
N,EQ,QNIFTY,QUANTUM NIFTY 50 ETF,      2847.00,      2835.00,      2840.00,      2826.00,      2832.13,                  2073531.80,732,49,      2880.00,      2364.00,NIFTY 50
N,EQ,QUAL30IETF,ICICIPRAMC - ICICIQTY30,        21.86,        21.79,        21.85,        21.71,        21.79,                  1891200.01,86967,258,        22.72,        18.00,ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF
N,EQ,QUALITY30,KOTAKMAMC - QUALITY30,        21.48,        21.38,        21.38,        21.35,        21.37,                    94029.43,4402,18,        22.09,        19.51,NIFTY200 QUALITY 30 INDEX
N,EQ,SBIBPB,SBIAMC - SBIBPB,        48.15,        49.17,        49.17,        47.65,        47.74,                  1156136.98,24153,303,        53.29,        34.37,BSE PSU BANK INDEX TRI
N,EQ,SBIETFCON,SBIAMC - SBIETFCON,       125.82,       127.70,       127.70,       124.82,       125.64,                   499189.86,3973,125,       133.97,       101.64,NIFTY INDIA CONSUMPTION INDEX
N,EQ,SBIETFIT,SBIAMC - SBIETFIT,       421.18,       422.75,       422.75,       416.01,       417.36,                  2147417.77,5149,212,       510.00,       335.00,NIFTY IT INDEX
