MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,GROWWMC150,GROWWAMC - GROWWMC150,       222.35,       221.09,       221.34,       219.56,       220.06,                   141111.24,640,46,       227.50,       215.48,NIFTY MIDCAP 150 INDEX - TRI
N,EQ,GROWWMOM50,GROWWAMC - GROWWMOM50,        10.70,        10.74,        10.80,        10.59,        10.61,                   952539.01,89572,871,        12.00,         9.11,NIFTY 500 MOMENTUM 50 INDEX- TOTAL RETURN INDEX
N,EQ,GROWWN200,GROWWAMC - GROWWN200,        11.71,        11.41,        11.75,        11.41,        11.64,                   265872.38,22811,397,        12.45,         9.00,NIFTY 200 INDEX- TOTAL RETURN INDEX
N,EQ,GROWWNET,GROWWAMC - GROWWNET,        10.65,        10.66,        10.87,        10.35,        10.38,                  4180102.77,401031,1221,        12.14,         9.17,INDEX
N,EQ,GROWWNIFTY,GROWWAMC - GROWWNIFTY,        10.45,        10.54,        10.54,        10.31,        10.39,                  2229348.72,214289,1449,        11.00,         9.50,NIFTY 50 INDEX - TRI
N,EQ,GROWWNXT50,GROWWAMC - GROWWNXT50,        68.74,        68.50,        69.37,        68.02,        68.43,                   434857.32,6353,192,        72.25,        64.00,INDEX
N,EQ,GROWWPOWER,GROWWAMC - GROWWPOWER,         9.80,         9.81,         9.85,         9.70,         9.71,                 23188275.80,2383126,1151,        11.30,         9.43,BSE POWER INDEX - TRI
N,EQ,GROWWRAIL,GROWWAMC - GROWWRAIL,        33.16,        33.25,        33.25,        32.71,        32.82,                 10511330.97,319807,3169,        43.66,        28.72,NIFTY INDIA RAILWAYS PSU INDEX
N,EQ,GROWWRLTY,GROWWAMC - GROWWRLTY,         9.90,        10.06,        10.06,         9.75,         9.80,                   444921.39,45176,375,        11.30,         9.52,INDEX
N,EQ,GROWWSC250,GROWWAMC - GROWWSC250,         9.47,         9.61,         9.61,         9.42,         9.45,                   929914.56,98370,489,        10.47,         9.17,NIFTY SMALLCAP 250 INDEX - TRI
N,EQ,GROWWSLVR,GROWWAMC - GROWWSLVR,       189.62,       188.85,       189.99,       186.82,       189.61,                 90469644.41,478757,4593,       194.21,        94.20,COMMODITY-SILVER
N,EQ,GSEC10IETF,ICICIPRAMC - ICICI10GS,       258.47,       258.87,       259.53,       258.87,       259.53,                     2071.62,8,5,       265.36,       238.55,ICICI PRUDENTIAL NIFTY 10 YR BENCHMARK G-SEC ETF
N,EQ,GSEC10YEAR,MIRAEAMC - MAGS813ETF,        29.51,        29.65,        29.65,        29.39,        29.64,                   253947.59,8622,35,        31.00,        27.10,MIRAE ASSET NIFTY 8-13 YR G-SEC ETF
N,EQ,GSEC5IETF,ICICIPRAMC - ICICI5GSEC,        63.94,        63.94,        63.94,        63.70,        63.70,                   143426.55,2250,33,        66.70,        58.01,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,HDFCBSE500,HDFCAMC - HDFCBSE500,        37.97,        38.00,        38.00,        37.77,        37.81,                   158869.62,4194,126,        39.55,        31.14,HDFC S&P BSE 500 ETF
N,EQ,HDFCGOLD,HDFC GOLD ETF,       114.55,       113.35,       113.59,       112.45,       113.10,                991236284.29,8765327,20126,       115.92,        65.21,GOLD
N,EQ,HDFCGROWTH,HDFCAMC - HDFCGROWTH,       129.14,       128.66,       129.18,       128.18,       128.46,                  1315433.46,10237,142,       132.88,       103.11,HDFC NIFTY GROWTH SECTORS 15 ETF
N,EQ,HDFCLIQUID,HDFCAMC - HDFCLIQUID,      1040.19,      1040.32,      1040.35,      1040.31,      1040.32,                  9095650.83,8743,21,      1045.47,       990.00,HDFC NIFTY 1D RATE LIQUID ETF
N,EQ,HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,        21.55,        22.08,        22.08,        21.43,        21.45,                  2929930.70,136045,166,        23.00,        17.70,HDFC NIFTY100 LOW VOLATILITY 30 ETF
N,EQ,HDFCMID150,HDFCAMC - HDFCMID150,        22.33,        22.88,        22.88,        21.66,        22.19,                  6854793.73,308567,1538,        23.35,        17.51,HDFC NIFTY MIDCAP 150 ETF
N,EQ,HDFCMOMENT,HDFCAMC - HDFCMOMENT,        31.63,        31.43,        31.65,        30.83,        31.39,                  2190555.07,69625,770,        36.45,        25.50,HDFC NIFTY200 MOMENTUM 30 ETF
N,EQ,HDFCNEXT50,HDFCAMC - HDFCNEXT50,        69.86,        69.79,        69.79,        69.31,        69.61,                  1999666.89,28773,831,        73.98,        57.00,HDFC NIFTY NEXT 50 ETF
N,EQ,HDFCNIF100,HDFCAMC - HDFCNIF100,        27.32,        27.32,        27.32,        27.14,        27.18,                   505690.09,18584,316,        29.00,        21.15,HDFC NIFTY 100 ETF
N,EQ,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,        61.01,        60.94,        60.96,        60.55,        60.61,                  3391406.03,55902,416,        62.30,        48.51,NIFTY BANK
N,EQ,HDFCNIFIT,HDFCAMC - HDFCNIFIT,        40.51,        40.32,        40.35,        40.00,        40.21,                  1159889.47,28894,265,        47.74,        32.24,HDFC NIFTY IT ETF
N,EQ,HDFCNIFTY,HDFCAMC - HDFCNIFTY,       291.48,       294.00,       294.00,       289.35,       289.50,                 55352392.64,190927,753,       301.88,       240.55,NIFTY 50
N,EQ,HDFCPSUBK,HDFCAMC HDFCPSUBK,        83.59,        84.00,        84.00,        82.45,        82.59,                 32624657.03,395400,274,        88.56,        55.68,HDFC NIFTY PSU BANK ETF
N,EQ,HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,        29.27,        29.26,        29.27,        28.93,        28.95,                  1464084.64,50470,1277,        29.97,        23.66,HDFC NIFTY PRIVATE BANK ETF
N,EQ,HDFCQUAL,HDFCAMC - HDFCQUAL,        60.00,        59.99,        60.10,        59.80,        59.97,                   241659.96,4034,104,        61.86,        49.53,HDFC NIFTY100 QUALITY 30 ETF
N,EQ,HDFCSENSEX,HDFCAMC - HDFCSENSEX,        96.06,        96.29,        96.29,        95.13,        95.45,                  2380505.24,24906,378,        98.48,        80.55,SENSEX
N,EQ,HDFCSILVER,HDFCAMC - HDFCSILVER,       185.45,       187.00,       187.00,       181.30,       185.44,               1234737802.30,6687317,17541,       187.10,        83.13,HDFC SILVER ETF
N,EQ,HDFCSML250,HDFCAMC - HDFCSML250,       165.91,       165.87,       165.88,       164.00,       164.40,                180263888.98,1094594,11010,       186.65,       135.21,HDFC NIFTY SMALLCAP 250 ETF
N,EQ,HDFCVALUE,HDFCAMC - HDFCVALUE,       139.66,       139.09,       139.09,       137.98,       138.09,                   333681.50,2411,122,       149.97,       117.50,HDFC NIFTY50 VALUE 20 ETF
N,EQ,HEALTHADD,DSPAMC - HEALTHADD,       148.29,       148.57,       148.57,       147.13,       147.50,                   411170.54,2787,32,       152.22,       120.00,DSP NIFTY HEALTHCARE ETF
N,EQ,HEALTHIETF,ICICIPRAMC - ICICIPHARM,       150.78,       151.00,       151.00,       149.59,       149.90,                  6106343.09,40720,982,       157.70,       128.14,NIFTY HEALTHCARE INDEX
N,EQ,HEALTHY,BIRLASLAMC - HEALTHY,        15.07,        15.00,        15.33,        15.00,        15.03,                  1994651.90,132434,831,        16.25,        12.20,NIFTY HEALTHCARE TRI
N,EQ,HNGSNGBEES,NIP IND ETF HANGSENG BEES,       513.08,       510.00,       512.86,       500.99,       502.32,                146182199.92,290104,9492,       579.92,       309.05,HANG SENG INDEX
N,EQ,ICICIB22,ICICIPRAMC - BHARATIWIN,       115.99,       114.60,       116.50,       114.60,       114.95,                 38080709.75,331159,2881,       118.76,        93.02,S&P BSE BHARAT 22 INDEX
N,EQ,IDFNIFTYET,BANDHANAMC - IDFNIFTYET,       322.87,       323.50,       328.00,       316.00,       325.30,                  1925606.73,5950,278,       340.80,       235.01,NIFTY 50
N,EQ,INFRABEES,NIP IND ETF INFRA BEES,       984.05,       985.56,       986.83,       977.16,       979.29,                  9298132.78,9476,505,      1012.71,       783.98,NIFTY INFRA
N,EQ,INFRAIETF,ICICIPRAMC - ICICIINFRA,        98.00,        98.01,        98.49,        97.50,        97.72,                 29411661.55,300831,5490,        99.92,        77.65,ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF
N,EQ,INTERNET,MIRAEAMC - INTERNET,        14.36,        14.30,        14.30,        13.96,        13.99,                  4620889.62,329250,776,        16.12,        13.30,EQUITY INDEX
N,EQ,IT,KOTAKMAMC - KOTAKIT,        42.02,        43.07,        43.07,        41.54,        41.62,                  9526811.63,228685,695,        49.50,        32.55,NIFTY IT INDEX
N,EQ,ITADD,DSPAMC - DSPIT,        40.10,        40.85,        40.85,        39.71,        39.76,                   605341.17,15222,69,        48.66,        32.61,DSP NIFTY IT ETF
N,EQ,ITBEES,NIP IND ETF IT,        42.14,        42.49,        42.49,        41.07,        41.76,                222515769.19,5326034,18476,        49.76,        33.63,NIFTY IT TRI
N,EQ,ITETF,MIRAEAMC - ITETF,        40.15,        40.50,        40.50,        39.70,        39.83,                  6027924.73,151331,2372,        48.05,        31.70,MIRAE ASSET NIFTY IT ETF
N,EQ,ITIETF,ICICIPRAMC - ICICITECH,        42.07,        42.56,        42.56,        41.65,        41.76,                 11251611.75,269333,1805,        49.47,        33.43,NIFTY IT INDEX
N,EQ,IVZINGOLD,INVESCO INDIA GOLD ETF,     11648.40,     11594.95,     11594.95,     11434.05,     11507.80,                  4791463.40,416,84,     12272.75,      6610.10,GOLD
N,EQ,IVZINNIFTY,INVESCO INDIA NIFTY ETF,      2990.28,      2960.00,      2964.05,      2950.00,      2958.33,                   234048.48,79,10,      3109.52,      2480.00,NIFTY 50
N,EQ,JUNIORBEES,NIP IND ETF JUNIOR BEES,       737.33,       740.33,       740.33,       728.68,       735.76,                148097626.53,201525,8230,       794.20,       595.00,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES
N,EQ,LICMFGOLD,LIC MF - LIC GOLD ETF,     12095.25,     12078.75,     12078.80,     11900.05,     11935.30,                 25345898.75,2121,461,     12254.70,      6799.95,GOLD
N,EQ,LICNETFGSC,LICNAMC - LICNMFET,        28.64,        28.78,        28.78,        28.59,        28.70,                  1562502.30,54460,163,        30.00,        26.51,GSEC10 NSE INDEX
N,EQ,LICNETFN50,LICNAMC - LICNFENGP,       289.03,       291.21,       291.21,       287.05,       287.05,                    89364.03,310,28,       295.00,       239.65,NIFTY 50
N,EQ,LICNETFSEN,LICNAMC - LICNFESGP,       953.01,       953.01,       954.17,       948.78,       953.43,                   160174.40,168,7,       989.00,       783.28,SENSEX
N,EQ,LICNFNHGP,LICNAMC - LICNFNHGP,       289.45,       282.21,       289.21,       282.21,       287.77,                    96872.09,339,19,       298.00,       242.47,NIFTY 100
N,EQ,LICNMID100,LICNAMC - LICNMID100,        60.59,        60.32,        60.33,        59.97,        59.99,                   163379.16,2717,86,        67.50,        46.03,LIC MF NIFTY MIDCAP 100 ETF
N,EQ,LIQGRWBEES,NIPPONAMC - LIQGRWBEES,      1020.00,      1020.14,      1020.15,      1020.13,      1020.13,                 22221653.80,21783,43,      1037.73,      1001.14,LIQUID
N,EQ,LIQUID,MIRAEAMC - LIQUID,       999.99,      1000.00,      1000.00,       999.99,       999.99,                179948193.25,179949,188,      1030.00,       995.00,MIRAE ASSET NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUID1,KOTAKMAMC - KOTAKLIQ,      1082.36,      1082.36,      1082.53,      1082.36,      1082.52,                626910107.08,579121,403,      1094.00,      1006.15,KOTAK NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDADD,DSPAMC - LIQUIDADD,      1104.52,      1104.65,      1104.68,      1104.65,      1104.67,                487130185.80,440974,449,      1121.66,      1046.57,DSP S&P BSE LIQUID RATE ETF
N,EQ,LIQUIDBEES,NIP IND ETF LIQUID BEES,       999.99,      1000.00,      1000.01,       999.99,      1000.00,               2052779506.71,2052773,4304,      1030.00,       970.00,GOVERNMENT SECURITIES
N,EQ,LIQUIDBETF,BFAM - LIQUIDBETF,      1060.81,      1060.95,      1060.95,      1060.93,      1060.94,                139242288.84,131244,105,      1207.50,       989.99,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,       111.83,       111.86,       111.86,       111.84,       111.85,               1771577655.94,15838415,8491,       113.08,       102.00,ZERODHA NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDETF,DSP LIQUID ETF,      1000.00,      1000.00,      1000.01,       999.99,      1000.00,                104671103.64,104671,112,      1009.99,       980.55,NIFTY1D RATE INDEX
N,EQ,LIQUIDIETF,ICICIPRAMC - ICICILIQ,       999.99,      1000.00,      1000.01,       999.99,       999.99,                304304750.51,304305,196,      1029.99,       969.99,S&P BSE LIQUID RATE INDEX
N,EQ,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,      1063.92,      1064.07,      1064.08,      1064.06,      1064.06,                217139799.43,204067,66,      1240.88,       994.83,NIFTY 1D RATE INDEX
N,EQ,LIQUIDSBI,SBIAMC - LIQUIDSBI,       999.99,      1000.00,      1000.01,       999.99,      1000.00,                  1006002.69,1006,23,      1029.99,       999.00,SBI NIFTY 1D RATE ETF
N,EQ,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,      1083.61,      1083.74,      1083.76,      1083.74,      1083.75,                  7941712.08,7328,28,      1095.15,      1027.98,SHRIRAM NIFTY 1D RATE LIQUID ETF
N,EQ,LOWVOL,MIRAEAMC - MANV30F,       215.75,       215.51,       215.55,       214.87,       215.06,                   418271.01,1945,7,       216.50,       179.33,MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF
N,EQ,LOWVOL1,KOTAKMAMC - KOTAKLOVOL,        21.97,        21.98,        22.03,        21.83,        21.85,                   848260.32,38626,116,        22.90,        18.16,KOTAK NIFTY 100 LOW VOL 30 ETF
N,EQ,LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,        23.16,        23.33,        23.33,        23.00,        23.05,                 39610881.64,1717919,2496,        23.73,        19.03,NIFTY 100 LOW VOLATILITY 30 INDEX
N,EQ,LTGILTBEES,NIP IND ETF LONGTERM GILT,        29.12,        29.32,        29.32,        29.10,        29.12,                 29838580.35,1024457,818,        30.13,        26.65,NIFTY 8-13 YR G-SEC INDEX
N,EQ,LTGILTCASE,ZERODHAAMC - LTGILTCASE,        29.64,        30.53,        30.53,        29.64,        29.68,                  2207126.12,74362,234,        30.72,        28.71,NIFTY 8-13 YR G-SEC INDEX
N,EQ,MAFANG,MIRAEAMC - MAFANG,       176.26,       172.16,       172.16,       172.16,       172.16,                 28451333.76,165261,2384,       178.78,       100.00,NYSE FANG+ TOTAL RETURN INDEX
N,EQ,MAHKTECH,MIRAEAMC - MAHKTECH,        25.82,        26.30,        26.30,        25.25,        26.14,                 41800937.35,1593219,8054,        35.59,        16.91,HANG SENG TECH TOTAL RETURN INDEX
N,EQ,MAKEINDIA,MIRAEAMC - MAMFGETF,       154.16,       156.47,       156.47,       153.09,       153.78,                   483553.21,3150,199,       160.24,       119.50,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MANUFGBEES,NIPPONAMC - MANUFGBEES,       152.31,       151.84,       151.84,       151.00,       151.42,                   449270.99,2968,76,       160.69,       142.50,NIFTY INDIA MANUFACTURING TRI
N,EQ,MASPTOP50,MIRAEAMC - MASPTOP50,        72.46,        71.66,        71.66,        71.65,        71.66,                  6684229.69,93277,382,        72.46,        40.86,S&P 500 TOP 50 TOTAL RETURN INDEX
N,EQ,METAL,MIRAEAMC - METAL,        10.57,        10.83,        10.83,        10.42,        10.49,                109774163.45,10481805,3170,        11.80,         7.73,NIFTY METAL TOTAL RETURN INDEX
N,EQ,METALIETF,ICICIPRAMC - METALIETF,        10.60,        10.60,        10.69,        10.43,        10.51,                141724019.01,13526673,6264,        11.05,         7.35,NIFTY METAL INDEX
N,EQ,MID150,KOTAKMAMC - MID150,        22.44,        21.87,        22.60,        21.87,        22.24,                   479783.76,21502,144,        25.49,        17.98,NIFTY MIDCAP 150 INDEX
N,EQ,MID150BEES,NIP IND ETF MIDCAP 150,       228.11,       229.96,       229.96,       226.16,       226.62,                 72786913.93,320888,5932,       239.00,       179.00,NIFTY MIDCAP 150 TRI
N,EQ,MID150CASE,ZERODHAAMC - MID150CASE,        11.06,        11.33,        11.33,        10.93,        10.97,                 17297395.57,1574510,4780,        12.00,         7.66,ZERODHA NIFTY MIDCAP 150 ETF
N,EQ,MIDCAP,KOTAKMAMC - KOTAKMID50,       175.48,       175.47,       175.99,       173.80,       174.41,                  6736562.13,38594,566,       183.48,       134.98,NIFTY MIDCAP 50 INDEX
N,EQ,MIDCAPETF,MIRAEAMC - MAM150ETF,        22.55,        21.98,        22.80,        21.98,        22.36,                 77990082.78,3482745,7631,        23.50,        16.00,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF
N,EQ,MIDCAPIETF,ICICIPRAMC - ICICIM150,        22.78,        22.95,        22.96,        22.58,        22.62,                 10331329.92,455833,2126,        24.00,        17.80,NIFTY MIDCAP 150
N,EQ,MIDQ50ADD,DSPAMC - DSPQ50ETF,       247.33,       247.04,       247.04,       244.86,       245.16,                   405079.21,1650,111,       264.64,       191.97,NIFTY MIDCAP 150 QUALITY 50 INDEX
N,EQ,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,        18.56,        18.12,        19.02,        18.12,        18.47,                  2316170.88,125754,839,        20.00,        13.86,S&P BSE MIDCAP SELECT INDEX
N,EQ,MIDSMALL,MIRAEAMC - MIDSMALL,        48.05,        48.05,        48.05,        47.60,        47.77,                  8322313.89,174226,966,        54.97,        40.00,MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF
N,EQ,MNC,KOTAKMAMC - KOTAKMNC,        30.92,        31.07,        31.07,        30.87,        30.98,                  1285427.41,41513,278,        31.38,        24.52,KOTAK NIFTY MNC ETF
N,EQ,MOALPHA50,MOTILALAMC - MOALPHA50,        50.37,        50.19,        50.19,        49.84,        49.87,                   327510.55,6553,48,        54.38,        46.05,NIFTY ALPHA 50 TOTAL RETURN INDEX
N,EQ,MOCAPITAL,MOTILALAMC - MOCAPITAL,        46.20,        46.69,        46.69,        45.50,        45.77,                 12471309.29,272551,2308,        51.13,        29.20,NIFTY CAPITAL MARKET TOTAL RETURN INDEX
N,EQ,MODEFENCE,MOTILALAMC - MODEFENCE,        83.00,        83.41,        83.48,        81.70,        81.85,                134783038.54,1643092,12432,       102.00,        55.21,NIFTY INDIA DEFENCE TOTAL RETURN INDEX
N,EQ,MOENERGY,MOTILALAMC - MOENERGY,        35.14,        35.15,        35.15,        34.70,        34.87,                  3581729.34,102552,253,        37.88,        34.10,NIFTY ENERGY INDEX
N,EQ,MOGOLD,MOTILALAMC - MOGOLD,       131.90,       131.45,       131.45,       130.50,       131.10,                  4586509.30,34992,392,       134.40,        96.30,DOMESTIC PRICE OF PHYSICAL GOLD
N,EQ,MOGSEC,MOTILALAMC - G5,        62.80,        62.43,        63.00,        62.43,        62.75,                   707864.21,11279,46,        65.80,        57.00,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,MOHEALTH,MOTILALAMC - MOHEALTH,        44.59,        44.82,        44.92,        44.28,        44.34,                  1322721.71,29800,610,        47.57,        37.93,MOTILAL OSWAL S&P BSE HEALTHCARE ETF
N,EQ,MOINFRA,MOTILALAMC - MOINFRA,        58.69,        58.98,        58.98,        58.04,        58.10,                   236091.65,4052,79,        63.80,        56.28,BSE INDIA INFRASTRUCTURE TOTAL RETURN INDEX
N,EQ,MOIPO,MOTILALAMC - MOIPO,        46.77,        46.43,        46.43,        45.99,        46.00,                   424611.40,9181,44,        53.00,        45.45,BSE SELECT IPO TOTAL RETURN INDEX
N,EQ,MOLOWVOL,MOTILALAMC - MOLOWVOL,        38.90,        38.92,        38.98,        38.62,        38.64,                  1693395.74,43827,91,        39.58,        33.05,NIFTY MIDCAP 100 TRI
N,EQ,MOM100,MOTILAL OS MIDCAP100 ETF,        64.86,        65.20,        65.20,        64.10,        64.29,                 13244574.91,205675,2772,        66.59,        50.30,NIFTY MIDCAP 100
N,EQ,MOM30IETF,ICICIPRAMC - ICICIMOM30,        31.90,        31.90,        32.15,        31.63,        31.69,                 19551334.61,615797,2099,        36.32,        25.00,ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOM50,MOTILAL OSWAL M50 ETF,       270.77,       270.09,       270.09,       268.95,       269.01,                   389339.61,1446,134,       279.09,       218.00,NIFTY 50
N,EQ,MOMENTUM,BIRLASLAMC - MOMENTUM,        31.86,        31.82,        31.82,        31.47,        31.60,                  9566292.74,303521,335,        36.08,        25.75,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOMENTUM30,KOTAKMAMC - MOMENTUM30,        31.43,        31.58,        31.58,        31.17,        31.18,                   304868.66,9763,79,        37.38,        30.55,NIFTY 200 MOMENTUM 30 INDEX
N,EQ,MOMENTUM50,MOTILALAMC - MOMENTUM50,        52.79,        53.05,        53.05,        52.41,        52.54,                 13947575.03,265091,1703,        65.26,        42.40,NIFTY 500 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMGF,MOTILALAMC - MOMGF,       151.50,       151.99,       151.99,       150.75,       151.12,                   108047.38,716,23,       182.16,       139.07,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MOMIDMTM,MOTILALAMC - MOMIDMTM,        63.11,        64.47,        64.68,        62.45,        62.60,                  1510214.35,23985,254,        66.73,        59.48,NIFTY MIDCAP 150 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMNC,MOTILALAMC - MOMNC,        30.20,        30.13,        30.20,        30.00,        30.19,                    70594.26,2346,17,        30.34,        29.32,NIFTY MNC ETF TOTAL RETURN INDEX
N,EQ,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,        63.64,        63.64,        64.00,        63.04,        63.33,                  3874748.28,61093,516,        72.73,        51.21,NIFTY 200 MOMENTUM 30 TOTAL RETURN INDEX
N,EQ,MON100,MOTILAL OS NASDAQ100 ETF,       234.55,       236.23,       236.23,       232.66,       234.40,                105837170.16,452348,11549,       258.80,       159.30,NASDAQ100
N,EQ,MON50EQUAL,MOTILALAMC - MON50EQUAL,        33.16,        33.16,        33.17,        33.01,        33.05,                  2105607.35,63704,30,        34.50,        29.78,NIFTY 50 EQUAL WEIGHT TOTAL RETURN INDEX
N,EQ,MONEXT50,MOTILALAMC - MONEXT50,        68.36,        68.75,        68.75,        67.77,        68.10,                   325025.81,4779,80,        72.30,        63.54,NIFTY NEXT 50 TOTAL RETURN INDEX
N,EQ,MONIFTY100,MOTILALAMC - MONIFTY100,        26.67,        26.57,        26.57,        26.44,        26.51,                    89069.01,3355,32,        27.97,        25.85,NIFTY 100 TOTAL RETURN INDEX
N,EQ,MONIFTY500,MOTILALAMC - MONIFTY500,        24.16,        24.14,        24.14,        24.01,        24.04,                 11888934.15,494021,1395,        24.71,        19.50,MOTILAL OSWAL NIFTY 500 ETF
N,EQ,MONQ50,MOTILALAMC - MONQ50,        99.45,        99.28,        99.28,        98.50,        98.89,                  8391960.18,84832,1642,       104.31,        61.31,NASDAQ Q-50 TOTAL RETURN INDEX
N,EQ,MOPSE,MOTILALAMC - MOPSE,        96.88,        96.70,        96.70,        95.81,        95.81,                   423271.09,4384,37,       108.00,        92.55,NIFTY PSE TOTAL RETURN INDEX
N,EQ,MOQUALITY,MOTILALAMC - MOQUALITY,       198.14,       197.44,       198.38,       197.18,       197.25,                    94372.40,477,19,       202.15,       162.15,MOTILAL OSWAL S&P BSE QUALITY ETF
N,EQ,MOREALTY,MOTILALAMC - MOREALTY,        88.58,        88.51,        88.51,        87.10,        87.42,                 49744305.11,568142,3113,       113.50,        77.00,MOTILAL OSWAL NIFTY REALTY ETF
N,EQ,MOSERVICE,MOTILALAMC - MOSERVICE,        33.84,        33.72,        33.74,        33.56,        33.57,                   157043.67,4669,32,        35.37,        33.47,NIFTY SERVICES SECTOR TOTAL RETURN INDEX
N,EQ,MOSILVER,MOTILALAMC - MOSILVER,       191.49,       190.98,       191.39,       189.00,       190.74,                 12278441.72,64521,490,       193.33,       112.32,DOMESTIC PRICE OF PHYSICAL SILVER
N,EQ,MOSMALL250,MOTILALAMC - MOSMALL250,        16.51,        16.59,        16.59,        16.35,        16.40,                  8455828.74,514626,2709,        18.70,        13.22,MOTILAL OSWAL NIFTY SMALLCAP 250 ETF
N,EQ,MOTOUR,MOTILALAMC - MOTOUR,        84.94,        85.00,        85.00,        84.00,        84.24,                  1170739.89,13864,228,        97.20,        82.66,NIFTY INDIA TOURISM TOTAL RETURN INDEX
N,EQ,MOVALUE,MOTILALAMC - MOVALUE,       112.71,       113.27,       113.27,       111.45,       111.99,                  3996565.92,35657,643,       117.23,        85.91,MOTILAL OSWAL S&P BSE ENHANCED VALUE ETF
N,EQ,MSCIADD,DSPAMC - MSCIADD,        30.58,        30.50,        30.50,        30.36,        30.41,                    63163.72,2075,20,        33.82,        30.09,MSCI INDIA INDEX
N,EQ,MSCIINDIA,KOTAKMAMC - MSCIINDIA,        30.80,        31.57,        31.57,        30.24,        30.69,                   463103.27,15104,64,        32.14,        25.60,MSCI INDIA INDEX
N,EQ,MULTICAP,MIRAEAMC - MULTICAP,        16.49,        16.57,        16.57,        16.35,        16.36,                  6625502.83,405097,583,        17.03,        13.43,NIFTY500 MULTICAP 50:25:25 INDEX
N,EQ,NETF,TATAAML - NETF,       281.04,       274.01,       283.14,       274.01,       280.21,                   211138.85,753,90,       292.00,       227.05,TATA NIFTY 50 EXCHANGE TRADED FUND
N,EQ,NEXT30ADD,DSPAMC - NEXT30ADD,        40.02,        39.78,        39.85,        39.63,        39.71,                   997866.01,25118,56,        40.98,        32.27,BSE SENSEX NEXT 30 INDEX
N,EQ,NEXT50,MIRAEAMC - MANXT50,       703.32,       701.80,       704.14,       698.00,       701.05,                  3771708.17,5378,364,       746.50,       573.45,NIFTY NEXT 50
N,EQ,NEXT50IETF,ICICIPRAMC - ICICINXT50,        71.99,        72.00,        72.19,        71.56,        71.86,                 20617474.80,287065,4463,        77.40,        58.70,NIFTY NEXT 50
N,EQ,NIF100BEES,NIP IND ETF NIFTY 100,       280.59,       278.10,       280.30,       278.10,       279.26,                  3677941.67,13160,332,       290.00,       230.35,NIFTY 100 TRI
N,EQ,NIF100IETF,ICICI PRUD NIFTY 100 ETF,        29.56,        29.70,        29.70,        29.16,        29.38,                  3145221.68,107023,1234,        32.70,        23.85,NIFTY 100
N,EQ,NIF10GETF,UTIAMC - NIF10GETF,        26.12,        26.30,        26.30,        26.13,        26.14,                    13107.35,501,46,        26.83,        24.11,UTI NIFTY 10 YR BENCHMARK G-SEC ETF
N,EQ,NIF5GETF,UTIAMC - NIF5GETF,        63.79,        63.52,        63.52,        63.52,        63.52,                     6796.64,107,3,        65.00,        58.85,UTI NIFTY 5 YR BENCHMARK G-SEC ETF
N,EQ,NIFITETF,UTIAMC - NIFITETF,       398.85,       396.30,       396.30,       394.31,       395.30,                    60472.08,153,12,       469.99,       325.00,UTI NIFTY IT ETF
N,EQ,NIFMID150,UTIAMC - NIFMID150,       222.98,       223.00,       226.89,       221.00,       221.58,                  1091078.33,4919,67,       235.48,       174.82,UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF)
N,EQ,NIFTY1,KOTAK NIFTY ETF,       287.00,       286.48,       286.52,       284.90,       285.36,                 70182966.79,245956,1096,       320.00,       238.25,NIFTY 50
