INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,TCS       ,24/02/2026,00003258.00,00003272.20,00003249.00,00003253.70,000000000188475,       67296180.00,            20650,              118,              113
FUTSTK    ,TECHM     ,30/12/2025,00001584.20,00001591.00,00001572.60,00001582.60,000000020959200,     1481931360.00,           936000,             1560,             1395
FUTSTK    ,TECHM     ,27/01/2026,00001587.70,00001600.00,00001585.20,00001592.40,000000000821400,      266887920.00,           167400,              279,              219
FUTSTK    ,TECHM     ,24/02/2026,00001605.60,00001605.60,00001598.50,00001601.00,000000000057600,        9603600.00,             6000,              010,              010
FUTSTK    ,TIINDIA   ,30/12/2025,00002591.00,00002669.00,00002591.00,00002623.60,000000003045800,      594065860.00,           225600,             1128,              946
FUTSTK    ,TIINDIA   ,27/01/2026,00002643.10,00002683.60,00002629.40,00002637.00,000000000150600,      165522000.00,            62600,              313,              206
FUTSTK    ,TIINDIA   ,24/02/2026,00002646.00,00002660.00,00002646.00,00002647.00,000000000017400,        3182160.00,             1200,              006,              006
FUTSTK    ,TITAGARH  ,30/12/2025,00000787.85,00000788.85,00000771.55,00000775.30,000000005496950,      493750846.25,           632925,              873,              784
FUTSTK    ,TITAN     ,30/12/2025,00003940.00,00003941.90,00003899.40,00003912.70,000000008523900,     3266998262.50,           833875,             4765,             3193
FUTSTK    ,TITAN     ,27/01/2026,00003952.80,00003965.70,00003922.90,00003935.80,000000001050350,     1300262250.00,           329875,             1885,              616
FUTSTK    ,TITAN     ,24/02/2026,00003979.90,00003979.90,00003948.00,00003956.40,000000000110950,       36071385.00,             9100,              052,              050
FUTSTK    ,TMPV      ,30/12/2025,00000345.80,00000350.65,00000345.80,00000346.60,000000083106400,     3515265240.00,         10107200,            12634,             9108
FUTSTK    ,TMPV      ,27/01/2026,00000349.20,00000352.50,00000348.00,00000348.45,000000013760000,     1163225720.00,          3327200,             4159,             2398
FUTSTK    ,TMPV      ,24/02/2026,00000350.85,00000354.85,00000350.30,00000351.15,000000001380000,       76946000.00,           218400,              273,              262
FUTSTK    ,TORNTPHARM,30/12/2025,00003761.40,00003776.90,00003732.50,00003772.10,000000002372500,      719696675.00,           191500,              766,              665
FUTSTK    ,TORNTPHARM,27/01/2026,00003789.40,00003797.00,00003754.00,00003794.10,000000000023750,       60411225.00,            16000,              064,              062
FUTSTK    ,TORNTPHARM,24/02/2026,00003771.90,00003771.90,00003771.90,00003771.90,000000000004250,         942975.00,              250,              001,              001
FUTSTK    ,TORNTPOWER,30/12/2025,00001284.20,00001304.70,00001274.50,00001279.40,000000002490375,      524458087.50,           406125,             1083,              999
FUTSTK    ,TORNTPOWER,27/01/2026,00001289.50,00001312.10,00001281.70,00001285.60,000000000306000,      383392202.50,           294525,              693,              532
FUTSTK    ,TORNTPOWER,24/02/2026,00001302.70,00001305.00,00001290.00,00001290.00,000000000019125,        7735807.50,             5950,              014,              014
FUTSTK    ,TRENT     ,30/12/2025,00004116.40,00004127.70,00004045.20,00004057.20,000000008141100,     1964448850.00,           481800,             4818,             4100
FUTSTK    ,TRENT     ,27/01/2026,00004144.70,00004151.40,00004074.00,00004080.10,000000000850400,      525446780.00,           128100,             1281,             1066
FUTSTK    ,TRENT     ,24/02/2026,00004155.00,00004158.00,00004100.00,00004102.80,000000000113400,       64660740.00,            15700,              157,              142
FUTSTK    ,TVSMOTOR  ,30/12/2025,00003607.90,00003665.00,00003607.90,00003643.90,000000007379050,     1488063850.00,           408100,             2332,             2041
FUTSTK    ,TVSMOTOR  ,27/01/2026,00003656.40,00003680.20,00003653.10,00003661.70,000000000105350,      157739837.50,            43050,              246,              186
FUTSTK    ,TVSMOTOR  ,24/02/2026,00003677.00,00003677.00,00003669.90,00003671.40,000000000034825,        1928202.50,              525,              003,              003
FUTSTK    ,ULTRACEMCO,30/12/2025,00011567.00,00011630.00,00011535.00,00011568.00,000000002708450,     1735447200.00,           150000,             3000,             2304
FUTSTK    ,ULTRACEMCO,27/01/2026,00011623.00,00011698.00,00011605.00,00011637.00,000000000250150,      909098550.00,            78100,             1562,             1241
FUTSTK    ,ULTRACEMCO,24/02/2026,00011740.00,00011749.00,00011688.00,00011713.00,000000000012600,        9953800.00,              850,              017,              016
FUTSTK    ,UNIONBANK ,30/12/2025,00000153.15,00000154.82,00000152.67,00000153.55,000000068322000,     1467797324.25,          9540300,             2156,             1974
FUTSTK    ,UNIONBANK ,27/01/2026,00000153.36,00000155.22,00000153.36,00000154.10,000000007504800,      323662244.25,          2097450,              474,              373
FUTSTK    ,UNIONBANK ,24/02/2026,00000155.98,00000155.98,00000154.50,00000154.79,000000000668175,        9608356.50,            61950,              014,              014
FUTSTK    ,UNITDSPR  ,30/12/2025,00001451.90,00001458.70,00001415.00,00001422.10,000000012745600,     2917405360.00,          2031200,             5078,             3663
FUTSTK    ,UNITDSPR  ,27/01/2026,00001461.60,00001469.10,00001424.00,00001430.10,000000000330000,      334539640.00,           231200,              578,              402
FUTSTK    ,UNITDSPR  ,24/02/2026,00001474.10,00001474.10,00001437.10,00001442.50,000000000027600,       12228360.00,             8400,              021,              016
FUTSTK    ,UNOMINDA  ,30/12/2025,00001253.80,00001270.50,00001244.30,00001251.50,000000004191550,      488868325.00,           389400,              708,              666
FUTSTK    ,UNOMINDA  ,27/01/2026,00001276.30,00001278.00,00001254.00,00001258.90,000000000184800,       26360400.00,            20900,              038,              036
FUTSTK    ,UNOMINDA  ,24/02/2026,00001267.70,00001267.70,00001256.00,00001256.00,000000000007150,        1388035.00,             1100,              002,              002
FUTSTK    ,UPL       ,30/12/2025,00000754.40,00000754.40,00000743.10,00000747.75,000000034473910,     1489629412.50,          1990495,             1469,             1277
FUTSTK    ,UPL       ,27/01/2026,00000759.00,00000764.90,00000748.05,00000752.45,000000000719505,      186768525.25,           247965,              183,              162
FUTSTK    ,UPL       ,24/02/2026,00000762.00,00000762.00,00000755.30,00000755.45,000000000085365,        7196540.50,             9485,              007,              007
FUTSTK    ,VBL       ,30/12/2025,00000479.00,00000480.65,00000468.25,00000471.95,000000045026200,     2468622761.25,          5203925,             5077,             4133
FUTSTK    ,VBL       ,27/01/2026,00000482.10,00000482.85,00000471.10,00000474.25,000000001874250,      291535087.50,           610875,              543,              511
FUTSTK    ,VBL       ,24/02/2026,00000480.00,00000484.00,00000475.00,00000476.65,000000000154125,       16677168.75,            34875,              031,              031
FUTSTK    ,VEDL      ,30/12/2025,00000577.10,00000579.80,00000566.95,00000570.10,000000105238800,    16960877465.00,         29628600,            25764,            19296
FUTSTK    ,VEDL      ,27/01/2026,00000580.20,00000582.50,00000570.00,00000572.60,000000005667200,     3174792407.50,          5521150,             4801,             3859
FUTSTK    ,VEDL      ,24/02/2026,00000582.15,00000582.50,00000570.80,00000573.75,000000000683100,      275614117.50,           478400,              416,              371
FUTSTK    ,VOLTAS    ,30/12/2025,00001399.00,00001399.00,00001378.10,00001383.10,000000009916875,     1594334962.50,          1150125,             3067,             2532
FUTSTK    ,VOLTAS    ,27/01/2026,00001376.80,00001381.00,00001365.20,00001370.40,000000001582875,      386462062.50,           281625,              751,              525
FUTSTK    ,VOLTAS    ,24/02/2026,00001369.90,00001371.80,00001362.00,00001365.40,000000000058875,       17946900.00,            13125,              035,              035
FUTSTK    ,WIPRO     ,30/12/2025,00000260.67,00000262.50,00000259.25,00000261.28,000000112917000,     1921912410.00,          7356000,             2452,             2153
FUTSTK    ,WIPRO     ,27/01/2026,00000257.55,00000261.51,00000257.55,00000260.16,000000006510000,      567682800.00,          2181000,              727,              573
FUTSTK    ,WIPRO     ,24/02/2026,00000258.00,00000260.20,00000258.00,00000259.56,000000001032000,       42788700.00,           165000,              055,              050
FUTSTK    ,YESBANK   ,30/12/2025,00000021.56,00000021.73,00000021.49,00000021.57,000000985963300,     1010406034.00,         46805500,             1505,             1380
FUTSTK    ,YESBANK   ,27/01/2026,00000021.66,00000021.86,00000021.63,00000021.70,000000133232400,      283200954.00,         13030900,              419,              341
FUTSTK    ,YESBANK   ,24/02/2026,00000021.87,00000021.99,00000021.80,00000021.83,000000016234200,       29235866.00,          1337300,              043,              040
FUTSTK    ,ZYDUSLIFE ,30/12/2025,00000917.20,00000922.45,00000915.55,00000919.10,000000010578600,      674066025.00,           733500,              815,              706
FUTSTK    ,ZYDUSLIFE ,27/01/2026,00000923.70,00000927.30,00000921.30,00000924.55,000000000709200,       95672475.00,           103500,              115,              093
FUTSTK    ,ZYDUSLIFE ,24/02/2026,00000931.00,00000931.00,00000928.00,00000929.45,000000000032400,        8363205.00,             9000,              010,              010
* - OPEN_INT as available in the trading system at the end of trading hours.                                                                                                                                                                                                                                                                                                                                                                                                                                        
