INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,FEDERALBNK,27/01/2026,00000264.45,00000266.50,00000263.65,00000265.75,000000007880000,      639712750.00,          2410000,              482,              453
FUTSTK    ,FEDERALBNK,24/02/2026,00000265.10,00000267.25,00000265.10,00000266.60,000000000615000,       41275000.00,           155000,              031,              030
FUTSTK    ,FORTIS    ,30/12/2025,00000877.75,00000880.00,00000866.30,00000871.65,000000014164675,     1512213945.00,          1732125,             2235,             2046
FUTSTK    ,FORTIS    ,27/01/2026,00000883.20,00000886.70,00000871.20,00000876.20,000000000823825,      332949532.50,           379750,              490,              479
FUTSTK    ,FORTIS    ,24/02/2026,00000883.60,00000883.60,00000875.75,00000879.00,000000000032550,        4098161.25,             4650,              006,              006
FUTSTK    ,GAIL      ,30/12/2025,00000168.92,00000170.90,00000168.48,00000169.34,000000089138700,     1101271405.50,          6492150,             2061,             1798
FUTSTK    ,GAIL      ,27/01/2026,00000169.79,00000171.84,00000169.52,00000170.31,000000009119250,      138085573.50,           809550,              257,              241
FUTSTK    ,GAIL      ,24/02/2026,00000171.00,00000172.72,00000170.90,00000170.90,000000001253700,       23812393.50,           138600,              044,              040
FUTSTK    ,GLENMARK  ,30/12/2025,00001973.00,00001973.30,00001940.90,00001951.90,000000014328375,     2493546225.00,          1273875,             3397,             2424
FUTSTK    ,GLENMARK  ,27/01/2026,00001974.10,00001983.80,00001953.30,00001964.30,000000000273750,      213213637.50,           108375,              289,              196
FUTSTK    ,GLENMARK  ,24/02/2026,00001993.50,00001993.50,00001968.90,00001981.00,000000000022125,        6680362.50,             3375,              009,              008
FUTSTK    ,GMRAIRPORT,30/12/2025,00000103.69,00000104.25,00000100.67,00000101.13,000000157314150,     2458679409.00,         24147450,             3462,             2692
FUTSTK    ,GMRAIRPORT,27/01/2026,00000104.24,00000104.95,00000101.27,00000101.77,000000016063425,      508727065.50,          4959225,              711,              603
FUTSTK    ,GMRAIRPORT,24/02/2026,00000105.00,00000105.00,00000101.90,00000102.09,000000002413350,       50111678.25,           488250,              070,              051
FUTSTK    ,GODREJCP  ,30/12/2025,00001185.00,00001190.40,00001175.70,00001180.50,000000009192500,     1027166550.00,           868500,             1737,             1516
FUTSTK    ,GODREJCP  ,27/01/2026,00001188.30,00001195.50,00001183.50,00001187.00,000000000215500,       91054450.00,            76500,              153,              102
FUTSTK    ,GODREJCP  ,24/02/2026,00001197.20,00001200.40,00001189.00,00001189.00,000000000012500,        2986250.00,             2500,              005,              005
FUTSTK    ,GODREJPROP,30/12/2025,00002040.60,00002040.90,00002008.50,00002018.70,000000008413075,     1708709970.00,           842875,             3065,             1869
FUTSTK    ,GODREJPROP,27/01/2026,00002037.40,00002054.40,00002020.40,00002028.80,000000000707300,      987947785.00,           484275,             1761,              739
FUTSTK    ,GODREJPROP,24/02/2026,00002055.70,00002063.40,00002038.70,00002044.00,000000000077550,       16944647.50,             8250,              030,              022
FUTSTK    ,GRASIM    ,30/12/2025,00002797.10,00002816.30,00002786.90,00002813.10,000000014953250,     1923602250.00,           686750,             2747,             1708
FUTSTK    ,GRASIM    ,27/01/2026,00002816.00,00002834.70,00002806.70,00002830.90,000000001171250,      832892525.00,           295750,             1183,              325
FUTSTK    ,GRASIM    ,24/02/2026,00002834.60,00002836.30,00002834.60,00002836.30,000000000014750,        2126800.00,              750,              003,              003
FUTSTK    ,HAL       ,30/12/2025,00004272.00,00004286.90,00004233.10,00004242.10,000000009257550,     2225441400.00,           523350,             3489,             2926
FUTSTK    ,HAL       ,27/01/2026,00004289.40,00004309.90,00004258.40,00004267.30,000000001051800,      803027775.00,           187800,             1252,             1141
FUTSTK    ,HAL       ,24/02/2026,00004306.00,00004320.00,00004273.00,00004277.90,000000000157500,       79813245.00,            18600,              124,              118
FUTSTK    ,HAVELLS   ,30/12/2025,00001410.30,00001414.90,00001395.00,00001398.70,000000008044500,     1347226700.00,           961500,             1923,             1778
FUTSTK    ,HAVELLS   ,27/01/2026,00001418.40,00001420.00,00001401.60,00001405.20,000000000449000,      123185950.00,            87500,              175,              172
FUTSTK    ,HAVELLS   ,24/02/2026,00001424.00,00001425.00,00001409.00,00001412.00,000000000049000,       12022300.00,             8500,              017,              016
FUTSTK    ,HCLTECH   ,30/12/2025,00001658.70,00001670.50,00001650.40,00001661.00,000000015856400,     2276675835.00,          1370600,             3916,             3620
FUTSTK    ,HCLTECH   ,27/01/2026,00001651.10,00001667.00,00001648.10,00001658.50,000000001099350,      386994125.00,           233450,              667,              564
FUTSTK    ,HCLTECH   ,24/02/2026,00001659.70,00001673.30,00001659.70,00001667.40,000000000090300,       35000735.00,            21000,              060,              058
FUTSTK    ,HDFCAMC   ,30/12/2025,00002590.10,00002611.00,00002543.50,00002548.90,000000004528200,     2529956550.00,           986400,             3288,             2655
FUTSTK    ,HDFCAMC   ,27/01/2026,00002610.00,00002625.90,00002559.90,00002563.80,000000000555300,      640590570.00,           249000,              830,              438
FUTSTK    ,HDFCAMC   ,24/02/2026,00002624.70,00002624.70,00002579.50,00002579.50,000000000019500,       30390210.00,            11700,              039,              033
FUTSTK    ,HDFCBANK  ,30/12/2025,00000998.00,00000998.20,00000984.40,00000987.50,000000189243450,    11801738795.00,         11938850,            21707,            14497
FUTSTK    ,HDFCBANK  ,27/01/2026,00001002.10,00001002.90,00000990.50,00000993.70,000000035721400,     8012537610.00,          8064100,            14662,             9366
FUTSTK    ,HDFCBANK  ,24/02/2026,00001007.00,00001009.50,00000996.10,00000999.60,000000000906950,      121616605.00,           121550,              221,              201
FUTSTK    ,HDFCLIFE  ,30/12/2025,00000763.25,00000766.25,00000751.00,00000754.85,000000028882700,     2965621945.00,          3919300,             3563,             3091
FUTSTK    ,HDFCLIFE  ,27/01/2026,00000768.10,00000770.45,00000756.00,00000759.80,000000002410100,      376134275.00,           492800,              448,              418
FUTSTK    ,HDFCLIFE  ,24/02/2026,00000769.80,00000769.95,00000761.95,00000763.95,000000000143000,       21887085.00,            28600,              026,              024
FUTSTK    ,HEROMOTOCO,30/12/2025,00005972.50,00005980.50,00005797.50,00005827.50,000000005908050,     5101035675.00,           872250,             5815,             5248
FUTSTK    ,HEROMOTOCO,27/01/2026,00006005.50,00006005.50,00005835.00,00005861.50,000000000209400,      629316600.00,           107100,              714,              581
FUTSTK    ,HEROMOTOCO,24/02/2026,00005980.00,00005980.00,00005830.00,00005854.00,000000000039000,       47661300.00,             8100,              054,              054
FUTSTK    ,HFCL      ,30/12/2025,00000065.50,00000065.85,00000064.21,00000064.63,000000105264000,      502933267.50,          7759350,             1203,             1078
FUTSTK    ,HINDALCO  ,30/12/2025,00000843.00,00000853.00,00000841.70,00000849.65,000000077195300,     5780530840.00,          6815900,             9737,             6526
FUTSTK    ,HINDALCO  ,27/01/2026,00000849.70,00000858.00,00000849.15,00000855.00,000000003047100,     1282815730.00,          1503600,             2148,              684
FUTSTK    ,HINDALCO  ,24/02/2026,00000855.00,00000860.85,00000853.75,00000859.45,000000000219800,       51070635.00,            59500,              085,              072
FUTSTK    ,HINDPETRO ,30/12/2025,00000467.25,00000472.30,00000465.35,00000466.40,000000037170900,     1789482071.25,          3817125,             1885,             1718
FUTSTK    ,HINDPETRO ,27/01/2026,00000470.40,00000474.95,00000468.50,00000469.20,000000001306125,      206300823.75,           437400,              216,              189
FUTSTK    ,HINDPETRO ,24/02/2026,00000472.90,00000474.95,00000469.50,00000469.85,000000000226800,       23906745.00,            50625,              025,              021
FUTSTK    ,HINDUNILVR,30/12/2025,00002289.40,00002289.40,00002268.70,00002275.30,000000009204900,     2293651620.00,          1007400,             3358,             3135
FUTSTK    ,HINDUNILVR,27/01/2026,00002297.90,00002302.80,00002284.50,00002291.60,000000001600200,      427633890.00,           186600,              622,              554
FUTSTK    ,HINDUNILVR,24/02/2026,00002316.00,00002316.00,00002300.00,00002305.00,000000000161700,       21460380.00,             9300,              031,              030
FUTSTK    ,HINDZINC  ,30/12/2025,00000580.50,00000588.75,00000574.50,00000578.90,000000033164425,    12045766223.75,         20706175,            16903,            13602
FUTSTK    ,HINDZINC  ,27/01/2026,00000585.00,00000592.00,00000578.10,00000582.60,000000003296475,     1896040728.75,          3240125,             2645,             2429
FUTSTK    ,HINDZINC  ,24/02/2026,00000588.95,00000595.20,00000581.05,00000585.65,000000001037575,      347888546.25,           591675,              483,              443
FUTSTK    ,HUDCO     ,30/12/2025,00000211.25,00000212.77,00000206.91,00000207.89,000000032070675,     1109751415.50,          5308575,             1913,             1588
FUTSTK    ,HUDCO     ,27/01/2026,00000212.10,00000214.00,00000208.42,00000209.39,000000002794425,      156744681.75,           743700,              268,              251
FUTSTK    ,HUDCO     ,24/02/2026,00000212.80,00000213.09,00000209.76,00000209.76,000000000391275,        7031961.00,            33300,              012,              012
FUTSTK    ,ICICIBANK ,30/12/2025,00001369.00,00001369.00,00001347.70,00001356.50,000000104855100,    13915088740.00,         10273900,            14677,            11000
FUTSTK    ,ICICIBANK ,27/01/2026,00001377.60,00001377.60,00001356.10,00001364.90,000000018314800,     6727623350.00,          4938500,             7055,             4900
FUTSTK    ,ICICIBANK ,24/02/2026,00001378.90,00001378.90,00001364.60,00001372.60,000000000998900,      270490500.00,           197400,              282,              267
FUTSTK    ,ICICIGI   ,30/12/2025,00001940.10,00001962.00,00001934.60,00001947.10,000000005884775,     1150264310.00,           591175,             1819,             1786
FUTSTK    ,ICICIGI   ,27/01/2026,00001968.10,00001973.30,00001947.40,00001957.10,000000000125450,      143820885.00,            73450,              226,              226
FUTSTK    ,ICICIPRULI,30/12/2025,00000643.20,00000643.20,00000628.05,00000631.20,000000016025625,      881044416.25,          1389350,             1502,             1359
FUTSTK    ,ICICIPRULI,27/01/2026,00000643.20,00000645.10,00000632.00,00000634.85,000000000422725,       73129390.00,           114700,              124,              095
FUTSTK    ,ICICIPRULI,24/02/2026,00000642.80,00000642.80,00000636.65,00000636.65,000000000033300,        2370543.75,             3700,              004,              004
FUTSTK    ,IDEA      ,30/12/2025,00000011.29,00000011.42,00000011.10,00000011.17,000006010904550,     5467415082.75,        485672625,             6795,             5436
FUTSTK    ,IDEA      ,27/01/2026,00000011.38,00000011.49,00000011.17,00000011.24,000000838115850,     1489090851.75,        131514000,             1840,             1583
FUTSTK    ,IDEA      ,24/02/2026,00000011.44,00000011.55,00000011.25,00000011.31,000000118505550,      197368206.00,         17368425,              243,              242
FUTSTK    ,IDFCFIRSTB,30/12/2025,00000083.49,00000084.25,00000083.37,00000084.01,000000307800150,     3040788437.75,         36311625,             3915,             3480
FUTSTK    ,IDFCFIRSTB,27/01/2026,00000084.05,00000084.75,00000083.90,00000084.51,000000046477025,      810244244.25,          9618175,             1037,              968
FUTSTK    ,IDFCFIRSTB,24/02/2026,00000084.81,00000085.03,00000084.42,00000084.96,000000003941875,       37729216.00,           445200,              048,              046
FUTSTK    ,IEX       ,30/12/2025,00000140.51,00000141.74,00000140.06,00000140.39,000000051071250,      484275262.50,          3438750,              917,              790
FUTSTK    ,IEX       ,27/01/2026,00000141.00,00000142.44,00000140.93,00000141.02,000000004713750,       74416425.00,           525000,              140,              103
FUTSTK    ,IEX       ,24/02/2026,00000140.96,00000142.20,00000140.70,00000140.81,000000001245000,       20150062.50,           142500,              038,              038
FUTSTK    ,IIFL      ,30/12/2025,00000571.00,00000575.80,00000561.45,00000563.55,000000011701800,      778096770.00,          1371150,              831,              690
FUTSTK    ,IIFL      ,27/01/2026,00000571.75,00000579.15,00000564.95,00000567.30,000000000412500,      105321232.50,           184800,              112,              086
FUTSTK    ,INDHOTEL  ,30/12/2025,00000723.45,00000731.90,00000712.90,00000715.75,000000025390000,     2084638600.00,          2893000,             2893,             2666
FUTSTK    ,INDHOTEL  ,27/01/2026,00000729.50,00000736.00,00000717.25,00000720.05,000000001708000,      393399400.00,           543000,              543,              468
FUTSTK    ,INDHOTEL  ,24/02/2026,00000740.00,00000740.00,00000722.00,00000724.95,000000000159000,       29110600.00,            40000,              040,              040
FUTSTK    ,INDIANB   ,30/12/2025,00000770.65,00000785.40,00000770.65,00000776.35,000000011087000,     1090099850.00,          1401000,             1401,             1201
FUTSTK    ,INDIANB   ,27/01/2026,00000778.50,00000787.60,00000776.80,00000779.85,000000000581000,       89065750.00,           114000,              114,              112
FUTSTK    ,INDIANB   ,24/02/2026,00000786.00,00000790.00,00000779.60,00000781.65,000000000065000,        8625550.00,            11000,              011,              011
FUTSTK    ,INDIGO    ,30/12/2025,00004999.00,00005015.50,00004952.50,00004984.00,000000011127000,     4604831475.00,           925050,             6167,             5408
FUTSTK    ,INDIGO    ,27/01/2026,00005029.00,00005038.50,00004980.00,00005009.50,000000001162950,      931706025.00,           186300,             1242,             1038
FUTSTK    ,INDIGO    ,24/02/2026,00005044.00,00005044.00,00005010.00,00005039.50,000000000184350,       84495600.00,            16800,              112,              106
FUTSTK    ,INDUSINDBK,30/12/2025,00000839.95,00000847.10,00000828.45,00000834.65,000000044406600,     4680157580.00,          5600700,             8001,             6192
FUTSTK    ,INDUSINDBK,27/01/2026,00000843.30,00000852.15,00000833.40,00000839.80,000000004190900,     1031973880.00,          1227100,             1753,             1645
FUTSTK    ,INDUSINDBK,24/02/2026,00000851.80,00000855.75,00000838.00,00000844.80,000000000469700,      175918155.00,           207900,              297,              202
FUTSTK    ,INDUSTOWER,30/12/2025,00000409.95,00000410.25,00000404.65,00000408.60,000000080899600,     2113999045.00,          5186700,             3051,             2329
FUTSTK    ,INDUSTOWER,27/01/2026,00000411.15,00000412.90,00000407.40,00000410.95,000000002680900,      305476230.00,           744600,              438,              391
FUTSTK    ,INDUSTOWER,24/02/2026,00000413.35,00000413.50,00000409.50,00000413.50,000000000187000,        4896850.00,            11900,              007,              007
FUTSTK    ,INFY      ,30/12/2025,00001593.80,00001610.00,00001589.00,00001605.80,000000059713200,    10136596360.00,          6319200,            15798,            10291
FUTSTK    ,INFY      ,27/01/2026,00001601.70,00001619.40,00001599.80,00001615.90,000000010657200,     4381375760.00,          2713600,             6784,             2637
FUTSTK    ,INFY      ,24/02/2026,00001611.50,00001627.60,00001610.00,00001624.70,000000000348800,       49976640.00,            30800,              077,              072
FUTSTK    ,INOXWIND  ,30/12/2025,00000127.00,00000127.33,00000125.73,00000126.43,000000083360744,      837239589.04,          6606168,             2019,             1780
FUTSTK    ,INOXWIND  ,27/01/2026,00000127.94,00000128.13,00000126.62,00000127.10,000000005691400,      122960444.75,           965250,              270,              236
FUTSTK    ,INOXWIND  ,24/02/2026,00000127.40,00000127.40,00000127.30,00000127.36,000000000793650,        1366007.50,            10725,              003,              003
FUTSTK    ,IOC       ,30/12/2025,00000168.67,00000169.75,00000167.63,00000168.64,000000091138125,     2912510055.00,         17267250,             3542,             3128
FUTSTK    ,IOC       ,27/01/2026,00000169.05,00000170.69,00000168.89,00000169.56,000000005167500,      313522511.25,          1847625,              379,              349
FUTSTK    ,IOC       ,24/02/2026,00000170.26,00000170.79,00000169.52,00000170.17,000000000682500,       32353717.50,           190125,              039,              039
FUTSTK    ,IRCTC     ,30/12/2025,00000670.05,00000673.70,00000665.90,00000667.25,000000018287500,      744220575.00,          1113000,             1272,             1153
FUTSTK    ,IRCTC     ,27/01/2026,00000674.30,00000676.75,00000669.20,00000670.55,000000002023000,      250401593.75,           372750,              426,              385
FUTSTK    ,IRCTC     ,24/02/2026,00000676.70,00000676.70,00000670.50,00000671.25,000000000434875,       57123412.50,            84875,              097,              092
FUTSTK    ,IREDA     ,30/12/2025,00000131.36,00000134.14,00000130.84,00000131.17,000000041607000,      906496711.50,          6865500,             1990,             1644
FUTSTK    ,IREDA     ,27/01/2026,00000133.00,00000133.70,00000130.31,00000130.66,000000012050850,      456940459.50,          3474150,             1007,              821
FUTSTK    ,IREDA     ,24/02/2026,00000133.00,00000133.69,00000130.22,00000130.34,000000001331700,       24061024.50,           182850,              053,              049
FUTSTK    ,IRFC      ,30/12/2025,00000112.12,00000112.82,00000110.86,00000111.25,000000041658500,      385974247.50,          3459500,              814,              742
FUTSTK    ,IRFC      ,27/01/2026,00000112.49,00000113.50,00000111.46,00000111.96,000000005648250,      193446060.00,          1725500,              406,              268
FUTSTK    ,IRFC      ,24/02/2026,00000113.50,00000113.96,00000112.36,00000112.63,000000000867000,       23486137.50,           208250,              049,              041
FUTSTK    ,ITC       ,30/12/2025,00000403.25,00000404.65,00000400.60,00000401.05,000000156403200,     3964921440.00,          9867200,             6167,             5436
FUTSTK    ,ITC       ,27/01/2026,00000406.40,00000406.80,00000403.05,00000403.55,000000016281600,     1436541920.00,          3555200,             2222,             1360
FUTSTK    ,ITC       ,24/02/2026,00000403.90,00000403.95,00000400.60,00000400.95,000000002500800,      128515920.00,           320000,              200,              200
FUTSTK    ,JINDALSTEL,30/12/2025,00001006.50,00001016.50,00001000.70,00001003.90,000000012241875,     1559854000.00,          1547500,             2476,             1986
FUTSTK    ,JINDALSTEL,27/01/2026,00001016.40,00001022.90,00001007.60,00001010.50,000000000312500,      189124750.00,           186250,              298,              273
FUTSTK    ,JINDALSTEL,24/02/2026,00001024.10,00001027.20,00001015.20,00001015.20,000000000031875,        6382125.00,             6250,              010,              007
FUTSTK    ,JIOFIN    ,30/12/2025,00000295.70,00000296.90,00000292.20,00000293.70,000000136741800,     2029846222.50,          6901950,             2937,             2705
FUTSTK    ,JIOFIN    ,27/01/2026,00000297.55,00000298.60,00000294.00,00000295.60,000000020757550,      626553945.00,          2117350,              901,              809
FUTSTK    ,JIOFIN    ,24/02/2026,00000299.45,00000300.20,00000295.95,00000297.25,000000002958650,       67124225.00,           225600,              096,              087
FUTSTK    ,JSWENERGY ,30/12/2025,00000479.70,00000482.90,00000473.60,00000475.80,000000045506000,     1386188100.00,          2901000,             2901,             2202
FUTSTK    ,JSWENERGY ,27/01/2026,00000481.65,00000485.35,00000476.55,00000478.35,000000002002000,      253634800.00,           529000,              529,              283
FUTSTK    ,JSWENERGY ,24/02/2026,00000484.00,00000486.40,00000480.00,00000480.00,000000000180000,        4354850.00,             9000,              009,              009
FUTSTK    ,JSWSTEEL  ,30/12/2025,00001085.80,00001094.70,00001078.50,00001083.20,000000047198700,     3053129895.00,          2814075,             4169,             3478
FUTSTK    ,JSWSTEEL  ,27/01/2026,00001093.90,00001101.00,00001085.10,00001089.10,000000002333475,      611234302.50,           560250,              830,              710
FUTSTK    ,JSWSTEEL  ,24/02/2026,00001102.70,00001102.70,00001092.10,00001095.70,000000000177525,       11846722.50,            10800,              016,              016
FUTSTK    ,JUBLFOOD  ,30/12/2025,00000561.05,00000564.00,00000550.10,00000554.70,000000019883750,     2132827875.00,          3836250,             3069,             2709
FUTSTK    ,JUBLFOOD  ,27/01/2026,00000563.40,00000567.40,00000553.45,00000557.80,000000002253750,      549492562.50,           983750,              787,              677
FUTSTK    ,JUBLFOOD  ,24/02/2026,00000567.00,00000570.00,00000555.90,00000561.15,000000000233750,       61254000.00,           108750,              087,              084
FUTIDX    ,MIDCPNIFTY,30/12/2025,00013801.45,00013825.00,00013659.30,00013686.05,000000002409960,     5273371327.00,           384020,             2743,             2329
FUTIDX    ,MIDCPNIFTY,27/01/2026,00013854.95,00013900.00,00013748.00,00013768.15,000000000121680,      483871932.00,            35040,              292,              268
FUTIDX    ,MIDCPNIFTY,24/02/2026,00013951.60,00013951.60,00013830.00,00013838.35,000000000015000,       43254882.00,             3120,              026,              023
FUTIDX    ,NIFTY     ,30/12/2025,00025925.00,00026004.90,00025857.10,00025897.80,000000016415475,    93526848480.00,          3609300,            48124,            30687
FUTIDX    ,NIFTY     ,27/01/2026,00026125.00,00026164.80,00026026.00,00026061.80,000000001585935,     8614447647.00,           330395,             5083,             3726
FUTIDX    ,NIFTY     ,24/02/2026,00026267.50,00026304.00,00026177.00,00026212.40,000000000568425,     2811850730.00,           107250,             1650,             1283
FUTIDX    ,NIFTYNXT50,30/12/2025,00068549.40,00068740.00,00068060.00,00068220.00,000000000026250,      316193450.00,             4625,              185,              178
FUTIDX    ,NIFTYNXT50,27/01/2026,00069100.00,00069268.20,00068501.00,00068597.00,000000000003350,       63601220.00,              925,              037,              033
FUTSTK    ,KALYANKJIL,30/12/2025,00000478.75,00000484.00,00000469.50,00000475.30,000000032706125,     1628984691.25,          3415725,             2907,             2195
FUTSTK    ,KALYANKJIL,27/01/2026,00000481.90,00000486.90,00000472.55,00000478.65,000000001250200,      244836042.50,           511125,              435,              319
FUTSTK    ,KALYANKJIL,24/02/2026,00000489.00,00000489.00,00000476.30,00000481.05,000000000162150,       27113888.75,            56400,              048,              045
FUTSTK    ,KAYNES    ,30/12/2025,00004264.00,00004323.00,00004067.50,00004098.50,000000003437200,     4652951750.00,          1114800,            11148,             9871
FUTSTK    ,KAYNES    ,27/01/2026,00004254.50,00004340.00,00004092.00,00004114.50,000000000446900,      738641250.00,           176300,             1763,             1488
FUTSTK    ,KAYNES    ,24/02/2026,00004290.00,00004299.00,00004114.00,00004145.00,000000000098000,       50455000.00,            12000,              120,              117
FUTSTK    ,KEI       ,30/12/2025,00004141.40,00004141.40,00004071.20,00004119.90,000000001062775,     1306721447.50,           318150,             1818,             1566
FUTSTK    ,KEI       ,27/01/2026,00004147.10,00004147.10,00004078.90,00004124.00,000000000099050,      202076752.50,            49175,              281,              226
FUTSTK    ,KFINTECH  ,30/12/2025,00001038.60,00001040.90,00001027.20,00001031.40,000000003321450,      502510815.00,           486450,             1081,              965
FUTSTK    ,KFINTECH  ,27/01/2026,00001034.40,00001036.20,00001023.50,00001028.30,000000000341000,      145645650.00,           141500,              283,              227
FUTSTK    ,KFINTECH  ,24/02/2026,00001033.50,00001033.50,00001026.00,00001033.30,000000000018000,        3604150.00,             3500,              007,              007
FUTSTK    ,KOTAKBANK ,30/12/2025,00002191.10,00002199.70,00002170.00,00002176.60,000000036016800,     6164087040.00,          2829200,             7073,             4083
FUTSTK    ,KOTAKBANK ,27/01/2026,00002208.80,00002211.00,00002183.70,00002190.00,000000005561600,     3525670480.00,          1609600,             4024,             1667
FUTSTK    ,KOTAKBANK ,24/02/2026,00002220.00,00002220.00,00002196.50,00002202.30,000000000109600,       19399520.00,             8800,              022,              022
FUTSTK    ,KPITTECH  ,30/12/2025,00001175.10,00001182.50,00001166.80,00001173.40,000000003501600,      501162160.00,           426800,             1067,             1008
FUTSTK    ,KPITTECH  ,27/01/2026,00001168.90,00001185.10,00001168.90,00001177.50,000000000299625,       80612215.00,            68425,              161,              151
FUTSTK    ,KPITTECH  ,24/02/2026,00001178.00,00001186.70,00001178.00,00001180.00,000000000041225,        8538547.50,             7225,              017,              014
FUTSTK    ,LAURUSLABS,30/12/2025,00001008.60,00001021.20,00001005.00,00001010.60,000000014894550,     2078250255.00,          2049350,             2411,             2048
FUTSTK    ,LAURUSLABS,27/01/2026,00001013.50,00001026.60,00001013.50,00001017.40,000000001244400,      472626775.00,           463250,              545,              402
FUTSTK    ,LAURUSLABS,24/02/2026,00001022.00,00001031.80,00001020.50,00001020.70,000000000212500,       21832505.00,            21250,              025,              024
FUTSTK    ,LICHSGFIN ,30/12/2025,00000527.50,00000531.25,00000522.65,00000524.75,000000033030000,      825366300.00,          1568000,             1568,             1211
FUTSTK    ,LICHSGFIN ,27/01/2026,00000528.80,00000534.50,00000526.25,00000528.25,000000002731000,      185366200.00,           350000,              350,              269
FUTSTK    ,LICHSGFIN ,24/02/2026,00000533.90,00000536.70,00000529.75,00000530.55,000000000237000,       12246100.00,            23000,              023,              023
FUTSTK    ,LICI      ,30/12/2025,00000857.95,00000860.80,00000845.45,00000847.10,000000010154900,     1021739005.00,          1200500,             1715,             1538
FUTSTK    ,LICI      ,27/01/2026,00000860.95,00000865.95,00000850.65,00000852.20,000000001481200,      189209930.00,           221200,              316,              308
FUTSTK    ,LICI      ,24/02/2026,00000865.50,00000865.50,00000852.35,00000855.75,000000000222600,       48668655.00,            56700,              081,              074
FUTSTK    ,LODHA     ,30/12/2025,00001085.40,00001108.90,00001059.00,00001064.70,000000012504600,     1508546205.00,          1404000,             3120,             2155
FUTSTK    ,LODHA     ,27/01/2026,00001100.00,00001100.20,00001066.00,00001069.90,000000000783450,      725321070.00,           672300,             1494,              619
FUTSTK    ,LODHA     ,24/02/2026,00001105.90,00001106.10,00001080.20,00001080.20,000000000074250,        9322245.00,             8550,              019,              019
FUTSTK    ,LT        ,30/12/2025,00004077.00,00004079.00,00004043.20,00004068.70,000000011912425,     3215650847.50,           791700,             4524,             3517
FUTSTK    ,LT        ,27/01/2026,00004090.20,00004103.60,00004069.20,00004093.70,000000001871450,      872003965.00,           213325,             1219,              677
FUTSTK    ,LT        ,24/02/2026,00004111.00,00004129.10,00004095.20,00004118.70,000000000076125,       28776527.50,             7000,              040,              039
FUTSTK    ,LTF       ,30/12/2025,00000301.10,00000307.10,00000300.75,00000303.05,000000038364276,     2942496910.90,          9682540,             2170,             1898
FUTSTK    ,LTF       ,27/01/2026,00000307.00,00000308.50,00000302.10,00000304.30,000000002072250,      332929575.00,          1091250,              485,              417
FUTSTK    ,LTF       ,24/02/2026,00000307.70,00000309.60,00000305.80,00000306.00,000000000186750,       13830750.00,            45000,              020,              019
FUTSTK    ,LTIM      ,30/12/2025,00006230.50,00006315.50,00006230.50,00006270.50,000000002116200,     2153988075.00,           343500,             2290,             1920
FUTSTK    ,LTIM      ,27/01/2026,00006287.50,00006343.00,00006278.00,00006304.00,000000000186000,      411202650.00,            65250,              435,              313
FUTSTK    ,LTIM      ,24/02/2026,00006332.00,00006332.00,00006300.00,00006316.50,000000000006150,        3790725.00,              600,              004,              004
FUTSTK    ,LUPIN     ,30/12/2025,00002098.90,00002131.20,00002098.80,00002114.00,000000007140425,     2529197397.50,          1195100,             2812,             2598
FUTSTK    ,LUPIN     ,27/01/2026,00002120.00,00002142.30,00002118.00,00002126.00,000000000295800,      313119132.50,           147050,              346,              327
FUTSTK    ,LUPIN     ,24/02/2026,00002142.10,00002147.90,00002134.00,00002139.20,000000000021250,       13653295.00,             6375,              015,              015
FUTSTK    ,M&M       ,30/12/2025,00003650.00,00003650.00,00003600.70,00003617.90,000000016857000,     3989326140.00,          1102400,             5512,             4278
FUTSTK    ,M&M       ,27/01/2026,00003653.90,00003665.90,00003623.10,00003640.10,000000001718400,     1406508440.00,           386600,             1933,             1453
FUTSTK    ,M&M       ,24/02/2026,00003680.00,00003684.90,00003646.00,00003660.50,000000000127200,       40271660.00,            11000,              055,              054
FUTSTK    ,MANAPPURAM,30/12/2025,00000284.45,00000287.70,00000283.65,00000286.50,000000039990000,     1792126050.00,          6270000,             2090,             1701
FUTSTK    ,MANAPPURAM,27/01/2026,00000286.20,00000289.00,00000285.50,00000288.40,000000001710000,      386191950.00,          1344000,              448,              264
FUTSTK    ,MANAPPURAM,24/02/2026,00000288.00,00000289.20,00000286.85,00000288.10,000000000180000,       18150750.00,            63000,              021,              017
FUTSTK    ,MANKIND   ,30/12/2025,00002128.70,00002128.70,00002096.10,00002117.60,000000002454300,      468863167.50,           222075,              987,              895
FUTSTK    ,MANKIND   ,27/01/2026,00002129.60,00002135.10,00002104.90,00002130.80,000000000191250,      118328917.50,            55800,              248,              220
FUTSTK    ,MANKIND   ,24/02/2026,00002138.10,00002149.00,00002123.30,00002144.90,000000000017550,        7695090.00,             3600,              016,              016
FUTSTK    ,MARICO    ,30/12/2025,00000740.75,00000743.15,00000736.10,00000739.00,000000033901200,      782676180.00,          1058400,              882,              821
FUTSTK    ,MARICO    ,27/01/2026,00000742.35,00000746.30,00000741.90,00000743.65,000000000219600,       28565940.00,            38400,              032,              032
