INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTSTK    ,ASIANPAINT,30/12/2025,00002880.00,PE      ,00000098.05,00000107.15,00000097.60,00000106.05,000000000143750,             2750,              011,              011,        8205162.50,         285162.50
OPTSTK    ,ASIANPAINT,30/12/2025,00002900.00,CE      ,00000007.90,00000008.80,00000005.35,00000006.20,000000000961250,           844750,             3379,             2822,     2455564475.00,        5789475.00
OPTSTK    ,ASIANPAINT,30/12/2025,00002900.00,PE      ,00000110.00,00000125.00,00000104.30,00000120.00,000000000283500,             4500,              018,              017,       13564212.50,         514212.50
OPTSTK    ,ASIANPAINT,30/12/2025,00002920.00,CE      ,00000005.60,00000006.55,00000004.15,00000004.75,000000000294750,           165000,              660,              495,      482647925.00,         847925.00
OPTSTK    ,ASIANPAINT,30/12/2025,00002920.00,PE      ,00000139.80,00000149.00,00000119.30,00000141.40,000000000111250,             1500,              006,              006,        4589000.00,         209000.00
OPTSTK    ,ASIANPAINT,30/12/2025,00002940.00,CE      ,00000005.20,00000005.20,00000003.25,00000003.75,000000000253250,           393500,             1574,              863,     1158563412.50,        1673412.50
OPTSTK    ,ASIANPAINT,30/12/2025,00002940.00,PE      ,00000141.75,00000162.60,00000141.70,00000158.45,000000000092750,             4750,              019,              013,       14676537.50,         711537.50
OPTSTK    ,ASIANPAINT,30/12/2025,00002960.00,CE      ,00000003.55,00000004.30,00000002.85,00000003.20,000000000617000,            96250,              385,              288,      285227087.50,         327087.50
OPTSTK    ,ASIANPAINT,30/12/2025,00002960.00,PE      ,00000165.00,00000181.85,00000160.00,00000175.80,000000000115000,             3250,              013,              011,       10178525.00,         558525.00
OPTSTK    ,ASIANPAINT,30/12/2025,00002980.00,CE      ,00000003.00,00000003.35,00000002.30,00000002.60,000000000157500,            67000,              268,              208,      199849050.00,         189050.00
OPTSTK    ,ASIANPAINT,30/12/2025,00002980.00,PE      ,00000181.35,00000203.30,00000181.35,00000201.70,000000000050250,             1250,              005,              005,        3968500.00,         243500.00
OPTSTK    ,ASIANPAINT,30/12/2025,00003000.00,CE      ,00000002.85,00000002.90,00000002.00,00000002.25,000000001296250,           328500,             1314,              676,      986265162.50,         765162.50
OPTSTK    ,ASIANPAINT,30/12/2025,00003000.00,PE      ,00000200.00,00000215.00,00000200.00,00000215.00,000000000065750,             2250,              009,              005,        7220637.50,         470637.50
OPTSTK    ,ASIANPAINT,30/12/2025,00003020.00,CE      ,00000002.25,00000002.25,00000001.65,00000001.85,000000000107750,            16500,              066,              039,       49861612.50,          31612.50
OPTSTK    ,ASIANPAINT,30/12/2025,00003040.00,CE      ,00000001.50,00000001.85,00000001.50,00000001.55,000000000110250,             7000,              028,              017,       21291250.00,          11250.00
OPTSTK    ,ASIANPAINT,30/12/2025,00003060.00,CE      ,00000002.00,00000002.00,00000001.20,00000001.60,000000000100250,            12250,              049,              027,       37504275.00,          19275.00
OPTSTK    ,ASIANPAINT,30/12/2025,00003080.00,CE      ,00000001.40,00000001.55,00000001.25,00000001.30,000000000050250,            22000,              088,              046,       67791650.00,          31650.00
OPTSTK    ,ASIANPAINT,30/12/2025,00003100.00,CE      ,00000001.40,00000001.50,00000001.00,00000001.15,000000000455750,           108500,              434,              164,      336472237.50,         122237.50
OPTSTK    ,ASIANPAINT,30/12/2025,00003120.00,CE      ,00000001.05,00000001.15,00000001.00,00000001.10,000000000033250,             4000,              016,              012,       12484175.00,           4175.00
OPTSTK    ,ASIANPAINT,30/12/2025,00003140.00,CE      ,00000000.75,00000001.10,00000000.75,00000001.00,000000000074000,            33250,              133,              039,      104438100.00,          33100.00
OPTSTK    ,ASIANPAINT,30/12/2025,00003160.00,CE      ,00000000.65,00000000.90,00000000.65,00000000.90,000000000063000,             1250,              005,              004,        3950937.50,            937.50
OPTSTK    ,ASIANPAINT,30/12/2025,00003180.00,CE      ,00000000.60,00000000.65,00000000.60,00000000.65,000000000068250,              500,              002,              002,        1590312.50,            312.50
OPTSTK    ,ASIANPAINT,30/12/2025,00003200.00,CE      ,00000000.60,00000000.75,00000000.55,00000000.60,000000000366250,             7000,              028,              014,       22404262.50,           4262.50
OPTSTK    ,ASIANPAINT,30/12/2025,00003240.00,CE      ,00000000.45,00000000.50,00000000.40,00000000.40,000000000255250,             1500,              006,              005,        4860662.50,            662.50
OPTSTK    ,ASIANPAINT,30/12/2025,00003280.00,CE      ,00000000.45,00000000.45,00000000.35,00000000.35,000000000122750,              500,              002,              002,        1640200.00,            200.00
OPTSTK    ,ASIANPAINT,27/01/2026,00002520.00,PE      ,00000006.50,00000006.50,00000005.10,00000005.10,000000000066500,             5250,              021,              003,       13257125.00,          27125.00
OPTSTK    ,ASIANPAINT,27/01/2026,00002600.00,CE      ,00000223.00,00000223.00,00000205.00,00000205.00,000000000003500,              500,              002,              002,        1407000.00,         107000.00
OPTSTK    ,ASIANPAINT,27/01/2026,00002600.00,PE      ,00000011.90,00000013.00,00000010.75,00000012.50,000000000061500,             5750,              023,              020,       15018137.50,          68137.50
OPTSTK    ,ASIANPAINT,27/01/2026,00002640.00,CE      ,00000178.00,00000178.00,00000178.00,00000178.00,000000000001000,              250,              001,              001,         704500.00,          44500.00
OPTSTK    ,ASIANPAINT,27/01/2026,00002700.00,CE      ,00000130.00,00000130.00,00000130.00,00000130.00,000000000004250,              500,              002,              002,        1415000.00,          65000.00
OPTSTK    ,ASIANPAINT,27/01/2026,00002700.00,PE      ,00000030.00,00000034.75,00000030.00,00000031.00,000000000025000,             3750,              015,              010,       10246337.50,         121337.50
OPTSTK    ,ASIANPAINT,27/01/2026,00002760.00,PE      ,00000050.50,00000056.55,00000050.50,00000056.55,000000000013500,              500,              002,              002,        1406762.50,          26762.50
OPTSTK    ,ASIANPAINT,27/01/2026,00002800.00,CE      ,00000081.05,00000084.25,00000066.00,00000073.10,000000000047500,            13750,              055,              048,       39545462.50,        1045462.50
OPTSTK    ,ASIANPAINT,27/01/2026,00002800.00,PE      ,00000062.50,00000071.40,00000062.50,00000069.00,000000000063000,             4000,              016,              011,       11467900.00,         267900.00
OPTSTK    ,ASIANPAINT,27/01/2026,00002840.00,CE      ,00000061.00,00000061.00,00000061.00,00000061.00,000000000005250,              250,              001,              001,         725250.00,          15250.00
OPTSTK    ,ASIANPAINT,27/01/2026,00002860.00,CE      ,00000052.00,00000052.00,00000052.00,00000052.00,000000000003250,              250,              001,              001,         728000.00,          13000.00
OPTSTK    ,ASIANPAINT,27/01/2026,00002900.00,CE      ,00000034.90,00000040.15,00000031.55,00000033.85,000000000056750,            15750,              063,              057,       46240625.00,         565625.00
OPTSTK    ,ASIANPAINT,27/01/2026,00002900.00,PE      ,00000121.00,00000121.00,00000118.00,00000118.00,000000000012500,              500,              002,              002,        1509750.00,          59750.00
OPTSTK    ,ASIANPAINT,27/01/2026,00002960.00,CE      ,00000021.70,00000021.70,00000021.70,00000021.70,000000000008250,              750,              003,              002,        2236275.00,          16275.00
OPTSTK    ,ASIANPAINT,27/01/2026,00003000.00,CE      ,00000016.75,00000018.85,00000014.55,00000015.35,000000000086250,            26750,              107,              080,       80692125.00,         442125.00
OPTSTK    ,ASIANPAINT,27/01/2026,00003080.00,CE      ,00000009.70,00000009.70,00000009.70,00000009.70,000000000007250,              250,              001,              001,         772425.00,           2425.00
OPTSTK    ,ASIANPAINT,27/01/2026,00003100.00,CE      ,00000008.00,00000008.50,00000007.00,00000007.40,000000000021250,             4250,              017,              013,       13207862.50,          32862.50
OPTSTK    ,ASIANPAINT,27/01/2026,00003160.00,CE      ,00000007.70,00000007.70,00000007.70,00000007.70,000000000000750,              250,              001,              001,         791925.00,           1925.00
OPTSTK    ,ASIANPAINT,27/01/2026,00003200.00,CE      ,00000004.70,00000004.70,00000004.70,00000004.70,000000000036250,              250,              001,              001,         801175.00,           1175.00
OPTSTK    ,ASIANPAINT,24/02/2026,00002800.00,CE      ,00000096.00,00000096.00,00000096.00,00000096.00,000000000007000,              500,              002,              002,        1448000.00,          48000.00
OPTSTK    ,ASIANPAINT,24/02/2026,00002840.00,CE      ,00000075.00,00000075.00,00000075.00,00000075.00,000000000006250,              500,              002,              002,        1457500.00,          37500.00
OPTSTK    ,ASTRAL    ,30/12/2025,00001240.00,PE      ,00000000.35,00000000.50,00000000.35,00000000.50,000000000054825,             4675,              011,              003,        5799210.00,           2210.00
OPTSTK    ,ASTRAL    ,30/12/2025,00001280.00,PE      ,00000000.90,00000002.30,00000000.85,00000001.20,000000000072675,             6375,              015,              008,        8169031.25,           9031.25
OPTSTK    ,ASTRAL    ,30/12/2025,00001300.00,PE      ,00000000.80,00000001.35,00000000.45,00000001.05,000000000091375,            92225,              217,              140,      119994733.75,         102233.75
OPTSTK    ,ASTRAL    ,30/12/2025,00001320.00,CE      ,00000115.00,00000115.00,00000115.00,00000115.00,000000000000425,              425,              001,              001,         609875.00,          48875.00
OPTSTK    ,ASTRAL    ,30/12/2025,00001320.00,PE      ,00000001.40,00000002.25,00000001.00,00000001.50,000000000038250,            40375,              095,              053,       53355966.25,          60966.25
OPTSTK    ,ASTRAL    ,30/12/2025,00001340.00,CE      ,00000118.75,00000118.75,00000118.75,00000118.75,000000000001275,              425,              001,              001,         619968.75,          50468.75
OPTSTK    ,ASTRAL    ,30/12/2025,00001340.00,PE      ,00000002.10,00000002.80,00000001.20,00000002.45,000000000105400,            44625,              105,              093,       59891148.75,          93648.75
OPTSTK    ,ASTRAL    ,30/12/2025,00001360.00,PE      ,00000003.45,00000004.85,00000001.55,00000003.95,000000000168300,           282625,              665,              508,      385241717.50,         871717.50
OPTSTK    ,ASTRAL    ,30/12/2025,00001380.00,PE      ,00000003.60,00000007.95,00000003.30,00000007.25,000000000177650,           370600,              872,              649,      513655680.00,        2227680.00
OPTSTK    ,ASTRAL    ,30/12/2025,00001400.00,CE      ,00000063.00,00000063.00,00000041.50,00000043.05,000000000048450,            36975,              087,              073,       53631685.00,        1866685.00
OPTSTK    ,ASTRAL    ,30/12/2025,00001400.00,PE      ,00000005.55,00000013.55,00000005.55,00000012.30,000000000236300,           775200,             1824,             1524,     1093263306.25,        7983306.25
OPTSTK    ,ASTRAL    ,30/12/2025,00001420.00,CE      ,00000053.25,00000053.25,00000028.85,00000030.35,000000000076500,           102425,              241,              182,      149299440.00,        3855940.00
OPTSTK    ,ASTRAL    ,30/12/2025,00001420.00,PE      ,00000009.70,00000021.35,00000009.25,00000020.40,000000000155550,           565675,             1331,             1189,      812314421.25,        9055921.25
OPTSTK    ,ASTRAL    ,30/12/2025,00001440.00,CE      ,00000040.55,00000040.55,00000019.55,00000021.05,000000000255000,           379950,              894,              750,      556909991.25,        9781991.25
OPTSTK    ,ASTRAL    ,30/12/2025,00001440.00,PE      ,00000015.65,00000032.00,00000015.00,00000029.75,000000000113475,           515950,             1214,             1046,      755163800.00,       12195800.00
OPTSTK    ,ASTRAL    ,30/12/2025,00001460.00,CE      ,00000028.50,00000028.50,00000012.55,00000013.45,000000000429675,           759475,             1787,             1412,     1122901297.50,       14067797.50
OPTSTK    ,ASTRAL    ,30/12/2025,00001460.00,PE      ,00000024.00,00000044.60,00000023.25,00000042.65,000000000151725,           300050,              706,              603,      447815933.75,        9742933.75
OPTSTK    ,ASTRAL    ,30/12/2025,00001480.00,CE      ,00000019.35,00000023.05,00000007.30,00000008.20,000000000281350,           369325,              869,              798,      551037957.50,        4436957.50
OPTSTK    ,ASTRAL    ,30/12/2025,00001480.00,PE      ,00000035.45,00000058.75,00000035.35,00000057.80,000000000102850,            25925,              061,              052,       39530886.25,        1161886.25
OPTSTK    ,ASTRAL    ,30/12/2025,00001500.00,CE      ,00000013.50,00000013.85,00000004.10,00000005.15,000000000488750,          1234200,             2904,             2196,     1859665891.25,        8365891.25
OPTSTK    ,ASTRAL    ,30/12/2025,00001500.00,PE      ,00000047.30,00000073.00,00000047.30,00000066.75,000000000122825,            19550,              046,              044,       30456902.50,        1131902.50
OPTSTK    ,ASTRAL    ,30/12/2025,00001520.00,CE      ,00000008.00,00000008.00,00000002.45,00000003.05,000000000373150,           349350,              822,              607,      532507468.75,        1495468.75
OPTSTK    ,ASTRAL    ,30/12/2025,00001520.00,PE      ,00000086.00,00000086.00,00000082.65,00000082.65,000000000022525,              850,              002,              002,        1363676.25,          71676.25
OPTSTK    ,ASTRAL    ,30/12/2025,00001540.00,CE      ,00000006.30,00000006.30,00000001.45,00000002.00,000000000258400,           249900,              588,              451,      385522918.75,         676918.75
OPTSTK    ,ASTRAL    ,30/12/2025,00001540.00,PE      ,00000103.50,00000104.80,00000099.00,00000099.00,000000000014025,             3825,              009,              009,        6283752.50,         393252.50
OPTSTK    ,ASTRAL    ,30/12/2025,00001560.00,CE      ,00000003.55,00000003.55,00000001.25,00000001.50,000000000215900,           388875,              915,              606,      607393510.00,         748510.00
OPTSTK    ,ASTRAL    ,30/12/2025,00001560.00,PE      ,00000106.00,00000106.05,00000106.00,00000106.05,000000000022100,              850,              002,              002,        1416121.25,          90121.25
OPTSTK    ,ASTRAL    ,30/12/2025,00001580.00,CE      ,00000004.00,00000004.00,00000001.00,00000001.20,000000000208250,           162350,              382,              211,      256768085.00,         255085.00
OPTSTK    ,ASTRAL    ,30/12/2025,00001580.00,PE      ,00000124.00,00000124.00,00000124.00,00000124.00,000000000011900,              425,              001,              001,         724200.00,          52700.00
OPTSTK    ,ASTRAL    ,30/12/2025,00001600.00,CE      ,00000001.80,00000001.80,00000000.75,00000000.85,000000000342550,           128775,              303,              240,      206176658.75,         136658.75
OPTSTK    ,ASTRAL    ,30/12/2025,00001620.00,CE      ,00000001.20,00000001.20,00000000.60,00000000.60,000000000094350,              850,              002,              002,        1377765.00,            765.00
OPTSTK    ,ASTRAL    ,30/12/2025,00001640.00,CE      ,00000000.35,00000000.80,00000000.35,00000000.40,000000000045900,             8925,              021,              013,       14640952.50,           3952.50
OPTSTK    ,ASTRAL    ,30/12/2025,00001680.00,CE      ,00000000.55,00000000.70,00000000.30,00000000.35,000000000041650,             6375,              015,              007,       10712762.50,           2762.50
OPTSTK    ,ASTRAL    ,30/12/2025,00001700.00,CE      ,00000000.50,00000000.50,00000000.20,00000000.25,000000000137275,            15300,              036,              017,       26014335.00,           4335.00
OPTSTK    ,ASTRAL    ,27/01/2026,00001340.00,PE      ,00000007.00,00000010.50,00000007.00,00000010.00,000000000008500,             6800,              016,              012,        9175495.00,          63495.00
OPTSTK    ,ASTRAL    ,27/01/2026,00001360.00,PE      ,00000009.25,00000015.00,00000009.25,00000015.00,000000000055250,            11050,              026,              023,       15163745.00,         135745.00
OPTSTK    ,ASTRAL    ,27/01/2026,00001400.00,CE      ,00000065.00,00000065.00,00000065.00,00000065.00,000000000001700,              850,              002,              002,        1245250.00,          55250.00
OPTSTK    ,ASTRAL    ,27/01/2026,00001400.00,PE      ,00000018.10,00000027.00,00000018.10,00000027.00,000000000029750,            14450,              034,              033,       20572507.50,         342507.50
OPTSTK    ,ASTRAL    ,27/01/2026,00001420.00,PE      ,00000034.00,00000034.00,00000034.00,00000034.00,000000000006375,              425,              001,              001,         617950.00,          14450.00
OPTSTK    ,ASTRAL    ,27/01/2026,00001460.00,CE      ,00000040.00,00000040.00,00000032.05,00000032.20,000000000010200,             5525,              013,              011,        8254647.50,         188147.50
OPTSTK    ,ASTRAL    ,27/01/2026,00001460.00,PE      ,00000050.00,00000054.00,00000049.00,00000049.00,000000000002125,             2550,              006,              006,        3854750.00,         131750.00
OPTSTK    ,ASTRAL    ,27/01/2026,00001480.00,CE      ,00000035.50,00000035.50,00000026.25,00000027.35,000000000028050,             2125,              005,              004,        3210492.50,          65492.50
OPTSTK    ,ASTRAL    ,27/01/2026,00001500.00,CE      ,00000031.30,00000031.30,00000019.00,00000020.00,000000000052700,            48450,              114,              099,       73807986.25,        1132986.25
OPTSTK    ,ASTRAL    ,27/01/2026,00001520.00,CE      ,00000022.50,00000022.50,00000015.55,00000018.00,000000000034850,            11900,              028,              021,       18295676.25,         207676.25
OPTSTK    ,ASTRAL    ,27/01/2026,00001580.00,CE      ,00000011.15,00000013.05,00000006.55,00000006.85,000000000027200,            25500,              060,              045,       40512593.75,         222593.75
OPTSTK    ,ASTRAL    ,27/01/2026,00001600.00,CE      ,00000008.00,00000008.00,00000004.95,00000005.05,000000000071400,            19550,              046,              034,       31391158.75,         111158.75
OPTSTK    ,ASTRAL    ,27/01/2026,00001600.00,PE      ,00000155.00,00000155.00,00000155.00,00000155.00,000000000002975,              425,              001,              001,         745875.00,          65875.00
OPTSTK    ,ASTRAL    ,27/01/2026,00001640.00,CE      ,00000005.90,00000005.90,00000005.90,00000005.90,000000000021675,              425,              001,              001,         699507.50,           2507.50
OPTSTK    ,AUBANK    ,30/12/2025,00000780.00,PE      ,00000000.20,00000000.20,00000000.15,00000000.15,000000000038000,             9000,              009,              007,        7021750.00,           1750.00
OPTSTK    ,AUBANK    ,30/12/2025,00000800.00,PE      ,00000000.25,00000000.25,00000000.25,00000000.25,000000000224000,            18000,              018,              010,       14404500.00,           4500.00
OPTSTK    ,AUBANK    ,30/12/2025,00000820.00,PE      ,00000000.35,00000000.35,00000000.35,00000000.35,000000000100000,             1000,              001,              001,         820350.00,            350.00
OPTSTK    ,AUBANK    ,30/12/2025,00000830.00,PE      ,00000000.20,00000000.20,00000000.20,00000000.20,000000000070000,             1000,              001,              001,         830200.00,            200.00
OPTSTK    ,AUBANK    ,30/12/2025,00000840.00,PE      ,00000000.30,00000000.30,00000000.30,00000000.30,000000000037000,             2000,              002,              002,        1680600.00,            600.00
OPTSTK    ,AUBANK    ,30/12/2025,00000850.00,PE      ,00000000.35,00000000.50,00000000.25,00000000.30,000000000197000,            42000,              042,              038,       35716050.00,          16050.00
OPTSTK    ,AUBANK    ,30/12/2025,00000860.00,PE      ,00000000.35,00000000.40,00000000.35,00000000.40,000000000066000,            10000,              010,              008,        8603750.00,           3750.00
OPTSTK    ,AUBANK    ,30/12/2025,00000870.00,PE      ,00000000.50,00000000.50,00000000.45,00000000.45,000000000109000,            11000,              011,              011,        9575000.00,           5000.00
OPTSTK    ,AUBANK    ,30/12/2025,00000880.00,PE      ,00000000.60,00000000.65,00000000.50,00000000.60,000000000210000,            22000,              022,              022,       19373100.00,          13100.00
OPTSTK    ,AUBANK    ,30/12/2025,00000890.00,CE      ,00000103.20,00000103.20,00000103.20,00000103.20,000000000047000,             5000,              005,              002,        4966000.00,         516000.00
OPTSTK    ,AUBANK    ,30/12/2025,00000890.00,PE      ,00000000.70,00000000.90,00000000.60,00000000.75,000000000119000,            67000,              067,              038,       59680800.00,          50800.00
OPTSTK    ,AUBANK    ,30/12/2025,00000900.00,CE      ,00000092.50,00000092.50,00000091.45,00000091.45,000000000298000,             2000,              002,              002,        1983950.00,         183950.00
OPTSTK    ,AUBANK    ,30/12/2025,00000900.00,PE      ,00000001.10,00000001.10,00000000.85,00000000.95,000000000638000,           142000,              142,              094,      127933050.00,         133050.00
OPTSTK    ,AUBANK    ,30/12/2025,00000910.00,CE      ,00000082.50,00000082.50,00000082.50,00000082.50,000000000058000,             1000,              001,              001,         992500.00,          82500.00
OPTSTK    ,AUBANK    ,30/12/2025,00000910.00,PE      ,00000001.25,00000001.25,00000000.95,00000001.10,000000000178000,            50000,              050,              045,       45553700.00,          53700.00
OPTSTK    ,AUBANK    ,30/12/2025,00000920.00,CE      ,00000075.00,00000075.35,00000069.80,00000071.20,000000000253000,             6000,              006,              006,        5958350.00,         438350.00
OPTSTK    ,AUBANK    ,30/12/2025,00000920.00,PE      ,00000002.10,00000002.10,00000001.30,00000001.55,000000000739000,           171000,              171,              151,      157570600.00,         250600.00
OPTSTK    ,AUBANK    ,30/12/2025,00000930.00,CE      ,00000062.80,00000065.80,00000061.50,00000061.50,000000000182000,             5000,              005,              005,        4965150.00,         315150.00
OPTSTK    ,AUBANK    ,30/12/2025,00000930.00,PE      ,00000002.05,00000002.15,00000001.70,00000002.05,000000000453000,           308000,              308,              254,      287021750.00,         581750.00
OPTSTK    ,AUBANK    ,30/12/2025,00000940.00,CE      ,00000055.00,00000055.00,00000051.95,00000054.10,000000000169000,            14000,              014,              008,       13920950.00,         760950.00
OPTSTK    ,AUBANK    ,30/12/2025,00000940.00,PE      ,00000002.90,00000003.05,00000002.30,00000002.80,000000000433000,           466000,              466,              395,      439262350.00,        1222350.00
OPTSTK    ,AUBANK    ,30/12/2025,00000950.00,CE      ,00000041.00,00000050.00,00000041.00,00000046.35,000000000477000,            30000,              030,              030,       29867400.00,        1367400.00
OPTSTK    ,AUBANK    ,30/12/2025,00000950.00,PE      ,00000004.90,00000004.90,00000003.25,00000004.05,000000000759000,          1014000,             1014,              817,      967186050.00,        3886050.00
OPTSTK    ,AUBANK    ,30/12/2025,00000960.00,CE      ,00000032.60,00000043.15,00000032.60,00000034.35,000000000375000,           269000,              269,              240,      268448950.00,       10208950.00
OPTSTK    ,AUBANK    ,30/12/2025,00000960.00,PE      ,00000006.20,00000006.65,00000004.70,00000005.85,000000000390000,           439000,              439,              375,      423857400.00,        2417400.00
OPTSTK    ,AUBANK    ,30/12/2025,00000970.00,CE      ,00000024.80,00000034.70,00000024.70,00000027.25,000000000218000,           341000,              341,              262,      341102300.00,       10332300.00
OPTSTK    ,AUBANK    ,30/12/2025,00000970.00,PE      ,00000010.05,00000010.05,00000006.80,00000008.60,000000000411000,           845000,              845,              669,      826384650.00,        6734650.00
OPTSTK    ,AUBANK    ,30/12/2025,00000980.00,CE      ,00000018.00,00000027.75,00000015.90,00000020.80,000000000469000,          1693000,             1693,             1463,     1697938250.00,       38798250.00
OPTSTK    ,AUBANK    ,30/12/2025,00000980.00,PE      ,00000015.40,00000015.40,00000009.55,00000012.20,000000000319000,          1225000,             1225,             1061,     1214546250.00,       14046250.00
OPTSTK    ,AUBANK    ,30/12/2025,00000990.00,CE      ,00000013.00,00000021.75,00000012.95,00000015.55,000000000474000,          3286000,             3286,             2875,     3310349400.00,       57209400.00
OPTSTK    ,AUBANK    ,30/12/2025,00000990.00,PE      ,00000019.05,00000019.05,00000013.45,00000016.80,000000000202000,          1540000,             1540,             1326,     1548543150.00,       23943150.00
OPTSTK    ,AUBANK    ,30/12/2025,00001000.00,CE      ,00000009.30,00000016.65,00000009.25,00000011.35,000000001580000,          7083000,             7083,             5987,     7177570700.00,       94570700.00
OPTSTK    ,AUBANK    ,30/12/2025,00001000.00,PE      ,00000023.75,00000023.80,00000018.20,00000022.35,000000000635000,          1076000,             1076,              847,     1098370700.00,       22370700.00
OPTSTK    ,AUBANK    ,30/12/2025,00001010.00,CE      ,00000006.80,00000012.25,00000006.80,00000008.05,000000000378000,          1496000,             1496,             1179,     1525060750.00,       14100750.00
OPTSTK    ,AUBANK    ,30/12/2025,00001010.00,PE      ,00000027.65,00000029.50,00000024.45,00000029.35,000000000065000,            59000,              059,              052,       61198700.00,        1608700.00
OPTSTK    ,AUBANK    ,30/12/2025,00001020.00,CE      ,00000005.25,00000008.75,00000005.10,00000005.75,000000000608000,          1807000,             1807,             1559,     1855190150.00,       12050150.00
OPTSTK    ,AUBANK    ,30/12/2025,00001020.00,PE      ,00000036.00,00000036.05,00000034.55,00000034.55,000000000039000,             3000,              003,              003,        3166600.00,         106600.00
OPTSTK    ,AUBANK    ,30/12/2025,00001030.00,CE      ,00000003.50,00000006.25,00000003.50,00000004.05,000000000289000,           648000,              648,              569,      670483400.00,        3043400.00
OPTSTK    ,AUBANK    ,30/12/2025,00001040.00,CE      ,00000002.75,00000004.35,00000002.55,00000002.90,000000000544000,           734000,              734,              588,      765729600.00,        2369600.00
OPTSTK    ,AUBANK    ,30/12/2025,00001040.00,PE      ,00000050.00,00000052.70,00000049.05,00000052.70,000000000004000,             5000,              005,              005,        5455600.00,         255600.00
OPTSTK    ,AUBANK    ,30/12/2025,00001050.00,CE      ,00000002.15,00000003.00,00000001.90,00000002.10,000000000121000,           319000,              319,              234,      335703200.00,         753200.00
OPTSTK    ,AUBANK    ,30/12/2025,00001060.00,CE      ,00000001.20,00000002.15,00000001.20,00000001.55,000000000553000,           341000,              341,              286,      362043500.00,         583500.00
OPTSTK    ,AUBANK    ,30/12/2025,00001060.00,PE      ,00000077.25,00000077.25,00000067.40,00000070.45,000000000006000,            15000,              015,              013,       16964800.00,        1064800.00
OPTSTK    ,AUBANK    ,30/12/2025,00001080.00,CE      ,00000001.20,00000001.30,00000000.90,00000000.95,000000000437000,           526000,              526,              346,      568640350.00,         560350.00
OPTSTK    ,AUBANK    ,30/12/2025,00001100.00,CE      ,00000000.65,00000000.85,00000000.65,00000000.70,000000000191000,           200000,              200,              158,      220149800.00,         149800.00
OPTSTK    ,AUBANK    ,27/01/2026,00000800.00,PE      ,00000001.10,00000001.10,00000001.10,00000001.10,000000000038000,             2000,              002,              002,        1602200.00,           2200.00
OPTSTK    ,AUBANK    ,27/01/2026,00000860.00,PE      ,00000002.25,00000002.25,00000002.25,00000002.25,000000000006000,             1000,              001,              001,         862250.00,           2250.00
OPTSTK    ,AUBANK    ,27/01/2026,00000900.00,CE      ,00000105.15,00000105.15,00000105.15,00000105.15,000000000039000,             1000,              001,              001,        1005150.00,         105150.00
OPTSTK    ,AUBANK    ,27/01/2026,00000900.00,PE      ,00000004.40,00000005.60,00000004.40,00000005.45,000000000193000,           144000,              144,              106,      130297800.00,         697800.00
OPTSTK    ,AUBANK    ,27/01/2026,00000940.00,PE      ,00000010.55,00000012.00,00000010.00,00000011.95,000000000046000,            45000,              045,              041,       42788900.00,         488900.00
OPTSTK    ,AUBANK    ,27/01/2026,00000950.00,CE      ,00000061.00,00000061.00,00000061.00,00000061.00,000000000020000,             1000,              001,              001,        1011000.00,          61000.00
OPTSTK    ,AUBANK    ,27/01/2026,00000950.00,PE      ,00000012.10,00000014.45,00000012.00,00000014.45,000000000035000,             8000,              008,              007,        7702900.00,         102900.00
OPTSTK    ,AUBANK    ,27/01/2026,00000960.00,PE      ,00000014.95,00000016.80,00000014.95,00000016.50,000000000022000,             8000,              008,              008,        7806850.00,         126850.00
OPTSTK    ,AUBANK    ,27/01/2026,00000970.00,CE      ,00000047.00,00000047.00,00000047.00,00000047.00,000000000006000,             4000,              004,              001,        4068000.00,         188000.00
OPTSTK    ,AUBANK    ,27/01/2026,00000970.00,PE      ,00000022.40,00000022.40,00000018.35,00000021.20,000000000023000,            17000,              017,              017,       16831150.00,         341150.00
OPTSTK    ,AUBANK    ,27/01/2026,00000980.00,CE      ,00000041.50,00000041.50,00000041.50,00000041.50,000000000007000,             1000,              001,              001,        1021500.00,          41500.00
OPTSTK    ,AUBANK    ,27/01/2026,00000990.00,CE      ,00000031.70,00000039.55,00000031.70,00000037.45,000000000095000,            26000,              026,              015,       26740050.00,        1000050.00
OPTSTK    ,AUBANK    ,27/01/2026,00000990.00,PE      ,00000026.50,00000029.00,00000026.50,00000029.00,000000000005000,             2000,              002,              002,        2035500.00,          55500.00
OPTSTK    ,AUBANK    ,27/01/2026,00001000.00,CE      ,00000026.50,00000033.70,00000026.50,00000028.50,000000000182000,           191000,              191,              120,      196818150.00,        5818150.00
OPTSTK    ,AUBANK    ,27/01/2026,00001000.00,PE      ,00000035.00,00000036.00,00000030.90,00000035.50,000000000089000,            45000,              045,              041,       46510750.00,        1510750.00
OPTSTK    ,AUBANK    ,27/01/2026,00001020.00,CE      ,00000023.00,00000023.50,00000020.50,00000020.50,000000000015000,             9000,              009,              009,        9380300.00,         200300.00
