CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKCUMMINSIND30-DEC-2025,4507.2000000,4504.6000000,4549.7000000,4500.5000000,4521.1000000,4521.1000000,0.3000000,14106.0000000,252400.0000000,1262.0000000,1142126460.0000000
FUTSTKDELHIVERY30-DEC-2025,402.9500000,403.6500000,406.0000000,397.0000000,400.3000000,400.3000000,-0.6500000,7415.0000000,1923525.0000000,927.0000000,770797552.5000000
FUTSTKDELHIVERY27-JAN-2026,405.5500000,403.8000000,408.5000000,399.6000000,402.7500000,402.7500000,-0.6900000,465.0000000,429525.0000000,207.0000000,173303377.5000000
FUTSTKDELHIVERY24-FEB-2026,406.6000000,406.5000000,407.1000000,403.3500000,406.0000000,406.0000000,-0.1400000,48.0000000,12450.0000000,6.0000000,5049305.0000000
FUTSTKHINDUNILVR24-FEB-2026,2316.5000000,2316.0000000,2316.0000000,2300.0000000,2305.0000000,2305.0000000,-0.4900000,539.0000000,9300.0000000,31.0000000,21460380.0000000
FUTSTKHINDUNILVR27-JAN-2026,2302.1000000,2297.9000000,2302.8000000,2284.5000000,2291.6000000,2291.6000000,-0.4500000,5334.0000000,186600.0000000,622.0000000,427633890.0000000
FUTSTKHINDUNILVR30-DEC-2025,2286.8000000,2289.4000000,2289.4000000,2268.7000000,2275.3000000,2275.3000000,-0.5000000,30673.0000000,1007400.0000000,3358.0000000,2293651620.0000000
FUTSTKICICIBANK30-DEC-2025,1370.3000000,1369.0000000,1369.0000000,1347.7000000,1356.5000000,1356.5000000,-1.0000000,144264.0000000,10273900.0000000,14677.0000000,13915088740.0000000
FUTSTKICICIBANK27-JAN-2026,1378.9000000,1377.6000000,1377.6000000,1356.1000000,1364.9000000,1364.9000000,-1.0100000,26164.0000000,4938500.0000000,7055.0000000,6727623350.0000000
FUTSTKICICIBANK24-FEB-2026,1386.3000000,1378.9000000,1378.9000000,1364.6000000,1372.6000000,1372.6000000,-0.9800000,1427.0000000,197400.0000000,282.0000000,270490500.0000000
FUTSTKIDEA30-DEC-2025,11.2900000,11.2900000,11.4200000,11.1000000,11.1700000,11.1700000,-1.0600000,83760.0000000,485672625.0000000,6795.0000000,5467415082.7500000
FUTSTKIDEA24-FEB-2026,11.4500000,11.4400000,11.5500000,11.2500000,11.3100000,11.3100000,-1.2200000,1658.0000000,17368425.0000000,243.0000000,197368206.0000000
FUTSTKIDEA27-JAN-2026,11.3700000,11.3800000,11.4900000,11.1700000,11.2400000,11.2400000,-1.1400000,11726.0000000,131514000.0000000,1840.0000000,1489090851.7500000
FUTSTKITC30-DEC-2025,403.2000000,403.2500000,404.6500000,400.6000000,401.0500000,401.0500000,-0.5300000,96973.0000000,9867200.0000000,6167.0000000,3964921440.0000000
FUTSTKITC27-JAN-2026,405.5500000,406.4000000,406.8000000,403.0500000,403.5500000,403.5500000,-0.4900000,10176.0000000,3555200.0000000,2222.0000000,1436541920.0000000
FUTSTKITC24-FEB-2026,403.1000000,403.9000000,403.9500000,400.6000000,400.9500000,400.9500000,-0.5300000,1563.0000000,320000.0000000,200.0000000,128515920.0000000
FUTSTKJIOFIN30-DEC-2025,295.8500000,295.7000000,296.9000000,292.2000000,293.7000000,293.7000000,-0.7200000,57701.0000000,6901950.0000000,2937.0000000,2029846222.5000000
FUTSTKJIOFIN27-JAN-2026,297.5000000,297.5500000,298.6000000,294.0000000,295.6000000,295.6000000,-0.6300000,8833.0000000,2117350.0000000,901.0000000,626553945.0000000
FUTSTKJIOFIN24-FEB-2026,299.1500000,299.4500000,300.2000000,295.9500000,297.2500000,297.2500000,-0.6300000,1259.0000000,225600.0000000,96.0000000,67124225.0000000
FUTSTKKOTAKBANK24-FEB-2026,2213.5000000,2220.0000000,2220.0000000,2196.5000000,2202.3000000,2202.3000000,-0.5000000,274.0000000,8800.0000000,22.0000000,19399520.0000000
FUTSTKKOTAKBANK30-DEC-2025,2189.0000000,2191.1000000,2199.7000000,2170.0000000,2176.6000000,2176.6000000,-0.5600000,86902.0000000,2829200.0000000,7073.0000000,6164087040.0000000
FUTSTKKOTAKBANK27-JAN-2026,2202.6000000,2208.8000000,2211.0000000,2183.7000000,2190.0000000,2190.0000000,-0.5700000,13904.0000000,1609600.0000000,4024.0000000,3525670480.0000000
FUTSTKLTF24-FEB-2026,304.6500000,307.7000000,309.6000000,305.8000000,306.0000000,306.0000000,0.4400000,83.0000000,45000.0000000,20.0000000,13830750.0000000
FUTSTKLTF27-JAN-2026,303.4500000,307.0000000,308.5000000,302.1000000,304.3000000,304.3000000,0.2800000,921.0000000,1091250.0000000,485.0000000,332929575.0000000
FUTSTKLTF30-DEC-2025,301.5500000,301.1000000,307.1000000,300.7500000,303.0500000,303.0500000,0.4900000,8592.0000000,9682540.0000000,2170.0000000,2942496910.9000000
FUTSTKMARUTI27-JAN-2026,16492.0000000,16490.0000000,16612.0000000,16490.0000000,16516.0000000,16516.0000000,0.1400000,4531.0000000,48300.0000000,966.0000000,798439200.0000000
FUTSTKMARUTI24-FEB-2026,16592.0000000,16645.0000000,16698.0000000,16590.0000000,16600.0000000,16600.0000000,0.0400000,275.0000000,1400.0000000,28.0000000,23264950.0000000
FUTSTKMARUTI30-DEC-2025,16396.0000000,16396.0000000,16512.0000000,16381.0000000,16409.0000000,16409.0000000,0.0700000,52279.0000000,211450.0000000,4229.0000000,3474252650.0000000
FUTSTKOFSS30-DEC-2025,7842.5000000,7805.0000000,7888.5000000,7710.0000000,7727.5000000,7727.5000000,-1.4600000,18164.0000000,179325.0000000,2391.0000000,1395760837.5000000
FUTSTKOFSS24-FEB-2026,7918.0000000,7929.5000000,7929.5000000,7790.0000000,7805.0000000,7805.0000000,-1.4200000,104.0000000,3825.0000000,51.0000000,29999887.5000000
FUTSTKOFSS27-JAN-2026,7875.0000000,7859.5000000,7922.5000000,7750.0000000,7762.5000000,7762.5000000,-1.4200000,1152.0000000,42450.0000000,566.0000000,331521337.5000000
FUTSTKPOLICYBZR30-DEC-2025,1823.3000000,1820.9000000,1832.0000000,1763.3000000,1770.4000000,1770.4000000,-2.9000000,17375.0000000,2604700.0000000,7442.0000000,4666436285.0000000
FUTSTKPOLICYBZR27-JAN-2026,1829.7000000,1814.9000000,1837.4000000,1772.8000000,1783.2000000,1783.2000000,-2.5400000,1430.0000000,340200.0000000,972.0000000,611532285.0000000
FUTSTKPOLICYBZR24-FEB-2026,1839.8000000,1828.6000000,1828.6000000,1783.0000000,1790.8000000,1790.8000000,-2.6600000,49.0000000,10150.0000000,29.0000000,18318160.0000000
FUTSTKSBIN30-DEC-2025,962.9000000,966.8000000,979.7000000,966.8000000,977.5000000,977.5000000,1.5100000,80411.0000000,14348250.0000000,19131.0000000,13998380812.5000000
FUTSTKSBIN27-JAN-2026,968.6000000,972.8000000,985.6000000,972.8000000,983.5500000,983.5500000,1.5400000,17086.0000000,3486000.0000000,4648.0000000,3423063900.0000000
FUTSTKSBIN24-FEB-2026,973.9500000,980.0000000,990.7500000,980.0000000,988.9500000,988.9500000,1.5400000,1122.0000000,185250.0000000,247.0000000,183014475.0000000
FUTSTKSONACOMS24-FEB-2026,490.1000000,492.6500000,498.0000000,492.6500000,496.0000000,496.0000000,1.2000000,60.0000000,15925.0000000,13.0000000,7889673.7500000
FUTSTKSONACOMS30-DEC-2025,486.0500000,483.1500000,494.3500000,483.1500000,491.4500000,491.4500000,1.1100000,13172.0000000,1507800.0000000,1436.0000000,739041870.0000000
FUTSTKSONACOMS27-JAN-2026,488.8500000,487.2000000,496.7500000,487.2000000,494.5500000,494.5500000,1.1600000,463.0000000,242550.0000000,198.0000000,119773762.5000000
FUTSTKSYNGENE30-DEC-2025,648.6000000,646.2000000,653.2500000,642.5000000,647.2500000,647.2500000,-0.2000000,8221.0000000,711000.0000000,711.0000000,460827450.0000000
FUTSTKSYNGENE24-FEB-2026,659.2000000,0.0000000,0.0000000,0.0000000,,653.2500000,-0.9000000,11.0000000,0.0000000,0.0000000,0.0000000
FUTSTKSYNGENE27-JAN-2026,652.0000000,650.6500000,655.9500000,648.0000000,650.9000000,650.9000000,-0.1600000,261.0000000,87000.0000000,87.0000000,56680200.0000000
FUTSTKTECHM27-JAN-2026,1590.4000000,1587.7000000,1600.0000000,1585.2000000,1592.4000000,1592.4000000,0.1200000,1369.0000000,167400.0000000,279.0000000,266887920.0000000
FUTSTKTECHM24-FEB-2026,1598.6000000,1605.6000000,1605.6000000,1598.5000000,1601.0000000,1601.0000000,0.1500000,96.0000000,6000.0000000,10.0000000,9603600.0000000
FUTSTKTECHM30-DEC-2025,1580.4000000,1584.2000000,1591.0000000,1572.6000000,1582.6000000,1582.6000000,0.1300000,34888.0000000,936000.0000000,1560.0000000,1481931360.0000000
FUTSTKTITAGARH30-DEC-2025,789.7500000,787.8500000,788.8500000,771.5500000,775.3000000,775.3000000,-1.8200000,7582.0000000,632925.0000000,873.0000000,493750846.2500000
FUTSTKZYDUSLIFE27-JAN-2026,922.8500000,923.7000000,927.3000000,921.3000000,924.5500000,924.5500000,0.1800000,788.0000000,103500.0000000,115.0000000,95672475.0000000
FUTSTKZYDUSLIFE30-DEC-2025,917.7000000,917.2000000,922.4500000,915.5500000,919.1000000,919.1000000,0.1500000,11731.0000000,733500.0000000,815.0000000,674066025.0000000
FUTSTKZYDUSLIFE24-FEB-2026,927.2000000,931.0000000,931.0000000,928.0000000,929.4500000,929.4500000,0.2400000,36.0000000,9000.0000000,10.0000000,8363205.0000000
FUTSTKALKEM30-DEC-2025,5671.5000000,5689.0000000,5711.0000000,5595.0000000,5635.5000000,5635.5000000,-0.6300000,12298.0000000,167375.0000000,1339.0000000,944678000.0000000
FUTSTKALKEM24-FEB-2026,5723.5000000,0.0000000,0.0000000,0.0000000,,5687.5000000,-0.6200000,7.0000000,0.0000000,0.0000000,0.0000000
FUTSTKALKEM27-JAN-2026,5695.0000000,5714.5000000,5738.5000000,5635.5000000,5666.5000000,5666.5000000,-0.5000000,458.0000000,57750.0000000,462.0000000,326897125.0000000
FUTSTKAPOLLOHOSP30-DEC-2025,7067.5000000,7081.0000000,7095.0000000,6919.0000000,6927.5000000,6927.5000000,-1.9800000,25356.0000000,432375.0000000,3459.0000000,3014137750.0000000
FUTSTKAPOLLOHOSP27-JAN-2026,7109.5000000,7124.5000000,7136.0000000,6965.5000000,6971.0000000,6971.0000000,-1.9400000,1835.0000000,88375.0000000,707.0000000,620039250.0000000
FUTSTKAPOLLOHOSP24-FEB-2026,7143.0000000,7097.0000000,7098.0000000,7000.0000000,7003.5000000,7003.5000000,-1.9500000,133.0000000,6875.0000000,55.0000000,48406812.5000000
FUTSTKBEL27-JAN-2026,391.0500000,388.6000000,391.7500000,388.0500000,389.1500000,389.1500000,-0.4800000,12480.0000000,4572825.0000000,3209.0000000,1780176048.7500000
FUTSTKBEL30-DEC-2025,388.7000000,386.3500000,389.3000000,385.7000000,386.8500000,386.8500000,-0.4700000,72461.0000000,9533250.0000000,6690.0000000,3689099778.7500000
FUTSTKBEL24-FEB-2026,392.4500000,392.2500000,393.3000000,390.0000000,391.1000000,391.1000000,-0.3400000,1199.0000000,158175.0000000,111.0000000,61920168.7500000
FUTSTKCROMPTON24-FEB-2026,256.2000000,256.9500000,256.9500000,251.5000000,252.2500000,252.2500000,-1.5400000,452.0000000,104400.0000000,58.0000000,26468730.0000000
FUTSTKCROMPTON27-JAN-2026,255.0000000,254.4500000,255.6000000,250.0000000,251.0500000,251.0500000,-1.5400000,1955.0000000,649800.0000000,361.0000000,163880370.0000000
FUTSTKCROMPTON30-DEC-2025,253.3500000,253.3000000,254.1500000,248.3500000,249.5000000,249.5000000,-1.5100000,29242.0000000,3834000.0000000,2130.0000000,960509430.0000000
FUTSTKDIXON30-DEC-2025,13633.0000000,13564.0000000,13650.0000000,13192.0000000,13263.0000000,13263.0000000,-2.7100000,38934.0000000,580550.0000000,11611.0000000,7757197050.0000000
FUTSTKDIXON24-FEB-2026,13778.0000000,13735.0000000,13813.0000000,13360.0000000,13434.0000000,13434.0000000,-2.4900000,926.0000000,15700.0000000,314.0000000,212431300.0000000
FUTSTKDIXON27-JAN-2026,13698.0000000,13657.0000000,13736.0000000,13272.0000000,13342.0000000,13342.0000000,-2.5900000,4508.0000000,101800.0000000,2036.0000000,1369095900.0000000
FUTSTKDLF30-DEC-2025,692.6000000,688.0000000,693.8000000,680.7000000,683.8000000,683.8000000,-1.2700000,58249.0000000,3936075.0000000,4771.0000000,2699017530.0000000
FUTSTKDLF27-JAN-2026,697.3000000,695.3500000,697.0000000,685.0000000,687.7500000,687.7500000,-1.3600000,3083.0000000,749100.0000000,908.0000000,517183383.7500000
FUTSTKDLF24-FEB-2026,700.3000000,700.0500000,700.4500000,688.9000000,691.8500000,691.8500000,-1.2000000,542.0000000,48675.0000000,59.0000000,33785152.5000000
FUTSTKHDFCAMC27-JAN-2026,2608.2000000,2610.0000000,2625.9000000,2559.9000000,2563.8000000,2563.8000000,-1.7000000,1851.0000000,249000.0000000,830.0000000,640590570.0000000
FUTSTKHDFCAMC30-DEC-2025,2592.8000000,2590.1000000,2611.0000000,2543.5000000,2548.9000000,2548.9000000,-1.6900000,14672.0000000,986400.0000000,3288.0000000,2529956550.0000000
FUTSTKHDFCAMC24-FEB-2026,2623.0000000,2624.7000000,2624.7000000,2579.5000000,2579.5000000,2579.5000000,-1.6500000,65.0000000,11700.0000000,39.0000000,30390210.0000000
FUTSTKINDIANB30-DEC-2025,774.7500000,770.6500000,785.4000000,770.6500000,776.3500000,776.3500000,0.2000000,11082.0000000,1401000.0000000,1401.0000000,1090099850.0000000
FUTSTKINDIANB24-FEB-2026,781.3500000,786.0000000,790.0000000,779.6000000,781.6500000,781.6500000,0.0300000,65.0000000,11000.0000000,11.0000000,8625550.0000000
FUTSTKINDIANB27-JAN-2026,779.3500000,778.5000000,787.6000000,776.8000000,779.8500000,779.8500000,0.0600000,581.0000000,114000.0000000,114.0000000,89065750.0000000
FUTSTKINFY30-DEC-2025,1596.8000000,1593.8000000,1610.0000000,1589.0000000,1605.8000000,1605.8000000,0.5600000,149264.0000000,6319200.0000000,15798.0000000,10136596360.0000000
FUTSTKINFY24-FEB-2026,1616.1000000,1611.5000000,1627.6000000,1610.0000000,1624.7000000,1624.7000000,0.5300000,872.0000000,30800.0000000,77.0000000,49976640.0000000
FUTSTKINFY27-JAN-2026,1606.8000000,1601.7000000,1619.4000000,1599.8000000,1615.9000000,1615.9000000,0.5600000,26643.0000000,2713600.0000000,6784.0000000,4381375760.0000000
FUTSTKMAXHEALTH24-FEB-2026,1085.6000000,1081.8000000,1081.8000000,1043.2000000,1046.7000000,1046.7000000,-3.5800000,309.0000000,35700.0000000,68.0000000,37772437.5000000
FUTSTKMAXHEALTH27-JAN-2026,1080.0000000,1080.4000000,1081.0000000,1036.0000000,1041.2000000,1041.2000000,-3.5900000,1794.0000000,440475.0000000,839.0000000,462603172.5000000
FUTSTKMAXHEALTH30-DEC-2025,1074.2000000,1074.0000000,1076.0000000,1029.1000000,1033.8000000,1033.8000000,-3.7600000,35464.0000000,3224025.0000000,6141.0000000,3363980550.0000000
FUTSTKNTPC24-FEB-2026,323.1000000,322.8000000,324.5000000,322.0500000,323.0000000,323.0000000,-0.0300000,394.0000000,55500.0000000,37.0000000,17933025.0000000
FUTSTKNTPC30-DEC-2025,321.3000000,319.9000000,322.9000000,319.9000000,321.5000000,321.5000000,0.0600000,55660.0000000,4840500.0000000,3227.0000000,1556605650.0000000
FUTSTKNTPC27-JAN-2026,323.2500000,322.8000000,324.7500000,322.4000000,323.5000000,323.5000000,0.0700000,4944.0000000,636000.0000000,424.0000000,205764900.0000000
FUTSTKPAGEIND30-DEC-2025,36495.0000000,36225.0000000,36510.0000000,35985.0000000,36085.0000000,36085.0000000,-1.1200000,16886.0000000,28275.0000000,1885.0000000,1025163450.0000000
FUTSTKPAGEIND24-FEB-2026,36450.0000000,36305.0000000,36330.0000000,35950.0000000,36000.0000000,36000.0000000,-1.2300000,210.0000000,450.0000000,30.0000000,16252500.0000000
FUTSTKPAGEIND27-JAN-2026,36475.0000000,36485.0000000,36495.0000000,35935.0000000,36020.0000000,36020.0000000,-1.2400000,1024.0000000,4470.0000000,298.0000000,161664825.0000000
FUTSTKPETRONET30-DEC-2025,265.4000000,266.0000000,270.5000000,265.4500000,269.4500000,269.4500000,1.5200000,24226.0000000,2514600.0000000,1397.0000000,676289160.0000000
FUTSTKPETRONET27-JAN-2026,267.2000000,267.3000000,272.0000000,267.2500000,271.0000000,271.0000000,1.4200000,1792.0000000,520600.0000000,274.0000000,140982185.0000000
FUTSTKPETRONET24-FEB-2026,268.1500000,272.0000000,273.0000000,272.0000000,272.3000000,271.4500000,1.2300000,124.0000000,22800.0000000,12.0000000,6215470.0000000
FUTSTKPIDILITIND27-JAN-2026,1482.2000000,1480.8000000,1483.0000000,1456.9000000,1461.3000000,1461.3000000,-1.4100000,1478.0000000,452500.0000000,905.0000000,662206600.0000000
FUTSTKPIDILITIND24-FEB-2026,1488.7000000,1474.1000000,1474.1000000,1466.1000000,1470.2000000,1470.2000000,-1.2400000,56.0000000,6500.0000000,13.0000000,9555950.0000000
FUTSTKPIDILITIND30-DEC-2025,1473.8000000,1475.2000000,1476.1000000,1448.5000000,1452.6000000,1452.6000000,-1.4300000,12936.0000000,947000.0000000,1894.0000000,1379123150.0000000
FUTSTKPNB30-DEC-2025,117.4000000,117.6800000,119.9900000,117.4600000,119.7500000,119.7500000,2.0000000,26421.0000000,37600000.0000000,4700.0000000,4481334320.0000000
FUTSTKPNB27-JAN-2026,118.1300000,118.4900000,120.6800000,118.2800000,120.4200000,120.4200000,1.9300000,3790.0000000,11648000.0000000,1456.0000000,1396043520.0000000
FUTSTKPNB24-FEB-2026,118.7900000,119.3300000,121.2000000,119.1300000,121.0600000,121.0600000,1.9100000,526.0000000,568000.0000000,71.0000000,68437280.0000000
FUTSTKPOWERGRID24-FEB-2026,261.7000000,262.4500000,263.5000000,261.6500000,262.4000000,262.4000000,0.2600000,473.0000000,85500.0000000,45.0000000,22441660.0000000
FUTSTKPOWERGRID30-DEC-2025,261.4000000,260.9500000,263.4500000,260.0000000,261.9000000,261.9000000,0.1900000,38708.0000000,6374500.0000000,3355.0000000,1671134455.0000000
FUTSTKPOWERGRID27-JAN-2026,262.6500000,262.3500000,265.0000000,262.3500000,263.4500000,263.4500000,0.3000000,4430.0000000,961400.0000000,506.0000000,253567540.0000000
FUTSTKTATATECH30-DEC-2025,650.6500000,651.0000000,654.7000000,640.2000000,641.8000000,641.8000000,-1.3600000,13805.0000000,1513600.0000000,1892.0000000,976481840.0000000
FUTSTKTATATECH27-JAN-2026,653.1500000,653.0000000,656.6000000,642.7000000,644.2000000,644.2000000,-1.3700000,2086.0000000,673600.0000000,842.0000000,436509040.0000000
FUTSTKTATATECH24-FEB-2026,656.5500000,658.0000000,659.0000000,647.0000000,647.4000000,647.4000000,-1.3900000,206.0000000,49600.0000000,62.0000000,32349600.0000000
FUTSTKULTRACEMCO27-JAN-2026,11639.0000000,11623.0000000,11698.0000000,11605.0000000,11637.0000000,11637.0000000,-0.0100000,5003.0000000,78100.0000000,1562.0000000,909098550.0000000
FUTSTKULTRACEMCO30-DEC-2025,11571.0000000,11567.0000000,11630.0000000,11535.0000000,11568.0000000,11568.0000000,-0.0200000,53710.0000000,150000.0000000,3000.0000000,1735447200.0000000
FUTSTKULTRACEMCO24-FEB-2026,11710.0000000,11740.0000000,11749.0000000,11688.0000000,11713.0000000,11713.0000000,0.0200000,252.0000000,850.0000000,17.0000000,9953800.0000000
FUTSTKYESBANK24-FEB-2026,21.8000000,21.8700000,21.9900000,21.8000000,21.8300000,21.8300000,0.1300000,522.0000000,1337300.0000000,43.0000000,29235866.0000000
FUTSTKYESBANK27-JAN-2026,21.6800000,21.6600000,21.8600000,21.6300000,21.7000000,21.7000000,0.0900000,4284.0000000,13030900.0000000,419.0000000,283200954.0000000
FUTSTKYESBANK30-DEC-2025,21.5400000,21.5600000,21.7300000,21.4900000,21.5700000,21.5700000,0.1300000,31475.0000000,46805500.0000000,1505.0000000,1010406034.0000000
FUTSTKABCAPITAL27-JAN-2026,350.6500000,350.0000000,356.2000000,347.8500000,349.7000000,349.7000000,-0.2700000,842.0000000,827700.0000000,267.0000000,290548585.0000000
FUTSTKABCAPITAL30-DEC-2025,348.7500000,349.1000000,354.2500000,345.5000000,347.7000000,347.7000000,-0.3000000,23229.0000000,7502000.0000000,2420.0000000,2622619375.0000000
FUTSTKABCAPITAL24-FEB-2026,352.5500000,357.1000000,358.0000000,350.0000000,351.5500000,351.5500000,-0.2800000,141.0000000,99200.0000000,32.0000000,35020700.0000000
FUTSTKANGELONE24-FEB-2026,2480.0000000,2448.0000000,2454.0000000,2415.0000000,2428.0000000,2530.8000000,2.0400000,171.0000000,10750.0000000,43.0000000,26225775.0000000
FUTSTKANGELONE30-DEC-2025,2507.6000000,2514.7000000,2525.0000000,2466.6000000,2478.9000000,2478.9000000,-1.1400000,14538.0000000,649000.0000000,2596.0000000,1613709100.0000000
FUTSTKANGELONE27-JAN-2026,2470.3000000,2481.0000000,2481.0000000,2426.6000000,2437.8000000,2437.8000000,-1.3100000,2136.0000000,271750.0000000,1087.0000000,664445850.0000000
FUTSTKASTRAL27-JAN-2026,1470.4000000,1467.0000000,1467.4000000,1430.0000000,1433.6000000,1433.6000000,-2.5000000,1557.0000000,172550.0000000,406.0000000,249251577.5000000
FUTSTKASTRAL30-DEC-2025,1466.6000000,1466.0000000,1466.0000000,1426.5000000,1430.9000000,1430.9000000,-2.4300000,16255.0000000,1068875.0000000,2515.0000000,1541879515.0000000
FUTSTKASTRAL24-FEB-2026,1472.3000000,1473.6000000,1473.6000000,1436.0000000,1436.3000000,1436.3000000,-2.4400000,119.0000000,9775.0000000,23.0000000,14165420.0000000
FUTSTKBANKINDIA30-DEC-2025,140.0100000,139.9400000,143.0900000,139.8300000,142.4400000,142.4400000,1.7300000,9061.0000000,9422400.0000000,1812.0000000,1340264120.0000000
FUTSTKBANKINDIA24-FEB-2026,140.8800000,142.6000000,144.3000000,142.6000000,143.9000000,143.4300000,1.8100000,59.0000000,104000.0000000,20.0000000,14955460.0000000
FUTSTKBANKINDIA27-JAN-2026,140.9100000,140.1800000,143.9000000,140.1800000,143.2700000,143.2700000,1.6700000,531.0000000,1482000.0000000,285.0000000,212137588.0000000
FUTSTKCDSL30-DEC-2025,1503.1000000,1501.5000000,1511.7000000,1474.0000000,1478.4000000,1478.4000000,-1.6400000,18506.0000000,1453975.0000000,3061.0000000,2161142270.0000000
FUTSTKCDSL24-FEB-2026,1519.2000000,1522.0000000,1522.0000000,1491.0000000,1493.5000000,1493.5000000,-1.6900000,321.0000000,41325.0000000,87.0000000,62048347.5000000
FUTSTKCDSL27-JAN-2026,1510.4000000,1516.3000000,1517.8000000,1481.3000000,1485.8000000,1485.8000000,-1.6200000,2388.0000000,491150.0000000,1034.0000000,735606422.5000000
FUTSTKINDUSINDBK27-JAN-2026,851.9000000,843.3000000,852.1500000,833.4000000,839.8000000,839.8000000,-1.4200000,5987.0000000,1227100.0000000,1753.0000000,1031973880.0000000
FUTSTKINDUSINDBK24-FEB-2026,854.0000000,851.8000000,855.7500000,838.0000000,844.8000000,844.8000000,-1.0700000,671.0000000,207900.0000000,297.0000000,175918155.0000000
FUTSTKINDUSINDBK30-DEC-2025,846.6000000,839.9500000,847.1000000,828.4500000,834.6500000,834.6500000,-1.4100000,61617.0000000,5600700.0000000,8001.0000000,4680157580.0000000
FUTSTKMARICO24-FEB-2026,744.8000000,744.2000000,744.2000000,744.2000000,744.2000000,745.8500000,0.1400000,22.0000000,1200.0000000,1.0000000,893040.0000000
FUTSTKMARICO27-JAN-2026,743.9000000,742.3500000,746.3000000,741.9000000,743.6500000,743.6500000,-0.0300000,183.0000000,38400.0000000,32.0000000,28565940.0000000
FUTSTKMARICO30-DEC-2025,739.8000000,740.7500000,743.1500000,736.1000000,739.0000000,739.0000000,-0.1000000,28082.0000000,1058400.0000000,882.0000000,782676180.0000000
FUTSTKMAZDOCK24-FEB-2026,2441.6000000,2437.0000000,2455.0000000,2385.0000000,2388.8000000,2388.8000000,-2.1600000,222.0000000,38400.0000000,192.0000000,92776760.0000000
FUTSTKMAZDOCK27-JAN-2026,2425.6000000,2428.4000000,2439.0000000,2365.7000000,2376.9000000,2376.9000000,-2.0000000,2280.0000000,170200.0000000,851.0000000,408143940.0000000
FUTSTKMAZDOCK30-DEC-2025,2416.6000000,2410.6000000,2423.7000000,2354.4000000,2362.6000000,2362.6000000,-2.2300000,23338.0000000,564200.0000000,3224.0000000,1344445130.0000000
