MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N2,855IREDA29,IREDA 8.55NCDTR I SR II A,      1150.50,      1144.10,      1144.10,      1144.10,      1144.10,                     1144.10,1, ,1,      1332.50,      1083.10
N,N2,91MOFSL27,SEC RE NCD 9.10% SR III,      1062.99,      1063.99,      1063.99,      1063.99,      1063.99,                    54263.49,51, ,1,      1087.99,       895.20
N,N2,9MMFSML,9.00% UNSECURED NCD,      1050.00,      1040.00,      1045.05,      1040.00,      1045.05,                   115955.50,111, ,5,      1099.00,       996.66
N,N2,AEL120924,SEC RE NCD SR II,      1101.00,      1116.50,      1116.50,      1101.00,      1101.00,                    38690.00,35, ,2,      1116.50,       851.00
N,N3,0MOFSL27,SEC RE NCD SR IV,      1131.01,      1150.00,      1150.00,      1150.00,      1150.00,                    57500.00,50, ,2,      1150.00,       911.00
N,N3,760PFCL35,7.60% TAX FREE NCD,      1161.10,      1161.10,      1175.00,      1161.10,      1175.00,                   102885.70,88, ,5,      1264.00,      1126.21
N,N3,M&MFIN,UNSECURED NCD,      2253.01,      2267.99,      2267.99,      2267.99,      2267.99,                    45359.80,20, ,5,      2296.80,      1791.00
N,N4,1003ISFL28,SEC RE NCD 10.03% SR 5,      1010.00,      1003.00,      1004.20,      1003.00,      1004.00,                   881400.00,878,XI,10,      1199.00,       945.00
N,N4,10IIFL28,UNSEC RE NCD 10% SR.I,      1028.98,      1016.91,      1025.00,      1016.91,      1020.00,                   111432.30,109, ,3,      1079.50,       948.10
N,N4,897MOFSL29,SEC RE NCD 8.97% SR V,      1014.00,      1084.10,      1084.10,      1019.98,      1020.00,                   998972.24,960, ,7,      1084.10,       912.00
N,N4,965AEL27,SEC RE NCD 9.65% SR IV,      1040.20,      1039.00,      1042.00,      1039.00,      1040.50,                  1037683.10,996, ,7,      1130.09,       984.70
N,N5,1050ISFL28,SEC RE NCD 10.50% SR 6,      1010.00,      1020.65,      1020.65,      1002.00,      1002.00,                    68574.60,68, ,6,      1099.00,       932.00
N,N5,10CAGL27,SEC RE NCD 10% SR. V,      1025.00,      1025.00,      1025.00,      1022.00,      1023.00,                   102284.00,100, ,3,      1089.99,       990.00
N,N5,830PFCL27,8.30% TAX FREE NCD,      1042.02,      1042.22,      1042.22,      1042.22,      1042.22,                   133404.16,128, ,1,      1119.90,      1029.21
N,N5,873NTPC28,8.73%S-R-NCD SERIES 2B,      1100.00,      1095.90,      1095.90,      1076.50,      1076.50,                    59983.50,55, ,4,      1297.00,      1071.71
N,N5,935MOFSL29,SEC RE NCD 9.35% SR VI,      1059.50,      1060.00,      1060.00,      1060.00,      1060.00,                    10600.00,10, ,1,      1090.00,      1000.00
N,N5,957NIDO26,SEC RED NCD 9.57% SR. V,      1015.00,       980.10,       990.00,       980.10,       990.00,                    51222.60,52,XI,3,      1029.59,       890.00
N,N5,96IIFL28,UNSEC RE NCD 9.60% SR.II,       998.00,       996.99,       996.99,       991.00,       995.49,                  1233521.14,1239,XI,26,       999.21,       931.00
N,N6,10NIDO26,SEC RED NCD 10% SR. VI,      1034.80,      1022.40,      1039.00,      1022.40,      1030.00,                   118883.70,115, ,10,      1083.00,       973.20
N,N6,846REC28,BOND 8.46% TAX FREE S2A,      1098.50,      1099.50,      1099.50,      1097.00,      1097.00,                   976495.50,889, ,4,      1200.00,      1068.15
N,N6,875NHAI29,8.75% TAX FREE TR I S IIB,      1195.00,      1198.00,      1198.00,      1190.00,      1190.00,                    40603.40,34, ,5,      1298.00,      1113.50
N,N6,880IREDA34,IREDA 8.80NCDTR I SR IIIB,      1300.00,      1299.87,      1299.92,      1299.87,      1299.89,                   454962.55,350, ,3,      1348.00,      1185.50
N,N6,891NTPC33,8.91%S-R-NCD SERIES 3B,      1225.72,      1230.00,      1230.00,      1225.00,      1228.88,                   688869.45,561, ,13,      1338.00,      1208.60
N,N6,893NHB29,NHB 8.93 NCD TR II SR 2 B,      5770.00,      5825.00,      5825.00,      5825.00,      5825.00,                   145625.00,25, ,2,      6340.00,      5445.01
N,N6,901NHB34,BOND 9.01%PA TF TR-I S 3B,      6675.00,      6675.00,      6675.00,      6633.00,      6633.00,                   258771.00,39, ,8,      7390.00,      6170.00
N,N6,956AEL29,SEC RE NCD 9.56% SR VI,      1047.21,      1040.00,      1043.99,      1030.01,      1030.05,                   310226.81,301, ,14,      1133.10,      1000.00
N,N6,SCL01825,SCL 0% 2027 SR III,      1001.00,      1001.00,      1001.00,      1001.00,      1001.00,                    20020.00,20, ,2,      1001.00,       911.62
N,N7,1050NFL26,SEC RE NCD 10.50% SR.IV,       998.00,      1001.00,      1001.00,      1001.00,      1001.00,                     5005.00,5, ,1,      1200.00,       901.00
N,N7,10IFSL26,SEC RE NCD 10% SR.IV,      1083.80,      1080.90,      1080.90,      1080.90,      1080.90,                    21618.00,20, ,3,      1083.80,       960.30
N,N7,867PFCL33,8.67% TAX FREE NCD,      1196.50,      1214.00,      1214.00,      1210.00,      1211.23,                   196220.00,162, ,3,      1277.15,      1183.10
N,N7,898LTF29,SERENCD 8.98% SR.VI OP2,      1089.88,      1084.00,      1090.00,      1080.00,      1080.90,                    16226.00,15, ,3,      1182.00,      1030.00
N,N7,99AEL29,SEC RE NCD 9.90% SR VII,      1061.00,      1062.00,      1062.00,      1062.00,      1062.00,                    63720.00,60, ,1,      1165.00,      1000.00
N,N8,739NHAI26,TAX FREE7.39% SR.IB,      1052.52,      1054.00,      1054.00,      1052.50,      1052.50,                   168523.73,160, ,11,      1080.00,      1000.00
N,N8,764HUDCO31,7.64% TAX FREETRI SR2B,      1162.00,      1160.00,      1160.00,      1160.00,      1160.00,                     1160.00,1, ,1,      1179.99,      1081.20
N,N8,81TCHF28,SEC RED NCD 8.10% SR.IV,      1033.00,      1033.00,      1033.00,      1033.00,      1033.00,                    18594.00,18, ,2,      1107.50,      1001.00
N,N8,865SCL26,SEC RED NCD 8.65% SR. V,      1000.00,       999.99,       999.99,       999.99,       999.99,                     4999.95,5,XI,1,      1015.00,       925.00
N,N8,875PCHFL26,SEC RE NCD 8.75% SR.IV,      1020.00,      1025.31,      1025.31,      1025.31,      1025.31,                    10253.10,10, ,1,      1089.00,       994.00
N,N8,892PFCL33,8.92% TAX FREE NCD,      1236.00,      1230.20,      1237.00,      1230.20,      1234.61,                  1111975.25,900, ,13,      1343.00,      1219.99
N,N9,769HUDCO31,7.69% TAX FREETRII SR2B,      1096.00,      1096.00,      1098.00,      1091.00,      1096.00,                  1461954.40,1336, ,44,      1173.00,      1083.01
N,N9,871REC28,BOND 8.71% TAX FREE S2B,      1083.36,      1082.50,      1086.00,      1080.20,      1084.36,                  1875772.27,1731, ,35,      1179.99,      1075.00
N,N9,895AEL27,AEL 8.95% 2027 SR I,      1005.02,      1026.00,      1026.00,      1026.00,      1026.00,                    84132.00,82, ,1,      1094.00,       935.10
N,NA,1040NFL26,SEC RE NCD 10.40% SR.II,       994.00,       954.05,       994.00,       954.05,       994.00,                     5924.05,6, ,2,      1040.00,       850.20
N,NA,76NHAI31,TAX FREE7.60% SR.IIB,      1141.75,      1143.00,      1143.00,      1143.00,      1143.00,                   342900.00,300, ,3,      1180.00,      1086.00
N,NA,84TCHF28,SEC RED NCD 8.40% SR.V,      1082.00,      1080.00,      1080.00,      1080.00,      1080.00,                     1080.00,1, ,1,      1090.00,      1009.55
N,NA,865IRFC29,BOND 8.65% PA TF TI-SIIB,      1150.00,      1149.00,      1149.00,      1149.00,      1149.00,                   952521.00,829, ,3,      1389.90,      1090.00
N,NA,910TCAP28,UNSERENCD9.1%SRIIICIII&IV,      1049.20,      1055.00,      1055.00,      1048.00,      1055.00,                   435434.50,414, ,6,      1157.00,      1032.00
N,NA,957IIFLS27,SEC RE NCD 9.57% SR III,       985.00,       985.00,       985.00,       985.00,       985.00,                    99485.00,101, ,3,      1021.00,       930.00
N,NA,9PCHFL31A,SEC RE NCD 9% SR.V,      1038.52,      1036.00,      1042.70,      1034.05,      1035.09,                  2023818.98,1953, ,35,      1089.80,       985.00
N,NA,9SCL26BA,SEC RED NCD 9.0% SR. VI,      1015.00,      1016.00,      1016.00,      1016.00,      1016.00,                   203200.00,200, ,2,      1064.75,       950.00
N,NA,AEL17725,AEL 0% 2027 SR II,      1016.00,      1016.01,      1040.00,      1016.01,      1016.01,                   164973.68,159, ,6,      1050.00,      1000.00
N,NB,105UCL2026,SEC RE NCD 10.5% SR IV,       990.00,      1000.00,      1000.00,       999.00,       999.00,                    59991.00,60, ,5,      1188.12,       882.00
N,NB,851HUDCO28,8.51% TAX FREETRI SR2A,      1081.01,      1085.51,      1085.51,      1085.51,      1085.51,                    53189.99,49, ,1,      1338.90,      1073.01
N,NB,96SFIL24A,SERENCD8.84%SRVICIII&IV,       997.95,       985.40,       985.75,       985.40,       985.75,                   114320.40,116, ,7,      1122.84,       821.00
N,NB,IIFLHFZC27,SEC RE NCD 0% SR.V,      1341.00,      1337.01,      1337.01,      1337.01,      1337.01,                    20055.15,15, ,1,      1370.00,       985.00
N,NB,TCHF30,UN SE RE NCD 8.55% SR.VI,      1107.00,      1105.00,      1105.60,      1105.00,      1105.60,                    89505.60,81, ,4,      1131.25,      1000.00
N,NC,1003IIFL29,SEC RE NCD 10.03% SR V,      1006.99,       991.00,      1000.00,       990.00,       993.13,                  1041296.20,1047,XI,46,      1098.00,       838.20
N,NC,1065NFL27,SEC RE NCD 10.65% SR.IV,      1010.00,      1012.96,      1012.96,      1004.00,      1004.02,                   234451.43,233, ,8,      1200.00,       950.01
N,NC,729NHAI26,TAX FREE 7.29% SR. IB,      1025.00,      1024.99,      1024.99,      1024.49,      1024.49,                    36891.74,36, ,7,      1085.00,       983.55
N,NC,843IHFL29,SEC RE NCD 8.43% SR.VI,       978.00,       970.00,       970.00,       970.00,       970.00,                     4850.00,5,XI,1,       994.00,       875.40
N,NC,885TCAPS29,UNSERENCD8.85%SRIVCIII&IV,      1090.00,      1151.50,      1151.50,      1151.50,      1151.50,                     2303.00,2, ,2,      1167.00,      1005.00
N,NC,915AEL28,AEL 9.15% 2028 SR IV,      1048.00,      1054.00,      1054.00,      1045.00,      1053.99,                   168937.98,161, ,9,      1054.00,       990.60
N,ND,1119NFL27,SEC RE NCD 11.19% SR.V,      1099.00,      1080.00,      1080.00,      1080.00,      1080.00,                    27000.00,25, ,1,      1244.00,       915.00
N,ND,739NHAI31A,TAX FREE 7.39% SR. IIA,      1269.00,      1094.60,      1105.00,      1094.60,      1105.00,                  2199600.00,2000, ,2,      1380.00,      1087.00
N,ND,876HUDCO28,8.76% TAX FREETRI SR2B,      1097.90,      1091.14,      1091.14,      1091.14,      1091.14,                     1091.14,1, ,1,      1270.00,      1072.00
N,ND,970CAGL28,SEC RE NCD 9.70% SR VII,      1028.00,      1028.00,      1028.00,      1028.00,      1028.00,                     2056.00,2, ,2,      1123.00,       992.08
N,ND,AEL170725,AEL 0% 2028 SR V,      1032.00,      1032.00,      1032.00,      1030.00,      1030.00,                   176230.00,171, ,4,      1032.00,       995.00
N,NE,10IIFL28A,UNSE RE NCD 10% SR.I,      1058.00,      1052.00,      1058.88,      1052.00,      1058.88,                   533597.05,506, ,4,      1111.00,       934.00
N,NE,769NHAI31,TAX FREE 7.69% SR. IIB,      1114.00,      1114.80,      1114.80,      1110.00,      1111.00,                   526406.20,473, ,7,      1210.00,      1089.11
N,NE,850CIFCL26,SEC RE NCD 8.50% SR 3,      1006.99,      1006.99,      1006.99,      1006.99,      1006.99,                    46321.54,46, ,2,      1079.99,       975.81
N,NE,888IRFC29,BOND 8.88% PA TF TII-SIIB,      1176.00,      1176.00,      1176.00,      1171.00,      1171.54,                   342819.90,292, ,10,      1354.90,      1105.00
N,NE,901HUDCO34,9.01% TAX FREETRII SR3B,      1328.00,      1335.00,      1335.00,      1320.00,      1334.00,                   785359.00,589, ,14,      1350.05,      1211.00
N,NF,1015UCL27,UCL 10.15% SR III,       997.00,      1000.00,      1000.00,       994.00,       994.00,                   119865.00,120, ,11,      1049.00,       950.00
N,NF,96IIFL28A,UNSE RE NCD 9.6% SR.II,       996.99,       993.00,       997.00,       993.00,       994.11,                   549416.85,552, ,15,       999.99,       890.00
N,NG,IIFLZC28,UNSE RE NCD 0% SR.III,      1540.00,      1539.99,      1550.00,      1539.99,      1550.00,                   739699.49,480, ,5,      1550.00,      1112.10
N,NJ,753IRFC30,TAX FREE  7.53% SR. 103 A,      1093.00,      1100.00,      1100.00,      1100.00,      1100.00,                     1100.00,1, ,1,      1210.00,      1074.00
N,NJ,82IGT31,SEC RE NCD 8.20% SR.V,      1066.00,      1100.00,      1100.00,      1063.00,      1063.00,                    15993.00,15, ,6,      1156.05,      1003.75
N,NJ,875CIFC23B,SEC RE NCD 8.45% SR 1,      1063.25,      1065.36,      1065.36,      1065.36,      1065.36,                    10653.60,10, ,1,      1090.20,       999.00
N,NJ,943ECL28,SEC RED NCD 9.43% SR. VI,       997.00,       996.99,       996.99,       996.99,       996.99,                     1993.98,2,XI,2,      1074.00,       822.00
N,NK,985ECL28,SEC RED NCD 9.85% SR. VII,      1016.50,      1020.00,      1027.50,      1015.01,      1027.50,                   260996.00,256, ,3,      1098.00,       941.00
N,NK,CIFC26,SEC RE NCD SR 2,      1160.00,      1163.80,      1163.80,      1163.80,      1163.80,                   103578.20,89, ,2,      1163.80,      1000.00
N,NL,842IIFL26,SEC RE NCD 8.42% SR.V,       988.01,       988.00,       991.00,       986.60,       990.96,                   920344.20,930, ,15,       999.89,       945.25
N,NL,990SCL26A,SEC RE NCD 9.9% SR IV,       336.00,       337.00,       337.00,       337.00,       337.00,                     5392.00,16, ,1,      1007.92,       336.00
N,NM,995SCL2035,SCL 9.95% 2035 SR XII,       965.00,       970.00,       972.00,       970.00,       972.00,                    32036.00,33, ,4,      1000.00,       900.10
N,NN,865LTF26,SERENCD 8.65% SR.VI OP12,      1007.00,      1007.10,      1007.10,      1007.10,      1007.10,                    20142.00,20, ,2,      1156.40,       990.11
N,NN,IIFLZC26,SEC RE NCD 0% SR.VII,      1395.00,      1395.00,      1395.00,      1394.99,      1394.99,                   107414.73,77, ,3,      1406.00,      1207.00
N,NO,764IRFC31,TAX FREE  7.64% SR. 108A,      1108.00,      1104.90,      1104.90,      1104.90,      1104.90,                   237553.50,215, ,1,      1170.00,      1085.20
N,NO,955SCL35,SCL 9.55% 2035 SR XIII,      1020.00,      1000.00,      1000.00,      1000.00,      1000.00,                   100000.00,100,XI,4,      1020.00,       837.25
N,NR,1015ECL29,SEC RED NCD 10.15% SR. VI,      1019.00,      1019.01,      1021.00,      1019.01,      1021.00,                   214290.10,210,XI,7,      1029.00,       965.00
N,NR,IIFLZC26A,SEC RE NCD 0% SR.IV,      1268.00,      1269.72,      1269.72,      1269.72,      1269.72,                   176491.08,139, ,1,      1279.90,      1112.20
N,NS,1060ECL29,SEC RED NCD 10.6% SR. VII,      1093.90,      1084.00,      1084.00,      1084.00,      1084.00,                   108400.00,100, ,1,      1340.00,       890.30
N,NS,865IIFL28,SEC RE NCD 8.65% SR.V,       986.00,       985.00,       985.00,       984.01,       984.01,                    68930.20,70, ,5,       991.00,       861.00
N,NS,889SCL26,SEC RE NCD 9.25% SR.VII,       985.00,      1017.55,      1017.55,      1001.46,      1001.46,                    56178.30,56, ,2,      1096.65,       970.00
N,NU,IIFLZC28A,SEC RE NCD 0% SR.VII,      1239.00,      1240.00,      1240.00,      1240.00,      1240.00,                    68200.00,55, ,2,      1272.00,      1035.45
N,NV,9IIFL26,IIFL 9% TR I SR I,      1041.80,      1041.80,      1041.80,      1041.80,      1041.80,                    26045.00,25, ,1,      1048.16,       990.00
N,NW,IIFL210425,IIFL TR I SR II,      1030.00,      1050.70,      1050.70,      1050.70,      1050.70,                     5253.50,5, ,1,      1050.80,       977.00
N,NY,IIFLZC26B,SEC RE NCD 0% SR.IV,      1211.85,      1213.85,      1213.85,      1213.85,      1213.85,                     6069.25,5, ,1,      1234.00,      1051.00
N,NZ,890SFIL23A,SEC RE NCD 10.03% SR.VIII,       660.00,       660.00,       660.00,       660.00,       660.00,                     6600.00,10, ,1,       925.00,       550.50
N,Y0,9IIFL28,SEC RE NCD 9% SR.VI,      1030.00,      1015.00,      1015.00,      1015.00,      1015.00,                   101500.00,100, ,1,      1055.00,       920.00
N,Y3,1025IIFL30,IIFL 10.25% TR I SR IX,      1050.00,      1050.00,      1050.00,      1050.00,      1050.00,                   105000.00,100, ,2,      1120.00,      1000.00
N,YC,889SCFL27,SEC RE NCD 8.89% SR.VIII,       930.40,       986.00,       986.00,       986.00,       986.00,                    31552.00,32, ,1,      1000.00,       900.30
N,YI,903SFL28,SEC RED NCD 9.03% SR. II,      1048.00,      1048.00,      1051.00,      1048.00,      1051.00,                   158503.00,151, ,3,      1100.00,      1000.00
N,YO,965SCL26,SEC RE NCD 9.65% SR I,      1053.51,      1062.58,      1062.58,      1062.58,      1062.58,                     6375.48,6, ,1,      1070.99,       920.50
N,YS,97SFL28,SEC RED NCD 9.70% SR. V,      1079.99,      1080.00,      1080.99,      1080.00,      1080.03,                   184694.67,171, ,4,      1169.00,       945.00
N,YZ,97SFL29,SEC RED NCD 9.70% SR. V,      1115.00,      1061.00,      1061.00,      1061.00,      1061.00,                    21220.00,20, ,1,      1185.00,      1010.10
N,Z5,931SFL26,SEC RED NCD 9.31% SR.III,      1011.50,      1036.00,      1036.00,      1036.00,      1036.00,                   130536.00,126, ,1,      1055.00,       875.20
N,ZC,SFLZC26A,SEC RED NCD SR.X,      1805.00,      1808.00,      1808.00,      1808.00,      1808.00,                   171760.00,95, ,6,      1985.00,      1390.00
N,ZJ,948SCL27A,SEC RE NCD 9.48% SR V,       984.00,       979.90,       979.90,       979.90,       979.90,                    31356.80,32,XI,2,       992.00,       930.40
