MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,BLUEWATER,BLUE WATER LOGISTICS LTD,       143.00,       145.00,       145.00,       145.00,       145.00,                  1595000.00,11000, ,       187.20,       125.40
N,SM,BMETRICS,BOMBAY METRICS S C LTD,        42.00,        42.00,        45.00,        42.00,        44.50,                  1106680.00,24800, ,        63.20,        38.10
N,SM,BOSS,BOSS PACKAGING SOLU LTD,        43.20,        42.90,        43.05,        42.90,        43.05,                   171900.00,4000, ,        56.30,        36.55
N,SM,BRACEPORT,BRACE PORT LOGISTICS LTD,        85.00,        82.00,        82.50,        80.70,        82.00,                   652640.00,8000, ,       111.00,        69.00
N,SM,BULKCORP,BULKCORP INTERNATIONAL L,        58.00,        57.35,        57.35,        55.10,        55.10,                   201120.00,3600, ,       119.85,        50.55
N,SM,CPS,C P S SHAPERS LIMITED,       991.90,      1041.45,      1041.45,      1041.00,      1041.45,                  7810807.50,7500, ,      1095.00,       412.00
N,SM,C2C,C2C ADVANCED SYSTEMS LTD,       469.25,       468.00,       476.80,       455.50,       464.80,                 18620175.00,40200, ,       954.00,       250.15
N,SM,CADSYS,CADSYS (INDIA) LIMITED,        40.40,        41.80,        42.35,        40.50,        40.90,                   306875.00,7500, ,       127.90,        35.60
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,        31.30,        31.30,        31.30,        30.35,        30.55,                   741200.00,24000, ,        46.40,        23.50
N,SM,CUDML,CASH UR DRIVE MARKETING L,       143.20,       143.00,       143.00,       140.45,       143.00,                  1994200.00,14000, ,       166.50,       130.00
N,SM,CEDAAR,CEDAAR TEXTILE LIMITED,        93.10,        94.00,        95.00,        88.95,        90.85,                 19989450.00,218000, ,       136.30,        60.00
N,SM,CELLPOINT,CELL POINT (INDIA) LTD,        16.75,        17.50,        17.50,        16.15,        16.65,                   220440.00,13200, ,        28.60,        15.60
N,SM,CELLECOR,CELLECOR GADGETS LIMITED,        30.50,        31.25,        31.25,        29.75,        29.95,                  6591000.00,219000, ,        81.50,        25.75
N,SM,CMNL,CHAMAN METALLICS LIMITED,       123.10,       123.00,       123.00,       117.00,       117.40,                  1446562.50,12000, ,       183.90,       114.75
N,SM,CHAMUNDA,CHAMUNDA ELECTRICAL LTD,        51.10,        51.90,        53.90,        51.90,        53.00,                   790500.00,15000, ,        71.00,        36.10
N,SM,CHANDAN,CHANDAN HEALTHCARE LTD,       291.15,       291.15,       291.15,       280.00,       283.95,                 16405200.00,57600, ,       358.00,       140.00
N,SM,CHAVDA,CHAVDA INFRA LIMITED,       120.30,       120.30,       120.30,       111.00,       112.30,                  3779700.00,33000, ,       186.00,        82.10
N,SM,CLASSICEIL,CLASSIC ELECTRODE (IND) L,        70.10,        72.00,        72.00,        68.55,        68.55,                   891440.00,12800, ,       113.90,        66.00
N,ST,CSSL,CLEAR SECURED SERVICES L,       110.20,       110.05,       115.70,       108.90,       115.70,                 12467650.00,109000, ,       119.00,        96.75
N,ST,COMMITTED,COMMITTED CARGO CARE LTD,       216.85,       216.85,       216.85,       216.85,       216.85,                   173480.00,800, ,       274.05,        88.90
N,SM,CONNPLEX,CONNPLEX CINEMAS LIMITED,       254.35,       252.00,       252.00,       237.00,       239.30,                 17265480.00,71200, ,       270.00,       177.00
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,        22.80,        21.90,        23.45,        21.80,        23.45,                   296470.35,13332, ,        41.60,        19.30
N,SM,COOLCAPS,COOL CAPS INDUSTRIES LTD,        74.45,        74.45,        76.80,        71.80,        76.40,                  8692750.00,116250, ,       931.00,        67.25
N,SM,CGRAPHICS,CREATIVE GRAPHICS S IND L,       199.95,       200.00,       200.00,       195.60,       196.00,                  2048760.00,10400, ,       259.00,       134.40
N,SM,CLSL,CROP LIFE SCIENCE LIMITED,        46.00,        46.00,        46.00,        45.00,        45.00,                   452200.00,10000, ,        62.80,        42.25
N,SM,CURIS,CURIS LIFESCIENCES LTD,       115.55,       116.00,       124.95,       115.00,       119.00,                  3467200.00,29000, ,       147.90,       107.00
N,SM,CMRSL,CYBER MEDIA RES & SER LTD,        71.25,        67.70,        68.00,        67.70,        67.85,                   325240.00,4800, ,       118.00,        64.00
N,SM,DANISH,DANISH POWER LIMITED,       647.25,       654.00,       661.00,       652.00,       656.00,                  9358342.50,14250, ,      1316.00,       599.95
N,SM,DCCL,DAR CREDIT & CAPITAL LTD,        45.35,        45.05,        45.05,        44.20,        44.45,                   536700.00,12000, ,        66.00,        44.00
N,SM,DCG,DCG CABLES & WIRES LTD,        64.25,        64.05,        65.40,        64.00,        65.40,                  1079820.00,16800, ,       126.40,        55.00
N,SM,DENEERS,DE NEERS TOOLS LIMITED,       154.85,       149.35,       154.00,       149.35,       152.05,                  1837230.00,12000, ,       374.80,       132.00
N,SM,DECCANTRAN,DECCAN TRANSCON LEASING L,        25.50,        25.60,        25.60,        24.20,        24.80,                   329520.00,13200, ,        67.50,        24.20
N,SM,DEEM,DEEM ROLL TECH LIMITED,        44.55,        47.05,        47.35,        45.60,        45.60,                   279350.00,6000, ,        94.90,        38.35
N,SM,DELAPLEX,DELAPLEX LIMITED,       133.55,       133.55,       134.80,       132.00,       132.50,                   717510.00,5400, ,       248.00,       126.00
N,SM,DELTIC,DELTA AUTOCORP LIMITED,        47.30,        47.00,        47.20,        46.00,        46.85,                   700000.00,15000, ,       183.75,        43.00
N,SM,DESTINY,DESTINY LOGISTICS & I LTD,       127.50,       121.15,       125.50,       121.15,       125.50,                  2745450.00,22500, ,       175.00,        67.80
N,SM,DHANLAXMI,DHANLAXMI CROP SCIENCE L,        26.65,        27.85,        27.85,        26.60,        26.60,                   272700.00,10000, ,       110.00,        25.05
G,ST,DHARIWAL,DHARIWALCORP LIMITED,       324.60,       331.05,       331.05,       331.05,       331.05,                  2184930.00,6600, ,       371.30,        90.50
N,SM,DIGIKORE,DIGIKORE STUDIOS LIMITED,        79.35,        79.50,        80.35,        79.50,        80.35,                  1216740.00,15200, ,       310.50,        64.80
N,ST,DIVINEHIRA,DIVINE HIRA JEWELLERS LTD,       179.55,       181.50,       188.50,       181.30,       181.30,                  4465920.00,24000, ,       192.80,        43.00
N,ST,DPEL,DIVINE POWER ENERGY LTD,       268.10,       268.40,       268.40,       262.35,       263.55,                  2247100.00,8500, ,       305.70,        92.05
N,SM,DIVYADHAN,DIVYADHAN RECYCLING IND L,        28.00,        27.00,        27.00,        27.00,        27.00,                    54000.00,2000, ,        78.90,        27.00
N,ST,DHTL,DOCMODE HEALTH TECH LTD,        62.10,        59.00,        61.80,        59.00,        59.00,                   287680.00,4800, ,       125.20,        36.90
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,        38.95,        38.00,        39.75,        37.80,        38.75,                   921600.00,24000, ,        44.25,        32.00
N,SM,DRONE,DRONE DESTINATION LIMITED,        66.95,        67.00,        68.00,        66.60,        67.85,                  1754075.00,26000, ,       219.85,        64.55
N,SM,DRSDILIP,DRS DILIP ROADLINES LTD.,        64.80,        64.20,        66.00,        64.20,        64.50,                   416160.00,6400, ,       136.55,        64.20
N,SM,DUCOL,DUCOL ORGS AND COLOURS LT,       160.00,       155.55,       158.10,       155.50,       158.10,                   375320.00,2400, ,       209.50,        93.50
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,        32.25,        32.25,        32.25,        31.75,        31.75,                   160000.00,5000, ,        70.00,        28.05
N,SM,DURLAX,DURLAX TOP SURFACE LTD,        40.65,        40.65,        40.65,        40.20,        40.45,                   726200.00,18000, ,        63.55,        32.70
N,SM,DYNAMIC,DYNAMIC SRVCS & SEC LTD,       104.15,       102.95,       103.00,       100.10,       101.05,                  1118925.00,11000, ,       391.80,        85.40
N,ST,EFACTOR,E FACTOR EXPERIENCES LTD,       325.00,       325.00,       325.00,       325.00,       325.00,                   130000.00,400, ,       348.00,       127.50
N,SM,ECOLINE,ECOLINE EXIM LIMITED,       133.85,       135.05,       135.20,       129.50,       130.00,                  2486300.00,19000, ,       143.90,       126.05
N,SM,EFFWA,EFFWA INFRA & RESEARCH L,       241.10,       241.50,       244.95,       230.00,       231.30,                  8248780.00,34800, ,       272.95,       147.55
N,SM,EFORCE,ELECTRO FORCE (INDIA) LTD,        34.30,        34.30,        34.45,        34.30,        34.40,                   123780.00,3600, ,        64.50,        29.20
N,SM,ELGNZ,ELEGANZ INTERIORS LIMITED,        99.90,       100.35,       100.35,        98.00,        98.20,                  1391400.00,14000, ,       163.50,        94.00
N,SM,EMAPARTNER,EMA PARTNERS INDIA LTD,        86.60,        87.10,        87.10,        87.00,        87.00,                   174100.00,2000, ,       158.80,        83.00
N,SM,ETML,EMERALD TYRE MANUF LTD,       106.00,       103.15,       103.15,        98.55,       102.00,                  4726200.00,46800, ,       198.95,        96.10
N,SM,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,       120.70,       120.00,       121.00,       120.00,       120.00,                   108450.00,900, ,       501.90,       119.00
N,ST,ENCOMPAS,ENCOMPASS DESIGN INDIA L,       175.40,       177.00,       184.15,       167.35,       184.15,                 46748760.00,260400, ,       203.30,       167.35
N,SM,EMMIL,ENERGY MISSION MACH IND L,       190.00,       190.05,       191.00,       175.00,       182.20,                  1879362.50,10000, ,       341.00,       162.10
N,SM,ENFUSE,ENFUSE SOLUTIONS LIMITED,       242.00,       211.00,       223.00,       211.00,       223.00,                   654600.00,3000, ,       284.00,       164.00
N,SM,ENSER,ENSER COMMUNICATIONS LTD,        16.80,        17.90,        17.90,        17.90,        17.90,                    89500.00,5000, ,       321.00,        13.35
N,SM,ENVIRO,ENVIROTECH SYSTEMS LTD,       126.00,       121.05,       123.80,       118.20,       120.55,                  1813300.00,15000, ,       173.00,        90.05
N,SM,EEPL,EPPELTONE ENGINEERS LTD,       208.60,       208.60,       208.60,       207.30,       207.70,                  1039400.00,5000, ,       267.90,       160.05
N,SM,ESCONET,ESCONET TECHNOLOGIES LTD,       143.00,       144.00,       146.55,       135.85,       136.20,                  4863220.00,35200, ,       410.00,       135.85
N,SM,ESPRIT,ESPRIT STONES LIMITED,        60.05,        60.00,        60.00,        59.05,        59.05,                   286480.00,4800, ,       159.45,        57.75
N,SM,ESFL,ESSEN SPECIALITY FILMS L,       173.95,       175.00,       175.00,       164.00,       165.65,                 15977484.00,95040, ,       744.85,       164.00
N,SM,FALCONTECH,FALCON TECHNOPROJ IND LTD,        15.20,        15.25,        15.90,        15.20,        15.90,                    93660.00,6000, ,        63.95,        14.85
N,SM,FELIX,FELIX INDUSTRIES LTD.,       152.50,       152.50,       152.60,       148.25,       150.30,                  1585325.00,10500, ,       220.00,       108.00
N,SM,FINBUD,FINBUD FINANCIAL SERV LTD,       132.55,       130.00,       135.00,       126.00,       133.00,                  6383100.00,49000, ,       164.85,       110.00
N,ST,FLYSBS,FLYSBS AVIATION LIMITED,       522.85,       521.05,       523.40,       515.00,       515.25,                 10264490.00,19800, ,       790.00,       427.50
N,ST,FWSTC,FLYWINGS SIMULAT T C LTD,       225.65,       215.00,       236.90,       214.40,       236.90,                151487310.00,691200, ,       236.90,       186.00
N,ST,FONEBOX,FONEBOX RETAIL LIMITED,        95.80,        91.05,        91.05,        91.05,        91.05,                   455250.00,5000, ,       136.00,        68.85
N,SM,FRESHARA,FRESHARA AGRO EXPORTS LTD,       153.65,       156.50,       162.00,       140.55,       144.75,                 76791510.00,510000, ,       221.95,       117.20
N,SM,FROG,FROG INNOVATIONS LIMITED,       159.80,       161.00,       164.95,       159.00,       160.15,                   842300.00,5200, ,       458.00,       150.00
N,SM,GAJANAND,GAJANAND INTERNATIONAL L,        10.50,        10.20,        10.20,        10.20,        10.20,                    30600.00,3000, ,        20.00,         9.65
N,SM,GML,GALAXY MEDICARE LIMITED,        22.25,        22.25,        22.25,        20.70,        20.75,                   379700.00,18000,XD,        54.00,        18.10
N,SM,GGBL,GANESH GREEN BHARAT LTD,       325.55,       325.55,       326.00,       318.00,       318.55,                  8175795.00,25500, ,       635.00,       282.20
N,SM,GANESHIN,GANESH INFRAWORLD LIMITED,       221.65,       222.00,       227.00,       220.95,       224.35,                 38731520.00,172800, ,       279.80,       106.25
N,SM,GRCL,GAYATRI RUBB AND CHEM LTD,       395.00,       395.00,       395.00,       380.00,       380.00,                   193750.00,500, ,       525.25,       315.60
N,SM,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,       182.40,       191.50,       191.50,       191.50,       191.50,                   143625.00,750, ,       409.00,        96.80
N,SM,GLOBALPET,GLOBAL PET INDUSTRIES LTD,       117.65,       126.50,       126.50,       121.00,       122.00,                   932250.00,7500, ,       159.70,        93.10
N,SM,GICL,GLOBE INTL CARRIERS LTD,        47.60,        47.50,        48.40,        47.00,        47.85,                 22990350.00,480000, ,       179.00,        40.00
N,ST,GSTL,GLOBESECURE TECHNO LTD,        13.95,        14.05,        14.60,        14.05,        14.60,                   520850.00,36000, ,        37.30,         5.95
N,SM,GOYALSALT,GOYAL SALT LIMITED,       159.00,       159.00,       159.00,       158.00,       158.00,                   285600.00,1800, ,       216.00,       142.00
N,SM,GPECO,GP ECO SOLUTIONS INDIA L,       438.65,       439.00,       448.00,       430.00,       440.60,                  7189940.00,16400, ,       616.50,       230.00
N,SM,GCHOTELS,GRAND CONTINENT HOTELS L,       169.05,       158.05,       158.05,       155.25,       156.50,                   940800.00,6000, ,       255.00,       101.90
N,SM,GRAPHISAD,GRAPHISADS LIMITED,        42.80,        43.40,        44.90,        41.15,        44.65,                  6896760.00,157200, ,        66.50,        30.40
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,        57.00,        55.30,        56.00,        55.00,        55.05,                   177080.00,3200, ,        90.00,        48.15
N,SM,GREENLEAF,GREENLEAF ENVIROTECH LTD,       171.95,       171.95,       171.95,       166.10,       166.20,                  2194850.00,13000, ,       179.65,       111.00
N,SM,GRETEX,GRETEX INDUSTRIES LTD.,       190.00,       185.00,       199.00,       180.50,       188.70,                  9691950.00,52500, ,       263.40,       180.50
N,SM,GSMFOILS,GSM FOILS LIMITED,       203.50,       203.50,       204.65,       194.00,       199.15,                  4612175.00,23000, ,       255.15,       110.70
N,SM,GURUNANAK,GURUNANAK AGRICULTUR IN L,        35.30,        36.90,        37.05,        36.90,        37.00,                  1124560.00,30400, ,        60.00,        27.00
N,SM,WHITEFORCE,HAPPY SQUARE OUTSOURC S L,        66.00,        69.80,        69.80,        69.80,        69.80,                   111680.00,1600, ,        94.80,        54.85
N,SM,HIGREEN,HI GREEN CARBON LIMITED,       132.30,       132.00,       134.00,       130.00,       131.65,                  2530760.00,19200, ,       340.90,       127.05
N,ST,HOACFOODS,HOAC FOODS INDIA LIMITED,       345.55,       345.00,       359.90,       345.00,       355.00,                  1061925.00,3000, ,       380.00,       112.00
N,SM,HOLMARC,HOLMARC OPTO MECHATRO L,       105.00,       101.50,       106.80,       101.50,       106.80,                   616500.00,6000, ,       197.50,        86.15
N,SM,HOMESFY,HOMESFY REALTY LIMITED,       165.00,       165.00,       165.00,       165.00,       165.00,                    49500.00,300, ,       538.40,       159.75
N,SM,HRHNEXT,HRH NEXT SERVICES LIMITED,        28.20,        27.05,        27.05,        26.80,        26.85,                   242250.00,9000, ,       125.60,        25.30
N,SM,HVAX,HVAX TECHNOLOGIES LIMITED,       859.95,       890.00,       890.00,       890.00,       890.00,                   133500.00,150, ,      1029.30,       544.50
N,SM,IDEALTECHO,IDEAL TECHNOPLAST IND LTD,       202.00,       171.00,       175.00,       171.00,       175.00,                   260500.00,1500, ,       221.00,       116.15
N,SM,IDENTICAL,IDENTICAL BRAINS STUDIO L,        23.80,        23.80,        24.90,        23.80,        24.90,                   194000.00,8000, ,        99.75,        23.05
N,SM,IEML,INDIAN EMULSIFIERS LTD,        92.05,        92.85,        95.90,        91.50,        92.35,                  3812250.00,41000, ,       261.05,        86.00
N,SM,IPHL,INDIAN PHOSPHATE LIMITED,        63.00,        62.60,        62.60,        61.20,        61.40,                   447480.00,7200, ,        83.95,        42.40
N,SM,INFINIUM,INFINIUM PHARMACHEM LTD,       215.50,       218.05,       225.00,       218.05,       222.65,                   773675.00,3500, ,       337.00,       213.90
N,SM,INFLUX,INFLUX HEALTHTECH LIMITED,       220.05,       218.00,       225.95,       215.50,       221.65,                 19966650.00,90000, ,       249.00,       120.00
N,SM,INFOLLION,INFOLLION RESEARCH SER L,       390.00,       390.00,       390.00,       380.00,       380.05,                  2144620.00,5600, ,       575.00,       341.00
N,SM,INNOMET,INNOMET ADVANCED MATERI L,        98.00,        98.00,       101.00,        98.00,       101.00,                   119400.00,1200, ,       216.00,        88.65
N,ST,ITTL,INNOVATIVE TYRE & TUBE LT,       104.05,       102.00,       106.00,       102.00,       102.00,                   355325.25,3465, ,       152.40,        18.60
N,SM,INSPIRE,INSPIRE FILMS LIMITED,        11.00,        11.20,        11.20,        11.00,        11.00,                   110900.00,10000, ,        31.00,        10.80
N,SM,IPSL,INTEGRATED PERSO SER LTD,       280.00,       274.00,       274.00,       274.00,       274.00,                   137000.00,500, ,       398.00,       240.05
N,SM,INM,INTERIORS & MORE LIMITED,       262.95,       250.00,       250.00,       244.00,       250.00,                   746370.00,3000, ,       689.00,       218.05
N,ST,INVICTA,INVICTA DIAGNOSTIC LTD,        86.85,        84.05,        86.50,        82.55,        85.35,                  5913440.00,70400, ,       105.00,        82.55
N,SM,ISHAN,ISHAN INTERNATIONAL LTD,         0.75,         0.75,         0.75,         0.75,         0.75,                    72000.00,96000, ,         2.15,         0.70
N,SM,ITALIANE,ITALIAN EDIBLES LIMITED,        30.40,        30.40,        30.40,        30.40,        30.40,                   182400.00,6000, ,        48.40,        29.20
N,ST,IWARE,IWARE SUPPLYCHAIN SER LTD,       207.15,       213.95,       215.90,       209.70,       215.45,                  3067320.00,14400, ,       243.90,        70.05
N,SM,JAINIK,JAINIK POWER CABLES LTD,       122.50,       122.00,       132.00,       122.00,       129.00,                  2599020.00,20400, ,       153.10,        60.60
N,SM,JALAN,JALAN TRANSOLU. INDIA LTD,         3.15,         3.30,         3.30,         3.30,         3.30,                    39600.00,12000, ,        14.60,         2.50
N,SM,JAYBEE,JAY BEE LAMINATIONS LTD,       123.35,       123.35,       123.35,       121.00,       121.25,                  3604950.00,29500, ,       422.00,       112.00
N,SM,JAYESH,JAYESH LOGISTICS LIMITED,       163.05,       169.90,       174.00,       166.00,       166.00,                 10469250.00,62000, ,       183.00,       106.35
N,ST,JEYYAM,JEYYAM GLOBAL FOODS LTD,        66.00,        68.50,        68.50,        62.70,        63.10,                  4839600.00,76000, ,        74.50,        31.00
N,SM,JFLLIFE,JFL LIFE SCIENCES LIMITED,        11.60,        11.80,        12.15,        11.05,        12.15,                  1920600.00,162000, ,        32.35,        11.00
N,SM,JIWANRAM,JIWANRAM SHEODUTTRA IND L,         6.50,         6.00,         6.00,         6.00,         6.00,                    36000.00,6000, ,        15.95,         5.70
N,SM,JYOTIGLOBL,JYOTI GLOBAL PLAST LTD,        50.00,        50.00,        50.00,        50.00,        50.00,                   200000.00,4000, ,        77.75,        48.00
N,SM,K2INFRA,K2 INFRAGEN LIMITED,        62.25,        62.25,        62.85,        60.00,        62.00,                   295770.00,4800, ,       196.95,        52.50
N,SM,KKJEWELS,KABRA JEWELS LIMITED,        87.95,        91.00,        91.40,        89.50,        89.50,                  1448800.00,16000, ,       265.00,        84.00
N,SM,KALANA,KALANA ISPAT LIMITED,        25.00,        25.00,        25.00,        24.90,        24.95,                   598400.00,24000, ,        55.00,        24.00
G,ST,KANDARP,KANDARP DG SMART BPO LTD,       127.45,       127.45,       129.95,       127.40,       129.95,                  1671750.00,13000, ,       129.95,        42.10
N,ST,KARNIKA,KARNIKA INDUSTRIES LTD,       119.95,       116.00,       119.90,       116.00,       117.60,                  2820350.00,24000, ,       973.00,       114.05
N,SM,KATARIA,KATARIA INDUSTRIES LTD,        90.00,        88.55,        92.95,        87.30,        90.00,                   378720.00,4200, ,       174.85,        85.50
N,SM,KLL,KAUSHALYA LOGISTICS LTD,        45.40,        45.10,        45.10,        44.15,        44.95,                   357360.00,8000, ,       117.95,        40.60
N,SM,KCEIL,KAY CEE ENERGY & INFRA L,       150.95,       152.80,       152.80,       148.00,       148.45,                  1790050.00,12000, ,       408.35,       135.35
N,SM,KAYTEX,KAYTEX FABRICS LIMITED,        75.00,        75.05,        76.80,        75.00,        76.80,                   304120.00,4000, ,       156.90,        75.00
G,ST,KCK,KCK INDUSTRIES LTD,        30.50,        29.90,        29.90,        29.90,        29.90,                   149500.00,5000, ,        67.80,        25.50
N,SM,KEN,KEN ENTERPRISES LIMITED,        45.90,        45.50,        45.50,        45.00,        45.00,                   217200.00,4800, ,        85.00,        35.25
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,        66.95,        64.00,        64.75,        63.80,        64.75,                   397652.50,6200, ,       103.95,        63.50
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,       954.40,       988.00,       990.00,       916.00,       927.30,                  6411890.00,6700, ,      1740.00,       556.05
N,SM,KONSTELEC,KONSTELEC ENGINEERS LTD,        45.15,        43.00,        46.00,        42.70,        43.05,                   306200.00,7000, ,       140.30,        42.70
N,SM,KONTOR,KONTOR SPACE LIMITED,        63.10,        63.00,        66.75,        63.00,        66.75,                   115650.00,1800, ,       138.10,        58.00
N,SM,KDL,KORE DIGITAL LIMITED,       155.45,       154.05,       165.00,       154.05,       163.65,                  2825370.00,17400, ,      1939.00,       135.20
N,SM,KOTYARK,KOTYARK INDUSTRIES LTD,       254.50,       251.00,       259.00,       251.00,       252.20,                   406390.00,1600, ,      1023.00,       202.40
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,       170.45,       170.00,       174.00,       168.00,       173.40,                  1201800.00,7000, ,       337.85,       163.50
N,SM,KRISHNADEF,KRISHNA DEF AND ALD IND L,       697.45,       697.45,       718.45,       674.00,       679.10,                 16955225.00,24500, ,      1027.50,       503.00
N,SM,KEL,KUNDAN EDIFICE LIMITED,        97.50,       100.00,       100.00,        98.00,        99.00,                   949800.00,9600, ,       167.05,        81.00
N,SM,LAKSHYA,LAKSHYA POWERTECH LIMITED,       128.25,       130.00,       130.00,       127.10,       127.10,                   409040.00,3200, ,       372.50,       102.25
N,SM,LAMOSAIC,LAMOSAIC INDIA LIMITED,        36.00,        36.00,        36.00,        35.20,        35.35,                   340530.00,9600, ,       113.40,        34.00
N,SM,LRRPL,LEAD REC AND RUB PROD LTD,        77.50,        77.50,        77.50,        77.50,        77.50,                   116250.00,1500, ,       102.00,        48.60
N,SM,LLOYDS,LLOYDS LUXURIES LIMITED,        67.95,        68.00,        68.00,        63.55,        63.55,                   529300.00,8000, ,       125.75,        63.45
G,ST,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,       744.80,       729.95,       729.95,       729.95,       729.95,                 37446435.00,51300, ,       819.00,        32.05
N,SM,MACOBSTECH,MACOBS TECHNOLOGIES LTD,       211.95,       218.45,       218.50,       210.00,       210.00,                  2084760.00,9600, ,       246.95,       150.60
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,       128.40,       130.00,       135.00,       125.00,       132.45,                  2846000.00,22000, ,       229.00,       108.60
N,SM,MRIL,MAHENDRA REALTO & INFRA L,        59.40,        56.05,        57.10,        56.05,        57.10,                   181040.00,3200, ,        82.00,        49.25
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,       140.50,       132.00,       157.00,       132.00,       157.00,                   216750.00,1500, ,       180.00,        95.20
N,SM,MAITREYA,MAITREYA MEDICARE LIMITED,       226.40,       225.00,       232.00,       225.00,       231.00,                   917240.00,4000, ,       360.00,       214.45
N,SM,MPEL,MANAS POLYMER N ENERGIE L,        90.00,        95.75,        95.75,        95.40,        95.40,                   305840.00,3200, ,       153.90,        89.95
N,ST,MANAV,MANAV INFRA PROJECTS LTD,        27.55,        27.55,        28.90,        27.55,        28.90,                   791600.00,28000, ,        30.35,        10.50
N,SM,MANDEEP,MANDEEP AUTO INDUSTRIES L,        23.45,        22.35,        22.35,        22.35,        22.35,                    44700.00,2000, ,        36.15,        17.80
N,SM,MAL,MANGALAM ALLOYS LIMITED,        49.55,        50.00,        50.00,        50.00,        50.00,                   240000.00,4800, ,        80.20,        26.25
N,SM,MIEL,MANGLAM INFRA & ENG LTD,        21.50,        21.00,        21.70,        21.00,        21.50,                   298200.00,14000, ,        47.90,        19.40
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,        41.20,        41.00,        41.00,        39.00,        39.90,                   364875.00,9000, ,        68.25,        33.10
N,SM,MARINETRAN,MARINETRANS INDIA LIMITED,        21.75,        22.80,        22.80,        22.80,        22.80,                   182400.00,8000, ,        31.20,        13.30
N,SM,MASON,MASON INFRATECH LIMITED,       197.65,       199.00,       199.00,       193.00,       193.40,                  1073525.00,5500, ,       220.00,        73.50
N,SM,MASTER,MASTER COMPONENTS LIMITED,       363.00,       344.85,       349.85,       344.85,       344.85,                  1382275.00,4000, ,       436.00,       258.40
N,SM,MGSL,MATRIX GEO SOLUTIONS LTD,        85.25,        85.40,        85.40,        85.35,        85.35,                  1126680.00,13200, ,       120.00,        81.00
N,SM,MAXPOSURE,MAXPOSURE LIMITED,        46.75,        48.40,        48.60,        48.00,        48.30,                   145000.00,3000, ,       102.95,        45.70
N,ST,MAXVOLT,MAXVOLT ENERGY INDUS L,       461.20,       455.00,       459.00,       440.00,       450.00,                 13300000.00,29600, ,       483.25,       145.05
N,SM,MCON,MCON RASAYAN INDIA LTD,        60.00,        59.95,        60.00,        59.95,        60.00,                   359950.00,6000, ,       229.90,        53.40
N,SM,MEDIORG,MEDICAMEN ORGANICS LTD,        24.00,        25.20,        25.20,        24.20,        24.20,                   199600.00,8000, ,        58.60,        19.60
N,SM,MEDISTEP,MEDISTEP HEALTHCARE LTD,        26.00,        24.60,        25.00,        24.60,        24.75,                   223050.00,9000, ,        53.00,        22.30
N,ST,MEGAFLEX,MEGA FLEX PLASTICS LTD,       108.05,       104.80,       104.80,       104.80,       104.80,                   314400.00,3000, ,       113.00,        40.00
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,       221.50,       221.05,       223.50,       218.00,       218.95,                  2463000.00,11200, ,       380.00,       212.00
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,        39.85,        38.00,        38.00,        37.90,        37.90,                   170700.00,4500, ,        86.90,        37.90
N,SM,MONOLITH,MONOLITHISCH INDIA LTD,       491.10,       491.10,       508.00,       473.50,       491.30,                 21198637.50,43750, ,       607.40,       219.45
N,SM,MOS,MOS UTILITY LIMITED,        23.15,        23.00,        23.00,        22.50,        22.90,                  1097200.00,48000, ,       321.00,        21.00
N,SM,MMEL,MOVING MEDIA ENTER LTD,        50.00,        49.50,        50.25,        49.50,        50.25,                   902100.00,18000, ,        84.45,        44.50
G,ST,MOXSH,MOXSH OVERSEAS EDUCON LTD,        90.85,        92.65,        92.65,        92.65,        92.65,                  1185920.00,12800, ,        92.65,        25.50
N,SM,MUNISH,MUNISH FORGE LIMITED,       110.85,       107.85,       107.85,       103.80,       103.80,                  1390440.00,13200, ,       143.00,        97.00
N,ST,MYMUDRA,MY MUDRA FINCORP LIMITED,        83.85,        82.50,        82.50,        81.10,        81.35,                  2565420.00,31200, ,       119.10,        51.60
N,ST,NRVANDANA,N R VANDANA TEX IND LTD,        61.95,        62.95,        62.95,        59.60,        61.45,                  1644600.00,27000, ,        72.90,        37.05
N,SM,NAMAN,NAMAN IN-STORE (INDIA) L,        68.50,        67.50,        67.50,        67.50,        67.50,                    54000.00,800, ,       168.70,        55.75
