MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,NAMOEWASTE,NAMO EWASTE MANAGEMENT L,       178.65,       180.40,       181.75,       178.10,       180.95,                  2162720.00,12000, ,       234.95,       127.00
N,SM,NEELAM,NEELAM LINENS & GAR (I) L,        13.65,        13.50,        13.50,        13.50,        13.50,                   162000.00,12000, ,        59.95,        11.80
N,ST,NEOCHEM,NEOCHEM BIO SOLUTIONS LTD,        94.90,        90.30,        91.00,        90.20,        90.20,                 11155320.00,123600, ,       113.40,        90.20
G,ST,NEPHROCARE,NEPHRO CARE INDIA LIMITED,       120.50,       122.90,       122.90,       122.90,       122.90,                  2605480.00,21200, ,       211.00,        99.95
N,SM,NEPTUNE,NEPTUNE PETROCHEMICALS L,       229.30,       232.00,       239.00,       222.75,       228.00,                  4813050.00,21000, ,       239.00,       126.30
N,ST,CBAZAAR,NET AVENUE TECHNOLOGIES L,         4.35,         4.50,         4.50,         4.50,         4.50,                    36000.00,8000, ,        14.00,         3.05
N,SM,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        31.20,        30.50,        31.80,        30.00,        31.80,                   879675.00,28500, ,        93.40,        27.05
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        30.55,        30.85,        30.85,        30.85,        30.85,                    49360.00,1600, ,        90.00,        23.35
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        20.00,        19.80,        19.80,        19.80,        19.80,                    99000.00,5000, ,        31.00,        16.05
N,ST,NIKITA,NIKITA GRENTEC RECYCL LTD,       150.05,       155.00,       156.00,       150.00,       150.40,                  5464140.00,36000, ,       156.00,        77.15
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,        63.95,        65.85,        67.10,        64.10,        67.10,                  3662865.00,54900, ,       456.00,        51.50
N,SM,OBSCP,OBSC PERFECTION LIMITED,       306.35,       314.90,       314.90,       294.00,       298.05,                 12779020.00,42400, ,       360.00,       144.90
N,SM,OMFURN,OMFURN INDIA LIMITED,        90.45,        92.50,        92.50,        92.50,        92.50,                   111000.00,1200, ,       140.00,        76.75
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,       121.40,       120.00,       125.00,       116.50,       119.65,                  4345080.00,36000, ,       321.10,       110.10
N,SM,OLIL,ONECLICK LOGISTICS IND L,       303.80,       310.00,       323.90,       304.05,       315.70,                  9699800.00,31200, ,       355.00,        95.00
N,SM,ONYX,ONYX BIOTEC LIMITED,        32.50,        33.05,        33.05,        32.70,        32.70,                   593500.00,18000, ,        97.45,        30.50
N,SM,OPTIVALUE,OPTIVALUE TEK CONSULT LTD,        71.05,        72.20,        72.25,        70.50,        70.50,                  2056560.00,28800, ,       107.55,        70.50
N,SM,ORIANA,ORIANA POWER LIMITED,      2182.00,      2168.00,      2205.00,      2130.00,      2136.55,                 63397473.75,29400, ,      3064.00,      1000.00
N,ST,OSELDEVICE,OSEL DEVICES LIMITED,       559.90,       542.05,       548.90,       531.95,       532.40,                 22068070.00,41200, ,       835.00,       186.25
N,SM,OWAIS,OWAIS METAL & MINERAL,       300.45,       300.00,       300.00,       280.00,       287.35,                  7308490.00,25400, ,      1224.00,       280.00
N,ST,PSRAJ,P S RAJ STEELS LIMITED,       308.00,       301.10,       301.10,       300.10,       301.10,                  1203400.00,4000, ,       310.00,       122.85
N,SM,PARAGON,PARAGON FINE S.C. LTD.,        43.50,        43.50,        43.50,        42.35,        42.90,                   519420.00,12000, ,       108.55,        42.35
N,SM,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,        49.25,        49.00,        49.00,        49.00,        49.00,                    58800.00,1200, ,        92.00,        44.55
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,        30.10,        29.70,        29.70,        29.20,        29.55,                   177200.00,6000, ,        78.00,        28.25
N,SM,PARTH,PARTH ELEC & ENG LTD,       203.00,       210.00,       216.95,       202.00,       208.00,                  2011060.00,9600, ,       306.40,       169.00
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,        81.00,        82.00,        87.80,        82.00,        87.80,                 22605250.00,271000, ,       140.00,        63.05
N,SM,PATILAUTOM,PATIL AUTOMATION LIMITED,       190.85,       191.20,       191.20,       186.00,       186.55,                  2161350.00,11400, ,       268.90,       153.90
N,ST,PATTECH,PATTECH FITWELL TUB COM L,       116.50,       117.00,       117.00,       117.00,       117.00,                   175500.00,1500, ,       160.00,        60.10
N,SM,PELATRO,PELATRO LIMITED,       335.00,       335.00,       341.00,       325.00,       326.65,                  1310970.00,3900, ,       559.90,       283.20
N,ST,PENTAGON,PENTAGON RUBBER LIMITED,        68.40,        70.95,        71.80,        70.95,        71.80,                   285500.00,4000, ,       103.80,        50.55
N,SZ,PERFECT,PERFECT INFRAENGINEER LTD,         3.90,         3.85,         3.85,         3.80,         3.80,                    34350.00,9000, ,        24.25,         3.75
N,SM,PCCL,PETRO CARBON AND CHEMI L,       191.90,       187.05,       195.00,       186.70,       195.00,                  1617380.00,8400, ,       228.00,       150.00
N,SM,PHANTOMFX,PHANTOM DIGITAL EFF LTD,       237.80,       236.70,       243.45,       225.35,       231.60,                  6835665.00,29100, ,       327.95,       165.00
N,SM,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,        18.55,        18.55,        18.55,        18.55,        18.55,                    37100.00,2000, ,        30.00,        16.75
N,SM,PPSL,PICTUREPOST STUDIOS LTD,        10.00,         9.95,         9.95,         9.45,         9.85,                   203400.00,21000, ,        45.60,         9.00
N,SM,PLADAINFO,PLADA INFOTECH SERVICES L,        16.45,        16.45,        16.45,        16.45,        16.45,                    49350.00,3000, ,        29.75,        14.85
G,ST,POLYSIL,POLYSIL IRRIGATION SYST L,       299.70,       293.75,       293.75,       293.75,       293.75,                 40243750.00,137000, ,       356.75,        14.25
N,SM,POSITRON,POSITRON ENERGY LIMITED,       209.50,       208.50,       209.50,       208.10,       208.10,                   564060.00,2700, ,       420.00,       207.10
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,       347.40,       353.35,       353.35,       346.00,       347.80,                 14963225.00,43000, ,       362.95,       101.05
N,SM,PRANIK,PRANIK LOGISTICS LIMITED,        57.50,        55.20,        55.30,        55.20,        55.20,                   530080.00,9600, ,       112.95,        48.10
N,SM,PRATHAM,PRATHAM EPC PROJECTS LTD,       148.20,       155.00,       155.00,       148.25,       148.40,                  1569480.00,10400, ,       242.30,       133.00
N,SM,PRECISION,PRECISION METALIKS LTD,        12.40,        12.35,        12.50,        12.35,        12.50,                  1269400.00,102000, ,        46.95,        12.30
N,SM,PRLIND,PREMIER ROADLINES LIMITED,        76.00,        75.65,        77.00,        75.65,        77.00,                   379600.00,5000, ,       139.00,        75.45
N,SM,PREMIUM,PREMIUM PLAST LIMITED,        36.90,        36.95,        36.95,        36.95,        36.95,                   110850.00,3000, ,        48.20,        26.05
N,SM,PRESSTONIC,PRESSTONIC ENGINEERING L,        59.00,        59.00,        61.00,        59.00,        60.00,                   192000.00,3200, ,       143.00,        59.00
N,SM,PRIMECAB,PRIME CABLE INDUSTRIES L,        95.50,        95.00,        95.00,        81.05,        82.80,                 13955680.00,161600, ,       123.65,        70.70
N,SM,PRITIKA,PRITIKA ENG COMPO LTD,        75.95,        70.00,        74.70,        70.00,        72.30,                  4182200.00,58000, ,       208.50,        66.50
N,SM,PRIZOR,PRIZOR VIZTECH LIMITED,       274.60,       279.00,       279.00,       255.00,       261.75,                  7773320.00,29600, ,       362.00,       105.10
N,SM,PROFX,PRO FX TECH LIMITED,        63.85,        60.00,        62.95,        58.00,        59.90,                  6448880.00,107200, ,       136.90,        56.90
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,        76.10,        76.15,        76.15,        76.15,        76.15,                    76150.00,1000, ,       361.00,        75.00
N,SM,PROV,PROVENTUS AGROCOM LIMITED,      1245.00,      1260.00,      1260.00,      1260.00,      1260.00,                   100800.00,80, ,      1770.00,       815.10
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        31.75,        31.75,        31.75,        31.50,        31.50,                   189500.00,6000, ,        86.50,        29.00
N,ST,PURPLEUTED,PURPLE UNITED SALES LTD,       402.00,       416.00,       422.10,       400.00,       422.10,                  2578550.00,6250, ,       587.95,       119.55
N,SM,PURVFLEXI,PURV FLEXIPACK LIMITED,        91.00,        89.50,        89.50,        89.50,        89.50,                    71600.00,800, ,       195.00,        69.00
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,       107.05,       110.50,       110.50,       106.00,       106.00,                   541100.00,5000, ,       148.75,        91.00
N,SM,QMSMEDI,QMS MEDICAL ALLIED S LTD,        92.20,        91.00,        92.00,        89.90,        90.30,                   723000.00,8000, ,       120.00,        72.35
N,SM,QUADPRO,QUADPRO ITES LIMITED,         2.50,         2.45,         2.45,         2.45,         2.45,                    88200.00,36000, ,         4.65,         2.45
N,SM,QFIL,QUALITY FOILS (INDIA) LTD,        61.00,        58.35,        58.35,        58.35,        58.35,                    58350.00,1000, ,       101.80,        58.35
N,SM,QUESTLAB,QUEST LABORATORIES LTD,        86.30,        89.95,        92.00,        89.00,        89.65,                  1846080.00,20400, ,       160.00,        75.15
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        36.35,        37.00,        37.00,        37.00,        37.00,                    18500.00,500, ,       106.60,        27.15
N,SM,QVCEL,QVC EXPORTS LIMITED,        29.00,        27.95,        27.95,        27.90,        27.90,                    89360.00,3200, ,        48.55,        22.20
N,SM,RILINFRA,RACHANA INFRA LTD,        35.55,        36.40,        36.40,        34.85,        35.50,                   131085.00,3700, ,        53.95,        25.55
N,SM,RADIOWALLA,RADIOWALLA NETWORK LTD,        60.50,        59.60,        62.00,        59.60,        62.00,                   290560.00,4800, ,       115.00,        50.00
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,       251.00,       252.00,       256.00,       251.00,       254.00,                   632500.00,2500, ,       383.85,       173.15
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,        84.15,        84.25,        84.50,        84.25,        84.50,                   759225.00,9000, ,       101.90,        70.05
N,SM,RTL,RAMA TELECOM LIMITED,        67.20,        65.35,        65.35,        65.35,        65.35,                   130700.00,2000, ,        75.00,        57.50
N,SM,RBS,RAMDEVBABA SOLVENT LTD,       102.00,       101.70,       103.00,       101.00,       103.00,                   984080.00,9600, ,       150.50,        99.00
N,SM,RBMINFRA,RBM INFRACON LIMITED,       414.75,       414.75,       420.00,       410.20,       414.40,                  1919200.00,4600, ,       814.55,       249.85
N,SM,READYMIX,READYMIX CONSTRU MACHI L,       122.00,       118.00,       122.00,       118.00,       121.95,                   483900.00,4000, ,       175.00,        55.20
N,SM,REFRACTORY,REFRACTORY SHAPES LIMITED,        55.10,        56.00,        58.40,        55.25,        58.40,                   224950.00,4000, ,       114.60,        39.00
N,SM,REMUS,REMUS PHARMACEUTICALS L,       733.95,       715.00,       715.75,       713.50,       715.75,                   643725.00,900, ,      2577.00,       611.05
N,ST,RNPL,RENOL POLYCHEM LIMITED,       148.75,       150.00,       150.15,       145.00,       145.95,                  2483700.00,16800, ,       156.00,        69.00
N,SM,REXPRO,REXPRO ENTERPRISES LTD,        47.10,        46.65,        46.65,        44.80,        45.30,                   959100.00,21000, ,       120.00,        44.15
N,ST,RICHA,RICHA INFO SYSTEMS LTD,        66.60,        69.90,        69.90,        69.75,        69.75,                   279450.00,4000, ,       102.05,        50.00
N,SM,RITEZONE,RITE ZONE CHEMCON IND LTD,        21.00,        21.00,        21.00,        20.10,        20.10,                    65760.00,3200, ,        51.50,        19.85
N,SM,RNFI,RNFI SERVICES LIMITED,       333.00,       338.85,       339.00,       323.00,       324.85,                  6888900.00,21000, ,       404.00,       135.00
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       201.00,       205.00,       240.00,       203.95,       224.95,                  2615987.50,12250, ,       650.00,       160.55
N,SM,ROXHITECH,ROX HI TECH LIMITED,        44.55,        44.50,        45.00,        44.25,        44.70,                   715440.00,16000, ,       107.95,        35.05
N,SM,ROYALARC,ROYAL ARC ELECTRODES LTD,       155.00,       154.00,       159.50,       154.00,       155.00,                   933120.00,6000, ,       187.80,       114.25
N,SM,RULKA,RULKA ELECTRICALS LIMITED,       108.10,       107.00,       112.00,       105.00,       105.85,                   718830.00,6600, ,       325.00,       100.35
N,SM,SATECH,S A TECH SOFTWARE INDIA L,        56.30,        59.70,        60.75,        53.10,        57.55,                  9536400.00,166000, ,       154.85,        31.80
N,SM,SDREAMS,S D RETAIL LIMITED,        88.95,        88.00,        88.00,        85.25,        85.25,                   431350.00,5000, ,       198.50,        85.25
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       354.75,       357.00,       359.85,       356.00,       357.95,                  7073512.50,19750, ,       724.00,       301.05
N,ST,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       179.00,       178.50,       178.50,       176.55,       176.55,                  1922130.00,10800, ,       253.95,       118.00
N,ST,SACHEEROME,SACHEEROME LIMITED,       399.65,       384.00,       384.00,       379.70,       379.70,                  7523250.00,19800, ,       428.55,       140.50
N,SM,SADHAV,SADHAV SHIPPING LIMITED,       100.00,       100.00,       102.90,        99.00,        99.00,                   602880.00,6000, ,       164.00,        76.95
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       269.00,       269.00,       275.00,       266.50,       269.00,                  6249625.00,23000, ,       319.00,       151.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,       157.75,       157.75,       172.50,       155.95,       158.65,                  4967320.00,30400, ,       575.00,       138.15
