Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
17-DEC-2025,500213,384.95,384.95,0.0000,0.0239,0.0238,0.4547
17-DEC-2025,500220,165.95,159.85,0.0375,0.0288,0.0288,0.5502
17-DEC-2025,500239,16.74,16.55,0.0114,0.0326,0.0325,0.6209
17-DEC-2025,500240,276.80,276.85,-0.0002,0.0299,0.0298,0.5693
17-DEC-2025,500245,450.30,457.20,-0.0152,0.0209,0.0209,0.3993
17-DEC-2025,500246,73.99,73.99,0.0000,0.0426,0.0425,0.8120
17-DEC-2025,500248,6.07,5.79,0.0472,0.0293,0.0294,0.5617
17-DEC-2025,500264,150.45,153.45,-0.0197,0.0314,0.0314,0.5999
17-DEC-2025,500267,332.00,331.80,0.0006,0.0242,0.0241,0.4604
17-DEC-2025,500270,116.00,118.00,-0.0171,0.0234,0.0233,0.4451
17-DEC-2025,500277,7.34,7.98,-0.0836,0.0383,0.0387,0.7394
17-DEC-2025,500285,30.53,30.88,-0.0114,0.0333,0.0332,0.6343
17-DEC-2025,500298,765.00,760.00,0.0066,0.0291,0.0290,0.5540
17-DEC-2025,500307,501.30,500.15,0.0023,0.0136,0.0136,0.2598
17-DEC-2025,500319,77.17,78.98,-0.0232,0.0280,0.0280,0.5349
17-DEC-2025,500322,125.00,131.90,-0.0537,0.0323,0.0324,0.6190
17-DEC-2025,500346,61.34,62.17,-0.0134,0.0319,0.0318,0.6075
17-DEC-2025,500357,9.15,9.15,0.0000,0.0324,0.0323,0.6171
17-DEC-2025,500360,125.71,132.32,-0.0512,0.0377,0.0378,0.7222
17-DEC-2025,500365,35.04,35.01,0.0009,0.0267,0.0267,0.5101
17-DEC-2025,500370,34.39,34.08,0.0091,0.0355,0.0354,0.6763
17-DEC-2025,500388,116.16,117.45,-0.0110,0.0341,0.0341,0.6515
17-DEC-2025,500414,366.60,368.70,-0.0057,0.0330,0.0330,0.6305
17-DEC-2025,500421,15.99,15.64,0.0221,0.0325,0.0325,0.6209
17-DEC-2025,500422,170.22,166.89,0.0198,0.0386,0.0385,0.7355
17-DEC-2025,500426,2.53,2.58,-0.0196,0.0394,0.0393,0.7508
17-DEC-2025,500449,30.81,31.51,-0.0225,0.0299,0.0298,0.5693
17-DEC-2025,500450,440.00,450.00,-0.0225,0.0297,0.0296,0.5655
17-DEC-2025,500458,29.40,30.00,-0.0202,0.0334,0.0334,0.6381
17-DEC-2025,500500,16.94,17.16,-0.0129,0.0330,0.0329,0.6286
17-DEC-2025,500672,774.75,772.05,0.0035,0.0172,0.0171,0.3267
17-DEC-2025,501110,7.15,7.15,0.0000,0.0006,0.0006,0.0115
17-DEC-2025,501111,12.14,12.14,0.0000,0.0038,0.0038,0.0726
17-DEC-2025,501144,190.30,190.30,0.0000,0.0214,0.0214,0.4088
17-DEC-2025,501148,445.85,445.85,0.0000,0.0153,0.0152,0.2904
17-DEC-2025,501270,1.34,1.34,0.0000,0.0009,0.0009,0.0172
17-DEC-2025,501298,5587.95,5599.90,-0.0021,0.0231,0.0230,0.4394
17-DEC-2025,501311,23.06,23.00,0.0026,0.0315,0.0315,0.6018
17-DEC-2025,501314,0.66,0.66,0.0000,0.0331,0.0331,0.6324
17-DEC-2025,501351,99.90,101.90,-0.0198,0.0302,0.0302,0.5770
17-DEC-2025,501370,131.90,125.00,0.0537,0.0345,0.0347,0.6629
17-DEC-2025,501386,14.35,14.35,0.0000,0.0143,0.0142,0.2713
17-DEC-2025,501391,629.95,648.65,-0.0293,0.0339,0.0339,0.6477
17-DEC-2025,501421,7800.00,7737.45,0.0081,0.0332,0.0331,0.6324
17-DEC-2025,501430,1679.60,1679.60,0.0000,0.0287,0.0286,0.5464
17-DEC-2025,501477,242.00,263.50,-0.0851,0.0315,0.0320,0.6114
17-DEC-2025,501479,11.02,11.02,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,501622,72.83,72.83,0.0000,0.0266,0.0266,0.5082
17-DEC-2025,501630,24.48,24.48,0.0000,0.0021,0.0021,0.0401
17-DEC-2025,501700,6.89,6.71,0.0265,0.0274,0.0274,0.5235
17-DEC-2025,501833,21.40,21.91,-0.0236,0.0310,0.0309,0.5903
17-DEC-2025,501848,60.88,61.14,-0.0043,0.0320,0.0319,0.6094
17-DEC-2025,501945,6.32,6.20,0.0192,0.0121,0.0121,0.2312
17-DEC-2025,502015,28.11,28.87,-0.0267,0.0320,0.0320,0.6114
17-DEC-2025,502250,505.65,532.25,-0.0513,0.0296,0.0297,0.5674
17-DEC-2025,502281,9.48,9.59,-0.0115,0.0290,0.0289,0.5521
17-DEC-2025,502294,38.84,41.79,-0.0732,0.0397,0.0399,0.7623
17-DEC-2025,502445,47.46,47.94,-0.0101,0.0363,0.0362,0.6916
17-DEC-2025,502587,65.22,66.15,-0.0142,0.0257,0.0256,0.4891
17-DEC-2025,502589,121.00,121.00,0.0000,0.0295,0.0294,0.5617
17-DEC-2025,502850,14.32,14.32,0.0000,0.0049,0.0048,0.0917
17-DEC-2025,502865,316.75,320.25,-0.0110,0.0265,0.0265,0.5063
17-DEC-2025,502873,107.00,107.00,0.0000,0.0295,0.0294,0.5617
17-DEC-2025,502893,84.00,82.90,0.0132,0.0439,0.0438,0.8368
17-DEC-2025,502901,97.16,99.13,-0.0201,0.0252,0.0252,0.4814
17-DEC-2025,502933,101.05,100.00,0.0104,0.0303,0.0303,0.5789
17-DEC-2025,502958,7960.00,7933.00,0.0034,0.0213,0.0213,0.4069
17-DEC-2025,503092,37.54,35.80,0.0475,0.0488,0.0488,0.9323
17-DEC-2025,503127,4664.95,4664.95,0.0000,0.0275,0.0274,0.5235
17-DEC-2025,503229,169.00,169.00,0.0000,0.0329,0.0328,0.6266
17-DEC-2025,503349,6268.90,6420.00,-0.0238,0.0280,0.0279,0.5330
17-DEC-2025,503622,7.71,7.71,0.0000,0.0025,0.0025,0.0478
17-DEC-2025,503624,7.60,7.66,-0.0079,0.0336,0.0335,0.6400
17-DEC-2025,503626,10.50,10.50,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,503635,54.16,51.59,0.0486,0.0167,0.0170,0.3248
17-DEC-2025,503639,7.24,7.24,0.0000,0.0366,0.0365,0.6973
17-DEC-2025,503641,2.60,2.50,0.0392,0.0413,0.0413,0.7890
17-DEC-2025,503657,14.29,14.39,-0.0070,0.0290,0.0289,0.5521
17-DEC-2025,503659,96.53,96.53,0.0000,0.0286,0.0286,0.5464
17-DEC-2025,503663,1.95,2.28,-0.1563,0.0253,0.0276,0.5273
17-DEC-2025,503671,4.55,4.55,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,503675,1.14,1.07,0.0634,0.0423,0.0424,0.8101
17-DEC-2025,503681,128417.50,128444.00,-0.0002,0.3950,0.3941,7.5293
17-DEC-2025,503685,17.17,17.42,-0.0145,0.0353,0.0352,0.6725
17-DEC-2025,503689,3.20,3.20,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,503696,55.00,55.00,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,503772,66.00,66.03,-0.0005,0.0296,0.0296,0.5655
17-DEC-2025,503776,39.99,40.00,-0.0003,0.0393,0.0392,0.7489
17-DEC-2025,503804,233.75,236.05,-0.0098,0.0167,0.0167,0.3191
17-DEC-2025,503816,51.66,50.62,0.0203,0.0289,0.0289,0.5521
17-DEC-2025,503837,13.98,14.65,-0.0468,0.0355,0.0356,0.6801
17-DEC-2025,504000,82.37,80.85,0.0186,0.0267,0.0267,0.5101
17-DEC-2025,504028,77.85,79.15,-0.0166,0.0264,0.0263,0.5025
17-DEC-2025,504076,88.92,90.80,-0.0209,0.0334,0.0334,0.6381
17-DEC-2025,504080,1100.00,1089.65,0.0095,0.0345,0.0344,0.6572
17-DEC-2025,504084,916.10,923.75,-0.0083,0.0271,0.0270,0.5158
17-DEC-2025,504092,776.15,792.85,-0.0213,0.0313,0.0312,0.5961
17-DEC-2025,504093,309.10,320.90,-0.0375,0.0206,0.0207,0.3955
17-DEC-2025,504132,850.00,852.00,-0.0024,0.0304,0.0303,0.5789
17-DEC-2025,504176,538.35,536.75,0.0030,0.0313,0.0312,0.5961
17-DEC-2025,504180,48.90,47.18,0.0358,0.0252,0.0253,0.4834
17-DEC-2025,504240,621.35,618.20,0.0051,0.0302,0.0302,0.5770
17-DEC-2025,504258,750.35,766.00,-0.0206,0.0275,0.0275,0.5254
17-DEC-2025,504273,23.85,22.81,0.0446,0.0281,0.0282,0.5388
17-DEC-2025,504340,8.87,9.05,-0.0201,0.0171,0.0171,0.3267
17-DEC-2025,504351,1.73,1.76,-0.0172,0.0315,0.0315,0.6018
17-DEC-2025,504356,11.52,10.99,0.0471,0.0388,0.0388,0.7413
17-DEC-2025,504365,4.11,4.11,0.0000,0.0006,0.0006,0.0115
17-DEC-2025,504369,0.49,0.49,0.0000,0.0099,0.0099,0.1891
17-DEC-2025,504375,225.10,225.10,0.0000,0.0124,0.0124,0.2369
17-DEC-2025,504378,2.58,2.71,-0.0492,0.0322,0.0323,0.6171
17-DEC-2025,504380,56.15,57.20,-0.0185,0.0303,0.0303,0.5789
17-DEC-2025,504392,15.26,14.56,0.0470,0.0343,0.0343,0.6553
17-DEC-2025,504397,102.98,101.50,0.0145,0.0308,0.0307,0.5865
17-DEC-2025,504605,3168.95,3332.40,-0.0503,0.0282,0.0283,0.5407
17-DEC-2025,504646,561.00,583.05,-0.0386,0.0334,0.0334,0.6381
17-DEC-2025,504648,46.88,49.00,-0.0442,0.0349,0.0349,0.6668
17-DEC-2025,504697,2.38,2.27,0.0473,0.0532,0.0532,1.0164
17-DEC-2025,504731,136.25,133.75,0.0185,0.0264,0.0264,0.5044
17-DEC-2025,504746,1830.65,1868.00,-0.0202,0.0256,0.0256,0.4891
17-DEC-2025,504786,483.15,486.05,-0.0060,0.0280,0.0279,0.5330
17-DEC-2025,504810,76.82,74.06,0.0366,0.0441,0.0441,0.8425
17-DEC-2025,504840,1437.80,1446.50,-0.0060,0.0248,0.0248,0.4738
17-DEC-2025,504882,1278.30,1295.00,-0.0130,0.0236,0.0235,0.4490
17-DEC-2025,504903,28.20,27.98,0.0078,0.0283,0.0282,0.5388
17-DEC-2025,504908,449.50,450.80,-0.0029,0.0353,0.0352,0.6725
17-DEC-2025,504959,2049.25,2041.00,0.0040,0.0191,0.0190,0.3630
17-DEC-2025,504988,835.00,833.05,0.0023,0.0269,0.0269,0.5139
17-DEC-2025,504998,0.52,0.52,0.0000,0.0143,0.0142,0.2713
17-DEC-2025,505036,1697.05,1678.85,0.0108,0.0279,0.0278,0.5311
17-DEC-2025,505163,749.00,759.15,-0.0135,0.0301,0.0300,0.5731
17-DEC-2025,505212,124.60,124.40,0.0016,0.0363,0.0362,0.6916
17-DEC-2025,505216,2848.95,2932.00,-0.0287,0.0273,0.0273,0.5216
17-DEC-2025,505232,1197.50,1216.00,-0.0153,0.0248,0.0248,0.4738
17-DEC-2025,505250,76.74,77.39,-0.0084,0.0309,0.0309,0.5903
17-DEC-2025,505285,712.00,712.00,0.0000,0.0136,0.0135,0.2579
17-DEC-2025,505299,612.85,608.90,0.0065,0.0325,0.0324,0.6190
17-DEC-2025,505302,2225.00,2279.95,-0.0244,0.0319,0.0319,0.6094
17-DEC-2025,505320,154.70,154.70,0.0000,0.0132,0.0132,0.2522
17-DEC-2025,505336,0.57,0.55,0.0357,0.0396,0.0396,0.7566
17-DEC-2025,505343,0.48,0.49,-0.0206,0.0418,0.0418,0.7986
17-DEC-2025,505358,171.70,174.00,-0.0133,0.0250,0.0249,0.4757
17-DEC-2025,505502,1.60,1.60,0.0000,0.0181,0.0181,0.3458
17-DEC-2025,505504,312.20,318.75,-0.0208,0.0195,0.0195,0.3725
17-DEC-2025,505515,12.45,13.00,-0.0432,0.0375,0.0375,0.7164
17-DEC-2025,505520,101.34,101.34,0.0000,0.0148,0.0148,0.2828
17-DEC-2025,505523,0.43,0.43,0.0000,0.0280,0.0280,0.5349
17-DEC-2025,505594,32.80,32.80,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,505650,26.20,26.37,-0.0065,0.0376,0.0375,0.7164
17-DEC-2025,505681,596.10,607.60,-0.0191,0.0213,0.0213,0.4069
17-DEC-2025,505685,12.14,12.14,0.0000,0.0675,0.0674,1.2877
17-DEC-2025,505690,850.70,878.50,-0.0322,0.0349,0.0349,0.6668
17-DEC-2025,505693,10.48,10.30,0.0173,0.0351,0.0350,0.6687
17-DEC-2025,505703,150.85,143.70,0.0486,0.0240,0.0242,0.4623
17-DEC-2025,505710,75.29,75.37,-0.0011,0.0234,0.0233,0.4451
17-DEC-2025,505712,218.15,218.00,0.0007,0.0314,0.0314,0.5999
17-DEC-2025,505725,59.65,59.27,0.0064,0.0226,0.0226,0.4318
17-DEC-2025,505729,69.36,70.76,-0.0200,0.0289,0.0289,0.5521
17-DEC-2025,505737,580.35,581.70,-0.0023,0.0282,0.0281,0.5368
17-DEC-2025,505750,297.20,297.15,0.0002,0.0340,0.0339,0.6477
17-DEC-2025,505807,586.05,586.05,0.0000,0.0268,0.0267,0.5101
17-DEC-2025,505827,375.35,376.50,-0.0031,0.0193,0.0193,0.3687
17-DEC-2025,505840,29.04,29.87,-0.0282,0.0321,0.0321,0.6133
17-DEC-2025,505872,421.80,422.90,-0.0026,0.0311,0.0310,0.5923
17-DEC-2025,505890,2186.55,2173.75,0.0059,0.0244,0.0244,0.4662
17-DEC-2025,505893,935.30,958.10,-0.0241,0.0346,0.0346,0.6610
17-DEC-2025,505978,3202.60,3200.15,0.0008,0.0278,0.0277,0.5292
17-DEC-2025,506003,67.01,69.62,-0.0382,0.0326,0.0326,0.6228
17-DEC-2025,506042,179.25,179.25,0.0000,0.0574,0.0572,1.0928
17-DEC-2025,506105,68.47,65.73,0.0408,0.0319,0.0320,0.6114
17-DEC-2025,506122,46.02,45.59,0.0094,0.0347,0.0347,0.6629
17-DEC-2025,506128,128.65,127.20,0.0113,0.0313,0.0312,0.5961
17-DEC-2025,506134,14.25,14.78,-0.0365,0.0320,0.0320,0.6114
17-DEC-2025,506161,4.78,4.78,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,506166,53.30,53.30,0.0000,0.2221,0.2216,4.2337
17-DEC-2025,506178,17.01,17.01,0.0000,0.0016,0.0016,0.0306
17-DEC-2025,506180,552.50,552.50,0.0000,0.0307,0.0306,0.5846
17-DEC-2025,506186,15.70,15.21,0.0317,0.0359,0.0359,0.6859
17-DEC-2025,506190,52.50,52.50,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,506365,116.85,123.60,-0.0562,0.0413,0.0414,0.7909
17-DEC-2025,506414,350.25,350.70,-0.0013,0.0325,0.0324,0.6190
17-DEC-2025,506520,7.00,7.12,-0.0170,0.0277,0.0276,0.5273
17-DEC-2025,506528,3860.90,3919.25,-0.0150,0.0285,0.0284,0.5426
17-DEC-2025,506530,1167.95,1167.95,0.0000,0.0257,0.0257,0.4910
17-DEC-2025,506532,828.60,821.20,0.0090,0.0198,0.0198,0.3783
17-DEC-2025,506543,9.90,9.43,0.0486,0.0336,0.0336,0.6419
17-DEC-2025,506579,135.75,142.05,-0.0454,0.0328,0.0329,0.6286
17-DEC-2025,506597,656.70,686.90,-0.0450,0.0349,0.0350,0.6687
17-DEC-2025,506605,2064.85,2092.65,-0.0134,0.0323,0.0322,0.6152
17-DEC-2025,506640,285.00,288.00,-0.0105,0.0349,0.0348,0.6649
17-DEC-2025,506685,431.70,430.40,0.0030,0.0225,0.0224,0.4280
17-DEC-2025,506687,1203.10,1221.00,-0.0148,0.0224,0.0223,0.4260
17-DEC-2025,506734,105.00,105.00,0.0000,0.0239,0.0238,0.4547
17-DEC-2025,506808,48.51,50.03,-0.0309,0.0263,0.0263,0.5025
17-DEC-2025,506854,4276.10,4248.30,0.0065,0.0302,0.0301,0.5751
17-DEC-2025,506858,60.01,60.00,0.0002,0.0288,0.0288,0.5502
17-DEC-2025,506863,155.25,152.25,0.0195,0.0210,0.0210,0.4012
17-DEC-2025,506906,26.55,26.03,0.0198,0.0575,0.0573,1.0947
17-DEC-2025,506919,121.25,120.05,0.0099,0.0326,0.0325,0.6209
17-DEC-2025,506935,68.00,68.00,0.0000,0.0263,0.0263,0.5025
17-DEC-2025,506945,2.15,2.15,0.0000,0.0047,0.0047,0.0898
17-DEC-2025,506947,199.95,199.95,0.0000,0.0244,0.0243,0.4643
17-DEC-2025,506975,9.33,9.33,0.0000,0.0275,0.0275,0.5254
17-DEC-2025,506979,103.55,108.99,-0.0512,0.0316,0.0317,0.6056
17-DEC-2025,506981,136.10,136.90,-0.0059,0.0298,0.0298,0.5693
17-DEC-2025,507155,141.35,142.85,-0.0106,0.0289,0.0288,0.5502
17-DEC-2025,507180,6.85,6.88,-0.0044,0.0417,0.0416,0.7948
17-DEC-2025,507265,210.05,214.35,-0.0203,0.0310,0.0310,0.5923
17-DEC-2025,507300,954.00,954.10,-0.0001,0.0256,0.0256,0.4891
17-DEC-2025,507474,44.00,44.22,-0.0050,0.0315,0.0314,0.5999
17-DEC-2025,507486,57.00,57.00,0.0000,0.0323,0.0323,0.6171
17-DEC-2025,507498,40.81,41.82,-0.0244,0.0237,0.0237,0.4528
17-DEC-2025,507515,15.85,15.10,0.0485,0.0329,0.0330,0.6305
17-DEC-2025,507530,21.03,21.03,0.0000,0.0042,0.0042,0.0802
17-DEC-2025,507598,100.65,104.70,-0.0394,0.0325,0.0325,0.6209
17-DEC-2025,507609,26.59,26.46,0.0049,0.0312,0.0311,0.5942
17-DEC-2025,507621,60.77,61.30,-0.0087,0.0216,0.0216,0.4127
17-DEC-2025,507645,11308.00,11011.00,0.0266,0.0210,0.0210,0.4012
17-DEC-2025,507663,3.42,3.42,0.0000,0.0086,0.0085,0.1624
17-DEC-2025,507690,179.00,179.15,-0.0008,0.0296,0.0296,0.5655
17-DEC-2025,507753,114.70,117.95,-0.0279,0.0250,0.0250,0.4776
17-DEC-2025,507759,12.73,12.58,0.0119,0.0415,0.0414,0.7909
17-DEC-2025,507808,36.45,36.45,0.0000,0.0227,0.0226,0.4318
17-DEC-2025,507813,90.70,92.65,-0.0213,0.0296,0.0295,0.5636
17-DEC-2025,507817,181.00,172.95,0.0455,0.0325,0.0326,0.6228
17-DEC-2025,507828,9.64,9.81,-0.0175,0.0314,0.0314,0.5999
17-DEC-2025,507833,4.59,4.53,0.0132,0.0262,0.0262,0.5006
17-DEC-2025,507836,682.35,659.05,0.0347,0.0256,0.0256,0.4891
17-DEC-2025,507852,107.80,111.90,-0.0373,0.0319,0.0319,0.6094
17-DEC-2025,507864,109.24,104.04,0.0488,0.0411,0.0412,0.7871
17-DEC-2025,507872,44.86,44.99,-0.0029,0.0268,0.0268,0.5120
17-DEC-2025,507912,858.00,846.55,0.0134,0.0306,0.0305,0.5827
17-DEC-2025,507917,65.52,67.38,-0.0280,0.0304,0.0303,0.5789
17-DEC-2025,507938,9.52,9.56,-0.0042,0.0183,0.0182,0.3477
17-DEC-2025,507944,504.35,508.25,-0.0077,0.0312,0.0312,0.5961
17-DEC-2025,507946,21.16,20.39,0.0371,0.0354,0.0354,0.6763
17-DEC-2025,507948,88.95,83.29,0.0657,0.0322,0.0324,0.6190
17-DEC-2025,507952,3.15,3.15,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,507960,216.05,212.95,0.0145,0.0279,0.0278,0.5311
17-DEC-2025,507962,69.77,68.41,0.0197,0.0415,0.0415,0.7929
17-DEC-2025,507966,41.49,41.90,-0.0098,0.0397,0.0396,0.7566
17-DEC-2025,507968,69.25,72.85,-0.0507,0.0152,0.0156,0.2980
17-DEC-2025,507970,37.45,36.50,0.0257,0.0378,0.0378,0.7222
17-DEC-2025,507981,77.90,78.70,-0.0102,0.0249,0.0248,0.4738
17-DEC-2025,507984,754.80,740.00,0.0198,0.0204,0.0204,0.3897
17-DEC-2025,507987,3.99,3.80,0.0488,0.0040,0.0052,0.0993
17-DEC-2025,507998,126.90,121.80,0.0410,0.0340,0.0341,0.6515
17-DEC-2025,508136,415.00,415.00,0.0000,0.0328,0.0327,0.6247
17-DEC-2025,508486,8117.50,8111.20,0.0008,0.0146,0.0146,0.2789
17-DEC-2025,508494,45.00,44.69,0.0069,0.0245,0.0244,0.4662
17-DEC-2025,508571,140.00,140.00,0.0000,0.0359,0.0358,0.6840
17-DEC-2025,508664,11.06,11.19,-0.0117,0.0305,0.0304,0.5808
17-DEC-2025,508670,3579.50,3580.00,-0.0001,0.0190,0.0189,0.3611
17-DEC-2025,508807,768.60,777.40,-0.0114,0.0180,0.0180,0.3439
17-DEC-2025,508867,9.10,9.10,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,508875,511.95,518.95,-0.0136,0.0308,0.0308,0.5884
17-DEC-2025,508905,100.35,105.25,-0.0477,0.0358,0.0359,0.6859
17-DEC-2025,508918,47.75,49.61,-0.0382,0.0386,0.0385,0.7355
17-DEC-2025,508922,3.14,3.08,0.0193,0.0338,0.0338,0.6457
17-DEC-2025,508941,488.45,488.50,-0.0001,0.0160,0.0160,0.3057
17-DEC-2025,508956,12.75,13.21,-0.0354,0.0333,0.0333,0.6362
17-DEC-2025,508961,179.95,171.95,0.0455,0.0247,0.0248,0.4738
17-DEC-2025,508963,16.40,16.40,0.0000,0.0314,0.0313,0.5980
17-DEC-2025,508969,2.33,2.37,-0.0170,0.0274,0.0274,0.5235
17-DEC-2025,508980,5.93,6.14,-0.0348,0.0368,0.0368,0.7031
17-DEC-2025,508993,2.45,2.45,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,509003,0.13,0.13,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,509015,12.67,13.00,-0.0257,0.0349,0.0348,0.6649
17-DEC-2025,509024,12.15,12.01,0.0116,0.0799,0.0797,1.5227
17-DEC-2025,509026,96.00,93.55,0.0259,0.0375,0.0375,0.7164
17-DEC-2025,509038,11.18,11.39,-0.0186,0.0153,0.0153,0.2923
17-DEC-2025,509040,142.20,144.50,-0.0160,0.0297,0.0296,0.5655
17-DEC-2025,509046,88.85,93.50,-0.0510,0.0259,0.0261,0.4986
17-DEC-2025,509051,0.73,0.72,0.0138,0.0378,0.0377,0.7203
17-DEC-2025,509053,8.12,8.20,-0.0098,0.0268,0.0267,0.5101
17-DEC-2025,509073,13.75,13.74,0.0007,0.0277,0.0276,0.5273
17-DEC-2025,509084,96.95,96.95,0.0000,0.0231,0.0230,0.4394
17-DEC-2025,509099,61.64,61.64,0.0000,0.0087,0.0086,0.1643
17-DEC-2025,509162,123.00,125.65,-0.0213,0.0270,0.0270,0.5158
17-DEC-2025,509196,79.22,77.80,0.0181,0.0286,0.0285,0.5445
17-DEC-2025,509423,34.67,33.18,0.0439,0.0375,0.0375,0.7164
17-DEC-2025,509438,9453.35,9300.10,0.0163,0.0196,0.0196,0.3745
17-DEC-2025,509449,44.89,43.82,0.0241,0.0329,0.0329,0.6286
17-DEC-2025,509470,23803.60,23803.60,0.0000,0.0270,0.0269,0.5139
17-DEC-2025,509472,384.90,388.00,-0.0080,0.0286,0.0285,0.5445
17-DEC-2025,509486,92.88,93.58,-0.0075,0.0277,0.0277,0.5292
17-DEC-2025,509525,965.80,936.00,0.0313,0.0223,0.0224,0.4280
17-DEC-2025,509546,34.40,34.70,-0.0087,0.0382,0.0381,0.7279
17-DEC-2025,509563,27.95,28.27,-0.0114,0.0320,0.0319,0.6094
17-DEC-2025,509597,708.45,692.00,0.0235,0.0313,0.0313,0.5980
17-DEC-2025,509650,38.74,38.74,0.0000,0.0009,0.0009,0.0172
17-DEC-2025,509732,216.20,227.55,-0.0512,0.0268,0.0269,0.5139
17-DEC-2025,509760,41.99,40.20,0.0436,0.0349,0.0349,0.6668
17-DEC-2025,509762,60.54,57.66,0.0487,0.0086,0.0093,0.1777
17-DEC-2025,509782,17.95,17.95,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,509835,22.85,22.97,-0.0052,0.0445,0.0444,0.8483
17-DEC-2025,509845,555.00,555.00,0.0000,0.0206,0.0205,0.3917
17-DEC-2025,509870,60.74,60.74,0.0000,0.0040,0.0040,0.0764
17-DEC-2025,509887,818.35,818.35,0.0000,0.0282,0.0282,0.5388
17-DEC-2025,509895,175.50,175.85,-0.0020,0.0253,0.0252,0.4814
17-DEC-2025,509910,25.00,25.00,0.0000,0.0249,0.0248,0.4738
17-DEC-2025,509917,99.54,99.54,0.0000,0.0110,0.0110,0.2102
17-DEC-2025,509945,1380.90,1380.50,0.0003,0.0352,0.0351,0.6706
17-DEC-2025,509953,272.75,259.80,0.0486,0.0283,0.0284,0.5426
17-DEC-2025,509960,1398.95,1409.50,-0.0075,0.0263,0.0263,0.5025
17-DEC-2025,510245,4.44,4.50,-0.0134,0.0246,0.0246,0.4700
17-DEC-2025,511000,24.20,22.54,0.0711,0.0332,0.0335,0.6400
17-DEC-2025,511012,0.69,0.70,-0.0144,0.0258,0.0257,0.4910
17-DEC-2025,511018,65.22,66.02,-0.0122,0.0310,0.0310,0.5923
17-DEC-2025,511048,5.18,5.18,0.0000,0.0000,0.0000,0.0000
17-DEC-2025,511060,17.00,17.00,0.0000,0.0000,0.0000,0.0000
