MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty Metal,     10464.35,     10520.80,     10551.60,     10449.75,     10490.15,0.00,0,Y, ,0,     10837.45,      7690.20
Y, , ,Nifty Media,      1435.60,      1437.30,      1439.10,      1406.95,      1411.05,0.00,0,Y, ,0,      1939.10,      1344.40
Y, , ,NIFTY SMLCAP 100,     17265.15,     17293.25,     17326.80,     17103.95,     17138.55,0.00,0,Y, ,0,     19241.95,     14084.30
Y, , ,Nifty 200,     14368.35,     14386.25,     14410.75,     14302.30,     14331.25,0.00,0,Y, ,0,     14642.65,     11941.45
Y, , ,Nifty Div Opps 50,      6229.40,      6233.75,      6273.00,      6231.55,      6246.85,0.00,0,Y, ,0,      6475.95,      5288.60
Y, , ,Nifty Commodities,      9195.85,      9208.90,      9231.80,      9169.40,      9196.10,0.00,0,Y, ,0,      9530.35,      7502.95
Y, , ,Nifty Consumption,     12192.95,     12217.35,     12229.65,     12115.55,     12136.85,0.00,0,Y, ,0,     12716.20,     10090.65
Y, , ,Nifty Fin Service,     27385.55,     27424.00,     27446.70,     27190.70,     27251.95,0.00,0,Y, ,0,     28065.50,     22320.85
Y, , ,Nifty50 Div Point,       249.14,       249.14,       249.14,       249.14,       249.14,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Liq 15,      7418.80,      7448.55,      7469.30,      7421.80,      7437.85,0.00,0,Y, ,0,      7617.60,      5985.30
Y, , ,Nifty CPSE,      6165.45,      6159.65,      6178.40,      6142.20,      6160.70,0.00,0,Y, ,0,      6681.80,      5284.25
Y, , ,Nifty GrowSect 15,     12360.25,     12365.95,     12419.20,     12330.75,     12362.80,0.00,0,Y, ,0,     12549.15,      9722.65
Y, , ,Nifty50 PR 2x Lev,     14432.75,     14477.80,     14507.10,     14330.95,     14384.20,0.00,0,Y, ,0,     14993.40,     10678.25
Y, , ,Nifty50 PR 1x Inv,       201.70,       201.40,       202.45,       201.20,       202.05,0.00,0,Y, ,0,       232.40,       197.80
Y, , ,Nifty50 TR 2x Lev,     21596.55,     21664.00,     21707.80,     21444.20,     21523.95,0.00,0,Y, ,0,     22435.45,     15663.75
Y, , ,Nifty50 TR 1x Inv,       165.05,       164.80,       165.65,       164.65,       165.35,0.00,0,Y, ,0,       192.05,       161.80
Y, , ,Nifty50 Value 20,     13110.40,     13107.20,     13167.30,     13106.00,     13127.45,0.00,0,Y, ,0,     13754.05,     11375.50
Y, , ,Nifty Mid Liq 15,     16160.55,     16159.05,     16232.80,     16015.35,     16051.00,0.00,0,Y, ,0,     16755.80,     11541.70
Y, , ,Nifty Pvt Bank,     28465.05,     28481.65,     28512.70,     28270.15,     28338.50,0.00,0,Y, ,0,     28960.60,     23508.05
Y, , ,NIFTY100 Qualty30,      5803.50,      5802.00,      5819.10,      5774.95,      5786.55,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 8 13Yr,      2966.90,      2967.43,      2970.04,      2964.94,      2965.27,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 10Yr,      2611.61,      2612.07,      2614.15,      2608.89,      2609.67,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 10Yr Cln,       893.62,       893.62,       894.33,       892.51,       892.78,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 4 8Yr,      3215.74,      3216.32,      3218.61,      3214.48,      3216.58,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 11 15Yr,      3231.62,      3232.22,      3236.15,      3231.64,      3233.33,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 15YrPlus,      3461.76,      3462.45,      3467.51,      3462.45,      3462.54,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS Compsite,      3045.47,      3046.03,      3048.14,      3044.45,      3044.47,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY HEALTHCARE,     14625.30,     14629.45,     14656.65,     14531.00,     14566.60,0.00,0,Y, ,0,     15112.50,      6482.80
Y, , ,NIFTY CONSR DURBL,     37223.65,     37217.20,     37229.20,     36756.50,     36866.30,0.00,0,Y, ,0,     44426.55,     14089.55
Y, , ,NIFTY OIL AND GAS,     11856.80,     11900.35,     11940.20,     11855.95,     11884.65,0.00,0,Y, ,0,     13607.20,      4632.70
Y, , ,NIFTY500 MULTICAP,     16249.70,     16265.15,     16292.40,     16151.45,     16183.20,0.00,0,Y, ,0,     17112.15,      5531.55
Y, , ,NIFTY LARGEMID250,     16644.25,     16655.90,     16687.50,     16546.70,     16582.50,0.00,0,Y, ,0,     17095.20,      5635.20
Y, , ,NIFTY MID SELECT,     13748.00,     13742.60,     13782.05,     13626.35,     13652.30,0.00,0,Y, ,0,     14118.40,      5520.25
Y, , ,NIFTY TOTAL MKT,     13226.30,     13241.10,     13261.80,     13156.50,     13181.95,0.00,0,Y, ,0,     13842.60,      6252.10
Y, , ,NIFTY MICROCAP250,     22335.35,     22334.45,     22356.50,     22105.55,     22135.30,0.00,0,Y, ,0,     26476.90,      5802.95
Y, , ,NIFTY IND DIGITAL,      9457.15,      9452.60,      9524.05,      9410.50,      9432.65,0.00,0,Y, ,0,     10152.15,      4755.25
Y, , ,Nifty Tata 25 Cap,     14910.60,     14902.25,     14991.10,     14835.95,     14886.40,0.00,0,Y, ,0,     18764.95,      9887.45
Y, , ,Nifty MidSml Hlth,     43092.35,     43169.80,     43285.25,     42921.15,     43050.90,0.00,0,Y, ,0,     46103.35,     20019.15
Y, , ,Nifty Multi Mfg,     15680.10,     15709.50,     15725.30,     15603.85,     15631.60,0.00,0,Y, ,0,     16253.65,      8394.35
Y, , ,Nifty Multi Infra,     14258.30,     14281.95,     14304.45,     14180.85,     14212.00,0.00,0,Y, ,0,     15154.10,      8010.10
Y, , ,BHARATBOND-APR30,      1562.26,      1562.57,      1562.57,      1562.53,      1562.53,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR31,      1423.51,      1423.77,      1423.77,      1423.48,      1423.48,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR32,      1294.51,      1294.75,      1294.75,      1294.75,      1294.75,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR33,      1254.89,      1255.14,      1255.14,      1255.13,      1255.13,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Ind Defence,      7462.60,      7465.15,      7465.20,      7363.65,      7379.80,0.00,0,Y, ,0,      9195.15,      3374.95
Y, , ,Nifty Ind Tourism,      8448.50,      8447.35,      8473.40,      8336.80,      8359.65,0.00,0,Y, ,0,      9497.20,      6058.05
Y, , ,Nifty Capital Mkt,      4556.05,      4561.65,      4587.40,      4520.90,      4528.65,0.00,0,Y, ,0,      4852.85,      2009.60
Y, , ,Nifty500Momentm50,     52794.15,     52828.90,     52982.40,     52199.95,     52330.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftyMS400 MQ 100,     47533.85,     47534.50,     47637.00,     47086.50,     47157.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftySml250MQ 100,     43606.85,     43640.95,     43698.50,     43099.90,     43184.60,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 10 EW,      9971.35,      9985.80,     10000.40,      9945.35,      9961.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQL 30,     22741.65,     22730.60,     22770.95,     22603.00,     22639.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQLV 30,     21308.05,     21302.95,     21358.10,     21212.30,     21250.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty EV,      3091.60,      3095.10,      3107.20,      3075.55,      3079.80,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty HighBeta 50,      3820.25,      3828.50,      3845.10,      3792.95,      3804.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty New Consump,     11756.95,     11781.00,     11793.00,     11661.55,     11683.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Corp MAATR,     38303.25,     38369.45,     38440.50,     38155.85,     38265.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Low Vol 50,     25521.30,     25519.65,     25553.00,     25370.35,     25422.45,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Mobility,     22765.40,     22813.25,     22902.70,     22693.65,     22723.55,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Qlty LV 30,     17613.05,     17607.10,     17629.50,     17503.45,     17534.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Sml250 Q50,     25419.75,     25442.20,     25524.00,     25256.20,     25295.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 15 EW,     10946.10,     10968.30,     10994.75,     10931.05,     10949.90,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Alpha 30,     17916.30,     17955.70,     17984.15,     17796.75,     17826.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Enh ESG,      5171.35,      5179.05,      5191.80,      5149.00,      5160.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200 Value 30,     14026.30,     14059.30,     14144.90,     14043.20,     14104.20,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 EW,     13998.35,     14002.60,     14024.25,     13889.95,     13917.65,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Multi MQ 50,     41236.00,     41256.70,     41426.75,     40981.05,     41034.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Value 50,     14898.40,     14931.15,     15005.25,     14914.30,     14962.60,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 20 EW,      9617.00,      9634.95,      9660.85,      9603.85,      9621.60,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty CoreHousing,     15508.55,     15518.35,     15521.90,     15356.05,     15404.50,0.00,0,Y, ,0,     17961.70,     13680.90
Y, , ,Nifty FinSerExBnk,     31303.00,     31344.65,     31537.40,     31021.55,     31113.15,0.00,0,Y, ,0,     32420.40,     21702.40
Y, , ,Nifty Housing,     11615.90,     11625.55,     11626.35,     11537.40,     11565.40,0.00,0,Y, ,0,     12386.30,      9839.70
Y, , ,Nifty IPO,      2016.20,      2016.30,      2020.70,      2005.10,      2010.15,0.00,0,Y, ,0,      2387.55,      1617.15
Y, , ,Nifty MS Fin Serv,     20305.55,     20310.20,     20422.40,     20143.90,     20193.85,0.00,0,Y, ,0,     21028.05,     12407.95
Y, , ,Nifty MS Ind Cons,     18982.30,     18988.15,     19004.65,     18748.80,     18797.85,0.00,0,Y, ,0,     20923.30,     14493.40
Y, , ,Nifty MS IT Telcm,     10284.90,     10275.20,     10349.65,     10211.10,     10235.45,0.00,0,Y, ,0,     11723.20,      7836.00
Y, , ,Nifty NonCyc Cons,     15920.55,     15931.20,     15964.45,     15818.80,     15849.70,0.00,0,Y, ,0,     18289.65,     13081.55
Y, , ,Nifty Rural,     15930.35,     15956.00,     16001.85,     15881.10,     15916.05,0.00,0,Y, ,0,     16370.10,     12304.35
Y, , ,Nifty Shariah 25,      8415.10,      8412.40,      8449.10,      8378.20,      8404.10,0.00,0,Y, ,0,      9449.55,      7121.55
Y, , ,Nifty Trans Logis,     25472.70,     25533.05,     25631.10,     25372.85,     25409.25,0.00,0,Y, ,0,     26459.70,     16828.35
Y, , ,Nifty50 Shariah,      4763.05,      4758.25,      4783.20,      4753.85,      4768.60,0.00,0,Y, ,0,      5677.90,      4235.90
Y, , ,Nifty500 LMS Eql,     17809.10,     17822.30,     17854.00,     17688.25,     17723.25,0.00,0,Y, ,0,     18838.10,     14014.40
Y, , ,Nifty500 Shariah,      7100.25,      7098.50,      7121.00,      7065.85,      7083.00,0.00,0,Y, ,0,      8238.85,      6004.55
Y, , ,Nifty500 Qlty50,     18860.35,     18854.10,     18907.20,     18683.15,     18709.80,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 LowVol50,     22931.20,     22944.65,     23007.10,     22822.05,     22864.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 MQVLv50,     31433.40,     31439.60,     31538.05,     31289.90,     31341.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Flexicap,     10639.10,     10628.05,     10672.20,     10576.80,     10599.40,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty TMMQ 50,     41558.80,     41610.65,     41757.70,     41255.75,     41312.65,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty FPI 150,      1600.30,      1602.30,      1605.45,      1593.15,      1596.75,0.00,0,Y, ,0,      1627.85,      1346.50
Y, , ,Nifty SME Emerge,     14416.35,     14418.40,     14440.25,     14281.20,     14282.60,0.00,0,Y, ,0,     17223.65,     11930.10
Y, , ,Nifty Internet,      1398.90,      1398.25,      1411.10,      1383.90,      1386.65,0.00,0,Y, ,0,      1501.90,      1056.45
Y, , ,Nifty Chemicals,     28461.05,     28444.85,     28452.80,     28136.85,     28258.05,0.00,0,Y, ,0,     31895.45,     25227.25
Y, , ,Nifty Waves,      2047.80,      2049.75,      2050.60,      2008.25,      2011.85,0.00,0,Y, ,0,      2789.80,      1885.85
Y, , ,Nifty InfraLog,     11175.35,     11187.15,     11199.05,     11100.50,     11128.75,0.00,0,Y, ,0,     11820.05,      9210.40
Y, , ,Nifty500 Health,     18666.80,     18673.65,     18702.40,     18539.35,     18581.45,0.00,0,Y, ,0,     19594.10,     16294.60
Y, , ,India VIX,10.0625,10.0625,10.1775,9.4825,9.8375,0,0,Y, ,0,23.1875,9.3975
 , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , 
 , , ,NIFTY 50 Sec, , , , , , , , , , , , 
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,      2247.90,      2247.60,      2255.00,      2221.00,      2232.50,               1455941593.40,651509,Y, ,34504,      2695.00,      2026.55
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,      1499.00,      1494.10,      1500.00,      1479.30,      1486.30,               1435065938.20,964352,Y, ,46665,      1549.00,      1010.75
N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      7051.50,      7109.00,      7109.00,      6911.50,      6921.50,               2490550328.00,358023,Y, ,42207,      8099.50,      6001.00
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      2790.90,      2800.00,      2806.50,      2772.00,      2785.70,               1774625900.80,636499,Y, ,45705,      2985.70,      2124.75
N,EQ,AXISBANK,AXIS BANK LIMITED,      1219.60,      1220.60,      1236.00,      1220.30,      1224.70,               6326524607.90,5147181,Y, ,179418,      1304.00,       933.50
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      9008.00,      9008.00,      9009.00,      8859.00,      8895.00,               2289269985.50,256364,Y, ,37045,      9490.00,      7089.35
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      2035.20,      2035.20,      2044.00,      2011.60,      2021.20,                806318214.40,398342,Y, ,36475,      2195.00,      1551.65
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,       998.40,      1000.00,      1011.20,       995.30,       999.60,               4703716445.10,4695550,Y, ,126812,      9788.00,       849.00
N,EQ,BEL,BHARAT ELECTRONICS LTD,       388.00,       388.00,       388.40,       385.00,       385.60,               2552563878.85,6612962,Y, ,126589,       436.00,       240.25
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,      2102.00,      2117.60,      2128.00,      2096.40,      2108.00,              13507842168.00,6412516,Y, ,176177,      2174.50,      1559.50
N,EQ,CIPLA,CIPLA LTD,      1499.60,      1497.60,      1505.30,      1491.00,      1496.90,               1495286361.80,1000116,Y, ,35444,      1673.00,      1335.00
N,EQ,COALINDIA,COAL INDIA LTD,       381.60,       380.85,       385.50,       380.80,       384.75,               1402339105.65,3651138,Y, ,58400,       417.25,       349.25
N,EQ,DRREDDY,DR. REDDY S LABORATORIES,      1276.90,      1270.00,      1281.00,      1267.30,      1272.00,               1139766170.00,894068,Y, ,36281,      1405.90,      1020.00
N,EQ,EICHERMOT,EICHER MOTORS LTD,      7061.50,      7104.00,      7176.50,      7080.50,      7134.50,               4248190854.50,594264,Y, ,53603,      7328.50,      4646.00
N,EQ,ETERNAL,ETERNAL LIMITED,       284.45,       286.25,       290.50,       283.55,       284.45,               7764264865.70,27154430,Y, ,234854,       368.45,       194.80
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      2799.10,      2785.20,      2814.90,      2780.00,      2806.60,               1172804804.00,420053,Y, ,21173,      2977.80,      2276.95
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,      1651.70,      1651.00,      1664.50,      1646.30,      1655.00,               2308338881.10,1394918,Y, ,60273,      2012.20,      1302.75
N,EQ,HDFCBANK,HDFC BANK LTD,       994.30,       996.00,       996.00,       980.80,       984.00,              18798880243.80,19080922,Y, ,288605,      2037.70,       939.10
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       764.35,       764.35,       764.35,       749.00,       753.50,               1366166835.65,1809434,Y, ,61528,       820.75,       584.30
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       837.15,       844.05,       851.90,       840.10,       848.80,               2770531571.35,3270389,Y, ,68944,       864.00,       546.45
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      2281.10,      2281.20,      2286.20,      2268.30,      2275.60,               1839586244.60,808100,Y, ,63322,      2422.00,      2244.70
N,EQ,ICICIBANK,ICICI BANK LTD.,      1366.00,      1365.00,      1365.00,      1343.10,      1352.40,              12750064577.50,9440391,Y, ,199498,      1500.00,      1186.00
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,      4974.00,      4999.00,      5009.00,      4944.50,      4980.50,               7963275657.50,1600991,Y, ,64450,      6232.50,      3945.00
N,EQ,INFY,INFOSYS LIMITED,      1592.90,      1587.20,      1606.90,      1586.00,      1602.00,               7709207454.90,4817628,Y, ,155044,      1999.60,      1307.00
N,EQ,ITC,ITC LTD,       401.70,       401.00,       403.10,       399.10,       399.80,               3239301844.80,8087490,Y, ,117330,       471.50,       390.15
N,EQ,JIOFIN,JIO FIN SERVICES LTD,       295.25,       295.00,       296.00,       291.70,       293.15,               1733438737.30,5906902,Y, ,68598,       342.45,       198.65
N,EQ,JSWSTEEL,JSW STEEL LIMITED,      1082.60,      1088.30,      1093.70,      1075.60,      1079.30,               1926470706.80,1781774,Y, ,40479,      1223.90,       880.00
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      2182.40,      2188.00,      2193.20,      2163.50,      2173.20,               3503483581.30,1612144,Y, ,74526,      2301.90,      1723.75
N,EQ,LT,LARSEN & TOUBRO LTD.,      4063.80,      4079.00,      4079.00,      4040.00,      4062.40,               4411446580.90,1087334,Y, ,69688,      4140.00,      2965.30
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,      3621.00,      3647.90,      3647.90,      3594.00,      3612.80,               4369365281.50,1209367,Y, ,103978,      3795.00,      2425.00
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,     16354.00,     16389.00,     16490.00,     16357.00,     16398.00,               4223759764.00,257406,Y, ,37624,     16660.00,     10725.00
N,EQ,MAXHEALTH,MAX HEALTHCARE INS LTD,      1073.00,      1070.10,      1073.60,      1024.90,      1031.10,               4428480578.60,4268035,Y, ,93939,      1314.30,       940.05
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,      1240.60,      1237.00,      1241.40,      1224.30,      1234.60,                648925563.20,526222,Y, ,35136,      2515.00,      1084.70
N,EQ,NTPC,NTPC LTD,       321.00,       320.00,       322.40,       319.55,       321.25,               1619345144.10,5043027,Y, ,65975,       371.45,       292.80
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       232.21,       231.75,       233.42,       228.61,       232.91,               1358434039.65,5848233,Y, ,84432,       273.50,       205.00
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       260.35,       260.35,       262.75,       259.30,       261.10,               2863486466.25,10944698,Y, ,82018,       336.25,       247.30
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1542.30,      1550.00,      1550.00,      1539.30,      1544.40,              10989103491.90,7116649,Y, ,176852,      1581.30,      1114.85
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,      2036.00,      2039.40,      2048.70,      1995.50,      2010.20,               1800867434.10,896027,Y, ,66417,      2086.60,      1372.55
N,EQ,SBIN,STATE BANK OF INDIA,       961.15,       965.55,       978.50,       964.30,       975.85,               7811301076.05,8013382,Y, ,157698,       999.00,       680.00
N,EQ,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,       848.40,       856.00,       875.45,       855.00,       864.20,              10039310521.05,11621162,Y, ,208943,      3197.00,       493.35
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,      1781.30,      1781.00,      1797.60,      1771.50,      1792.90,               3415485604.30,1910628,Y, ,100983,      1910.00,      1548.00
N,EQ,TATACONSUM,TATA CONSUMER PRODUCT LTD,      1169.90,      1170.00,      1187.90,      1170.00,      1179.80,               1772065125.90,1502200,Y, ,47313,      1202.80,       882.90
N,EQ,TATASTEEL,TATA STEEL LIMITED,       169.83,       170.09,       171.30,       169.66,       170.34,               1979364368.97,11624504,Y, ,133540,       186.94,       122.62
N,EQ,TCS,TATA CONSULTANCY SERV LT,      3205.10,      3200.50,      3236.90,      3200.50,      3217.80,               4429915958.70,1376350,Y, ,88357,      4475.00,      2866.60
N,EQ,TECHM,TECH MAHINDRA LIMITED,      1578.20,      1578.20,      1586.20,      1570.30,      1579.40,                919377453.00,582251,Y, ,44178,      1793.50,      1209.40
N,EQ,TITAN,TITAN COMPANY LIMITED,      3929.50,      3930.00,      3935.70,      3890.00,      3907.90,               2351858656.60,601010,Y, ,56339,      3956.00,      2925.00
N,EQ,TMPV,TATA MOTORS PASS VEH LTD,       345.45,       346.45,       350.00,       345.40,       346.35,               2446489652.30,7045390,Y, ,134403,       421.55,       341.40
