,17-Dec-2025
The Nifty witnessed an intraday movement of about 158.8 points.The closing index was 0.16 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 85179.75
, Traded Quantity (in Lakhs), 40759.53
, Number of Trades, 28077055
, Total Market Capitalisation (Rs. Crores), 46381903.84

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,BANKPSU,EQ,        83.52,                  2151487.76,25815
,BANSALWIRE,EQ,       313.75,                  8490318.75,27038
,BANSWRAS,EQ,       113.20,                   697097.40,6148
,BARFLEX,SM,        76.00,                   304600.00,4000
,BASF,EQ,      3830.30,                 46725800.80,12142
,BASILIC,SM,       317.65,                  5187915.00,16200
,BASML,EQ,        26.75,                  1479102.81,54971
,BATAINDIA,EQ,       939.30,                 78903813.65,83946
,BAWEJA,SM,        39.05,                    61640.00,1600
,BAYERCROP,EQ,      4349.30,                 43983980.50,10076
,BBETF0432,EQ,      1308.42,                  2893084.76,2212
,BBL,EQ,      2751.00,                 25602589.50,9254
,BBNPNBETF,EQ,        59.03,                    91908.15,1553
,BBNPPGOLD,EQ,       128.95,                  7718036.75,59852
,BBOX,EQ,       500.95,                 89302206.20,177917
,BBTC,EQ,      1890.00,                106465488.90,56379
,BBTCL,EQ,       195.11,                  1672015.65,8443
,BCG,EQ,        10.81,                 49924822.02,4561750
,BCLIND,EQ,        31.41,                  9291966.68,295930
,BCONCEPTS,BE,       311.80,                   651723.75,2093
,BDL,EQ,      1324.30,               1422574894.20,1065262
,BEACON,ST,        89.50,                   446300.00,5000
,BEARDSELL,EQ,        29.50,                  1396732.77,46913
,BECTORFOOD,EQ,       250.50,                166057601.00,661567
,BEDMUTHA,EQ,       106.09,                  2154497.57,20885
,BELLACASA,EQ,       380.40,                  3222209.10,8428
,BELRISE,EQ,       157.50,                488650794.28,3110944
,BEML,EQ,      1684.80,                215466880.90,127146
,BEPL,EQ,        87.80,                 25871648.96,293734
,BERGEPAINT,EQ,       538.90,                 68862383.05,128096
,BESTAGRO,EQ,       398.30,                385045496.60,943922
,BETA,EQ,      1601.20,                  2889942.30,1784
,BEWLTD,SM,       122.60,                   305300.00,2500
,BFINVEST,EQ,       411.95,                  3809199.45,9220
,BFSI,EQ,        28.20,                  3473225.09,123145
,BFUTILITIE,BZ,       673.85,                 33244118.10,49604
,BGRENERGY,BE,       306.05,                 35485924.40,114303
,BHADORA,SM,        78.00,                    93600.00,1200
,BHAGCHEM,EQ,       228.01,                  6000381.62,26363
,BHAGERIA,EQ,       176.75,                 17608337.10,98631
,BHAGYANGR,BE,       131.03,                  8477997.18,63745
,BHANDARI,EQ,         4.04,                   519866.52,128247
,BHARATFORG,EQ,      1413.30,                398676724.70,282655
,BHARATGEAR,BE,       104.76,                  1736891.79,16575
,BHARATRAS,EQ,      2314.00,                 76779963.00,32904
,BHARATSE,EQ,       171.25,                  7084329.59,40918
,BHARATWIRE,EQ,       175.00,                 21672980.27,122853
,BHARTIHEXA,EQ,      1761.90,                254365332.90,145813
,BHEL,EQ,       277.85,                869440835.05,3130658
,BIGBLOC,EQ,        71.42,                 46246392.16,637612
,BIKAJI,EQ,       742.35,                 82362102.25,110931
,BIL,EQ,       753.50,                  2024883.35,2694
,BILVYAPAR,BE,         7.31,                    21036.99,2891
,BIOCON,EQ,       386.10,                509562016.40,1318360
,BIOFILCHEM,EQ,        33.81,                   179985.18,5327
,BIRET,RR,       330.46,                285945363.22,869934
,BIRLACABLE,EQ,       134.23,                  1939837.21,14369
,BIRLACORPN,EQ,      1069.90,                 86759605.80,81420
,BIRLAMONEY,EQ,       145.16,                  9209917.20,62655
,BIRLANU,EQ,      1540.50,                  8654996.80,5596
,BLACKBUCK,EQ,       626.00,                126971659.85,201961
,BLAL,EQ,       202.20,                  2232500.96,11017
,BLBLIMITED,EQ,        14.99,                  2080147.75,138720
,BLISSGVS,EQ,       144.80,                 64297635.24,443425
,BLKASHYAP,EQ,        52.00,                 42691522.45,823203
,BLS,EQ,       311.90,                143841836.40,459534
,BLSE,EQ,       207.26,                 68751183.98,331077
,BLUECOAST,BE,        35.31,                   123556.54,3468
,BLUEDART,EQ,      5335.50,                 58642221.00,10976
,BLUEJET,EQ,       531.10,                 81350591.20,152159
,BLUEPEBBLE,SM,       116.00,                  1943420.00,16000
,BLUESTARCO,EQ,      1826.80,                252653151.20,138651
,BLUESTONE,EQ,       500.45,                 87005851.00,173586
,BLUEWATER,SM,       145.00,                  1595000.00,11000
,BLUSPRING,EQ,        64.79,                  9774528.49,149960
,BMETRICS,SM,        44.50,                  1106680.00,24800
,BMWVENTLTD,EQ,        58.91,                  7738052.80,130739
,BODALCHEM,EQ,        51.83,                  4010514.81,76993
,BOHRAIND,EQ,        18.31,                   548327.24,29401
,BOMDYEING,EQ,       130.82,                248812939.79,1876474
,BORANA,BE,       273.35,                  3104507.10,11320
,BOROLTD,EQ,       299.75,                 29556808.80,100049
,BORORENEW,EQ,       531.45,                 71958709.75,135052
,BOROSCI,EQ,       120.62,                  3775000.87,31184
,BOSS,SM,        43.05,                   171900.00,4000
,BPL,EQ,        54.04,                  3248026.17,59634
,BRACEPORT,SM,        82.00,                   652640.00,8000
,BRIGADE,EQ,       860.00,                 88718884.35,103462
,BRIGHOTEL,EQ,        71.51,                  5722983.19,80082
,BRNL,EQ,        22.67,                   735428.70,32392
,BROOKS,EQ,        96.64,                  2711434.80,27862
,BSE,EQ,      2630.50,              11102572457.90,4201851
,BSE500IETF,EQ,        39.78,                  3093893.10,77748
,BSHSL,EQ,       102.00,                   683948.45,6659
,BSL,EQ,       155.03,                   983832.89,6292
,BSLGOLDETF,EQ,       116.60,                 17511513.32,149893
,BSLNIFTY,EQ,        30.07,                 10112966.00,336398
,BSLSENETFG,EQ,        84.69,                   105070.96,1240
,BSOFT,EQ,       431.85,                519718563.65,1200408
,BTML,EQ,         8.22,                  5133923.96,622682
,BULKCORP,SM,        55.10,                   201120.00,3600
,BUTTERFLY,EQ,       637.85,                 12599994.75,19594
,BVCL,EQ,        41.60,                   635705.00,14680
,BYKE,EQ,        50.23,                  1721626.72,33786
,C2C,SM,       464.80,                 18620175.00,40200
,CADSYS,SM,        40.90,                   306875.00,7500
,CALSOFT,EQ,        15.88,                   186146.13,11647
,CALSOFTPP,E1,         4.52,                     9926.12,2154
,CAMLINFINE,EQ,       154.47,                 30570614.60,196715
,CAMPUS,EQ,       261.65,                 25659073.95,98103
,CAMS,EQ,       733.80,                529028969.70,712907
,CANARYS,SM,        30.55,                   741200.00,24000
,CANFINHOME,EQ,       924.10,                108021008.35,116861
,CANHLIFE,EQ,       125.84,                162393476.63,1296044
,CANTABIL,EQ,       256.08,                 13539521.26,52660
,CAPACITE,EQ,       258.90,                 24130178.05,93399
,CAPILLARY,EQ,       679.90,               1253028152.45,1851063
,CAPINVIT,IV,        74.01,                 18366966.89,247790
,CAPITALSFB,EQ,       262.00,                  7160524.75,27392
,CAPLIPOINT,EQ,      1897.80,                 84375394.70,44182
,CAPTRUST,EQ,        12.31,                  1743324.79,141883
,CARBORUNIV,EQ,       848.35,                 23309067.10,27264
,CARERATING,EQ,      1524.40,                 50821365.10,33212
,CARRARO,EQ,       524.50,                 23908065.55,45653
,CARTRADE,EQ,      2727.30,                468210437.90,169879
,CARYSIL,EQ,       879.50,                 40557463.40,45531
,CASHIETF,EQ,      1041.40,                101445670.14,97411
,CASTROLIND,EQ,       182.86,                160425869.73,877137
,CBAZAAR,ST,         4.50,                    36000.00,8000
,CCCL,BE,        18.71,                  4904846.51,262543
,CCHHL,EQ,        15.53,                   724484.53,47078
,CCL,EQ,       994.50,                238208726.60,238624
,CDSL,EQ,      1477.30,               1865429744.40,1256442
,CEATLTD,EQ,      3720.10,                145600164.70,38894
,CEDAAR,SM,        90.85,                 19989450.00,218000
,CEIGALL,EQ,       227.91,                 15573403.31,68118
,CELEBRITY,EQ,         8.55,                   305705.95,35854
,CELLECOR,SM,        29.95,                  6591000.00,219000
,CELLO,EQ,       549.75,                 56249663.15,102062
,CELLPOINT,SM,        16.65,                   220440.00,13200
,CEMPRO,EQ,       795.50,                119945091.05,149395
,CENTENKA,EQ,       438.50,                  3360047.00,7686
,CENTEXT,BE,        21.19,                   462352.37,21854
,CENTRALBK,EQ,        35.95,                184634721.92,5118905
,CENTRUM,EQ,        28.51,                  3113722.98,108521
,CENTUM,EQ,      2213.10,                 25969067.10,11620
,CENTURYPLY,EQ,       840.95,                 39376964.65,46934
,CERA,EQ,      5431.00,                279048682.00,51382
,CEREBRAINT,BZ,         6.74,                   244395.19,36568
,CESC,EQ,       165.82,                214261076.55,1282162
,CEWATER,EQ,       457.00,                 17909037.40,39765
,CGCL,EQ,       178.68,                101824162.01,567349
,CGRAPHICS,SM,       196.00,                  2048760.00,10400
,CHALET,EQ,       866.45,                 63731390.90,73194
,CHAMBLFERT,EQ,       441.90,                579458917.30,1302894
,CHAMUNDA,SM,        53.00,                   790500.00,15000
,CHANDAN,SM,       283.95,                 16405200.00,57600
,CHAVDA,SM,       112.30,                  3779700.00,33000
,CHEMBOND,EQ,       156.77,                  1742989.47,11010
,CHEMBONDCH,EQ,       157.02,                  1825660.73,11614
,CHEMCON,EQ,       197.92,                  6228924.16,31288
,CHEMFAB,EQ,       450.15,                  3232458.00,7159
,CHEMICAL,EQ,        28.31,                  7906331.54,279257
,CHEMPLASTS,EQ,       251.65,                 13190819.35,52133
,CHENNPETRO,EQ,       913.95,                593568122.85,649750
,CHEVIOT,EQ,      1061.90,                   407694.60,384
,CHOICEGOLD,EQ,       132.29,                  3399267.69,25741
,CHOICEIN,EQ,       770.30,                353771316.95,460466
,CHOLAHLDNG,EQ,      1817.10,                206490935.60,113208
,CIEINDIA,EQ,       389.35,                 18999707.85,48554
,CIFC26,NK,      1163.80,                   103578.20,89
,CIFL,EQ,        35.52,                  7714414.62,218056
,CIGNITITEC,EQ,      1796.60,                177767681.90,97948
,CINELINE,EQ,        87.25,                  3943567.72,44723
,CINEVISTA,EQ,        14.76,                   189546.98,12672
,CLASSICEIL,SM,        68.55,                   891440.00,12800
,CLEAN,EQ,       891.30,                102644263.85,114866
,CLEDUCATE,EQ,        81.99,                  2295162.35,28077
,CLSEL,EQ,       263.45,                 13369195.80,50419
,CLSL,SM,        45.00,                   452200.00,10000
,CMNL,SM,       117.40,                  1446562.50,12000
,CMRSL,SM,        67.85,                   325240.00,4800
,CMSINFO,EQ,       346.40,                 89054741.35,257468
,CNL,EQ,       745.90,                  8406463.35,11293
,COASTCORP,BE,        46.01,                  3494671.95,76275
,COCHINSHIP,EQ,      1502.80,               1403309108.10,923611
,COFFEEDAY,EQ,        33.78,                122759082.58,3595465
,COFORGE,EQ,      1844.70,               1356874928.00,728993
,COHANCE,EQ,       525.70,                286834686.20,546612
,COLPAL,EQ,      2087.40,                817401491.00,387671
,COMMITTED,ST,       216.85,                   173480.00,800
,COMMOIETF,EQ,        93.27,                  9279528.94,99556
,COMPINFO,BZ,         1.67,                    37784.17,22699
,COMPUSOFT,EQ,        16.36,                   293902.26,17976
,COMSYN,BE,       144.17,                  2731531.75,19330
,CONCOR,EQ,       496.35,                320121895.15,642928
,CONCORDBIO,EQ,      1331.20,                 85849687.20,63699
,CONFIPET,EQ,        34.43,                 15490347.31,447565
,CONNPLEX,SM,       239.30,                 17265480.00,71200
,CONS,EQ,       124.45,                   207315.28,1664
,CONSOFINVT,EQ,       172.20,                   351763.19,2033
,CONSUMBEES,EQ,       135.03,                  7799197.22,57698
,CONSUMER,EQ,        11.72,                  2050124.85,174698
,CONSUMIETF,EQ,       125.54,                 14641534.93,116463
,CONTI,SM,        23.45,                   296470.35,13332
,CONTROLPR,EQ,       720.10,                  8920139.05,12428
,COOLCAPS,SM,        76.40,                  8692750.00,116250
,CORALFINAC,EQ,        38.57,                   913102.63,23432
,CORDSCABLE,EQ,       186.98,                  3955144.46,21114
,COROMANDEL,EQ,      2261.30,                654746900.30,289065
,CORONA,EQ,      1402.90,               1744037490.90,1210546
,COSMOFIRST,EQ,       697.10,                 30700504.50,43913
,COUNCODOS,EQ,         5.82,                   135402.83,23303
,CPCAP,EQ,       118.08,                  2002448.11,16963
,CPEDU,EQ,       273.20,                  1743598.30,6476
,CPPLUS,EQ,      1520.80,                129103588.50,84250
,CPS,SM,      1041.45,                  7810807.50,7500
,CPSEETF,EQ,        88.73,                 38454816.64,433374
,CRAFTSMAN,EQ,      7014.50,                101605585.00,14534
,CRAMC,EQ,       286.25,                 79786344.15,276153
,CREATIVEYE,EQ,         6.96,                    83641.59,12228
,CREDITACC,EQ,      1278.20,                283789229.80,223989
,CREST,EQ,       357.05,                  1812369.80,5034
,CRISIL,EQ,      4406.00,                132842262.10,30140
,CRIZAC,EQ,       293.30,                118440197.75,403760
,CROMPTON,EQ,       249.15,                427196007.05,1706218
,CROWN,EQ,       134.91,                  1156436.81,8598
,CSBBANK,EQ,       391.90,                 53477330.05,136262
,CSLFINANCE,EQ,       312.00,                  8263485.65,26623
,CSSL,ST,       115.70,                 12467650.00,109000
,CTE,EQ,        40.60,                   884387.26,21913
,CUB,EQ,       275.15,                430584123.80,1566483
,CUBEXTUB,EQ,        90.55,                  5342496.26,57711
,CUDML,SM,       143.00,                  1994200.00,14000
,CUMMINSIND,EQ,      4512.70,               1171254406.90,259526
,CUPID,EQ,       429.15,               1339690339.80,3129856
,CURAA,BE,       117.17,                    14297.23,122
,CURIS,SM,       119.00,                  3467200.00,29000
,CYBERMEDIA,BE,        16.15,                   108321.26,6829
,CYBERPP,X1,         5.83,                      606.32,104
,CYBERTECH,BE,       145.11,                  2178875.64,14972
,CYIENT,EQ,      1138.80,                999375204.40,878154
,CYIENTDLM,EQ,       420.50,                 20249993.05,48188
,DABUR,EQ,       494.15,                273234308.15,551891
,DALBHARAT,EQ,      2073.90,                293901962.60,142267
,DALMIASUG,EQ,       300.65,                  7593554.45,25174
,DAMCAPITAL,EQ,       206.43,                 58769506.96,282712
,DAMODARIND,EQ,        30.52,                    50322.91,1646
,DANGEE,EQ,         3.66,                   476638.02,127601
,DANISH,SM,       656.00,                  9358342.50,14250
,DATAMATICS,EQ,       816.55,                 25776419.10,31442
,DATAPATTNS,EQ,      2467.70,                766555687.70,306261
,DAVANGERE,EQ,         4.02,                 35661314.24,8864881
,DBCORP,EQ,       256.10,                 28191932.60,110191
,DBEIL,EQ,       117.19,                  2825277.78,23898
,DBL,EQ,       467.85,                714848496.75,1536723
,DBOL,EQ,        77.68,                  5334136.46,68214
,DBREALTY,EQ,       116.12,                100417724.30,862959
,DBSTOCKBRO,EQ,        24.99,                    59367.25,2377
,DCAL,EQ,       264.95,                548679130.53,2126221
,DCBBANK,EQ,       167.04,                141745293.39,847304
,DCCL,SM,        44.45,                   536700.00,12000
,DCG,SM,        65.40,                  1079820.00,16800
,DCI,EQ,       248.55,                  2041088.05,8140
,DCM,EQ,        92.45,                   120751.20,1301
,DCMFINSERV,EQ,         5.36,                     3908.69,732
,DCMNVL,EQ,       126.59,                   978638.10,7717
,DCMSHRIRAM,EQ,      1224.00,                 65846284.30,53415
,DCMSRIND,EQ,       166.43,                 29649894.15,177044
,DCW,EQ,        58.85,                 30411272.50,513602
,DCXINDIA,EQ,       156.30,                 52391648.22,333147
,DDEVPLSTIK,EQ,       282.95,                 16061056.40,55925
,DECCANCE,EQ,       768.85,                 10065402.25,13104
,DECCANTRAN,SM,        24.80,                   329520.00,13200
,DEEDEV,EQ,       215.47,                 10243109.55,46956
,DEEM,SM,        45.60,                   279350.00,6000
,DEEPAKFERT,EQ,      1214.90,                186123057.80,152842
,DEEPAKNTR,EQ,      1600.30,                146277405.90,91857
,DEEPINDS,EQ,       452.70,                 45967442.35,101915
,DELAPLEX,SM,       132.50,                   717510.00,5400
,DELHIVERY,EQ,       399.80,                462326875.70,1154427
,DELPHIFX,EQ,       244.96,                 11055251.99,45017
,DELTACORP,EQ,        70.31,                 46612087.68,657194
,DELTAMAGNT,EQ,        68.51,                   418472.45,6043
,DELTIC,SM,        46.85,                   700000.00,15000
,DEN,EQ,        30.72,                 12714322.62,413045
,DENEERS,SM,       152.05,                  1837230.00,12000
,DENORA,EQ,       712.90,                   977965.65,1361
,DENTA,EQ,       346.90,               4606995195.95,13008573
,DENTALKART,SM,       571.70,                  3150362.50,5500
,DESTINY,SM,       125.50,                  2745450.00,22500
,DEVIT,EQ,        35.61,                  7152707.23,198694
,DEVX,EQ,        42.13,                 10482693.09,250067
,DEVYANI,EQ,       127.18,                146814078.14,1151012
,DGCONTENT,EQ,        31.86,                    96259.98,3006
,DHAMPURSUG,EQ,       128.63,                 16059814.66,124559
,DHANBANK,EQ,        24.86,                  9088380.08,364901
,DHANLAXMI,SM,        26.60,                   272700.00,10000
,DHANUKA,EQ,      1178.00,                 13142944.20,11136
,DHARAN,BZ,         0.28,                  4542027.28,16221526
,DHARIWAL,ST,       331.05,                  2184930.00,6600
,DHARMAJ,EQ,       248.53,                 25064263.05,101842
,DHRUV,EQ,        49.79,                  1954823.90,38539
,DHTL,ST,        59.00,                   287680.00,4800
,DHUNINV,EQ,      1161.90,                   377556.70,320
,DIACABS,EQ,       140.18,                110870901.39,788555
,DIAMINESQ,EQ,       259.00,                   568471.55,2185
,DIAMONDYD,EQ,      1092.70,                 61475494.90,56398
,DICIND,EQ,       496.10,                  1103334.45,2216
,DIFFNKG,EQ,       310.40,                 15783829.65,50766
,DIGIDRIVE,EQ,        25.96,                   539052.38,20060
,DIGIKORE,SM,        80.35,                  1216740.00,15200
,DIGISPICE,BE,        24.52,                   784006.86,32066
,DIGITIDE,EQ,       134.38,                 19764152.11,146895
,DIGJAMLMTD,EQ,        51.46,                   247384.37,4812
,DIL,EQ,         1.75,                   132702.28,75228
,DISHTV,EQ,         3.87,                 16153840.07,4136126
,DIVGIITTS,EQ,       596.80,                  1075453.20,1808
,DIVINEHIRA,ST,       181.30,                  4465920.00,24000
,DIVOPPBEES,EQ,        81.61,                  3015767.28,36917
,DIVYADHAN,SM,        27.00,                    54000.00,2000
,DIXON,EQ,     13274.00,               4588503840.00,343154
,DJML,EQ,        67.14,                 22359925.24,322666
,DLINKINDIA,EQ,       419.05,                 11515289.05,27345
,DMCC,EQ,       259.00,                  2124079.45,8163
,DNAMEDIA,EQ,         3.92,                    69114.32,17576
,DODLA,EQ,      1215.70,                127918480.00,105120
,DOLATALGO,EQ,        83.37,                 27220975.79,327609
,DOLLAR,EQ,       367.15,                 42387438.50,115384
,DOLLEX,SM,        38.75,                   921600.00,24000
,DOLPHIN,EQ,       412.10,                 14535625.70,34590
,DOMS,EQ,      2530.40,                 36268043.60,14310
,DONEAR,EQ,        95.59,                  4091111.05,42600
,DPABHUSHAN,EQ,      1415.10,                  6799664.40,4803
,DPEL,ST,       263.55,                  2247100.00,8500
,DPSCLTD,EQ,        10.03,                  1198781.04,118444
,DPWIRES,EQ,       191.15,                  2439435.09,12736
,DRCSYSTEMS,EQ,        17.19,                   437609.01,25483
,DREAMFOLKS,EQ,       110.46,                  7158850.60,64614
,DREDGECORP,EQ,       953.45,                394113591.35,403342
,DRONE,SM,        67.85,                  1754075.00,26000
,DRSDILIP,SM,        64.50,                   416160.00,6400
,DSSL,EQ,       965.10,                 83795543.00,85907
,DTIL,EQ,       160.92,                   375880.19,2308
,DUCOL,SM,       158.10,                   375320.00,2400
,DUCON,EQ,         3.44,                  2571361.58,735331
,DUGLOBAL,SM,        31.75,                   160000.00,5000
,DURLAX,SM,        40.45,                   726200.00,18000
,DVL,EQ,       281.45,                  1057394.65,3758
,DWARKESH,EQ,        38.16,                 12054324.19,313507
,DYCL,EQ,       328.35,                 25420576.15,76958
,DYNAMATECH,EQ,      9009.50,                236163844.50,26664
,DYNAMIC,SM,       101.05,                  1118925.00,11000
,DYNPRO,EQ,       267.45,                  2318587.25,8721
,E2E,EQ,      2013.80,                 81820248.50,40512
,EASEMYTRIP,EQ,         7.64,                 55740197.27,7286097
,EBANKNIFTY,EQ,        59.46,                    63873.24,1075
,EBBETF0430,EQ,      1557.37,                 28947809.79,18590
,EBBETF0431,EQ,      1394.74,                  8964360.21,6426
,EBBETF0433,EQ,      1271.71,                  6414342.59,5050
,EBGNG,EQ,       293.30,                 31814291.25,106384
,ECAPINSURE,EQ,        23.63,                  2052248.52,86449
,ECLERX,EQ,      4458.40,                645859287.90,142534
,ECOLINE,SM,       130.00,                  2486300.00,19000
,ECOSMOBLTY,EQ,       215.10,                 38934171.18,178195
,EDELWEISS,EQ,       105.01,                239666065.83,2262210
,EEPL,SM,       207.70,                  1039400.00,5000
,EFACTOR,ST,       325.00,                   130000.00,400
,EFCIL,EQ,       300.05,                104284354.20,349621
,EFFWA,SM,       231.30,                  8248780.00,34800
,EFORCE,SM,        34.40,                   123780.00,3600
,EGOLD,EQ,       132.85,                115572615.00,869892
,EIDPARRY,EQ,      1013.30,                 86514789.90,84912
,EIEL,EQ,       198.90,                 72693278.57,363594
,EIFFL,EQ,       236.14,                  9421536.51,39390
,EIHAHOTELS,EQ,       353.60,                  1571703.75,4425
,EIHOTEL,EQ,       365.60,                 18522150.80,50361
,EIMCOELECO,EQ,      1523.60,                 86167783.40,56967
,EKC,EQ,       115.08,                 21438705.47,185265
,ELDEHSG,EQ,       987.45,                 30363319.80,31576
,ELECON,EQ,       475.05,                 56225392.00,117783
,ELECTCAST,EQ,        74.42,                 55967366.41,750120
,ELECTHERM,EQ,       813.45,                 13198519.75,15856
,ELGIEQUIP,EQ,       467.80,                125485719.05,265863
,ELGIRUBCO,EQ,        47.45,                  8293889.68,173470
,ELGNZ,SM,        98.20,                  1391400.00,14000
,ELIN,EQ,       163.34,                  7743943.65,46932
,ELIQUID,EQ,      1010.59,                  4547665.00,4500
,ELLEN,EQ,       343.45,                 18510445.80,53554
,ELM250,EQ,        16.55,                   294431.46,17761
,EMAMILTD,EQ,       537.60,                162653534.75,301860
,EMAMIPAP,EQ,        88.04,                   495263.85,5613
,EMAMIREAL,EQ,        81.87,                  1420773.33,17347
,EMAPARTNER,SM,        87.00,                   174100.00,2000
,EMBASSY,RR,       432.89,                204544748.45,469061
,EMBDL,BE,        63.14,                545099503.47,8666881
,EMCURE,EQ,      1391.90,                103935800.50,75127
,EMIL,EQ,       106.03,                 61479901.78,572708
,EMKAY,BE,       258.15,                  3252576.00,12469
,EMKAYTOOLS,SM,       120.00,                   108450.00,900
,EMMBI,EQ,       100.55,                  1756015.12,17503
,EMMIL,SM,       182.20,                  1879362.50,10000
,EMMVEE,EQ,       177.63,                480559344.43,2680002
,EMSLIMITED,EQ,       446.70,                209794740.50,463867
,EMUDHRA,EQ,       599.55,                 17174349.10,28547
,EMULTIMQ,EQ,        41.33,                   453663.33,10961
,ENCOMPAS,ST,       184.15,                 46748760.00,260400
,ENDURANCE,EQ,      2620.90,                138358727.20,53176
,ENERGY,EQ,        34.78,                   438373.44,12602
,ENERGYDEV,BE,        19.69,                   679862.69,34297
,ENFUSE,SM,       223.00,                   654600.00,3000
,ENGINERSIN,EQ,       194.30,                191366114.48,986262
,ENIFTY,EQ,        25.84,                    83188.99,3217
,ENIL,EQ,       111.65,                  1216409.89,10765
,ENSER,SM,        17.90,                    89500.00,5000
,ENTERO,EQ,       984.00,                 46353080.10,46841
,ENVIRO,SM,       120.55,                  1813300.00,15000
,EPACK,EQ,       302.70,              17815029736.70,56148747
,EPACKPEB,EQ,       285.60,                265807966.95,923968
,EPIGRAL,EQ,      1401.00,                 15118915.00,10766
,EPL,EQ,       210.79,                148923837.49,704346
,EQUAL200,EQ,        13.20,                   150356.51,11362
,EQUAL50,EQ,       329.48,                    97157.42,295
,EQUAL50ADD,EQ,       339.83,                  1009506.00,2971
,EQUIPPP,BE,        22.24,                    90988.30,4114
,EQUITASBNK,EQ,        57.97,                 70672907.94,1213990
,ERIS,EQ,      1564.70,                 79839034.20,51132
,ESABINDIA,EQ,      6052.50,                 35221035.00,5847
,ESAFSFB,EQ,        25.75,                  7086803.32,273910
,ESCONET,SM,       136.20,                  4863220.00,35200
,ESCORTS,EQ,      3642.90,                149033928.90,40589
,ESENSEX,EQ,        84.61,                    10916.03,129
,ESFL,SM,       165.65,                 15977484.00,95040
,ESG,EQ,        43.93,                   234759.52,5344
,ESILVER,EQ,       199.98,                 44403398.21,222063
,ESPRIT,SM,        59.05,                   286480.00,4800
,ESSARSHPNG,BE,        27.52,                  2300849.76,82724
,ESSENTIA,EQ,         1.58,                  1853738.48,1163135
,ESTER,EQ,       106.12,                 11545107.04,108549
,ETHOSLTD,EQ,      2932.90,                 16714515.70,5673
,ETML,SM,       102.00,                  4726200.00,46800
,EUREKAFORB,EQ,       634.70,                 67634484.65,106684
,EUROBOND,EQ,       180.26,                  1443638.79,8012
,EUROPRATIK,EQ,       293.00,                 51748412.85,173602
,EUROTEXIND,BE,        14.88,                      193.44,13
,EVEREADY,EQ,       329.25,                 14735769.70,44849
,EVERESTIND,EQ,       511.05,                  5312111.90,10292
,EVIETF,EQ,        30.92,                  1492383.88,48202
,EVINDIA,EQ,        30.89,                  4408170.33,142423
,EXCEL,EQ,         1.30,                  2713501.61,2093850
,EXCELINDUS,EQ,       922.20,                  4840074.60,5246
,EXCELSOFT,EQ,        89.83,                416183001.24,4580693
,EXICOM,EQ,       116.70,                179246991.54,1507779
,EXIDEIND,EQ,       363.80,                319324345.30,878512
,EXPLEOSOL,EQ,      1028.40,                  5852078.00,5667
,EXXARO,BE,         7.89,                   691719.16,87364
,FABTECH,EQ,       222.73,                276992793.12,1232367
,FACT,EQ,       861.70,                237793073.85,273032
,FAIRCHEMOR,EQ,       676.95,                  4019604.40,5932
,FALCONTECH,SM,        15.90,                    93660.00,6000
,FAZE3Q,EQ,       446.85,                 13546253.75,30437
,FCL,EQ,        24.15,                 20460689.51,846046
,FCSSOFT,EQ,         1.91,                  3607391.63,1871303
,FDC,EQ,       414.90,                 10621132.05,25451
,FEDERALBNK,EQ,       263.60,                905014499.40,3437773
,FEDFINA,EQ,       140.89,                 61866548.21,438986
,FEL,BZ,         0.48,                   214793.92,453476
,FELDVR,BZ,         3.03,                     2290.93,755
,FELIX,SM,       150.30,                  1585325.00,10500
,FIBERWEB,EQ,        35.41,                   491308.04,13680
,FIEMIND,EQ,      2290.90,                118143827.60,52018
,FILATEX,EQ,        50.35,                153958604.34,3055565
,FILATFASH,EQ,         0.39,                 17693065.22,44069457
,FINBUD,SM,       133.00,                  6383100.00,49000
,FINCABLES,EQ,       766.25,                123489089.95,159946
,FINEORG,EQ,      4290.50,                 36974122.30,8612
,FINIETF,EQ,        31.70,                 15423623.86,485206
,FINKURVE,EQ,       103.01,                  2293975.11,21757
,FINOPB,EQ,       261.50,                 89443242.50,340449
,FINPIPE,EQ,       164.52,                 45107208.06,271274
,FIRSTCRY,EQ,       289.30,                349993169.60,1210900
,FISCHER,EQ,        41.87,                 46990876.75,1112152
,FIVESTAR,EQ,       589.95,                631394177.05,1074425
,FLAIR,EQ,       291.30,                105409003.65,366201
,FLEXIADD,EQ,        10.61,                  1656075.09,155843
,FLEXITUFF,EQ,        15.39,                    69551.28,4456
,FLFL,BZ,         1.41,                   936364.43,637193
,FLUOROCHEM,EQ,      3537.30,                134666875.60,38156
,FLYSBS,ST,       515.25,                 10264490.00,19800
,FMCGIETF,EQ,        58.43,                 31500891.06,538206
,FMGOETZE,EQ,       443.65,                 18741803.50,41947
,FMNL,EQ,         9.02,                   706588.87,77963
,FOCUS,EQ,        75.21,                  4141198.70,54728
,FONEBOX,ST,        91.05,                   455250.00,5000
,FOODSIN,EQ,        69.89,                  4241594.16,60792
,FORCEMOT,EQ,     17067.00,                325195327.00,18923
,FORTIS,EQ,       870.95,               1403764463.15,1608846
,FOSECOIND,EQ,      4972.50,                  5052837.00,1007
