target_date,as_of,mode,ticker,ret_oc,exp_oh,dd_ol,buy_win,sell_win,opt_style
2025-12-10,2025-12-09,aggressive,SHRIRAMFIN.NS,-0.010342789598108748,0.011583909920766855,-0.015011834760084275,0,0,both
2025-12-10,2025-12-09,aggressive,ADANIENT.NS,-0.019593913562878318,0.005186608262533365,-0.0229186763244964,0,0,both
2025-12-12,2025-12-11,aggressive,SHRIRAMFIN.NS,-0.0046948356807511304,0.0032276995305164924,-0.01232394366197187,0,0,both
2025-12-12,2025-12-11,aggressive,ADANIENT.NS,0.002063463701378554,0.00838569524770949,-0.003292795434333362,0,1,both
