Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.995*D*D + 0.005* C*C), Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.995*J*J + 0.005* I*I), Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
16-Dec-25,FINNIFTY,27385.55,27603.15, -0.00791439,  0.00872178,  0.00871796,  0.16655640,27505.1,27725.4, -0.00797752,  0.00844772,  0.00844520,  0.16134532,  0.00871796,  0.16655640
16-Dec-25,FORTIS,875,869.8,  0.00596059,  0.01854672,  0.01850507,  0.35353893,876.25,873.75,  0.00285714,  0.01835550,  0.01831055,  0.34982255,  0.01850507,  0.35353893
16-Dec-25,GAIL,168.3,169.85, -0.00916759,  0.01809200,  0.01805834,  0.34500409,168.97,170.6, -0.00960045,  0.01814135,  0.01810871,  0.34596637,  0.01810871,  0.34596637
16-Dec-25,GLENMARK,1966.5,1985.6, -0.00966582,  0.01888865,  0.01885373,  0.36020006,1968,1992.6, -0.01242252,  0.01880969,  0.01878304,  0.35884948,  0.01885373,  0.36020006
16-Dec-25,GMRAIRPORT,103.5,104.9, -0.01343590,  0.01926122,  0.01923636,  0.36751020,103.61,105.18, -0.01503932,  0.01945811,  0.01943856,  0.37137326,  0.01943856,  0.37137326
16-Dec-25,GODREJCP,1182.4,1166.1,  0.01388142,  0.01514964,  0.01514351,  0.28931637,1184.2,1168.2,  0.01360334,  0.01484377,  0.01483791,  0.28347786,  0.01514351,  0.28931637
16-Dec-25,GODREJPROP,2023.5,2067.8, -0.02165655,  0.02216423,  0.02216165,  0.42339775,2031,2077.2, -0.02249255,  0.02226533,  0.02226636,  0.42539825,  0.02226636,  0.42539825
16-Dec-25,GRASIM,2799.1,2821, -0.00779350,  0.01342976,  0.01340753,  0.25615052,2806.8,2833.6, -0.00950294,  0.01341612,  0.01339931,  0.25599351,  0.01340753,  0.25615052
16-Dec-25,HAL,4261.25,4321.6, -0.01406316,  0.01977861,  0.01975406,  0.37740080,4275.8,4341.4, -0.01522566,  0.01980360,  0.01978328,  0.37795905,  0.01978328,  0.37795905
16-Dec-25,HAVELLS,1412,1412.3, -0.00021244,  0.01411625,  0.01408098,  0.26901666,1418,1419.1, -0.00077544,  0.01423517,  0.01419964,  0.27128376,  0.01419964,  0.27128376
16-Dec-25,HCLTECH,1651.7,1684, -0.01936686,  0.01468721,  0.01471417,  0.28111384,1657.7,1685.8, -0.01680913,  0.01427284,  0.01428650,  0.27294327,  0.01471417,  0.28111384
16-Dec-25,HDFCAMC,2583.7,2607.5, -0.00916943,  0.01735569,  0.01732438,  0.33098190,2592.8,2617.9, -0.00963410,  0.01722726,  0.01719768,  0.32856120,  0.01732438,  0.33098190
16-Dec-25,HDFCBANK,994.3,996.1, -0.00180868,  0.01049514,  0.01046975,  0.20002424,998.2,998.7, -0.00050078,  0.01011556,  0.01009008,  0.19277065,  0.01046975,  0.20002424
16-Dec-25,HDFCLIFE,764.35,772.7, -0.01086508,  0.01326043,  0.01324957,  0.25313264,767.45,776.2, -0.01133689,  0.01297857,  0.01297075,  0.24780588,  0.01324957,  0.25313264
16-Dec-25,HEROMOTOCO,5946.4,5959.5, -0.00220059,  0.01591688,  0.01587789,  0.30334671,5960.5,5969, -0.00142504,  0.01581161,  0.01577245,  0.30133219,  0.01587789,  0.30334671
16-Dec-25,HFCL,65.43,66, -0.00867387,  0.02695676,  0.02689633,  0.51385376,65.48,66.16, -0.01033130,  0.02746591,  0.02740697,  0.52360935,  0.02740697,  0.52360935
16-Dec-25,HINDALCO,837.15,847.85, -0.01270047,  0.01709232,  0.01707325,  0.32618392,840.3,849.3, -0.01065351,  0.01708767,  0.01706158,  0.32596104,  0.01707325,  0.32618392
16-Dec-25,HINDPETRO,465.35,466.15, -0.00171766,  0.02006545,  0.02001554,  0.38239626,466,468.45, -0.00524374,  0.02018722,  0.02014001,  0.38477429,  0.02014001,  0.38477429
16-Dec-25,HINDUNILVR,2281.1,2293.5, -0.00542125,  0.01164592,  0.01162320,  0.22206094,2286.8,2296, -0.00401502,  0.01148710,  0.01146171,  0.21897571,  0.01162320,  0.22206094
16-Dec-25,HINDZINC,567.7,568.05, -0.00061633,  0.02265449,  0.02259791,  0.43173255,568.6,569.6, -0.00175716,  0.02290624,  0.02284933,  0.43653586,  0.02284933,  0.43653586
16-Dec-25,HUDCO,211,214.85, -0.01808198,  0.02664539,  0.02660949,  0.50837357,210.93,215.46, -0.02124895,  0.02692503,  0.02689968,  0.51391767,  0.02689968,  0.51391767
16-Dec-25,ICICIBANK,1366,1365.2,  0.00058582,  0.01075872,  0.01073187,  0.20503203,1370.3,1370.5, -0.00014594,  0.01027193,  0.01024610,  0.19575146,  0.01073187,  0.20503203
16-Dec-25,ICICIGI,1951.2,1951.8, -0.00030746,  0.01488634,  0.01484899,  0.28368954,1952.6,1957.2, -0.00235306,  0.01468789,  0.01465193,  0.27992472,  0.01484899,  0.28368954
16-Dec-25,ICICIPRULI,637.95,648.5, -0.01640209,  0.01423110,  0.01424263,  0.27210509,639.9,651.75, -0.01834914,  0.01426624,  0.01428971,  0.27300452,  0.01428971,  0.27300452
16-Dec-25,IDEA,11.25,11.35, -0.00884962,  0.03515053,  0.03506813,  0.66997569,11.29,11.4, -0.00969598,  0.03546866,  0.03538658,  0.67605963,  0.03538658,  0.67605963
16-Dec-25,IDFCFIRSTB,83.46,83.87, -0.00490051,  0.01723759,  0.01719780,  0.32856356,83.52,84, -0.00573067,  0.01744344,  0.01740439,  0.33251044,  0.01740439,  0.33251044
16-Dec-25,IEX,140.4,142.3, -0.01344201,  0.02807488,  0.02802075,  0.53533568,140.51,142.61, -0.01483497,  0.02796606,  0.02791576,  0.53332992,  0.02802075,  0.53533568
16-Dec-25,IIFL,566.75,575.2, -0.01479952,  0.02594577,  0.02590192,  0.49485540,567.45,577.5, -0.01755580,  0.02595661,  0.02592146,  0.49522887,  0.02592146,  0.49522887
16-Dec-25,INDHOTEL,725.25,731.15, -0.00810221,  0.01787642,  0.01784097,  0.34085134,727.45,734.4, -0.00950857,  0.01774594,  0.01771433,  0.33843179,  0.01784097,  0.34085134
16-Dec-25,INDIANB,773.15,783.85, -0.01374460,  0.01981496,  0.01978917,  0.37807164,774.75,787.7, -0.01657691,  0.01951529,  0.01950179,  0.37258113,  0.01978917,  0.37807164
16-Dec-25,INDIGO,4973.95,4965.5,  0.00170030,  0.01777996,  0.01773595,  0.33884479,4979.5,4986.5, -0.00140478,  0.01757599,  0.01753241,  0.33495615,  0.01773595,  0.33884479
16-Dec-25,INDUSINDBK,845.05,851.25, -0.00731006,  0.02328683,  0.02323437,  0.44389195,846.6,852.7, -0.00717946,  0.02324893,  0.02319623,  0.44316339,  0.02323437,  0.44389195
16-Dec-25,INDUSTOWER,408.15,409.45, -0.00318004,  0.02031045,  0.02026075,  0.38708110,409.6,410.4, -0.00195122,  0.02016431,  0.02011432,  0.38428362,  0.02026075,  0.38708110
16-Dec-25,INFY,1592.9,1606.8, -0.00868837,  0.01492099,  0.01489645,  0.28459629,1596.8,1610.4, -0.00848097,  0.01468798,  0.01466359,  0.28014753,  0.01489645,  0.28459629
16-Dec-25,INOXWIND,126.9,126,  0.00711747,  0.02780257,  0.02773749,  0.52992402,127.2,126.36,  0.00662567,  0.02792431,  0.02785840,  0.53223405,  0.02785840,  0.53223405
16-Dec-25,IOC,167.75,168.55, -0.00475767,  0.01612598,  0.01608922,  0.30738407,168.07,169.21, -0.00675999,  0.01632499,  0.01629128,  0.31124455,  0.01629128,  0.31124455
16-Dec-25,IRCTC,671.1,672.5, -0.00208395,  0.01497488,  0.01493822,  0.28539432,672.5,675.15, -0.00393278,  0.01526958,  0.01523389,  0.29104314,  0.01523389,  0.29104314
16-Dec-25,IREDA,133.85,135.45, -0.01188280,  0.02472793,  0.02468033,  0.47151703,133.68,135.69, -0.01492399,  0.02557251,  0.02553025,  0.48775482,  0.02553025,  0.48775482
16-Dec-25,IRFC,112,113.25, -0.01109889,  0.02198113,  0.02194015,  0.41916593,112.07,113.78, -0.01514308,  0.02305796,  0.02302516,  0.43989516,  0.02302516,  0.43989516
16-Dec-25,ITC,401.7,402.3, -0.00149254,  0.00971375,  0.00969017,  0.18513038,403.2,403.9, -0.00173461,  0.00959920,  0.00957572,  0.18294380,  0.00969017,  0.18513038
16-Dec-25,JINDALSTEL,1011.2,1034, -0.02229703,  0.01801733,  0.01804114,  0.34467547,1012.5,1035.8, -0.02275156,  0.01789088,  0.01791836,  0.34232986,  0.01804114,  0.34467547
16-Dec-25,JIOFIN,295.25,299.6, -0.01462580,  0.01762986,  0.01761606,  0.33655433,295.85,300.45, -0.01542878,  0.01787245,  0.01786094,  0.34123276,  0.01786094,  0.34123276
16-Dec-25,JSWENERGY,478.55,486.45, -0.01637342,  0.02248746,  0.02246112,  0.42911913,479.2,487.5, -0.01717224,  0.02263112,  0.02260716,  0.43190914,  0.02260716,  0.43190914
16-Dec-25,JSWSTEEL,1082.6,1114.8, -0.02930946,  0.01517699,  0.01528017,  0.29192719,1085.7,1119, -0.03021049,  0.01529505,  0.01540564,  0.29432429,  0.01540564,  0.29432429
16-Dec-25,JUBLFOOD,560.15,577.45, -0.03041725,  0.01764428,  0.01773103,  0.33875086,561.05,579.75, -0.03278695,  0.01744849,  0.01755855,  0.33545562,  0.01773103,  0.33875086
16-Dec-25,KALYANKJIL,479.1,480.1, -0.00208507,  0.02530781,  0.02524499,  0.48230477,479.65,482.3, -0.00550966,  0.02497883,  0.02491931,  0.47608278,  0.02524499,  0.48230477
16-Dec-25,KAYNES,4186.45,4197.6, -0.00265981,  0.03319399,  0.03311142,  0.63259280,4194.5,4208.5, -0.00333215,  0.03301652,  0.03293471,  0.62921673,  0.03311142,  0.63259280
16-Dec-25,KEI,4156.15,4167.9, -0.00282315,  0.02364892,  0.02359054,  0.45069660,4165.6,4189.5, -0.00572107,  0.02402481,  0.02396806,  0.45790906,  0.02396806,  0.45790906
16-Dec-25,KFINTECH,1034.45,1049.5, -0.01444398,  0.02764708,  0.02759676,  0.52723542,1035.2,1053.8, -0.01780803,  0.02774504,  0.02770427,  0.52928937,  0.02770427,  0.52928937
16-Dec-25,KOTAKBANK,2182.4,2181.3,  0.00050416,  0.01357561,  0.01354178,  0.25871532,2189,2191, -0.00091324,  0.01316316,  0.01313042,  0.25085624,  0.01354178,  0.25871532
16-Dec-25,KPITTECH,1176.25,1207.4, -0.02613788,  0.02239902,  0.02241935,  0.42832112,1173.5,1210.6, -0.03112537,  0.02234942,  0.02240193,  0.42798826,  0.02241935,  0.42832112
16-Dec-25,LAURUSLABS,1001.3,1004.9, -0.00358888,  0.02015640,  0.02010754,  0.38415393,1005,1009.1, -0.00407130,  0.02009660,  0.02004828,  0.38302185,  0.02010754,  0.38415393
16-Dec-25,LICHSGFIN,525.85,531.45, -0.01059312,  0.01698811,  0.01696225,  0.32406341,526.9,533.7, -0.01282311,  0.01718643,  0.01716727,  0.32798032,  0.01716727,  0.32798032
16-Dec-25,LICI,854.5,856.9, -0.00280472,  0.01576815,  0.01572979,  0.30051715,856.65,858.65, -0.00233195,  0.01604107,  0.01600189,  0.30571574,  0.01600189,  0.30571574
16-Dec-25,LODHA,1075.4,1091, -0.01440202,  0.02311547,  0.02307998,  0.44094240,1076,1096.5, -0.01887283,  0.02272017,  0.02270264,  0.43373333,  0.02307998,  0.44094240
16-Dec-25,LT,4063.8,4092.3, -0.00698866,  0.01371186,  0.01368664,  0.26148288,4068.8,4099.5, -0.00751690,  0.01350893,  0.01348555,  0.25764108,  0.01368664,  0.26148288
16-Dec-25,LTF,300.8,305.1, -0.01419400,  0.02022275,  0.02019709,  0.38586491,301.55,305.65, -0.01350482,  0.02049231,  0.02046319,  0.39094875,  0.02046319,  0.39094875
16-Dec-25,LTIM,6216,6269.5, -0.00856999,  0.01647437,  0.01644415,  0.31416513,6228,6298.5, -0.01125626,  0.01694567,  0.01692211,  0.32329641,  0.01692211,  0.32329641
16-Dec-25,LUPIN,2090.6,2092.55, -0.00093231,  0.01594522,  0.01590544,  0.30387305,2092.3,2096.9, -0.00219612,  0.01588884,  0.01584998,  0.30281341,  0.01590544,  0.30387305
16-Dec-25,M&M,3621,3608,  0.00359663,  0.01692398,  0.01688350,  0.32255882,3629.8,3615.4,  0.00397505,  0.01659173,  0.01655272,  0.31623928,  0.01688350,  0.32255882
16-Dec-25,MANAPPURAM,283.5,286.25, -0.00965343,  0.02135462,  0.02131211,  0.40716721,283.85,286.85, -0.01051350,  0.02133611,  0.02129569,  0.40685363,  0.02131211,  0.40716721
16-Dec-25,MANKIND,2106,2141.25, -0.01659936,  0.01691834,  0.01691675,  0.32319412,2114.1,2151.9, -0.01772198,  0.01698605,  0.01698993,  0.32459214,  0.01698993,  0.32459214
16-Dec-25,MARICO,738.8,737.65,  0.00155779,  0.01304483,  0.01301274,  0.24860796,739.8,741.1, -0.00175569,  0.01279612,  0.01276467,  0.24386861,  0.01301274,  0.24860796
16-Dec-25,MARUTI,16354,16414.95, -0.00371999,  0.01293874,  0.01290899,  0.24662600,16396,16455, -0.00359198,  0.01259484,  0.01256588,  0.24007082,  0.01290899,  0.24662600
16-Dec-25,MAXHEALTH,1073,1085.4, -0.01149012,  0.02047232,  0.02043733,  0.39045467,1074.2,1088.8, -0.01349997,  0.02020409,  0.02017623,  0.38546630,  0.02043733,  0.39045467
16-Dec-25,MAZDOCK,2407.95,2447.75, -0.01639347,  0.02897587,  0.02892656,  0.55264111,2416.6,2459.1, -0.01743384,  0.02907342,  0.02902677,  0.55455567,  0.02902677,  0.55455567
16-Dec-25,MCX,10164.2,10186.3, -0.00217194,  0.02376950,  0.02371052,  0.45298880,10195,10230, -0.00342718,  0.02377939,  0.02372112,  0.45319132,  0.02372112,  0.45319132
