INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTIDX    ,BANKNIFTY ,30/12/2025,00054700.00,PE      ,00000010.95,00000015.40,00000008.90,00000009.40,000000000008365,            14875,              425,              175,      813828960.00,         166460.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00054900.00,PE      ,00000013.10,00000015.55,00000009.35,00000010.10,000000000009275,            10010,              286,              092,      549663920.75,         114920.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00055100.00,PE      ,00000019.10,00000019.10,00000010.25,00000011.20,000000000008120,            11165,              319,              159,      615344259.25,         152759.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00055300.00,PE      ,00000016.00,00000019.00,00000011.85,00000012.75,000000000017815,            14035,              401,              210,      776336100.75,         200600.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00055500.00,CE      ,00003955.50,00003955.50,00003800.00,00003850.00,000000000082635,             1785,              051,              037,      106008819.00,        6941319.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00055500.00,PE      ,00000015.45,00000016.95,00000012.15,00000013.75,000000000258830,           327565,             9359,             5177,    18184868954.00,        5011454.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00055700.00,PE      ,00000019.30,00000021.50,00000013.45,00000015.05,000000000013790,            30800,              880,              415,     1716094418.50,         534418.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00055900.00,PE      ,00000033.85,00000037.30,00000016.05,00000017.10,000000000012180,            81585,             2331,             1022,     4562243122.50,        1641622.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00056100.00,PE      ,00000021.80,00000024.15,00000018.35,00000019.25,000000000026040,            49070,             1402,              751,     2753854626.25,        1027626.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00056300.00,PE      ,00000024.75,00000027.05,00000020.40,00000021.80,000000000016940,            33915,              969,              531,     1910220270.00,         805770.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00056500.00,CE      ,00003100.05,00003100.05,00002770.00,00002770.00,000000000031605,             1120,              032,              026,       66526390.00,        3246390.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00056500.00,PE      ,00000030.00,00000030.20,00000024.05,00000025.50,000000000293650,           552055,            15773,             8767,    31206035211.75,       14927711.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00056700.00,PE      ,00000028.15,00000035.05,00000027.30,00000028.80,000000000029365,           129045,             3687,             1882,     7320775351.75,        3923851.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00056900.00,PE      ,00000034.80,00000040.20,00000031.50,00000034.05,000000000056385,           109165,             3119,             1972,     6215431699.75,        3943199.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00057100.00,PE      ,00000037.55,00000048.20,00000036.90,00000040.90,000000000110880,           160440,             4584,             2806,     9167931627.75,        6807627.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00057300.00,CE      ,00002100.00,00002100.45,00002075.00,00002075.00,000000000003010,              420,              012,              011,       24947063.75,         881063.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00057300.00,PE      ,00000045.05,00000059.45,00000043.10,00000051.00,000000000083125,           182490,             5214,             3006,    10466059905.00,        9382905.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00057500.00,CE      ,00002065.55,00002136.50,00001800.00,00001876.10,000000000058835,            12040,              344,              230,      715400978.25,       23100978.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00057500.00,PE      ,00000064.95,00000074.00,00000051.45,00000063.65,000000000670495,          1198575,            34245,            19274,    68994416545.25,       76354045.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00057700.00,CE      ,00001660.00,00001678.90,00001660.00,00001678.90,000000000009065,              210,              006,              005,       12468366.75,         351366.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00057700.00,PE      ,00000063.05,00000090.95,00000063.05,00000079.60,000000000144025,           217280,             6208,             4214,    12554281076.75,       17225076.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00057900.00,CE      ,00001601.50,00001601.50,00001452.35,00001452.35,000000000006265,             1610,              046,              019,       95705491.00,        2486491.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00057900.00,PE      ,00000083.00,00000114.90,00000077.75,00000098.70,000000000069755,           267050,             7630,             5500,    15488630515.75,       26435515.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00058100.00,CE      ,00001460.10,00001460.10,00001280.45,00001296.15,000000000012285,             8505,              243,              141,      505614075.75,       11473575.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00058100.00,PE      ,00000101.00,00000142.90,00000095.45,00000124.35,000000000069930,           286895,             8197,             6363,    16704114176.75,       35514676.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00058300.00,CE      ,00001333.65,00001342.65,00001130.00,00001139.45,000000000010710,             7420,              212,              163,      441615695.50,        9029695.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00058300.00,PE      ,00000123.20,00000179.35,00000118.95,00000154.90,000000000103215,           564095,            16117,            11138,    32974738396.25,       87999896.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00058500.00,CE      ,00001270.90,00001270.90,00000942.00,00000996.30,000000000649005,           283290,             8094,             4902,    16875411217.00,      302946217.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00058500.00,PE      ,00000159.95,00000223.95,00000147.90,00000197.35,000000001045765,          2426340,            69324,            47654,   142413964509.25,      473074509.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00058700.00,CE      ,00001090.00,00001097.65,00000795.25,00000839.40,000000000045990,            94605,             2703,             1833,     5637151178.75,       83837678.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00058700.00,PE      ,00000190.00,00000277.95,00000183.60,00000249.90,000000000139615,           790965,            22599,            16719,    46621013314.75,      191367814.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00058900.00,CE      ,00000933.90,00000935.70,00000662.45,00000708.70,000000000074935,           438830,            12538,             9267,    26173058196.25,      325971196.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00058900.00,PE      ,00000231.00,00000345.00,00000228.90,00000311.90,000000000185745,          1138480,            32528,            24207,    67404249799.25,      347777799.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00059100.00,CE      ,00000775.05,00000795.80,00000541.10,00000588.10,000000000274680,          2573165,            73519,            50671,   153674812964.75,     1600761464.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00059100.00,PE      ,00000304.70,00000424.35,00000284.15,00000381.75,000000000224000,          3493490,            99814,            70302,   207786125146.25,     1320866146.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00059300.00,CE      ,00000720.00,00000720.00,00000435.45,00000475.95,000000000480935,          2376010,            67886,            50648,   142131468221.75,     1234075221.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00059300.00,PE      ,00000359.95,00000516.80,00000350.60,00000462.80,000000000280210,          3057705,            87363,            64769,   182703546525.50,     1381640025.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00059500.00,CE      ,00000550.00,00000550.00,00000344.50,00000376.70,000000001822135,          4950715,           141449,            92808,   296630278757.75,     2062736257.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00059500.00,PE      ,00000416.95,00000623.70,00000416.95,00000571.65,000000001685845,          3473505,            99243,            68616,   208579809373.25,     1906261873.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00059700.00,CE      ,00000435.55,00000436.45,00000271.95,00000298.60,000000000415065,          1177190,            33634,            24089,    70674357279.75,      396114279.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00059700.00,PE      ,00000530.00,00000747.85,00000520.00,00000691.10,000000000241395,           653030,            18658,            12471,    39407370294.25,      421479294.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00059900.00,CE      ,00000330.05,00000345.05,00000211.20,00000229.40,000000000293090,           827505,            23643,            17232,    49779954052.50,      212404552.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00059900.00,PE      ,00000661.40,00000886.60,00000631.20,00000839.85,000000000092890,           182560,             5216,             3570,    11075700587.00,      140356587.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00060100.00,CE      ,00000250.00,00000269.25,00000162.05,00000175.70,000000000295015,           578550,            16530,            12243,    34886913166.00,      116058166.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00060100.00,PE      ,00000772.35,00001015.70,00000753.30,00000974.40,000000000071995,            64960,             1856,             1417,     3963965397.00,       59869397.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00060300.00,CE      ,00000199.00,00000206.00,00000123.25,00000133.70,000000000165445,           544775,            15565,            11530,    32933739741.00,       83807241.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00060300.00,PE      ,00000909.00,00001172.20,00000896.35,00001150.25,000000000043820,            28350,              810,              482,     1739556248.50,       30051248.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00060500.00,CE      ,00000165.00,00000165.00,00000092.70,00000101.05,000000000752290,          1793225,            51235,            33109,   108696165546.50,      206053046.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00060500.00,PE      ,00001074.85,00001362.50,00001040.70,00001330.05,000000000093870,           183925,             5255,             2491,    11356286824.75,      228824324.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00060700.00,CE      ,00000115.70,00000116.70,00000069.95,00000076.25,000000000173670,           578305,            16523,            10978,    35153321939.75,       50208439.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00060700.00,PE      ,00001266.05,00001510.55,00001266.05,00001486.60,000000000015925,             3675,              105,              098,      228428912.25,        5356412.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00060900.00,CE      ,00000084.35,00000087.40,00000053.70,00000058.60,000000000114030,           291235,             8321,             5788,    17755575888.75,       19364388.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00060900.00,PE      ,00001385.90,00001688.60,00001385.90,00001609.05,000000000022330,             1960,              056,              046,      122485968.50,        3121968.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00061100.00,CE      ,00000064.10,00000065.40,00000041.55,00000046.65,000000000117215,           269920,             7712,             5311,    16506050872.50,       13938872.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00061300.00,CE      ,00000047.95,00000049.80,00000033.10,00000035.90,000000000168210,           430500,            12300,             8371,    26406850940.75,       17200940.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00061500.00,CE      ,00000040.00,00000040.00,00000026.85,00000029.30,000000000560910,          1057945,            30227,            16915,    65097453011.50,       33835511.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00061500.00,PE      ,00001945.10,00002257.60,00001933.30,00002209.40,000000000017500,             3080,              088,              066,      195969140.50,        6549140.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00061700.00,CE      ,00000028.90,00000031.75,00000022.95,00000025.05,000000000061180,           137865,             3939,             2321,     8510002107.25,        3731607.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00061900.00,CE      ,00000027.95,00000027.95,00000020.05,00000021.30,000000000064575,           116830,             3338,             2090,     7234525802.00,        2748802.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00062100.00,CE      ,00000024.00,00000024.00,00000014.35,00000017.60,000000000054670,           129535,             3701,             2105,     8046704373.75,        2580873.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00062300.00,CE      ,00000019.80,00000019.80,00000015.20,00000016.85,000000000073465,            57295,             1637,             1112,     3570506318.75,        1027818.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00062500.00,CE      ,00000014.95,00000017.50,00000013.90,00000014.90,000000000404705,           606480,            17328,             9260,    37914652686.75,        9652686.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00062700.00,CE      ,00000015.55,00000016.50,00000013.50,00000014.40,000000000023940,            20020,              572,              290,     1255556092.00,         302092.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00062900.00,CE      ,00000014.00,00000015.60,00000012.55,00000013.25,000000000018375,            14595,              417,              296,      918234296.00,         208796.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00063100.00,CE      ,00000013.80,00000014.50,00000012.30,00000012.85,000000000029400,            41580,             1188,              710,     2624266505.00,         568505.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00063300.00,CE      ,00000011.85,00000013.80,00000010.10,00000012.40,000000000017500,            31570,              902,              656,     1998784200.00,         403200.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00063500.00,CE      ,00000012.00,00000012.70,00000009.40,00000011.25,000000000196245,           294945,             8427,             5380,    18732445490.50,        3437990.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00063700.00,CE      ,00000008.10,00000013.00,00000008.10,00000011.00,000000000008225,             8365,              239,              139,      532946793.75,          96293.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00063900.00,CE      ,00000010.70,00000014.90,00000009.15,00000010.55,000000000008400,            29680,              848,              384,     1896901828.50,         349828.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00064100.00,CE      ,00000010.45,00000011.80,00000008.85,00000009.20,000000000005460,             1925,              055,              038,      123413225.25,          20725.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00064300.00,CE      ,00000009.70,00000014.65,00000007.35,00000009.55,000000000009030,            33775,              965,              491,     2172082183.25,         349683.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00064500.00,CE      ,00000008.95,00000010.90,00000007.45,00000009.60,000000000123165,           162120,             4632,             2508,    10458349464.50,        1609464.50
OPTIDX    ,BANKNIFTY ,30/12/2025,00064500.00,PE      ,00005342.05,00005342.05,00005342.05,00005342.05,000000000001085,              035,              001,              001,        2444471.75,         186971.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00064700.00,CE      ,00000006.45,00000013.55,00000006.05,00000010.00,000000000006300,             2590,              074,              037,      167597430.00,          24430.00
OPTIDX    ,BANKNIFTY ,30/12/2025,00065500.00,CE      ,00000007.55,00000009.80,00000005.60,00000007.60,000000000015365,            31115,              889,              394,     2038271250.75,         238750.75
OPTIDX    ,BANKNIFTY ,30/12/2025,00066500.00,CE      ,00000004.70,00000006.30,00000004.15,00000005.70,000000000128555,            81760,             2336,             1136,     5437476175.25,         436175.25
OPTIDX    ,BANKNIFTY ,30/12/2025,00067500.00,CE      ,00000004.45,00000005.90,00000004.10,00000005.05,000000000053760,            87955,             2513,              666,     5937394566.25,         432066.25
OPTIDX    ,BANKNIFTY ,27/01/2026,00050500.00,PE      ,00000019.05,00000020.00,00000019.05,00000019.30,000000000001440,              660,              022,              004,       33342940.50,          12940.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00051500.00,PE      ,00000019.15,00000021.00,00000019.15,00000021.00,000000000001440,              420,              014,              004,       21638578.50,           8578.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00052500.00,PE      ,00000024.35,00000025.00,00000023.00,00000024.00,000000000001500,              960,              032,              021,       50423379.00,          23379.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00053500.00,PE      ,00000029.00,00000029.00,00000029.00,00000029.00,000000000000840,              150,              005,              002,        8029350.00,           4350.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00054100.00,PE      ,00000035.00,00000037.00,00000034.50,00000035.75,000000000001500,             1050,              035,              033,       56842542.00,          37542.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00054300.00,PE      ,00000037.00,00000039.95,00000036.50,00000038.00,000000000001110,              780,              026,              026,       42383728.50,          29728.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00054500.00,PE      ,00000040.05,00000043.00,00000039.10,00000042.00,000000000001620,              600,              020,              019,       32724889.50,          24889.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00054700.00,PE      ,00000042.60,00000042.60,00000042.60,00000042.60,000000000000960,              390,              013,              003,       21349614.00,          16614.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00055300.00,PE      ,00000052.60,00000060.55,00000051.15,00000051.15,000000000003510,             1980,              066,              023,      109598449.50,         104449.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00055500.00,CE      ,00004100.00,00004100.00,00004100.00,00004100.00,000000000000330,              030,              001,              001,        1788000.00,         123000.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00055500.00,PE      ,00000058.35,00000068.65,00000056.05,00000061.15,000000000023370,             1800,              060,              043,      100009846.50,         109846.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00056500.00,CE      ,00003240.00,00003245.00,00003150.00,00003199.85,000000000001080,              390,              013,              008,       23292576.00,        1257576.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00056500.00,PE      ,00000099.20,00000119.55,00000097.75,00000109.80,000000000088500,            20850,              695,              415,     1180325104.50,        2300104.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00057300.00,PE      ,00000174.15,00000195.60,00000174.15,00000192.80,000000000004890,             1650,              055,              022,       94853940.00,         308940.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00057500.00,CE      ,00002424.00,00002424.00,00002320.00,00002415.00,000000000005790,              540,              018,              018,       32338438.50,        1288438.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00057500.00,PE      ,00000195.00,00000230.00,00000189.85,00000218.15,000000000106500,            34470,             1149,              705,     1989431068.50,        7406068.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00057700.00,CE      ,00002205.15,00002229.30,00002205.15,00002229.30,000000000000510,              060,              002,              002,        3595033.50,         133033.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00057700.00,PE      ,00000215.00,00000263.30,00000215.00,00000253.45,000000000007320,             2220,              074,              045,      128646762.00,         552762.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00057900.00,CE      ,00002049.00,00002049.00,00002049.00,00002049.00,000000000000570,              210,              007,              002,       12589290.00,         430290.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00057900.00,PE      ,00000245.20,00000302.00,00000244.80,00000279.95,000000000006330,             2820,              094,              044,      164067928.50,         789928.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00058300.00,CE      ,00001685.60,00001695.70,00001685.60,00001695.70,000000000000420,              180,              006,              002,       10797711.00,         303711.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00058500.00,CE      ,00001727.00,00001743.05,00001500.05,00001548.75,000000000013710,            20130,              671,              480,     1209755305.50,       32150305.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00058500.00,PE      ,00000355.00,00000442.45,00000355.00,00000421.70,000000000074730,            30690,             1023,              706,     1808013958.50,       12648958.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00058700.00,CE      ,00001445.00,00001445.05,00001375.50,00001415.55,000000000002070,             1920,              064,              034,      115439482.50,        2735482.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00058700.00,PE      ,00000427.95,00000497.45,00000426.55,00000472.45,000000000004920,             3930,              131,              071,      232501000.50,        1810000.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00058900.00,CE      ,00001300.00,00001330.00,00001230.00,00001274.55,000000000004020,             1650,              055,              038,       99318765.00,        2133765.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00058900.00,PE      ,00000523.50,00000558.05,00000508.45,00000547.30,000000000009090,             3090,              103,              059,      183653686.50,        1652686.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00059100.00,CE      ,00001234.30,00001234.30,00001112.30,00001148.75,000000000007170,             5880,              196,              134,      354470944.50,        6962944.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00059100.00,PE      ,00000526.55,00000632.00,00000526.55,00000601.25,000000000007650,            17130,              571,              252,     1022657211.00,       10274211.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00059300.00,CE      ,00001200.00,00001212.55,00000993.05,00001016.70,000000000009000,             4500,              150,              112,      271736781.00,        4886781.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00059300.00,PE      ,00000595.55,00000713.80,00000594.95,00000692.15,000000000012630,            11940,              398,              246,      716018382.00,        7976382.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00059500.00,CE      ,00001000.00,00001065.55,00000858.85,00000896.25,000000001121910,           173670,             5789,             4013,    10497034258.50,      163669258.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00059500.00,PE      ,00000700.00,00000805.00,00000651.00,00000764.85,000000000466800,           153000,             5100,             3572,     9217916860.50,      114416860.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00059700.00,CE      ,00000924.00,00000957.50,00000779.50,00000802.65,000000000009840,             7080,              236,              196,      428598712.50,        5922712.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00059700.00,PE      ,00000760.55,00000890.90,00000760.55,00000844.65,000000000010230,             5640,              188,              149,      341535933.00,        4827933.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00059900.00,CE      ,00000826.55,00000843.20,00000680.00,00000690.35,000000000009990,             6570,              219,              116,      398439159.00,        4896159.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00059900.00,PE      ,00000831.50,00000999.00,00000830.15,00000965.15,000000000008850,             3420,              114,              087,      207998646.00,        3140646.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00060100.00,CE      ,00000716.00,00000716.00,00000593.60,00000616.25,000000000012030,             3720,              124,              066,      225948286.50,        2376286.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00060100.00,PE      ,00000950.00,00001104.50,00000950.00,00001082.00,000000000004620,             3330,              111,              045,      203715885.00,        3582885.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00060300.00,CE      ,00000631.00,00000652.90,00000522.00,00000531.50,000000000007680,             4980,              166,              084,      303216199.50,        2922199.50
OPTIDX    ,BANKNIFTY ,27/01/2026,00060300.00,PE      ,00001062.55,00001215.00,00001059.95,00001163.25,000000000004410,             3450,              115,              055,      212071644.00,        4036644.00
OPTIDX    ,BANKNIFTY ,27/01/2026,00060500.00,CE      ,00000550.45,00000567.70,00000444.25,00000466.75,000000000098490,            49980,             1666,             1050,     3048297135.00,       24507135.00
